geography,time,genus,species,serotype,meat_source,antimicrobial,pct_resistant,n_resistant,n_tested,mic50,mic90
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,1,4,4
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,5,8,8
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,1,8,8
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,22,6,8
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,2,6,7.6
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Chloramphenicol,0,0,2,8,8
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,1,0.015,0.015
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,7,0.015,0.021000000000000005
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,1,0.015,0.015
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,5,0.015,0.015
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,1,0.015,0.015
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,22,0.015,0.015
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,2,0.0225,0.028499999999999998
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin,0,0,2,0.0225,0.028499999999999998
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,1,0.015,0.015
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,7,0.015,0.021000000000000005
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,1,0.015,0.015
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,5,0.015,0.015
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,1,0.015,0.015
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,22,0.015,0.015
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,2,0.0225,0.028499999999999998
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Ciprofloxacin (2nd breakpoint),0,0,2,0.0225,0.028499999999999998
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,1,0.25,0.25
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,7,0.5,0.7000000000000002
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,100,1,1,16,16
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,5,0.5,0.5
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,1,0.5,0.5
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,22,0.25,0.5
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,2,1.25,1.8499999999999999
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Gentamicin,0,0,2,0.5,0.5
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,0,0,1,8,8
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,57.14285714285714,4,7,64,64
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,0,0,1,8,8
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,40,2,5,8,64
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,0,0,1,8,8
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,27.27272727272727,6,22,8,64
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,50,1,2,36,58.39999999999999
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Kanamycin,0,0,2,8,8
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,1,4,4
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,7,4,4
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,1,4,4
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,5,4,4
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,1,4,4
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,22,4,4
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,2,4,4
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Nalidixic acid,0,0,2,6,7.6
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,0,0,1,32,32
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,14.285714285714285,1,7,32,44.80000000000001
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,100,1,1,64,64
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,20,1,5,32,51.19999999999999
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,0,0,1,32,32
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,22.727272727272727,5,22,32,64
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,0,0,2,32,32
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Streptomycin,50,1,2,40,59.199999999999996
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,1,1,256,256
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,7,7,256,256
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,1,1,256,256
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,5,5,256,256
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,0,0,1,64,64
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,22,22,256,256
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,100,2,2,256,256
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Sulfonamides,50,1,2,144,233.59999999999997
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,1,1,32,32
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,7,7,32,32
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,1,1,32,32
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,5,5,32,32
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,0,0,1,4,4
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,22,22,32,32
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,100,2,2,32,32
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Tetracycline,50,1,2,18,29.199999999999996
06,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
09,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,7,0.125,0.17500000000000004
13,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,5,0.125,0.125
27,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,22,0.125,0.125
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,2,0.125,0.125
47,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Chickens,Trimethoprim-sulfamethoxazole,0,0,2,0.125,0.125
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Amoxicillin-clavulanic acid,100,2,2,32,32
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Amoxicillin-clavulanic acid,100,2,2,32,32
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ampicillin,100,2,2,32,32
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ampicillin,100,2,2,32,32
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Cefoxitin,100,2,2,32,32
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Cefoxitin,50,1,2,24,30.4
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ceftiofur,50,1,2,6,7.6
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ceftiofur,100,2,2,8,8
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ceftriaxone,100,2,2,12,15.2
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ceftriaxone,100,2,2,12,15.2
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Chloramphenicol,0,0,2,6,7.6
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Chloramphenicol,0,0,2,4,4
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ciprofloxacin,0,0,2,0.015,0.015
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ciprofloxacin,0,0,2,0.015,0.015
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ciprofloxacin (2nd breakpoint),0,0,2,0.015,0.015
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Ciprofloxacin (2nd breakpoint),0,0,2,0.015,0.015
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Gentamicin,0,0,2,0.25,0.25
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Gentamicin,0,0,2,0.25,0.25
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Kanamycin,0,0,2,8,8
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Kanamycin,0,0,2,8,8
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Nalidixic acid,0,0,2,4,4
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Nalidixic acid,0,0,2,4,4
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Streptomycin,50,1,2,48,60.8
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Streptomycin,0,0,2,32,32
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Sulfonamides,100,2,2,256,256
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Sulfonamides,100,2,2,256,256
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Tetracycline,100,2,2,32,32
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Tetracycline,100,2,2,32,32
24,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Trimethoprim-sulfamethoxazole,0,0,2,0.125,0.125
36,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Ground Turkey,Trimethoprim-sulfamethoxazole,0,0,2,0.125,0.125
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Amoxicillin-clavulanic acid,0,0,1,16,16
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Amoxicillin-clavulanic acid,0,0,2,1.5,1.9
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Amoxicillin-clavulanic acid,0,0,1,16,16
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ampicillin,100,1,1,32,32
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ampicillin,0,0,2,2,2
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ampicillin,100,1,1,32,32
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Cefoxitin,0,0,1,4,4
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Cefoxitin,0,0,2,3,3.8
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Cefoxitin,0,0,1,2,2
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftiofur,0,0,1,1,1
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftiofur,0,0,2,1.5,1.9
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftiofur,0,0,1,1,1
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftriaxone,0,0,1,0.25,0.25
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftriaxone,0,0,2,0.25,0.25
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ceftriaxone,0,0,1,0.25,0.25
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Chloramphenicol,100,1,1,32,32
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Chloramphenicol,0,0,2,8,8
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Chloramphenicol,100,1,1,32,32
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin,0,0,1,0.03,0.03
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin,0,0,2,0.0225,0.028499999999999998
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin,0,0,1,0.015,0.015
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin (2nd breakpoint),0,0,1,0.03,0.03
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin (2nd breakpoint),0,0,2,0.0225,0.028499999999999998
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Ciprofloxacin (2nd breakpoint),0,0,1,0.015,0.015
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Gentamicin,0,0,1,1,1
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Gentamicin,0,0,2,0.5,0.5
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Gentamicin,0,0,1,0.5,0.5
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Kanamycin,0,0,1,8,8
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Kanamycin,0,0,2,8,8
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Kanamycin,0,0,1,8,8
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Nalidixic acid,0,0,1,8,8
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Nalidixic acid,0,0,2,4,4
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Nalidixic acid,0,0,1,4,4
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Streptomycin,100,1,1,64,64
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Streptomycin,100,2,2,64,64
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Streptomycin,100,1,1,64,64
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Sulfonamides,100,1,1,256,256
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Sulfonamides,100,2,2,256,256
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Sulfonamides,100,1,1,256,256
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Tetracycline,100,1,1,32,32
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Tetracycline,100,2,2,32,32
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Tetracycline,100,1,1,32,32
35,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Trimethoprim-sulfamethoxazole,0,0,1,0.25,0.25
41,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Trimethoprim-sulfamethoxazole,0,0,2,0.125,0.125
42,2011-12-31,Salmonella,NA,Typhimurium var. 5-,Retail Pork Chops,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Amoxicillin-clavulanic acid,0,0,1,1,1
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Ampicillin,0,0,1,1,1
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Cefoxitin,0,0,1,2,2
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Ceftiofur,0,0,1,0.5,0.5
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Ceftriaxone,0,0,1,0.25,0.25
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Chloramphenicol,0,0,1,8,8
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Ciprofloxacin,0,0,1,0.03,0.03
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Ciprofloxacin (2nd breakpoint),0,0,1,0.03,0.03
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Gentamicin,0,0,1,0.5,0.5
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Kanamycin,0,0,1,8,8
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Nalidixic acid,0,0,1,4,4
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Streptomycin,0,0,1,32,32
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Sulfonamides,0,0,1,16,16
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Tetracycline,0,0,1,4,4
35,2011-12-31,Salmonella,NA,Uganda,Retail Pork Chops,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Amoxicillin-clavulanic acid,0,0,1,1,1
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Ampicillin,0,0,1,1,1
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Cefoxitin,0,0,1,4,4
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Ceftiofur,0,0,1,0.5,0.5
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Ceftriaxone,0,0,1,0.25,0.25
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Chloramphenicol,0,0,1,8,8
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Ciprofloxacin,0,0,1,0.015,0.015
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Ciprofloxacin (2nd breakpoint),0,0,1,0.015,0.015
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Gentamicin,0,0,1,0.5,0.5
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Kanamycin,0,0,1,8,8
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Nalidixic acid,0,0,1,2,2
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Streptomycin,0,0,1,32,32
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Sulfonamides,0,0,1,16,16
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Tetracycline,0,0,1,4,4
35,2011-12-31,Salmonella,NA,Worthington,Retail Pork Chops,Trimethoprim-sulfamethoxazole,0,0,1,0.125,0.125
06,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,33.33333333333333,8,24,0.25,16
08,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,31.25,5,16,0.25,16
09,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,0,0,5,0.125,0.125
13,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,30.76923076923077,8,26,0.25,16
22,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,0,0,1,0.5,0.5
24,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,50,9,18,4.25,16
27,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,25,2,8,0.25,8
29,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,25,1,4,0.1875,22.475000000000005
35,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,25,4,16,0.25,12
36,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,25,4,16,0.125,16
41,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,25,2,8,0.25,8
42,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,48.484848484848484,16,33,0.5,16
47,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,8.695652173913043,2,23,0.125,0.25
06,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,24,1,1.6999999999999993
08,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,16,0.75,1.5
09,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,5,0.5,0.5
13,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,7.6923076923076925,2,26,1,6
22,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,1,2,2
24,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,5.555555555555555,1,18,1,2.6000000000000014
27,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,8,1,1.2999999999999998
29,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,4,1,1.7000000000000002
35,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,16,1,5
36,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,12.5,2,16,1,32.5
41,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,8,0.5,1
42,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,36.36363636363637,12,33,1,64
47,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,21.73913043478261,5,23,1,64
06,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,12.5,3,24,0.5,22.699999999999978
08,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,25,4,16,0.5,32
09,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,5,0.5,0.5
13,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,26,0.5,1
22,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,1,1,1
24,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,18,0.5,1
27,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,8,0.5,1
29,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,4,0.5,0.8500000000000001
35,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,16,0.5,1
36,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,16,0.5,0.75
41,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,8,0.5,0.6499999999999999
42,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,3.0303030303030303,1,33,0.5,1
47,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,23,0.5,1
06,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,33.33333333333333,8,24,8,64
08,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,31.25,5,16,8,64
09,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,0,0,5,8,8
13,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,30.76923076923077,8,26,8,64
22,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,0,0,1,8,8
24,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,50,9,18,36,64
27,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,25,2,8,8,64
29,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,25,1,4,8,47.20000000000001
35,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,25,4,16,8,64
36,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,25,4,16,8,64
41,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,25,2,8,6,64
42,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,48.484848484848484,16,33,8,64
47,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Nalidixic acid,8.695652173913043,2,23,8,8
06,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Tetracycline,66.66666666666666,16,24,64,64
08,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Tetracycline,68.75,11,16,64,64
09,2012-12-31,Campylobacter,coli,NA,Retail Chickens,Tetracycline,20,1,5,0.25,9.699999999999994
