geography,time,genus,species,serotype,meat_source,antimicrobial,pct_resistant,n_resistant,n_tested,mic50,mic90
09,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,13.636363636363635,3,22,0.25,14.450000000000033
13,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,18.181818181818183,4,22,0.25,14.500000000000032
24,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,70,7,10,1,17.599999999999994
27,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,0,0,14,0.125,0.125
47,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Ciprofloxacin,9.090909090909092,2,22,0.25,0.5
09,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Doxycycline,63.63636363636363,14,22,32,32
13,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Doxycycline,36.36363636363637,8,22,0.125,32
24,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Doxycycline,60,6,10,24,32
27,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Doxycycline,0,0,14,0.125,0.25
47,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Doxycycline,54.54545454545454,12,22,16,32
09,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,18.181818181818183,4,22,2,64
13,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,9.090909090909092,2,22,2,4
24,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,10,1,10,4,13.59999999999998
27,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,14,0.5,0.5
47,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Erythromycin,0,0,22,2,8
09,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,22,0.5,0.5
13,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,22,0.5,0.5
24,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,10,0.5,0.5499999999999998
27,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,14,0.5,0.5
47,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Gentamicin,0,0,22,0.5,0.5
09,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Meropenem,0,0,22,0.0925,0.25
13,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Meropenem,0,0,22,0.06,0.2310000000000004
24,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Meropenem,0,0,10,0.125,0.25
27,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Meropenem,0,0,14,0.06,0.125
47,2002-12-31,Campylobacter,coli,NA,Retail Chickens,Meropenem,0,0,22,0.06,0.125
27,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Ciprofloxacin,100,1,1,64,64
47,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Ciprofloxacin,0,0,1,0.25,0.25
27,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Doxycycline,100,1,1,32,32
47,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Doxycycline,0,0,1,0.125,0.125
27,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Erythromycin,0,0,1,4,4
47,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Erythromycin,0,0,1,4,4
27,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Gentamicin,0,0,1,0.5,0.5
47,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Gentamicin,0,0,1,0.5,0.5
27,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Meropenem,0,0,1,2,2
47,2002-12-31,Campylobacter,coli,NA,Retail Ground Turkey,Meropenem,0,0,1,0.06,0.06
47,2002-12-31,Campylobacter,coli,NA,Retail Pork Chops,Ciprofloxacin,0,0,3,0.5,0.5
47,2002-12-31,Campylobacter,coli,NA,Retail Pork Chops,Doxycycline,100,3,3,4,26.399999999999995
47,2002-12-31,Campylobacter,coli,NA,Retail Pork Chops,Erythromycin,33.33333333333333,1,3,4,51.999999999999986
47,2002-12-31,Campylobacter,coli,NA,Retail Pork Chops,Gentamicin,0,0,3,2,2
47,2002-12-31,Campylobacter,coli,NA,Retail Pork Chops,Meropenem,0,0,3,0.125,0.125
09,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,36.53846153846153,19,52,0.25,16
13,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,8.064516129032258,5,62,0.25,0.5
24,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,15,3,20,0.125,16
27,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,0,0,19,0.125,0.5
41,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,0,0,1,0.125,0.125
47,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Ciprofloxacin,15.909090909090908,7,44,0.25,16
09,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,67.3076923076923,35,52,8,16
13,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,48.38709677419355,30,62,0.5,32
24,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,40,8,20,0.125,8
27,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,89.47368421052632,17,19,4,8
41,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,0,0,1,0.06,0.06
47,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Doxycycline,56.81818181818182,25,44,1.5,16
09,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,52,1,2
13,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,62,2,4
24,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,20,1,2
27,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,19,1,2
41,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,1,2,2
47,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Erythromycin,0,0,44,2,2
09,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,52,0.5,0.5
13,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,62,0.5,0.5
24,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,20,0.5,1
27,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,19,0.5,1
41,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,1,0.5,0.5
47,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Gentamicin,0,0,44,0.5,0.5
09,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,52,0.03,0.06
13,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,62,0.03,0.05699999999999996
24,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,20,0.03,0.06
27,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,19,0.03,0.07299999999999995
41,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,1,0.03,0.03
47,2002-12-31,Campylobacter,jejuni,NA,Retail Chickens,Meropenem,0,0,44,0.03,0.03
09,2002-12-31,Campylobacter,jejuni,NA,Retail Ground Turkey,Ciprofloxacin,50,1,2,8.125,14.424999999999999
09,2002-12-31,Campylobacter,jejuni,NA,Retail Ground Turkey,Doxycycline,100,2,2,12,15.2
09,2002-12-31,Campylobacter,jejuni,NA,Retail Ground Turkey,Erythromycin,0,0,2,0.75,0.95
09,2002-12-31,Campylobacter,jejuni,NA,Retail Ground Turkey,Gentamicin,0,0,2,0.3125,0.46249999999999997
09,2002-12-31,Campylobacter,jejuni,NA,Retail Ground Turkey,Meropenem,0,0,2,0.015,0.015
09,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Ciprofloxacin,0,0,1,0.125,0.125
24,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Ciprofloxacin,0,0,1,0.125,0.125
09,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Doxycycline,0,0,1,0.125,0.125
24,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Doxycycline,0,0,1,0.06,0.06
09,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Erythromycin,0,0,1,1,1
24,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Erythromycin,0,0,1,0.5,0.5
09,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Gentamicin,0,0,1,1,1
24,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Gentamicin,0,0,1,0.5,0.5
09,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Meropenem,0,0,1,0.015,0.015
24,2002-12-31,Campylobacter,jejuni,NA,Retail Pork Chops,Meropenem,0,0,1,0.008,0.008
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Bacitracin,89.28571428571429,75,84,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Bacitracin,70,7,10,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Bacitracin,80.95238095238095,17,21,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Bacitracin,78.94736842105263,15,19,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Chloramphenicol,0,0,84,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Chloramphenicol,0,0,10,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Chloramphenicol,0,0,21,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Chloramphenicol,0,0,19,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Ciprofloxacin,0,0,84,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Ciprofloxacin,0,0,10,1,1
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Ciprofloxacin,0,0,21,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Ciprofloxacin,0,0,19,1,1.1999999999999993
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Erythromycin,50,42,84,5,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Erythromycin,40,4,10,1,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Erythromycin,28.57142857142857,6,21,1,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Erythromycin,47.368421052631575,9,19,1,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Flaveomycin,0,0,84,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Flaveomycin,0,0,10,2,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Flaveomycin,0,0,21,2,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Flaveomycin,0,0,19,1,2.3999999999999986
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Gentamicin,26.190476190476193,22,84,128,1024
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Gentamicin,10,1,10,128,217.59999999999968
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Gentamicin,14.285714285714285,3,21,128,512
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Gentamicin,21.052631578947366,4,19,128,1024
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Kanamycin,36.904761904761905,31,84,128,1024
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Kanamycin,20,2,10,128,1024
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Kanamycin,14.285714285714285,3,21,128,1024
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Kanamycin,36.84210526315789,7,19,128,1024
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Lincomycin,100,84,84,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Lincomycin,100,10,10,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Lincomycin,95.23809523809523,20,21,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Lincomycin,100,19,19,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Linezolid,0,0,84,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Linezolid,0,0,10,2,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Linezolid,0,0,21,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Linezolid,0,0,19,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Nitrofurantoin,0,0,84,16,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Nitrofurantoin,0,0,10,8,17.599999999999994
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Nitrofurantoin,0,0,21,8,16
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Nitrofurantoin,5.263157894736842,1,19,16,38.39999999999998
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Penicillin,0,0,84,4,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Penicillin,0,0,10,4,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Penicillin,0,0,21,4,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Penicillin,0,0,19,4,4
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Quinupristin-dalfopristin,97.61904761904762,82,84,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Quinupristin-dalfopristin,100,10,10,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Quinupristin-dalfopristin,85.71428571428571,18,21,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Quinupristin-dalfopristin,100,19,19,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Salinomycin,0,0,84,2,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Salinomycin,0,0,10,1,2.1999999999999993
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Salinomycin,0,0,21,1,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Salinomycin,0,0,19,2,4.799999999999997
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Streptomycin,36.904761904761905,31,84,512,2048
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Streptomycin,30,3,10,512,2048
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Streptomycin,9.523809523809524,2,21,512,512
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Streptomycin,15.789473684210526,3,19,512,2048
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tetracycline,78.57142857142857,66,84,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tetracycline,60,6,10,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tetracycline,42.857142857142854,9,21,4,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tetracycline,47.368421052631575,9,19,4,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tylosin,52.38095238095239,44,84,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tylosin,40,4,10,3,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tylosin,38.095238095238095,8,21,2,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Tylosin,47.368421052631575,9,19,2,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Vancomycin,0,0,84,1,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Vancomycin,0,0,10,1.5,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Vancomycin,0,0,21,1,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Chickens,Vancomycin,0,0,19,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Bacitracin,58.82352941176471,50,85,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Bacitracin,77.41935483870968,24,31,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Bacitracin,90.9090909090909,20,22,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Bacitracin,44.44444444444444,32,72,64,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Chloramphenicol,0,0,85,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Chloramphenicol,0,0,31,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Chloramphenicol,0,0,22,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Chloramphenicol,0,0,72,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Ciprofloxacin,0,0,85,1,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Ciprofloxacin,0,0,31,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Ciprofloxacin,0,0,22,1,1.9000000000000021
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Ciprofloxacin,0,0,72,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Erythromycin,0,0,85,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Erythromycin,3.225806451612903,1,31,1,1
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Erythromycin,9.090909090909092,2,22,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Erythromycin,0,0,72,1,1
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Flaveomycin,0,0,85,2,3.200000000000017
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Flaveomycin,3.225806451612903,1,31,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Flaveomycin,0,0,22,1.5,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Flaveomycin,0,0,72,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Gentamicin,1.1764705882352942,1,85,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Gentamicin,3.225806451612903,1,31,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Gentamicin,9.090909090909092,2,22,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Gentamicin,1.3888888888888888,1,72,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Kanamycin,1.1764705882352942,1,85,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Kanamycin,3.225806451612903,1,31,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Kanamycin,9.090909090909092,2,22,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Kanamycin,0,0,72,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Lincomycin,100,85,85,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Lincomycin,100,31,31,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Lincomycin,86.36363636363636,19,22,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Lincomycin,100,72,72,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Linezolid,0,0,85,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Linezolid,0,0,31,2,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Linezolid,0,0,22,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Linezolid,0,0,72,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Nitrofurantoin,0,0,85,16,16
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Nitrofurantoin,0,0,31,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Nitrofurantoin,0,0,22,8,16
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Nitrofurantoin,0,0,72,8,16
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Penicillin,0,0,85,4,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Penicillin,0,0,31,4,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Penicillin,0,0,22,4,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Penicillin,0,0,72,4,4
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Quinupristin-dalfopristin,98.82352941176471,84,85,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Quinupristin-dalfopristin,96.7741935483871,30,31,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Quinupristin-dalfopristin,86.36363636363636,19,22,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Quinupristin-dalfopristin,98.61111111111111,71,72,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Salinomycin,0,0,85,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Salinomycin,0,0,31,1,1
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Salinomycin,0,0,22,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Salinomycin,0,0,72,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Streptomycin,1.1764705882352942,1,85,512,512
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Streptomycin,3.225806451612903,1,31,512,512
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Streptomycin,18.181818181818183,4,22,512,2048
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Streptomycin,5.555555555555555,4,72,512,512
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tetracycline,17.647058823529413,15,85,4,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tetracycline,9.67741935483871,3,31,4,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tetracycline,40.909090909090914,9,22,4,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tetracycline,16.666666666666664,12,72,4,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tylosin,1.1764705882352942,1,85,2,4
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tylosin,3.225806451612903,1,31,2,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tylosin,9.090909090909092,2,22,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Tylosin,0,0,72,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Vancomycin,0,0,85,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Vancomycin,0,0,31,1,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Vancomycin,0,0,22,1,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Beef,Vancomycin,0,0,72,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Bacitracin,85.59322033898306,101,118,128,128
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Bacitracin,68.42105263157895,26,38,128,128
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Bacitracin,88.57142857142857,31,35,128,128
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Bacitracin,66.99029126213593,69,103,128,128
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Chloramphenicol,0,0,118,8,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Chloramphenicol,0,0,38,8,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Chloramphenicol,0,0,35,8,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Chloramphenicol,0.9708737864077669,1,103,8,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Ciprofloxacin,0,0,118,1,1
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Ciprofloxacin,0,0,38,1,1
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Ciprofloxacin,0,0,35,1,1
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Ciprofloxacin,0.9708737864077669,1,103,1,1
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Erythromycin,35.59322033898305,42,118,1,8
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Erythromycin,39.473684210526315,15,38,1,8
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Erythromycin,20,7,35,1,8
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Erythromycin,26.21359223300971,27,103,1,8
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Flaveomycin,0,0,118,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Flaveomycin,0,0,38,2,4
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Flaveomycin,0,0,35,1,4
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Flaveomycin,0,0,103,1,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Gentamicin,25.423728813559322,30,118,128,1024
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Gentamicin,36.84210526315789,14,38,128,1024
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Gentamicin,17.142857142857142,6,35,128,1024
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Gentamicin,14.563106796116504,15,103,128,1024
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Kanamycin,27.966101694915253,33,118,128,1024
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Kanamycin,36.84210526315789,14,38,128,1024
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Kanamycin,20,7,35,128,1024
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Kanamycin,22.330097087378643,23,103,128,1024
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Lincomycin,96.61016949152543,114,118,32,32
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Lincomycin,100,38,38,32,32
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Lincomycin,88.57142857142857,31,35,32,32
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Lincomycin,100,103,103,32,32
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Linezolid,0,0,118,2,2
24,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Linezolid,0,0,38,2,2
41,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Linezolid,0,0,35,2,2
47,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Linezolid,0,0,103,2,2
13,2002-12-31,Enterococcus,faecalis,NA,Retail Ground Turkey,Nitrofurantoin,0.847457627118644,1,118,8,16
