"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1156
,"Champaign County, IL","17019","Male","M",1239
,"Cook County, IL","17031","Female","F",32649
,"Cook County, IL","17031","Male","M",34130
,"DeKalb County, IL","17037","Female","F",532
,"DeKalb County, IL","17037","Male","M",561
,"DuPage County, IL","17043","Female","F",5325
,"DuPage County, IL","17043","Male","M",5507
,"Kane County, IL","17089","Female","F",3301
,"Kane County, IL","17089","Male","M",3409
,"Kankakee County, IL","17091","Female","F",615
,"Kankakee County, IL","17091","Male","M",739
,"Kendall County, IL","17093","Female","F",782
,"Kendall County, IL","17093","Male","M",813
,"Lake County, IL","17097","Female","F",3776
,"Lake County, IL","17097","Male","M",3884
,"LaSalle County, IL","17099","Female","F",631
,"LaSalle County, IL","17099","Male","M",631
,"McHenry County, IL","17111","Female","F",1508
,"McHenry County, IL","17111","Male","M",1582
,"McLean County, IL","17113","Female","F",956
,"McLean County, IL","17113","Male","M",1064
,"Macon County, IL","17115","Female","F",653
,"Macon County, IL","17115","Male","M",674
,"Madison County, IL","17119","Female","F",1460
,"Madison County, IL","17119","Male","M",1591
,"Peoria County, IL","17143","Female","F",1226
,"Peoria County, IL","17143","Male","M",1310
,"Rock Island County, IL","17161","Female","F",874
,"Rock Island County, IL","17161","Male","M",902
,"St. Clair County, IL","17163","Female","F",1543
,"St. Clair County, IL","17163","Male","M",1685
,"Sangamon County, IL","17167","Female","F",1109
,"Sangamon County, IL","17167","Male","M",1136
,"Tazewell County, IL","17179","Female","F",728
,"Tazewell County, IL","17179","Male","M",768
,"Will County, IL","17197","Female","F",3826
,"Will County, IL","17197","Male","M",3978
,"Winnebago County, IL","17201","Female","F",1848
,"Winnebago County, IL","17201","Male","M",1863
,"Unidentified Counties, IL","17999","Female","F",11011
,"Unidentified Counties, IL","17999","Male","M",11470
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:50:02 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:50:02 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
