"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Alabama","01","499 grams or less","01",147
,"Alabama","01","500 - 999 grams","02",485
,"Alabama","01","1000 - 1499 grams","03",533
,"Alabama","01","1500 - 1999 grams","04",1176
,"Alabama","01","2000 - 2499 grams","05",3755
,"Alabama","01","2500 - 2999 grams","06",12382
,"Alabama","01","3000 - 3499 grams","07",22843
,"Alabama","01","3500 - 3999 grams","08",14040
,"Alabama","01","4000 - 4499 grams","09",3240
,"Alabama","01","4500 - 4999 grams","10",462
,"Alabama","01","5000 - 8165 grams","11",64
,"Alabama","01","Unknown or Not Stated","12",24
,"Alaska","02","499 grams or less","01",Suppressed
,"Alaska","02","500 - 999 grams","02",46
,"Alaska","02","1000 - 1499 grams","03",54
,"Alaska","02","1500 - 1999 grams","04",124
,"Alaska","02","2000 - 2499 grams","05",428
,"Alaska","02","2500 - 2999 grams","06",1577
,"Alaska","02","3000 - 3499 grams","07",4021
,"Alaska","02","3500 - 3999 grams","08",3474
,"Alaska","02","4000 - 4499 grams","09",1236
,"Alaska","02","4500 - 4999 grams","10",211
,"Alaska","02","5000 - 8165 grams","11",21
,"Alaska","02","Unknown or Not Stated","12",Suppressed
,"Arizona","04","499 grams or less","01",102
,"Arizona","04","500 - 999 grams","02",369
,"Arizona","04","1000 - 1499 grams","03",520
,"Arizona","04","1500 - 1999 grams","04",1170
,"Arizona","04","2000 - 2499 grams","05",4016
,"Arizona","04","2500 - 2999 grams","06",15092
,"Arizona","04","3000 - 3499 grams","07",33941
,"Arizona","04","3500 - 3999 grams","08",22679
,"Arizona","04","4000 - 4499 grams","09",5666
,"Arizona","04","4500 - 4999 grams","10",805
,"Arizona","04","5000 - 8165 grams","11",112
,"Arizona","04","Unknown or Not Stated","12",48
,"Arkansas","05","499 grams or less","01",45
,"Arkansas","05","500 - 999 grams","02",229
,"Arkansas","05","1000 - 1499 grams","03",323
,"Arkansas","05","1500 - 1999 grams","04",645
,"Arkansas","05","2000 - 2499 grams","05",2119
,"Arkansas","05","2500 - 2999 grams","06",7445
,"Arkansas","05","3000 - 3499 grams","07",14843
,"Arkansas","05","3500 - 3999 grams","08",9776
,"Arkansas","05","4000 - 4499 grams","09",2388
,"Arkansas","05","4500 - 4999 grams","10",384
,"Arkansas","05","5000 - 8165 grams","11",50
,"Arkansas","05","Unknown or Not Stated","12",27
,"California","06","499 grams or less","01",438
,"California","06","500 - 999 grams","02",1950
,"California","06","1000 - 1499 grams","03",2996
,"California","06","1500 - 1999 grams","04",6592
,"California","06","2000 - 2499 grams","05",21500
,"California","06","2500 - 2999 grams","06",88346
,"California","06","3000 - 3499 grams","07",194674
,"California","06","3500 - 3999 grams","08",132664
,"California","06","4000 - 4499 grams","09",34092
,"California","06","4500 - 4999 grams","10",4824
,"California","06","5000 - 8165 grams","11",640
,"California","06","Unknown or Not Stated","12",111
,"Colorado","08","499 grams or less","01",72
,"Colorado","08","500 - 999 grams","02",256
,"Colorado","08","1000 - 1499 grams","03",440
,"Colorado","08","1500 - 1999 grams","04",1152
,"Colorado","08","2000 - 2499 grams","05",4041
,"Colorado","08","2500 - 2999 grams","06",14553
,"Colorado","08","3000 - 3499 grams","07",27289
,"Colorado","08","3500 - 3999 grams","08",15376
,"Colorado","08","4000 - 4499 grams","09",3023
,"Colorado","08","4500 - 4999 grams","10",347
,"Colorado","08","5000 - 8165 grams","11",34
,"Colorado","08","Unknown or Not Stated","12",30
,"Connecticut","09","499 grams or less","01",58
,"Connecticut","09","500 - 999 grams","02",173
,"Connecticut","09","1000 - 1499 grams","03",277
,"Connecticut","09","1500 - 1999 grams","04",568
,"Connecticut","09","2000 - 2499 grams","05",1737
,"Connecticut","09","2500 - 2999 grams","06",6398
,"Connecticut","09","3000 - 3499 grams","07",13705
,"Connecticut","09","3500 - 3999 grams","08",9961
,"Connecticut","09","4000 - 4499 grams","09",2720
,"Connecticut","09","4500 - 4999 grams","10",365
,"Connecticut","09","5000 - 8165 grams","11",37
,"Connecticut","09","Unknown or Not Stated","12",16
,"Delaware","10","499 grams or less","01",20
,"Delaware","10","500 - 999 grams","02",86
,"Delaware","10","1000 - 1499 grams","03",90
,"Delaware","10","1500 - 1999 grams","04",195
,"Delaware","10","2000 - 2499 grams","05",591
,"Delaware","10","2500 - 2999 grams","06",1989
,"Delaware","10","3000 - 3499 grams","07",4153
,"Delaware","10","3500 - 3999 grams","08",2885
,"Delaware","10","4000 - 4499 grams","09",833
,"Delaware","10","4500 - 4999 grams","10",131
,"Delaware","10","5000 - 8165 grams","11",11
,"Delaware","10","Unknown or Not Stated","12",Suppressed
,"District of Columbia","11","499 grams or less","01",19
,"District of Columbia","11","500 - 999 grams","02",72
,"District of Columbia","11","1000 - 1499 grams","03",96
,"District of Columbia","11","1500 - 1999 grams","04",181
,"District of Columbia","11","2000 - 2499 grams","05",630
,"District of Columbia","11","2500 - 2999 grams","06",2015
,"District of Columbia","11","3000 - 3499 grams","07",3730
,"District of Columbia","11","3500 - 3999 grams","08",2453
,"District of Columbia","11","4000 - 4499 grams","09",576
,"District of Columbia","11","4500 - 4999 grams","10",74
,"District of Columbia","11","5000 - 8165 grams","11",10
,"District of Columbia","11","Unknown or Not Stated","12",Suppressed
,"Florida","12","499 grams or less","01",377
,"Florida","12","500 - 999 grams","02",1319
,"Florida","12","1000 - 1499 grams","03",1709
,"Florida","12","1500 - 1999 grams","04",3835
,"Florida","12","2000 - 2499 grams","05",12349
,"Florida","12","2500 - 2999 grams","06",43504
,"Florida","12","3000 - 3499 grams","07",88791
,"Florida","12","3500 - 3999 grams","08",57287
,"Florida","12","4000 - 4499 grams","09",13575
,"Florida","12","4500 - 4999 grams","10",1965
,"Florida","12","5000 - 8165 grams","11",224
,"Florida","12","Unknown or Not Stated","12",87
,"Georgia","13","499 grams or less","01",263
,"Georgia","13","500 - 999 grams","02",950
,"Georgia","13","1000 - 1499 grams","03",1174
,"Georgia","13","1500 - 1999 grams","04",2413
,"Georgia","13","2000 - 2499 grams","05",7904
,"Georgia","13","2500 - 2999 grams","06",26635
,"Georgia","13","3000 - 3499 grams","07",50418
,"Georgia","13","3500 - 3999 grams","08",31407
,"Georgia","13","4000 - 4499 grams","09",7465
,"Georgia","13","4500 - 4999 grams","10",1031
,"Georgia","13","5000 - 8165 grams","11",109
,"Georgia","13","Unknown or Not Stated","12",273
,"Hawaii","15","499 grams or less","01",22
,"Hawaii","15","500 - 999 grams","02",103
,"Hawaii","15","1000 - 1499 grams","03",140
,"Hawaii","15","1500 - 1999 grams","04",281
,"Hawaii","15","2000 - 2499 grams","05",991
,"Hawaii","15","2500 - 2999 grams","06",3777
,"Hawaii","15","3000 - 3499 grams","07",7131
,"Hawaii","15","3500 - 3999 grams","08",4388
,"Hawaii","15","4000 - 4499 grams","09",1053
,"Hawaii","15","4500 - 4999 grams","10",141
,"Hawaii","15","5000 - 8165 grams","11",18
,"Hawaii","15","Unknown or Not Stated","12",14
,"Idaho","16","499 grams or less","01",34
,"Idaho","16","500 - 999 grams","02",77
,"Idaho","16","1000 - 1499 grams","03",132
,"Idaho","16","1500 - 1999 grams","04",294
,"Idaho","16","2000 - 2499 grams","05",1026
,"Idaho","16","2500 - 2999 grams","06",3852
,"Idaho","16","3000 - 3499 grams","07",8898
,"Idaho","16","3500 - 3999 grams","08",6286
,"Idaho","16","4000 - 4499 grams","09",1628
,"Idaho","16","4500 - 4999 grams","10",227
,"Idaho","16","5000 - 8165 grams","11",19
,"Idaho","16","Unknown or Not Stated","12",Suppressed
,"Illinois","17","499 grams or less","01",279
,"Illinois","17","500 - 999 grams","02",840
,"Illinois","17","1000 - 1499 grams","03",1250
,"Illinois","17","1500 - 1999 grams","04",2576
,"Illinois","17","2000 - 2499 grams","05",8042
,"Illinois","17","2500 - 2999 grams","06",28326
,"Illinois","17","3000 - 3499 grams","07",58988
,"Illinois","17","3500 - 3999 grams","08",41518
,"Illinois","17","4000 - 4499 grams","09",10834
,"Illinois","17","4500 - 4999 grams","10",1534
,"Illinois","17","5000 - 8165 grams","11",175
,"Illinois","17","Unknown or Not Stated","12",83
,"Indiana","18","499 grams or less","01",136
,"Indiana","18","500 - 999 grams","02",447
,"Indiana","18","1000 - 1499 grams","03",636
,"Indiana","18","1500 - 1999 grams","04",1297
,"Indiana","18","2000 - 2499 grams","05",4286
,"Indiana","18","2500 - 2999 grams","06",14599
,"Indiana","18","3000 - 3499 grams","07",31767
,"Indiana","18","3500 - 3999 grams","08",22901
,"Indiana","18","4000 - 4499 grams","09",5980
,"Indiana","18","4500 - 4999 grams","10",888
,"Indiana","18","5000 - 8165 grams","11",113
,"Indiana","18","Unknown or Not Stated","12",41
,"Iowa","19","499 grams or less","01",58
,"Iowa","19","500 - 999 grams","02",164
,"Iowa","19","1000 - 1499 grams","03",247
,"Iowa","19","1500 - 1999 grams","04",511
,"Iowa","19","2000 - 2499 grams","05",1681
,"Iowa","19","2500 - 2999 grams","06",5976
,"Iowa","19","3000 - 3499 grams","07",14404
,"Iowa","19","3500 - 3999 grams","08",12123
,"Iowa","19","4000 - 4499 grams","09",3653
,"Iowa","19","4500 - 4999 grams","10",506
,"Iowa","19","5000 - 8165 grams","11",62
,"Iowa","19","Unknown or Not Stated","12",18
,"Kansas","20","499 grams or less","01",40
,"Kansas","20","500 - 999 grams","02",182
,"Kansas","20","1000 - 1499 grams","03",201
,"Kansas","20","1500 - 1999 grams","04",533
,"Kansas","20","2000 - 2499 grams","05",1689
,"Kansas","20","2500 - 2999 grams","06",6436
,"Kansas","20","3000 - 3499 grams","07",14633
,"Kansas","20","3500 - 3999 grams","08",10878
,"Kansas","20","4000 - 4499 grams","09",2996
,"Kansas","20","4500 - 4999 grams","10",407
,"Kansas","20","5000 - 8165 grams","11",50
,"Kansas","20","Unknown or Not Stated","12",Suppressed
,"Kentucky","21","499 grams or less","01",110
,"Kentucky","21","500 - 999 grams","02",281
,"Kentucky","21","1000 - 1499 grams","03",495
,"Kentucky","21","1500 - 1999 grams","04",988
,"Kentucky","21","2000 - 2499 grams","05",3168
,"Kentucky","21","2500 - 2999 grams","06",10176
,"Kentucky","21","3000 - 3499 grams","07",20742
,"Kentucky","21","3500 - 3999 grams","08",14902
,"Kentucky","21","4000 - 4499 grams","09",3976
,"Kentucky","21","4500 - 4999 grams","10",533
,"Kentucky","21","5000 - 8165 grams","11",70
,"Kentucky","21","Unknown or Not Stated","12",Suppressed
,"Louisiana","22","499 grams or less","01",124
,"Louisiana","22","500 - 999 grams","02",467
,"Louisiana","22","1000 - 1499 grams","03",617
,"Louisiana","22","1500 - 1999 grams","04",1279
,"Louisiana","22","2000 - 2499 grams","05",4233
,"Louisiana","22","2500 - 2999 grams","06",13710
,"Louisiana","22","3000 - 3499 grams","07",24670
,"Louisiana","22","3500 - 3999 grams","08",14434
,"Louisiana","22","4000 - 4499 grams","09",3145
,"Louisiana","22","4500 - 4999 grams","10",416
,"Louisiana","22","5000 - 8165 grams","11",55
,"Louisiana","22","Unknown or Not Stated","12",28
,"Maine","23","499 grams or less","01",26
,"Maine","23","500 - 999 grams","02",38
,"Maine","23","1000 - 1499 grams","03",63
,"Maine","23","1500 - 1999 grams","04",163
,"Maine","23","2000 - 2499 grams","05",607
,"Maine","23","2500 - 2999 grams","06",1884
,"Maine","23","3000 - 3499 grams","07",4549
,"Maine","23","3500 - 3999 grams","08",3914
,"Maine","23","4000 - 4499 grams","09",1217
,"Maine","23","4500 - 4999 grams","10",212
,"Maine","23","5000 - 8165 grams","11",22
,"Maine","23","Unknown or Not Stated","12",10
,"Maryland","24","499 grams or less","01",157
,"Maryland","24","500 - 999 grams","02",410
,"Maryland","24","1000 - 1499 grams","03",634
,"Maryland","24","1500 - 1999 grams","04",1183
,"Maryland","24","2000 - 2499 grams","05",3864
,"Maryland","24","2500 - 2999 grams","06",13629
,"Maryland","24","3000 - 3499 grams","07",27954
,"Maryland","24","3500 - 3999 grams","08",19360
,"Maryland","24","4000 - 4499 grams","09",5110
,"Maryland","24","4500 - 4999 grams","10",695
,"Maryland","24","5000 - 8165 grams","11",89
,"Maryland","24","Unknown or Not Stated","12",51
,"Massachusetts","25","499 grams or less","01",78
,"Massachusetts","25","500 - 999 grams","02",324
,"Massachusetts","25","1000 - 1499 grams","03",431
,"Massachusetts","25","1500 - 1999 grams","04",1076
,"Massachusetts","25","2000 - 2499 grams","05",3421
,"Massachusetts","25","2500 - 2999 grams","06",12123
,"Massachusetts","25","3000 - 3499 grams","07",26888
,"Massachusetts","25","3500 - 3999 grams","08",20112
,"Massachusetts","25","4000 - 4499 grams","09",5753
,"Massachusetts","25","4500 - 4999 grams","10",853
,"Massachusetts","25","5000 - 8165 grams","11",82
,"Massachusetts","25","Unknown or Not Stated","12",176
,"Michigan","26","499 grams or less","01",180
,"Michigan","26","500 - 999 grams","02",618
,"Michigan","26","1000 - 1499 grams","03",849
,"Michigan","26","1500 - 1999 grams","04",1956
,"Michigan","26","2000 - 2499 grams","05",6051
,"Michigan","26","2500 - 2999 grams","06",20538
,"Michigan","26","3000 - 3499 grams","07",41989
,"Michigan","26","3500 - 3999 grams","08",30980
,"Michigan","26","4000 - 4499 grams","09",8621
,"Michigan","26","4500 - 4999 grams","10",1313
,"Michigan","26","5000 - 8165 grams","11",137
,"Michigan","26","Unknown or Not Stated","12",83
,"Minnesota","27","499 grams or less","01",87
,"Minnesota","27","500 - 999 grams","02",294
,"Minnesota","27","1000 - 1499 grams","03",403
,"Minnesota","27","1500 - 1999 grams","04",915
,"Minnesota","27","2000 - 2499 grams","05",2871
,"Minnesota","27","2500 - 2999 grams","06",10683
,"Minnesota","27","3000 - 3499 grams","07",25747
,"Minnesota","27","3500 - 3999 grams","08",21049
,"Minnesota","27","4000 - 4499 grams","09",6519
,"Minnesota","27","4500 - 4999 grams","10",992
,"Minnesota","27","5000 - 8165 grams","11",116
,"Minnesota","27","Unknown or Not Stated","12",73
,"Mississippi","28","499 grams or less","01",71
,"Mississippi","28","500 - 999 grams","02",330
,"Mississippi","28","1000 - 1499 grams","03",402
,"Mississippi","28","1500 - 1999 grams","04",850
,"Mississippi","28","2000 - 2499 grams","05",2692
,"Mississippi","28","2500 - 2999 grams","06",8711
,"Mississippi","28","3000 - 3499 grams","07",14612
,"Mississippi","28","3500 - 3999 grams","08",8232
,"Mississippi","28","4000 - 4499 grams","09",1755
,"Mississippi","28","4500 - 4999 grams","10",230
,"Mississippi","28","5000 - 8165 grams","11",24
,"Mississippi","28","Unknown or Not Stated","12",19
,"Missouri","29","499 grams or less","01",125
,"Missouri","29","500 - 999 grams","02",364
,"Missouri","29","1000 - 1499 grams","03",583
,"Missouri","29","1500 - 1999 grams","04",1262
,"Missouri","29","2000 - 2499 grams","05",4139
,"Missouri","29","2500 - 2999 grams","06",13089
,"Missouri","29","3000 - 3499 grams","07",28175
,"Missouri","29","3500 - 3999 grams","08",20493
,"Missouri","29","4000 - 4499 grams","09",5502
,"Missouri","29","4500 - 4999 grams","10",795
,"Missouri","29","5000 - 8165 grams","11",95
,"Missouri","29","Unknown or Not Stated","12",83
,"Montana","30","499 grams or less","01",10
,"Montana","30","500 - 999 grams","02",51
,"Montana","30","1000 - 1499 grams","03",75
,"Montana","30","1500 - 1999 grams","04",150
,"Montana","30","2000 - 2499 grams","05",680
,"Montana","30","2500 - 2999 grams","06",2155
,"Montana","30","3000 - 3499 grams","07",4798
,"Montana","30","3500 - 3999 grams","08",3434
,"Montana","30","4000 - 4499 grams","09",796
,"Montana","30","4500 - 4999 grams","10",101
,"Montana","30","5000 - 8165 grams","11",23
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",32
,"Nebraska","31","500 - 999 grams","02",115
,"Nebraska","31","1000 - 1499 grams","03",185
,"Nebraska","31","1500 - 1999 grams","04",366
,"Nebraska","31","2000 - 2499 grams","05",1171
,"Nebraska","31","2500 - 2999 grams","06",4298
,"Nebraska","31","3000 - 3499 grams","07",10100
,"Nebraska","31","3500 - 3999 grams","08",7865
,"Nebraska","31","4000 - 4499 grams","09",2113
,"Nebraska","31","4500 - 4999 grams","10",302
,"Nebraska","31","5000 - 8165 grams","11",36
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",38
,"Nevada","32","500 - 999 grams","02",166
,"Nevada","32","1000 - 1499 grams","03",259
,"Nevada","32","1500 - 1999 grams","04",611
,"Nevada","32","2000 - 2499 grams","05",1991
,"Nevada","32","2500 - 2999 grams","06",7379
,"Nevada","32","3000 - 3499 grams","07",14753
,"Nevada","32","3500 - 3999 grams","08",8928
,"Nevada","32","4000 - 4499 grams","09",1861
,"Nevada","32","4500 - 4999 grams","10",228
,"Nevada","32","5000 - 8165 grams","11",37
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",11
,"New Hampshire","33","500 - 999 grams","02",45
,"New Hampshire","33","1000 - 1499 grams","03",65
,"New Hampshire","33","1500 - 1999 grams","04",163
,"New Hampshire","33","2000 - 2499 grams","05",505
,"New Hampshire","33","2500 - 2999 grams","06",1871
,"New Hampshire","33","3000 - 3499 grams","07",4449
,"New Hampshire","33","3500 - 3999 grams","08",3790
,"New Hampshire","33","4000 - 4499 grams","09",1144
,"New Hampshire","33","4500 - 4999 grams","10",197
,"New Hampshire","33","5000 - 8165 grams","11",12
,"New Hampshire","33","Unknown or Not Stated","12",15
,"New Jersey","34","499 grams or less","01",120
,"New Jersey","34","500 - 999 grams","02",521
,"New Jersey","34","1000 - 1499 grams","03",784
,"New Jersey","34","1500 - 1999 grams","04",1659
,"New Jersey","34","2000 - 2499 grams","05",5188
,"New Jersey","34","2500 - 2999 grams","06",19351
,"New Jersey","34","3000 - 3499 grams","07",40190
,"New Jersey","34","3500 - 3999 grams","08",27048
,"New Jersey","34","4000 - 4499 grams","09",6830
,"New Jersey","34","4500 - 4999 grams","10",838
,"New Jersey","34","5000 - 8165 grams","11",93
,"New Jersey","34","Unknown or Not Stated","12",25
,"New Mexico","35","499 grams or less","01",32
,"New Mexico","35","500 - 999 grams","02",125
,"New Mexico","35","1000 - 1499 grams","03",208
,"New Mexico","35","1500 - 1999 grams","04",415
,"New Mexico","35","2000 - 2499 grams","05",1447
,"New Mexico","35","2500 - 2999 grams","06",5473
,"New Mexico","35","3000 - 3499 grams","07",10149
,"New Mexico","35","3500 - 3999 grams","08",5510
,"New Mexico","35","4000 - 4499 grams","09",1167
,"New Mexico","35","4500 - 4999 grams","10",137
,"New Mexico","35","5000 - 8165 grams","11",17
