"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"New Mexico","35","Unknown or Not Stated","12",12
,"New York","36","499 grams or less","01",234
,"New York","36","500 - 999 grams","02",1209
,"New York","36","1000 - 1499 grams","03",1677
,"New York","36","1500 - 1999 grams","04",3604
,"New York","36","2000 - 2499 grams","05",11849
,"New York","36","2500 - 2999 grams","06",43821
,"New York","36","3000 - 3499 grams","07",91290
,"New York","36","3500 - 3999 grams","08",62094
,"New York","36","4000 - 4499 grams","09",15873
,"New York","36","4500 - 4999 grams","10",2116
,"New York","36","5000 - 8165 grams","11",212
,"New York","36","Unknown or Not Stated","12",304
,"North Carolina","37","499 grams or less","01",251
,"North Carolina","37","500 - 999 grams","02",769
,"North Carolina","37","1000 - 1499 grams","03",956
,"North Carolina","37","1500 - 1999 grams","04",2233
,"North Carolina","37","2000 - 2499 grams","05",6918
,"North Carolina","37","2500 - 2999 grams","06",22557
,"North Carolina","37","3000 - 3499 grams","07",45475
,"North Carolina","37","3500 - 3999 grams","08",31582
,"North Carolina","37","4000 - 4499 grams","09",8540
,"North Carolina","37","4500 - 4999 grams","10",1318
,"North Carolina","37","5000 - 8165 grams","11",113
,"North Carolina","37","Unknown or Not Stated","12",67
,"North Dakota","38","499 grams or less","01",11
,"North Dakota","38","500 - 999 grams","02",60
,"North Dakota","38","1000 - 1499 grams","03",70
,"North Dakota","38","1500 - 1999 grams","04",149
,"North Dakota","38","2000 - 2499 grams","05",462
,"North Dakota","38","2500 - 2999 grams","06",1698
,"North Dakota","38","3000 - 3499 grams","07",4265
,"North Dakota","38","3500 - 3999 grams","08",3471
,"North Dakota","38","4000 - 4499 grams","09",996
,"North Dakota","38","4500 - 4999 grams","10",169
,"North Dakota","38","5000 - 8165 grams","11",23
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",230
,"Ohio","39","500 - 999 grams","02",787
,"Ohio","39","1000 - 1499 grams","03",1129
,"Ohio","39","1500 - 1999 grams","04",2369
,"Ohio","39","2000 - 2499 grams","05",7466
,"Ohio","39","2500 - 2999 grams","06",25739
,"Ohio","39","3000 - 3499 grams","07",51827
,"Ohio","39","3500 - 3999 grams","08",37020
,"Ohio","39","4000 - 4499 grams","09",9884
,"Ohio","39","4500 - 4999 grams","10",1317
,"Ohio","39","5000 - 8165 grams","11",159
,"Ohio","39","Unknown or Not Stated","12",158
,"Oklahoma","40","499 grams or less","01",84
,"Oklahoma","40","500 - 999 grams","02",241
,"Oklahoma","40","1000 - 1499 grams","03",375
,"Oklahoma","40","1500 - 1999 grams","04",804
,"Oklahoma","40","2000 - 2499 grams","05",2606
,"Oklahoma","40","2500 - 2999 grams","06",9709
,"Oklahoma","40","3000 - 3499 grams","07",20352
,"Oklahoma","40","3500 - 3999 grams","08",14132
,"Oklahoma","40","4000 - 4499 grams","09",3647
,"Oklahoma","40","4500 - 4999 grams","10",532
,"Oklahoma","40","5000 - 8165 grams","11",65
,"Oklahoma","40","Unknown or Not Stated","12",45
,"Oregon","41","499 grams or less","01",37
,"Oregon","41","500 - 999 grams","02",165
,"Oregon","41","1000 - 1499 grams","03",232
,"Oregon","41","1500 - 1999 grams","04",622
,"Oregon","41","2000 - 2499 grams","05",1918
,"Oregon","41","2500 - 2999 grams","06",7028
,"Oregon","41","3000 - 3499 grams","07",17130
,"Oregon","41","3500 - 3999 grams","08",13683
,"Oregon","41","4000 - 4499 grams","09",4004
,"Oregon","41","4500 - 4999 grams","10",633
,"Oregon","41","5000 - 8165 grams","11",66
,"Oregon","41","Unknown or Not Stated","12",17
,"Pennsylvania","42","499 grams or less","01",240
,"Pennsylvania","42","500 - 999 grams","02",679
,"Pennsylvania","42","1000 - 1499 grams","03",1044
,"Pennsylvania","42","1500 - 1999 grams","04",2130
,"Pennsylvania","42","2000 - 2499 grams","05",7238
,"Pennsylvania","42","2500 - 2999 grams","06",24853
,"Pennsylvania","42","3000 - 3499 grams","07",52065
,"Pennsylvania","42","3500 - 3999 grams","08",37838
,"Pennsylvania","42","4000 - 4499 grams","09",10512
,"Pennsylvania","42","4500 - 4999 grams","10",1497
,"Pennsylvania","42","5000 - 8165 grams","11",159
,"Pennsylvania","42","Unknown or Not Stated","12",1154
,"Rhode Island","44","499 grams or less","01",21
,"Rhode Island","44","500 - 999 grams","02",49
,"Rhode Island","44","1000 - 1499 grams","03",87
,"Rhode Island","44","1500 - 1999 grams","04",168
,"Rhode Island","44","2000 - 2499 grams","05",533
,"Rhode Island","44","2500 - 2999 grams","06",1925
,"Rhode Island","44","3000 - 3499 grams","07",4042
,"Rhode Island","44","3500 - 3999 grams","08",3046
,"Rhode Island","44","4000 - 4499 grams","09",807
,"Rhode Island","44","4500 - 4999 grams","10",106
,"Rhode Island","44","5000 - 8165 grams","11",Suppressed
,"Rhode Island","44","Unknown or Not Stated","12",Suppressed
,"South Carolina","45","499 grams or less","01",99
,"South Carolina","45","500 - 999 grams","02",378
,"South Carolina","45","1000 - 1499 grams","03",552
,"South Carolina","45","1500 - 1999 grams","04",1083
,"South Carolina","45","2000 - 2499 grams","05",3376
,"South Carolina","45","2500 - 2999 grams","06",11201
,"South Carolina","45","3000 - 3499 grams","07",21851
,"South Carolina","45","3500 - 3999 grams","08",14482
,"South Carolina","45","4000 - 4499 grams","09",3735
,"South Carolina","45","4500 - 4999 grams","10",515
,"South Carolina","45","5000 - 8165 grams","11",57
,"South Carolina","45","Unknown or Not Stated","12",13
,"South Dakota","46","499 grams or less","01",Suppressed
,"South Dakota","46","500 - 999 grams","02",42
,"South Dakota","46","1000 - 1499 grams","03",72
,"South Dakota","46","1500 - 1999 grams","04",177
,"South Dakota","46","2000 - 2499 grams","05",532
,"South Dakota","46","2500 - 2999 grams","06",1979
,"South Dakota","46","3000 - 3499 grams","07",4535
,"South Dakota","46","3500 - 3999 grams","08",3715
,"South Dakota","46","4000 - 4499 grams","09",1073
,"South Dakota","46","4500 - 4999 grams","10",127
,"South Dakota","46","5000 - 8165 grams","11",16
,"South Dakota","46","Unknown or Not Stated","12",0
,"Tennessee","47","499 grams or less","01",134
,"Tennessee","47","500 - 999 grams","02",428
,"Tennessee","47","1000 - 1499 grams","03",728
,"Tennessee","47","1500 - 1999 grams","04",1516
,"Tennessee","47","2000 - 2499 grams","05",4625
,"Tennessee","47","2500 - 2999 grams","06",15531
,"Tennessee","47","3000 - 3499 grams","07",30738
,"Tennessee","47","3500 - 3999 grams","08",20470
,"Tennessee","47","4000 - 4499 grams","09",5103
,"Tennessee","47","4500 - 4999 grams","10",706
,"Tennessee","47","5000 - 8165 grams","11",105
,"Tennessee","47","Unknown or Not Stated","12",723
,"Texas","48","499 grams or less","01",649
,"Texas","48","500 - 999 grams","02",2148
,"Texas","48","1000 - 1499 grams","03",2917
,"Texas","48","1500 - 1999 grams","04",6377
,"Texas","48","2000 - 2499 grams","05",21354
,"Texas","48","2500 - 2999 grams","06",77455
,"Texas","48","3000 - 3499 grams","07",159943
,"Texas","48","3500 - 3999 grams","08",100420
,"Texas","48","4000 - 4499 grams","09",22852
,"Texas","48","4500 - 4999 grams","10",3135
,"Texas","48","5000 - 8165 grams","11",405
,"Texas","48","Unknown or Not Stated","12",392
,"Utah","49","499 grams or less","01",61
,"Utah","49","500 - 999 grams","02",177
,"Utah","49","1000 - 1499 grams","03",324
,"Utah","49","1500 - 1999 grams","04",705
,"Utah","49","2000 - 2499 grams","05",2355
,"Utah","49","2500 - 2999 grams","06",9500
,"Utah","49","3000 - 3499 grams","07",20375
,"Utah","49","3500 - 3999 grams","08",13425
,"Utah","49","4000 - 4499 grams","09",3120
,"Utah","49","4500 - 4999 grams","10",356
,"Utah","49","5000 - 8165 grams","11",53
,"Utah","49","Unknown or Not Stated","12",13
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",22
,"Vermont","50","1000 - 1499 grams","03",47
,"Vermont","50","1500 - 1999 grams","04",66
,"Vermont","50","2000 - 2499 grams","05",256
,"Vermont","50","2500 - 2999 grams","06",921
,"Vermont","50","3000 - 3499 grams","07",2060
,"Vermont","50","3500 - 3999 grams","08",1703
,"Vermont","50","4000 - 4499 grams","09",559
,"Vermont","50","4500 - 4999 grams","10",104
,"Vermont","50","5000 - 8165 grams","11",Suppressed
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",149
,"Virginia","51","500 - 999 grams","02",572
,"Virginia","51","1000 - 1499 grams","03",792
,"Virginia","51","1500 - 1999 grams","04",1634
,"Virginia","51","2000 - 2499 grams","05",5116
,"Virginia","51","2500 - 2999 grams","06",18525
,"Virginia","51","3000 - 3499 grams","07",38945
,"Virginia","51","3500 - 3999 grams","08",27961
,"Virginia","51","4000 - 4499 grams","09",7465
,"Virginia","51","4500 - 4999 grams","10",1121
,"Virginia","51","5000 - 8165 grams","11",124
,"Virginia","51","Unknown or Not Stated","12",56
,"Washington","53","499 grams or less","01",66
,"Washington","53","500 - 999 grams","02",287
,"Washington","53","1000 - 1499 grams","03",527
,"Washington","53","1500 - 1999 grams","04",1172
