"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",595
,"Allen County, OH","39003","Male","M",662
,"Ashtabula County, OH","39007","Female","F",512
,"Ashtabula County, OH","39007","Male","M",563
,"Butler County, OH","39017","Female","F",2200
,"Butler County, OH","39017","Male","M",2252
,"Clark County, OH","39023","Female","F",737
,"Clark County, OH","39023","Male","M",795
,"Clermont County, OH","39025","Female","F",1100
,"Clermont County, OH","39025","Male","M",1193
,"Columbiana County, OH","39029","Female","F",517
,"Columbiana County, OH","39029","Male","M",553
,"Cuyahoga County, OH","39035","Female","F",7297
,"Cuyahoga County, OH","39035","Male","M",7461
,"Delaware County, OH","39041","Female","F",974
,"Delaware County, OH","39041","Male","M",1105
,"Fairfield County, OH","39045","Female","F",800
,"Fairfield County, OH","39045","Male","M",829
,"Franklin County, OH","39049","Female","F",9330
,"Franklin County, OH","39049","Male","M",9715
,"Greene County, OH","39057","Female","F",911
,"Greene County, OH","39057","Male","M",897
,"Hamilton County, OH","39061","Female","F",5328
,"Hamilton County, OH","39061","Male","M",5492
,"Lake County, OH","39085","Female","F",1051
,"Lake County, OH","39085","Male","M",1112
,"Licking County, OH","39089","Female","F",997
,"Licking County, OH","39089","Male","M",1078
,"Lorain County, OH","39093","Female","F",1650
,"Lorain County, OH","39093","Male","M",1645
,"Lucas County, OH","39095","Female","F",2692
,"Lucas County, OH","39095","Male","M",2935
,"Mahoning County, OH","39099","Female","F",1254
,"Mahoning County, OH","39099","Male","M",1252
,"Medina County, OH","39103","Female","F",879
,"Medina County, OH","39103","Male","M",937
,"Miami County, OH","39109","Female","F",603
,"Miami County, OH","39109","Male","M",624
,"Montgomery County, OH","39113","Female","F",3266
,"Montgomery County, OH","39113","Male","M",3365
,"Portage County, OH","39133","Female","F",658
,"Portage County, OH","39133","Male","M",783
,"Richland County, OH","39139","Female","F",634
,"Richland County, OH","39139","Male","M",694
,"Stark County, OH","39151","Female","F",2060
,"Stark County, OH","39151","Male","M",2176
,"Summit County, OH","39153","Female","F",2939
,"Summit County, OH","39153","Male","M",3057
,"Trumbull County, OH","39155","Female","F",1038
,"Trumbull County, OH","39155","Male","M",1063
,"Warren County, OH","39165","Female","F",1179
,"Warren County, OH","39165","Male","M",1221
,"Wayne County, OH","39169","Female","F",732
,"Wayne County, OH","39169","Male","M",755
,"Wood County, OH","39173","Female","F",665
,"Wood County, OH","39173","Male","M",700
,"Unidentified Counties, OH","39999","Female","F",14851
,"Unidentified Counties, OH","39999","Male","M",15722
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:13:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:13:36 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
