"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Fairfield County, CT","09001","Under 15 years","15",Suppressed
,"Fairfield County, CT","09001","15-19 years","15-19",256
,"Fairfield County, CT","09001","20-24 years","20-24",1039
,"Fairfield County, CT","09001","25-29 years","25-29",2123
,"Fairfield County, CT","09001","30-34 years","30-34",3742
,"Fairfield County, CT","09001","35-39 years","35-39",2306
,"Fairfield County, CT","09001","40-44 years","40-44",544
,"Fairfield County, CT","09001","45-49 years","45-49",45
,"Fairfield County, CT","09001","50 years and over","50+",Suppressed
,"Hartford County, CT","09003","Under 15 years","15",Suppressed
,"Hartford County, CT","09003","15-19 years","15-19",363
,"Hartford County, CT","09003","20-24 years","20-24",1372
,"Hartford County, CT","09003","25-29 years","25-29",2593
,"Hartford County, CT","09003","30-34 years","30-34",3186
,"Hartford County, CT","09003","35-39 years","35-39",1574
,"Hartford County, CT","09003","40-44 years","40-44",324
,"Hartford County, CT","09003","45-49 years","45-49",24
,"Hartford County, CT","09003","50 years and over","50+",Suppressed
,"Litchfield County, CT","09005","Under 15 years","15",0
,"Litchfield County, CT","09005","15-19 years","15-19",30
,"Litchfield County, CT","09005","20-24 years","20-24",169
,"Litchfield County, CT","09005","25-29 years","25-29",386
,"Litchfield County, CT","09005","30-34 years","30-34",525
,"Litchfield County, CT","09005","35-39 years","35-39",266
,"Litchfield County, CT","09005","40-44 years","40-44",46
,"Litchfield County, CT","09005","45-49 years","45-49",0
,"Litchfield County, CT","09005","50 years and over","50+",0
,"Middlesex County, CT","09007","Under 15 years","15",0
,"Middlesex County, CT","09007","15-19 years","15-19",11
,"Middlesex County, CT","09007","20-24 years","20-24",119
,"Middlesex County, CT","09007","25-29 years","25-29",301
,"Middlesex County, CT","09007","30-34 years","30-34",528
,"Middlesex County, CT","09007","35-39 years","35-39",263
,"Middlesex County, CT","09007","40-44 years","40-44",46
,"Middlesex County, CT","09007","45-49 years","45-49",Suppressed
,"Middlesex County, CT","09007","50 years and over","50+",0
,"New Haven County, CT","09009","Under 15 years","15",Suppressed
,"New Haven County, CT","09009","15-19 years","15-19",338
,"New Haven County, CT","09009","20-24 years","20-24",1377
,"New Haven County, CT","09009","25-29 years","25-29",2440
,"New Haven County, CT","09009","30-34 years","30-34",2897
,"New Haven County, CT","09009","35-39 years","35-39",1473
,"New Haven County, CT","09009","40-44 years","40-44",321
,"New Haven County, CT","09009","45-49 years","45-49",33
,"New Haven County, CT","09009","50 years and over","50+",Suppressed
,"New London County, CT","09011","Under 15 years","15",Suppressed
,"New London County, CT","09011","15-19 years","15-19",71
,"New London County, CT","09011","20-24 years","20-24",411
,"New London County, CT","09011","25-29 years","25-29",872
,"New London County, CT","09011","30-34 years","30-34",779
,"New London County, CT","09011","35-39 years","35-39",419
,"New London County, CT","09011","40-44 years","40-44",85
,"New London County, CT","09011","45-49 years","45-49",Suppressed
,"New London County, CT","09011","50 years and over","50+",Suppressed
,"Tolland County, CT","09013","Under 15 years","15",0
,"Tolland County, CT","09013","15-19 years","15-19",18
,"Tolland County, CT","09013","20-24 years","20-24",92
,"Tolland County, CT","09013","25-29 years","25-29",344
,"Tolland County, CT","09013","30-34 years","30-34",453
,"Tolland County, CT","09013","35-39 years","35-39",226
,"Tolland County, CT","09013","40-44 years","40-44",37
,"Tolland County, CT","09013","45-49 years","45-49",Suppressed
,"Tolland County, CT","09013","50 years and over","50+",0
,"Windham County, CT","09015","Under 15 years","15",Suppressed
,"Windham County, CT","09015","15-19 years","15-19",49
,"Windham County, CT","09015","20-24 years","20-24",237
,"Windham County, CT","09015","25-29 years","25-29",342
,"Windham County, CT","09015","30-34 years","30-34",314
,"Windham County, CT","09015","35-39 years","35-39",133
,"Windham County, CT","09015","40-44 years","40-44",25
,"Windham County, CT","09015","45-49 years","45-49",Suppressed
,"Windham County, CT","09015","50 years and over","50+",0
,"Unidentified Counties, CT","09999","Under 15 years","15",0
,"Unidentified Counties, CT","09999","15-19 years","15-19",0
,"Unidentified Counties, CT","09999","20-24 years","20-24",0
,"Unidentified Counties, CT","09999","25-29 years","25-29",0
,"Unidentified Counties, CT","09999","30-34 years","30-34",0
,"Unidentified Counties, CT","09999","35-39 years","35-39",0
