"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Minnehaha County, SD","46099","Under 15 years","15",0
,"Minnehaha County, SD","46099","15-19 years","15-19",119
,"Minnehaha County, SD","46099","20-24 years","20-24",510
,"Minnehaha County, SD","46099","25-29 years","25-29",1014
,"Minnehaha County, SD","46099","30-34 years","30-34",896
,"Minnehaha County, SD","46099","35-39 years","35-39",339
,"Minnehaha County, SD","46099","40-44 years","40-44",56
,"Minnehaha County, SD","46099","45-49 years","45-49",Suppressed
,"Minnehaha County, SD","46099","50 years and over","50+",Suppressed
,"Pennington County, SD","46103","Under 15 years","15",Suppressed
,"Pennington County, SD","46103","15-19 years","15-19",99
,"Pennington County, SD","46103","20-24 years","20-24",358
,"Pennington County, SD","46103","25-29 years","25-29",508
,"Pennington County, SD","46103","30-34 years","30-34",341
,"Pennington County, SD","46103","35-39 years","35-39",139
,"Pennington County, SD","46103","40-44 years","40-44",22
,"Pennington County, SD","46103","45-49 years","45-49",Suppressed
,"Pennington County, SD","46103","50 years and over","50+",0
,"Unidentified Counties, SD","46999","Under 15 years","15",Suppressed
,"Unidentified Counties, SD","46999","15-19 years","15-19",463
,"Unidentified Counties, SD","46999","20-24 years","20-24",1748
,"Unidentified Counties, SD","46999","25-29 years","25-29",2645
,"Unidentified Counties, SD","46999","30-34 years","30-34",2078
,"Unidentified Counties, SD","46999","35-39 years","35-39",776
,"Unidentified Counties, SD","46999","40-44 years","40-44",144
,"Unidentified Counties, SD","46999","45-49 years","45-49",Suppressed
,"Unidentified Counties, SD","46999","50 years and over","50+",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: South Dakota (46)"
"Year: 2016"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:25:48 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:25:48 PM"
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
