"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Black Hawk County, IA","19013","Under 15 years","15",Suppressed
,"Black Hawk County, IA","19013","15-19 years","15-19",71
,"Black Hawk County, IA","19013","20-24 years","20-24",391
,"Black Hawk County, IA","19013","25-29 years","25-29",610
,"Black Hawk County, IA","19013","30-34 years","30-34",440
,"Black Hawk County, IA","19013","35-39 years","35-39",140
,"Black Hawk County, IA","19013","40-44 years","40-44",17
,"Black Hawk County, IA","19013","45-49 years","45-49",0
,"Black Hawk County, IA","19013","50 years and over","50+",0
,"Johnson County, IA","19103","Under 15 years","15",0
,"Johnson County, IA","19103","15-19 years","15-19",41
,"Johnson County, IA","19103","20-24 years","20-24",206
,"Johnson County, IA","19103","25-29 years","25-29",531
,"Johnson County, IA","19103","30-34 years","30-34",700
,"Johnson County, IA","19103","35-39 years","35-39",317
,"Johnson County, IA","19103","40-44 years","40-44",54
,"Johnson County, IA","19103","45-49 years","45-49",Suppressed
,"Johnson County, IA","19103","50 years and over","50+",Suppressed
,"Linn County, IA","19113","Under 15 years","15",Suppressed
,"Linn County, IA","19113","15-19 years","15-19",114
,"Linn County, IA","19113","20-24 years","20-24",540
,"Linn County, IA","19113","25-29 years","25-29",891
,"Linn County, IA","19113","30-34 years","30-34",905
,"Linn County, IA","19113","35-39 years","35-39",303
,"Linn County, IA","19113","40-44 years","40-44",42
,"Linn County, IA","19113","45-49 years","45-49",Suppressed
,"Linn County, IA","19113","50 years and over","50+",0
,"Polk County, IA","19153","Under 15 years","15",Suppressed
,"Polk County, IA","19153","15-19 years","15-19",322
,"Polk County, IA","19153","20-24 years","20-24",1251
,"Polk County, IA","19153","25-29 years","25-29",2167
,"Polk County, IA","19153","30-34 years","30-34",2145
,"Polk County, IA","19153","35-39 years","35-39",866
,"Polk County, IA","19153","40-44 years","40-44",156
,"Polk County, IA","19153","45-49 years","45-49",11
,"Polk County, IA","19153","50 years and over","50+",Suppressed
,"Scott County, IA","19163","Under 15 years","15",Suppressed
,"Scott County, IA","19163","15-19 years","15-19",127
,"Scott County, IA","19163","20-24 years","20-24",416
,"Scott County, IA","19163","25-29 years","25-29",745
,"Scott County, IA","19163","30-34 years","30-34",638
,"Scott County, IA","19163","35-39 years","35-39",238
,"Scott County, IA","19163","40-44 years","40-44",46
,"Scott County, IA","19163","45-49 years","45-49",Suppressed
,"Scott County, IA","19163","50 years and over","50+",0
,"Woodbury County, IA","19193","Under 15 years","15",0
,"Woodbury County, IA","19193","15-19 years","15-19",94
,"Woodbury County, IA","19193","20-24 years","20-24",389
,"Woodbury County, IA","19193","25-29 years","25-29",512
,"Woodbury County, IA","19193","30-34 years","30-34",394
,"Woodbury County, IA","19193","35-39 years","35-39",127
,"Woodbury County, IA","19193","40-44 years","40-44",32
,"Woodbury County, IA","19193","45-49 years","45-49",Suppressed
,"Woodbury County, IA","19193","50 years and over","50+",0
,"Unidentified Counties, IA","19999","Under 15 years","15",Suppressed
,"Unidentified Counties, IA","19999","15-19 years","15-19",1035
,"Unidentified Counties, IA","19999","20-24 years","20-24",4974
,"Unidentified Counties, IA","19999","25-29 years","25-29",7867
,"Unidentified Counties, IA","19999","30-34 years","30-34",5870
,"Unidentified Counties, IA","19999","35-39 years","35-39",2265
,"Unidentified Counties, IA","19999","40-44 years","40-44",364
,"Unidentified Counties, IA","19999","45-49 years","45-49",12
,"Unidentified Counties, IA","19999","50 years and over","50+",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Iowa (19)"
"Year: 2016"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 1:58:24 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 1:58:24 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
