"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1397
,"Atlantic County, NJ","34001","Male","M",1439
,"Bergen County, NJ","34003","Female","F",4575
,"Bergen County, NJ","34003","Male","M",4889
,"Burlington County, NJ","34005","Female","F",2198
,"Burlington County, NJ","34005","Male","M",2221
,"Camden County, NJ","34007","Female","F",3061
,"Camden County, NJ","34007","Male","M",3165
,"Cumberland County, NJ","34011","Female","F",910
,"Cumberland County, NJ","34011","Male","M",966
,"Essex County, NJ","34013","Female","F",5126
,"Essex County, NJ","34013","Male","M",5316
,"Gloucester County, NJ","34015","Female","F",1327
,"Gloucester County, NJ","34015","Male","M",1510
,"Hudson County, NJ","34017","Female","F",5072
,"Hudson County, NJ","34017","Male","M",5311
,"Hunterdon County, NJ","34019","Female","F",463
,"Hunterdon County, NJ","34019","Male","M",464
,"Mercer County, NJ","34021","Female","F",2126
,"Mercer County, NJ","34021","Male","M",2154
,"Middlesex County, NJ","34023","Female","F",4471
,"Middlesex County, NJ","34023","Male","M",4861
,"Monmouth County, NJ","34025","Female","F",2884
,"Monmouth County, NJ","34025","Male","M",3076
,"Morris County, NJ","34027","Female","F",2214
,"Morris County, NJ","34027","Male","M",2419
,"Ocean County, NJ","34029","Female","F",4228
,"Ocean County, NJ","34029","Male","M",4338
,"Passaic County, NJ","34031","Female","F",3327
,"Passaic County, NJ","34031","Male","M",3515
,"Somerset County, NJ","34035","Female","F",1587
,"Somerset County, NJ","34035","Male","M",1664
,"Sussex County, NJ","34037","Female","F",582
,"Sussex County, NJ","34037","Male","M",598
,"Union County, NJ","34039","Female","F",3291
,"Union County, NJ","34039","Male","M",3465
,"Warren County, NJ","34041","Female","F",495
,"Warren County, NJ","34041","Male","M",463
,"Unidentified Counties, NJ","34999","Female","F",747
,"Unidentified Counties, NJ","34999","Male","M",732
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:08:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:08:27 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
