"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alameda County, CA","06001","Hispanic or Latino","2135-2",5155
,"Alameda County, CA","06001","Not Hispanic or Latino","2186-5",13264
,"Alameda County, CA","06001","Unknown or Not Stated","9",1154
,"Butte County, CA","06007","Hispanic or Latino","2135-2",503
,"Butte County, CA","06007","Not Hispanic or Latino","2186-5",1971
,"Butte County, CA","06007","Unknown or Not Stated","9",16
,"Contra Costa County, CA","06013","Hispanic or Latino","2135-2",4135
,"Contra Costa County, CA","06013","Not Hispanic or Latino","2186-5",7740
,"Contra Costa County, CA","06013","Unknown or Not Stated","9",465
,"El Dorado County, CA","06017","Hispanic or Latino","2135-2",292
,"El Dorado County, CA","06017","Not Hispanic or Latino","2186-5",1289
,"El Dorado County, CA","06017","Unknown or Not Stated","9",20
,"Fresno County, CA","06019","Hispanic or Latino","2135-2",9124
,"Fresno County, CA","06019","Not Hispanic or Latino","2186-5",5850
,"Fresno County, CA","06019","Unknown or Not Stated","9",155
,"Humboldt County, CA","06023","Hispanic or Latino","2135-2",222
,"Humboldt County, CA","06023","Not Hispanic or Latino","2186-5",1115
,"Humboldt County, CA","06023","Unknown or Not Stated","9",145
,"Imperial County, CA","06025","Hispanic or Latino","2135-2",2695
,"Imperial County, CA","06025","Not Hispanic or Latino","2186-5",224
,"Imperial County, CA","06025","Unknown or Not Stated","9",20
,"Kern County, CA","06029","Hispanic or Latino","2135-2",8423
,"Kern County, CA","06029","Not Hispanic or Latino","2186-5",5145
,"Kern County, CA","06029","Unknown or Not Stated","9",160
,"Kings County, CA","06031","Hispanic or Latino","2135-2",1405
,"Kings County, CA","06031","Not Hispanic or Latino","2186-5",828
,"Kings County, CA","06031","Unknown or Not Stated","9",15
,"Los Angeles County, CA","06037","Hispanic or Latino","2135-2",67767
,"Los Angeles County, CA","06037","Not Hispanic or Latino","2186-5",53561
,"Los Angeles County, CA","06037","Unknown or Not Stated","9",1764
,"Madera County, CA","06039","Hispanic or Latino","2135-2",1717
,"Madera County, CA","06039","Not Hispanic or Latino","2186-5",618
,"Madera County, CA","06039","Unknown or Not Stated","9",20
,"Marin County, CA","06041","Hispanic or Latino","2135-2",686
,"Marin County, CA","06041","Not Hispanic or Latino","2186-5",1475
,"Marin County, CA","06041","Unknown or Not Stated","9",91
,"Merced County, CA","06047","Hispanic or Latino","2135-2",2857
,"Merced County, CA","06047","Not Hispanic or Latino","2186-5",1240
,"Merced County, CA","06047","Unknown or Not Stated","9",20
,"Monterey County, CA","06053","Hispanic or Latino","2135-2",4655
,"Monterey County, CA","06053","Not Hispanic or Latino","2186-5",1515
,"Monterey County, CA","06053","Unknown or Not Stated","9",49
,"Napa County, CA","06055","Hispanic or Latino","2135-2",669
,"Napa County, CA","06055","Not Hispanic or Latino","2186-5",707
,"Napa County, CA","06055","Unknown or Not Stated","9",30
,"Orange County, CA","06059","Hispanic or Latino","2135-2",15564
,"Orange County, CA","06059","Not Hispanic or Latino","2186-5",21681
,"Orange County, CA","06059","Unknown or Not Stated","9",861
,"Placer County, CA","06061","Hispanic or Latino","2135-2",688
,"Placer County, CA","06061","Not Hispanic or Latino","2186-5",2994
,"Placer County, CA","06061","Unknown or Not Stated","9",50
,"Riverside County, CA","06065","Hispanic or Latino","2135-2",17742
,"Riverside County, CA","06065","Not Hispanic or Latino","2186-5",12363
,"Riverside County, CA","06065","Unknown or Not Stated","9",556
,"Sacramento County, CA","06067","Hispanic or Latino","2135-2",5097
,"Sacramento County, CA","06067","Not Hispanic or Latino","2186-5",13875
,"Sacramento County, CA","06067","Unknown or Not Stated","9",616
,"San Bernardino County, CA","06071","Hispanic or Latino","2135-2",17694
,"San Bernardino County, CA","06071","Not Hispanic or Latino","2186-5",13095
