"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",941
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1753
,"Benton County, WA","53005","Unknown or Not Stated","9",65
,"Clark County, WA","53011","Hispanic or Latino","2135-2",775
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4834
,"Clark County, WA","53011","Unknown or Not Stated","9",56
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",149
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",1093
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",43
,"King County, WA","53033","Hispanic or Latino","2135-2",3504
,"King County, WA","53033","Not Hispanic or Latino","2186-5",22034
,"King County, WA","53033","Unknown or Not Stated","9",484
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",268
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2841
,"Kitsap County, WA","53035","Unknown or Not Stated","9",38
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1688
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",9841
,"Pierce County, WA","53053","Unknown or Not Stated","9",227
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",421
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",1083
,"Skagit County, WA","53057","Unknown or Not Stated","9",11
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1368
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",8184
,"Snohomish County, WA","53061","Unknown or Not Stated","9",489
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",439
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5657
,"Spokane County, WA","53063","Unknown or Not Stated","9",49
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",373
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2813
,"Thurston County, WA","53067","Unknown or Not Stated","9",19
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",327
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1924
,"Whatcom County, WA","53073","Unknown or Not Stated","9",28
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",2255
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1440
,"Yakima County, WA","53077","Unknown or Not Stated","9",240
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",4025
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",8594
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",132
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2016"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 8:32:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 8:32:59 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
