"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Clackamas County, OR","41005","Female","F",2076
,"Clackamas County, OR","41005","Male","M",2123
,"Deschutes County, OR","41017","Female","F",865
,"Deschutes County, OR","41017","Male","M",941
,"Douglas County, OR","41019","Female","F",540
,"Douglas County, OR","41019","Male","M",547
,"Jackson County, OR","41029","Female","F",1137
,"Jackson County, OR","41029","Male","M",1157
,"Lane County, OR","41039","Female","F",1710
,"Lane County, OR","41039","Male","M",1844
,"Linn County, OR","41043","Female","F",779
,"Linn County, OR","41043","Male","M",742
,"Marion County, OR","41047","Female","F",2214
,"Marion County, OR","41047","Male","M",2325
,"Multnomah County, OR","41051","Female","F",4418
,"Multnomah County, OR","41051","Male","M",4663
,"Washington County, OR","41067","Female","F",3390
,"Washington County, OR","41067","Male","M",3593
,"Unidentified Counties, OR","41999","Female","F",5024
,"Unidentified Counties, OR","41999","Male","M",5447
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Oregon (41)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:15:41 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:15:41 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
