"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",669
,"Allegan County, MI","26005","Male","M",695
,"Bay County, MI","26017","Female","F",520
,"Bay County, MI","26017","Male","M",541
,"Berrien County, MI","26021","Female","F",840
,"Berrien County, MI","26021","Male","M",880
,"Calhoun County, MI","26025","Female","F",842
,"Calhoun County, MI","26025","Male","M",818
,"Eaton County, MI","26045","Female","F",566
,"Eaton County, MI","26045","Male","M",573
,"Genesee County, MI","26049","Female","F",2317
,"Genesee County, MI","26049","Male","M",2502
,"Ingham County, MI","26065","Female","F",1628
,"Ingham County, MI","26065","Male","M",1786
,"Jackson County, MI","26075","Female","F",882
,"Jackson County, MI","26075","Male","M",896
,"Kalamazoo County, MI","26077","Female","F",1489
,"Kalamazoo County, MI","26077","Male","M",1674
,"Kent County, MI","26081","Female","F",4303
,"Kent County, MI","26081","Male","M",4508
,"Livingston County, MI","26093","Female","F",878
,"Livingston County, MI","26093","Male","M",905
,"Macomb County, MI","26099","Female","F",4546
,"Macomb County, MI","26099","Male","M",4870
,"Monroe County, MI","26115","Female","F",725
,"Monroe County, MI","26115","Male","M",801
,"Muskegon County, MI","26121","Female","F",1055
,"Muskegon County, MI","26121","Male","M",1072
,"Oakland County, MI","26125","Female","F",6650
,"Oakland County, MI","26125","Male","M",7015
,"Ottawa County, MI","26139","Female","F",1714
,"Ottawa County, MI","26139","Male","M",1727
,"Saginaw County, MI","26145","Female","F",1062
,"Saginaw County, MI","26145","Male","M",1128
,"St. Clair County, MI","26147","Female","F",769
,"St. Clair County, MI","26147","Male","M",820
,"Washtenaw County, MI","26161","Female","F",1872
,"Washtenaw County, MI","26161","Male","M",1820
,"Wayne County, MI","26163","Female","F",11444
,"Wayne County, MI","26163","Male","M",11705
,"Unidentified Counties, MI","26999","Female","F",10539
,"Unidentified Counties, MI","26999","Male","M",11269
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:59:32 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:59:32 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
