"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Anne Arundel County, MD","24003","Female","F",3391
,"Anne Arundel County, MD","24003","Male","M",3576
,"Baltimore County, MD","24005","Female","F",4857
,"Baltimore County, MD","24005","Male","M",4981
,"Carroll County, MD","24013","Female","F",881
,"Carroll County, MD","24013","Male","M",856
,"Cecil County, MD","24015","Female","F",516
,"Cecil County, MD","24015","Male","M",590
,"Charles County, MD","24017","Female","F",891
,"Charles County, MD","24017","Male","M",921
,"Frederick County, MD","24021","Female","F",1421
,"Frederick County, MD","24021","Male","M",1418
,"Harford County, MD","24025","Female","F",1289
,"Harford County, MD","24025","Male","M",1410
,"Howard County, MD","24027","Female","F",1706
,"Howard County, MD","24027","Male","M",1863
,"Montgomery County, MD","24031","Female","F",6415
,"Montgomery County, MD","24031","Male","M",6708
,"Prince George's County, MD","24033","Female","F",5973
,"Prince George's County, MD","24033","Male","M",6323
,"St. Mary's County, MD","24037","Female","F",701
,"St. Mary's County, MD","24037","Male","M",724
,"Washington County, MD","24043","Female","F",823
,"Washington County, MD","24043","Male","M",871
,"Baltimore city, MD","24510","Female","F",4214
,"Baltimore city, MD","24510","Male","M",4290
,"Unidentified Counties, MD","24999","Female","F",2676
,"Unidentified Counties, MD","24999","Male","M",2851
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Maryland (24)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:57:31 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:57:31 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore County (FIPS code 24005)."
