"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1422
,"Alachua County, FL","12001","Male","M",1440
,"Bay County, FL","12005","Female","F",1149
,"Bay County, FL","12005","Male","M",1194
,"Brevard County, FL","12009","Female","F",2570
,"Brevard County, FL","12009","Male","M",2703
,"Broward County, FL","12011","Female","F",11138
,"Broward County, FL","12011","Male","M",11425
,"Charlotte County, FL","12015","Female","F",535
,"Charlotte County, FL","12015","Male","M",502
,"Citrus County, FL","12017","Female","F",464
,"Citrus County, FL","12017","Male","M",600
,"Clay County, FL","12019","Female","F",1027
,"Clay County, FL","12019","Male","M",1182
,"Collier County, FL","12021","Female","F",1620
,"Collier County, FL","12021","Male","M",1702
,"Duval County, FL","12031","Female","F",6514
,"Duval County, FL","12031","Male","M",6778
,"Escambia County, FL","12033","Female","F",1872
,"Escambia County, FL","12033","Male","M",2095
,"Hernando County, FL","12053","Female","F",784
,"Hernando County, FL","12053","Male","M",801
,"Hillsborough County, FL","12057","Female","F",8451
,"Hillsborough County, FL","12057","Male","M",8874
,"Indian River County, FL","12061","Female","F",610
,"Indian River County, FL","12061","Male","M",635
,"Lake County, FL","12069","Female","F",1570
,"Lake County, FL","12069","Male","M",1699
,"Lee County, FL","12071","Female","F",3302
,"Lee County, FL","12071","Male","M",3448
,"Leon County, FL","12073","Female","F",1456
,"Leon County, FL","12073","Male","M",1533
,"Manatee County, FL","12081","Female","F",1701
,"Manatee County, FL","12081","Male","M",1744
,"Marion County, FL","12083","Female","F",1654
,"Marion County, FL","12083","Male","M",1818
,"Martin County, FL","12085","Female","F",657
,"Martin County, FL","12085","Male","M",616
,"Miami-Dade County, FL","12086","Female","F",15854
,"Miami-Dade County, FL","12086","Male","M",16843
,"Okaloosa County, FL","12091","Female","F",1332
,"Okaloosa County, FL","12091","Male","M",1452
,"Orange County, FL","12095","Female","F",8107
,"Orange County, FL","12095","Male","M",8546
,"Osceola County, FL","12097","Female","F",2126
,"Osceola County, FL","12097","Male","M",2202
,"Palm Beach County, FL","12099","Female","F",7349
,"Palm Beach County, FL","12099","Male","M",7616
,"Pasco County, FL","12101","Female","F",2475
,"Pasco County, FL","12101","Male","M",2633
,"Pinellas County, FL","12103","Female","F",4214
,"Pinellas County, FL","12103","Male","M",4266
,"Polk County, FL","12105","Female","F",3745
,"Polk County, FL","12105","Male","M",4059
,"St. Johns County, FL","12109","Female","F",1037
,"St. Johns County, FL","12109","Male","M",1083
,"St. Lucie County, FL","12111","Female","F",1519
,"St. Lucie County, FL","12111","Male","M",1480
,"Santa Rosa County, FL","12113","Female","F",933
,"Santa Rosa County, FL","12113","Male","M",973
,"Sarasota County, FL","12115","Female","F",1422
,"Sarasota County, FL","12115","Male","M",1504
,"Seminole County, FL","12117","Female","F",2304
,"Seminole County, FL","12117","Male","M",2449
,"Volusia County, FL","12127","Female","F",2460
,"Volusia County, FL","12127","Male","M",2572
,"Unidentified Counties, FL","12999","Female","F",6480
,"Unidentified Counties, FL","12999","Male","M",6702
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:46:06 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:46:06 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
