"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Adams County, CO","08001","Hispanic or Latino","2135-2",3016
,"Adams County, CO","08001","Not Hispanic or Latino","2186-5",3560
,"Adams County, CO","08001","Unknown or Not Stated","9",96
,"Arapahoe County, CO","08005","Hispanic or Latino","2135-2",2074
,"Arapahoe County, CO","08005","Not Hispanic or Latino","2186-5",5738
,"Arapahoe County, CO","08005","Unknown or Not Stated","9",98
,"Boulder County, CO","08013","Hispanic or Latino","2135-2",599
,"Boulder County, CO","08013","Not Hispanic or Latino","2186-5",2084
,"Boulder County, CO","08013","Unknown or Not Stated","9",46
,"Denver County, CO","08031","Hispanic or Latino","2135-2",3438
,"Denver County, CO","08031","Not Hispanic or Latino","2186-5",6392
,"Denver County, CO","08031","Unknown or Not Stated","9",176
,"Douglas County, CO","08035","Hispanic or Latino","2135-2",343
,"Douglas County, CO","08035","Not Hispanic or Latino","2186-5",3111
,"Douglas County, CO","08035","Unknown or Not Stated","9",34
,"El Paso County, CO","08041","Hispanic or Latino","2135-2",2114
,"El Paso County, CO","08041","Not Hispanic or Latino","2186-5",7360
,"El Paso County, CO","08041","Unknown or Not Stated","9",16
,"Jefferson County, CO","08059","Hispanic or Latino","2135-2",1168
,"Jefferson County, CO","08059","Not Hispanic or Latino","2186-5",4843
,"Jefferson County, CO","08059","Unknown or Not Stated","9",93
,"Larimer County, CO","08069","Hispanic or Latino","2135-2",554
,"Larimer County, CO","08069","Not Hispanic or Latino","2186-5",2782
,"Larimer County, CO","08069","Unknown or Not Stated","9",39
,"Mesa County, CO","08077","Hispanic or Latino","2135-2",324
,"Mesa County, CO","08077","Not Hispanic or Latino","2186-5",1409
,"Mesa County, CO","08077","Unknown or Not Stated","9",37
,"Pueblo County, CO","08101","Hispanic or Latino","2135-2",911
,"Pueblo County, CO","08101","Not Hispanic or Latino","2186-5",955
,"Pueblo County, CO","08101","Unknown or Not Stated","9",17
,"Weld County, CO","08123","Hispanic or Latino","2135-2",1590
,"Weld County, CO","08123","Not Hispanic or Latino","2186-5",2692
,"Weld County, CO","08123","Unknown or Not Stated","9",24
,"Unidentified Counties, CO","08999","Hispanic or Latino","2135-2",2382
,"Unidentified Counties, CO","08999","Not Hispanic or Latino","2186-5",6350
,"Unidentified Counties, CO","08999","Unknown or Not Stated","9",148
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Colorado (08)"
"Year: 2016"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 2:37:20 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 2:37:20 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
