"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2521
,"Allen County, IN","18003","Male","M",2630
,"Clark County, IN","18019","Female","F",724
,"Clark County, IN","18019","Male","M",724
,"Delaware County, IN","18035","Female","F",571
,"Delaware County, IN","18035","Male","M",603
,"Elkhart County, IN","18039","Female","F",1506
,"Elkhart County, IN","18039","Male","M",1620
,"Hamilton County, IN","18057","Female","F",1859
,"Hamilton County, IN","18057","Male","M",1939
,"Hendricks County, IN","18063","Female","F",884
,"Hendricks County, IN","18063","Male","M",876
,"Johnson County, IN","18081","Female","F",898
,"Johnson County, IN","18081","Male","M",973
,"Lake County, IN","18089","Female","F",2759
,"Lake County, IN","18089","Male","M",2898
,"La Porte County, IN","18091","Female","F",655
,"La Porte County, IN","18091","Male","M",650
,"Madison County, IN","18095","Female","F",702
,"Madison County, IN","18095","Male","M",804
,"Marion County, IN","18097","Female","F",6997
,"Marion County, IN","18097","Male","M",7297
,"Monroe County, IN","18105","Female","F",599
,"Monroe County, IN","18105","Male","M",702
,"Porter County, IN","18127","Female","F",840
,"Porter County, IN","18127","Male","M",910
,"St. Joseph County, IN","18141","Female","F",1748
,"St. Joseph County, IN","18141","Male","M",1829
,"Tippecanoe County, IN","18157","Female","F",1149
,"Tippecanoe County, IN","18157","Male","M",1210
,"Vanderburgh County, IN","18163","Female","F",1089
,"Vanderburgh County, IN","18163","Male","M",1180
,"Vigo County, IN","18167","Female","F",617
,"Vigo County, IN","18167","Male","M",671
,"Unidentified Counties, IN","18999","Female","F",14137
,"Unidentified Counties, IN","18999","Male","M",15320
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:51:04 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:51:04 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
