"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Benton County, WA","53005","Under 15 years","15",Suppressed
,"Benton County, WA","53005","15-19 years","15-19",164
,"Benton County, WA","53005","20-24 years","20-24",635
,"Benton County, WA","53005","25-29 years","25-29",855
,"Benton County, WA","53005","30-34 years","30-34",731
,"Benton County, WA","53005","35-39 years","35-39",295
,"Benton County, WA","53005","40-44 years","40-44",72
,"Benton County, WA","53005","45-49 years","45-49",Suppressed
,"Benton County, WA","53005","50 years and over","50+",0
,"Clark County, WA","53011","Under 15 years","15",Suppressed
,"Clark County, WA","53011","15-19 years","15-19",250
,"Clark County, WA","53011","20-24 years","20-24",1095
,"Clark County, WA","53011","25-29 years","25-29",1725
,"Clark County, WA","53011","30-34 years","30-34",1613
,"Clark County, WA","53011","35-39 years","35-39",814
,"Clark County, WA","53011","40-44 years","40-44",157
,"Clark County, WA","53011","45-49 years","45-49",Suppressed
,"Clark County, WA","53011","50 years and over","50+",0
,"Cowlitz County, WA","53015","Under 15 years","15",Suppressed
,"Cowlitz County, WA","53015","15-19 years","15-19",81
,"Cowlitz County, WA","53015","20-24 years","20-24",361
,"Cowlitz County, WA","53015","25-29 years","25-29",442
,"Cowlitz County, WA","53015","30-34 years","30-34",278
,"Cowlitz County, WA","53015","35-39 years","35-39",100
,"Cowlitz County, WA","53015","40-44 years","40-44",21
,"Cowlitz County, WA","53015","45-49 years","45-49",Suppressed
,"Cowlitz County, WA","53015","50 years and over","50+",0
,"King County, WA","53033","Under 15 years","15",Suppressed
,"King County, WA","53033","15-19 years","15-19",487
,"King County, WA","53033","20-24 years","20-24",2423
,"King County, WA","53033","25-29 years","25-29",6014
,"King County, WA","53033","30-34 years","30-34",10085
,"King County, WA","53033","35-39 years","35-39",5686
,"King County, WA","53033","40-44 years","40-44",1199
,"King County, WA","53033","45-49 years","45-49",115
,"King County, WA","53033","50 years and over","50+",Suppressed
,"Kitsap County, WA","53035","Under 15 years","15",Suppressed
,"Kitsap County, WA","53035","15-19 years","15-19",113
,"Kitsap County, WA","53035","20-24 years","20-24",676
,"Kitsap County, WA","53035","25-29 years","25-29",1053
,"Kitsap County, WA","53035","30-34 years","30-34",841
,"Kitsap County, WA","53035","35-39 years","35-39",383
