"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Adams County, PA","42001","Female","F",450
,"Adams County, PA","42001","Male","M",472
,"Allegheny County, PA","42003","Female","F",6434
,"Allegheny County, PA","42003","Male","M",6730
,"Beaver County, PA","42007","Female","F",808
,"Beaver County, PA","42007","Male","M",868
,"Berks County, PA","42011","Female","F",2393
,"Berks County, PA","42011","Male","M",2393
,"Blair County, PA","42013","Female","F",678
,"Blair County, PA","42013","Male","M",592
,"Bucks County, PA","42017","Female","F",2914
,"Bucks County, PA","42017","Male","M",3044
,"Butler County, PA","42019","Female","F",876
,"Butler County, PA","42019","Male","M",957
,"Cambria County, PA","42021","Female","F",629
,"Cambria County, PA","42021","Male","M",728
,"Centre County, PA","42027","Female","F",603
,"Centre County, PA","42027","Male","M",605
,"Chester County, PA","42029","Female","F",2570
,"Chester County, PA","42029","Male","M",2755
,"Cumberland County, PA","42041","Female","F",1278
,"Cumberland County, PA","42041","Male","M",1405
,"Dauphin County, PA","42043","Female","F",1635
,"Dauphin County, PA","42043","Male","M",1802
,"Delaware County, PA","42045","Female","F",3218
,"Delaware County, PA","42045","Male","M",3357
,"Erie County, PA","42049","Female","F",1466
,"Erie County, PA","42049","Male","M",1598
,"Fayette County, PA","42051","Female","F",618
,"Fayette County, PA","42051","Male","M",733
,"Franklin County, PA","42055","Female","F",903
,"Franklin County, PA","42055","Male","M",972
,"Lackawanna County, PA","42069","Female","F",1092
,"Lackawanna County, PA","42069","Male","M",1154
,"Lancaster County, PA","42071","Female","F",3394
,"Lancaster County, PA","42071","Male","M",3606
,"Lebanon County, PA","42075","Female","F",738
,"Lebanon County, PA","42075","Male","M",854
,"Lehigh County, PA","42077","Female","F",2050
,"Lehigh County, PA","42077","Male","M",2203
,"Luzerne County, PA","42079","Female","F",1554
,"Luzerne County, PA","42079","Male","M",1639
,"Lycoming County, PA","42081","Female","F",604
,"Lycoming County, PA","42081","Male","M",618
,"Mercer County, PA","42085","Female","F",573
,"Mercer County, PA","42085","Male","M",592
,"Monroe County, PA","42089","Female","F",730
,"Monroe County, PA","42089","Male","M",747
,"Montgomery County, PA","42091","Female","F",4104
,"Montgomery County, PA","42091","Male","M",4591
,"Northampton County, PA","42095","Female","F",1363
,"Northampton County, PA","42095","Male","M",1468
,"Philadelphia County, PA","42101","Female","F",10522
,"Philadelphia County, PA","42101","Male","M",10984
,"Schuylkill County, PA","42107","Female","F",652
,"Schuylkill County, PA","42107","Male","M",715
,"Washington County, PA","42125","Female","F",1049
,"Washington County, PA","42125","Male","M",995
,"Westmoreland County, PA","42129","Female","F",1464
,"Westmoreland County, PA","42129","Male","M",1475
,"York County, PA","42133","Female","F",2437
,"York County, PA","42133","Male","M",2537
,"Unidentified Counties, PA","42999","Female","F",8050
,"Unidentified Counties, PA","42999","Male","M",8371
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:16:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:16:46 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
