"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",641
,"Bartow County, GA","13015","Male","M",697
,"Bibb County, GA","13021","Female","F",1070
,"Bibb County, GA","13021","Male","M",1121
,"Carroll County, GA","13045","Female","F",782
,"Carroll County, GA","13045","Male","M",833
,"Chatham County, GA","13051","Female","F",1924
,"Chatham County, GA","13051","Male","M",2051
,"Cherokee County, GA","13057","Female","F",1318
,"Cherokee County, GA","13057","Male","M",1382
,"Clarke County, GA","13059","Female","F",660
,"Clarke County, GA","13059","Male","M",732
,"Clayton County, GA","13063","Female","F",1887
,"Clayton County, GA","13063","Male","M",1922
,"Cobb County, GA","13067","Female","F",4780
,"Cobb County, GA","13067","Male","M",4799
,"Columbia County, GA","13073","Female","F",871
,"Columbia County, GA","13073","Male","M",960
,"Coweta County, GA","13077","Female","F",838
,"Coweta County, GA","13077","Male","M",796
,"DeKalb County, GA","13089","Female","F",5486
,"DeKalb County, GA","13089","Male","M",5574
,"Douglas County, GA","13097","Female","F",853
,"Douglas County, GA","13097","Male","M",840
,"Fayette County, GA","13113","Female","F",457
,"Fayette County, GA","13113","Male","M",454
,"Forsyth County, GA","13117","Female","F",1127
,"Forsyth County, GA","13117","Male","M",1170
,"Fulton County, GA","13121","Female","F",6493
,"Fulton County, GA","13121","Male","M",6630
,"Gwinnett County, GA","13135","Female","F",5561
,"Gwinnett County, GA","13135","Male","M",5804
,"Hall County, GA","13139","Female","F",1254
,"Hall County, GA","13139","Male","M",1320
,"Henry County, GA","13151","Female","F",1244
,"Henry County, GA","13151","Male","M",1267
,"Houston County, GA","13153","Female","F",942
,"Houston County, GA","13153","Male","M",1014
,"Lowndes County, GA","13185","Female","F",778
,"Lowndes County, GA","13185","Male","M",827
,"Muscogee County, GA","13215","Female","F",1417
,"Muscogee County, GA","13215","Male","M",1495
,"Paulding County, GA","13223","Female","F",811
,"Paulding County, GA","13223","Male","M",833
,"Richmond County, GA","13245","Female","F",1432
,"Richmond County, GA","13245","Male","M",1629
,"Whitfield County, GA","13313","Female","F",702
,"Whitfield County, GA","13313","Male","M",722
,"Unidentified Counties, GA","13999","Female","F",20634
,"Unidentified Counties, GA","13999","Male","M",21208
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 2:47:09 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 2:47:09 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
