"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",3064
,"Bell County, TX","48027","Male","M",3076
,"Bexar County, TX","48029","Female","F",13695
,"Bexar County, TX","48029","Male","M",14273
,"Brazoria County, TX","48039","Female","F",2349
,"Brazoria County, TX","48039","Male","M",2451
,"Brazos County, TX","48041","Female","F",1373
,"Brazos County, TX","48041","Male","M",1398
,"Cameron County, TX","48061","Female","F",3390
,"Cameron County, TX","48061","Male","M",3503
,"Collin County, TX","48085","Female","F",5445
,"Collin County, TX","48085","Male","M",5641
,"Comal County, TX","48091","Female","F",746
,"Comal County, TX","48091","Male","M",702
,"Dallas County, TX","48113","Female","F",19648
,"Dallas County, TX","48113","Male","M",20731
,"Denton County, TX","48121","Female","F",4963
,"Denton County, TX","48121","Male","M",5232
,"Ector County, TX","48135","Female","F",1332
,"Ector County, TX","48135","Male","M",1482
,"Ellis County, TX","48139","Female","F",1054
,"Ellis County, TX","48139","Male","M",1190
,"El Paso County, TX","48141","Female","F",6357
,"El Paso County, TX","48141","Male","M",6716
,"Fort Bend County, TX","48157","Female","F",4968
,"Fort Bend County, TX","48157","Male","M",5008
,"Galveston County, TX","48167","Female","F",2050
,"Galveston County, TX","48167","Male","M",2117
,"Grayson County, TX","48181","Female","F",762
,"Grayson County, TX","48181","Male","M",781
,"Gregg County, TX","48183","Female","F",872
,"Gregg County, TX","48183","Male","M",871
,"Guadalupe County, TX","48187","Female","F",900
,"Guadalupe County, TX","48187","Male","M",947
,"Harris County, TX","48201","Female","F",35374
,"Harris County, TX","48201","Male","M",37046
,"Hays County, TX","48209","Female","F",1223
,"Hays County, TX","48209","Male","M",1279
,"Hidalgo County, TX","48215","Female","F",7275
,"Hidalgo County, TX","48215","Male","M",7707
,"Jefferson County, TX","48245","Female","F",1739
,"Jefferson County, TX","48245","Male","M",1839
,"Johnson County, TX","48251","Female","F",1040
,"Johnson County, TX","48251","Male","M",1060
,"Kaufman County, TX","48257","Female","F",777
,"Kaufman County, TX","48257","Male","M",886
,"Lubbock County, TX","48303","Female","F",2120
,"Lubbock County, TX","48303","Male","M",2153
,"McLennan County, TX","48309","Female","F",1669
,"McLennan County, TX","48309","Male","M",1707
,"Midland County, TX","48329","Female","F",1423
,"Midland County, TX","48329","Male","M",1481
,"Montgomery County, TX","48339","Female","F",3585
,"Montgomery County, TX","48339","Male","M",3762
,"Nueces County, TX","48355","Female","F",2284
,"Nueces County, TX","48355","Male","M",2454
,"Parker County, TX","48367","Female","F",707
,"Parker County, TX","48367","Male","M",831
,"Potter County, TX","48375","Female","F",940
,"Potter County, TX","48375","Male","M",946
,"Randall County, TX","48381","Female","F",831
,"Randall County, TX","48381","Male","M",809
,"Smith County, TX","48423","Female","F",1566
,"Smith County, TX","48423","Male","M",1594
,"Tarrant County, TX","48439","Female","F",14041
,"Tarrant County, TX","48439","Male","M",14704
,"Taylor County, TX","48441","Female","F",1012
,"Taylor County, TX","48441","Male","M",1025
,"Tom Green County, TX","48451","Female","F",736
,"Tom Green County, TX","48451","Male","M",820
,"Travis County, TX","48453","Female","F",7779
,"Travis County, TX","48453","Male","M",8213
,"Webb County, TX","48479","Female","F",2495
,"Webb County, TX","48479","Male","M",2694
,"Wichita County, TX","48485","Female","F",823
,"Wichita County, TX","48485","Male","M",808
,"Williamson County, TX","48491","Female","F",3145
,"Williamson County, TX","48491","Male","M",3390
,"Unidentified Counties, TX","48999","Female","F",29156
,"Unidentified Counties, TX","48999","Male","M",30012
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:22:18 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:22:18 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
