"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",876
,"Alamance County, NC","37001","Male","M",980
,"Brunswick County, NC","37019","Female","F",471
,"Brunswick County, NC","37019","Male","M",507
,"Buncombe County, NC","37021","Female","F",1273
,"Buncombe County, NC","37021","Male","M",1322
,"Cabarrus County, NC","37025","Female","F",1179
,"Cabarrus County, NC","37025","Male","M",1298
,"Catawba County, NC","37035","Female","F",804
,"Catawba County, NC","37035","Male","M",860
,"Craven County, NC","37049","Female","F",680
,"Craven County, NC","37049","Male","M",758
,"Cumberland County, NC","37051","Female","F",2621
,"Cumberland County, NC","37051","Male","M",2825
,"Davidson County, NC","37057","Female","F",875
,"Davidson County, NC","37057","Male","M",896
,"Durham County, NC","37063","Female","F",2194
,"Durham County, NC","37063","Male","M",2152
,"Forsyth County, NC","37067","Female","F",2154
,"Forsyth County, NC","37067","Male","M",2342
,"Gaston County, NC","37071","Female","F",1229
,"Gaston County, NC","37071","Male","M",1295
,"Guilford County, NC","37081","Female","F",3032
,"Guilford County, NC","37081","Male","M",3227
,"Harnett County, NC","37085","Female","F",902
,"Harnett County, NC","37085","Male","M",959
,"Henderson County, NC","37089","Female","F",526
,"Henderson County, NC","37089","Male","M",563
,"Iredell County, NC","37097","Female","F",930
,"Iredell County, NC","37097","Male","M",993
,"Johnston County, NC","37101","Female","F",1166
,"Johnston County, NC","37101","Male","M",1170
,"Mecklenburg County, NC","37119","Female","F",7222
,"Mecklenburg County, NC","37119","Male","M",7659
,"New Hanover County, NC","37129","Female","F",1070
,"New Hanover County, NC","37129","Male","M",1171
,"Onslow County, NC","37133","Female","F",1908
,"Onslow County, NC","37133","Male","M",2052
,"Orange County, NC","37135","Female","F",571
,"Orange County, NC","37135","Male","M",595
,"Pitt County, NC","37147","Female","F",1003
,"Pitt County, NC","37147","Male","M",1020
,"Randolph County, NC","37151","Female","F",798
,"Randolph County, NC","37151","Male","M",802
,"Robeson County, NC","37155","Female","F",845
,"Robeson County, NC","37155","Male","M",930
,"Rowan County, NC","37159","Female","F",827
,"Rowan County, NC","37159","Male","M",824
,"Union County, NC","37179","Female","F",1157
,"Union County, NC","37179","Male","M",1258
,"Wake County, NC","37183","Female","F",6260
,"Wake County, NC","37183","Male","M",6758
,"Wayne County, NC","37191","Female","F",807
,"Wayne County, NC","37191","Male","M",829
,"Unidentified Counties, NC","37999","Female","F",15368
,"Unidentified Counties, NC","37999","Male","M",15986
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:11:29 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:11:29 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
