"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Anoka County, MN","27003","Female","F",2081
,"Anoka County, MN","27003","Male","M",2142
,"Dakota County, MN","27037","Female","F",2527
,"Dakota County, MN","27037","Male","M",2764
,"Hennepin County, MN","27053","Female","F",8121
,"Hennepin County, MN","27053","Male","M",8374
,"Olmsted County, MN","27109","Female","F",1071
,"Olmsted County, MN","27109","Male","M",1051
,"Ramsey County, MN","27123","Female","F",3806
,"Ramsey County, MN","27123","Male","M",3925
,"St. Louis County, MN","27137","Female","F",971
,"St. Louis County, MN","27137","Male","M",1005
,"Scott County, MN","27139","Female","F",946
,"Scott County, MN","27139","Male","M",947
,"Stearns County, MN","27145","Female","F",999
,"Stearns County, MN","27145","Male","M",1039
,"Washington County, MN","27163","Female","F",1376
,"Washington County, MN","27163","Male","M",1522
,"Wright County, MN","27171","Female","F",894
,"Wright County, MN","27171","Male","M",893
,"Unidentified Counties, MN","27999","Female","F",11327
,"Unidentified Counties, MN","27999","Male","M",11968
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Minnesota (27)"
"Year: 2016"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 3:00:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 3:00:46 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
