"Mechanism","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Fire/Flame","Florida","2021","137","21,830,708","0.63","0.48","1,568"
"Fire/Flame","Florida","2020","115","21,591,299","0.53","0.41","1,172"
"Fire/Flame","Florida","2019","88","21,492,056","0.41","0.33","1,145"
"Fire/Flame","Florida","2018","115","21,254,926","0.54","0.42","1,288"
"Fire/Flame","Georgia","2023","118","11,029,227","1.07","0.95","934"
"Fire/Flame","Georgia","2022","130","10,913,150","1.19","1.08","1,647"
"Fire/Flame","Georgia","2021","124","10,790,385","1.15","1.10","1,812"
"Fire/Flame","Georgia","2020","117","10,732,390","1.09","1.03","1,683"
"Fire/Flame","Georgia","2019","100","10,628,020","0.94","0.86","945"
"Fire/Flame","Georgia","2018","109","10,519,389","1.04","1.00","1,344"
"Fire/Flame","Hawaii","2023","106","1,435,138","7.39","5.32","626"
"Fire/Flame","Hawaii","2022","--","1,439,399","--","--","--"
"Fire/Flame","Hawaii","2021","--","1,446,745","--","--","--"
"Fire/Flame","Hawaii","2020","--","1,451,181","--","--","--"
"Fire/Flame","Hawaii","2019","10**","1,415,615","0.71**","0.49**","61"
"Fire/Flame","Hawaii","2018","--","1,423,102","--","--","--"
"Fire/Flame","Idaho","2023","16**","1,964,726","0.81**","0.65**","92"
"Fire/Flame","Idaho","2022","15**","1,938,996","0.77**","0.63**","70"
"Fire/Flame","Idaho","2021","25","1,904,537","1.31","1.16","241"
"Fire/Flame","Idaho","2020","13**","1,849,339","0.70**","0.63**","160"
"Fire/Flame","Idaho","2019","14**","1,789,060","0.78**","0.70**","219"
"Fire/Flame","Idaho","2018","15**","1,752,074","0.86**","0.79**","102"
"Fire/Flame","Illinois","2023","118","12,549,689","0.94","0.81","979"
"Fire/Flame","Illinois","2022","121","12,582,515","0.96","0.85","1,645"
"Fire/Flame","Illinois","2021","144","12,690,341","1.14","1.02","1,995"
"Fire/Flame","Illinois","2020","120","12,790,357","0.94","0.82","1,666"
"Fire/Flame","Illinois","2019","102","12,667,017","0.81","0.69","1,191"
"Fire/Flame","Illinois","2018","119","12,724,685","0.94","0.84","1,999"
"Fire/Flame","Indiana","2023","93","6,862,199","1.36","1.20","1,305"
"Fire/Flame","Indiana","2022","77","6,832,274","1.13","1.00","934"
"Fire/Flame","Indiana","2021","81","6,813,798","1.19","1.06","1,014"
"Fire/Flame","Indiana","2020","80","6,789,098","1.18","1.06","1,149"
"Fire/Flame","Indiana","2019","75","6,731,010","1.11","0.97","940"
"Fire/Flame","Indiana","2018","87","6,698,481","1.30","1.18","1,348"
"Fire/Flame","Iowa","2023","30","3,207,004","0.94","0.82","296"
"Fire/Flame","Iowa","2022","46","3,199,693","1.44","1.26","789"
"Fire/Flame","Iowa","2021","29","3,197,944","0.91","0.70","129"
"Fire/Flame","Iowa","2020","35","3,190,904","1.10","0.88","310"
"Fire/Flame","Iowa","2019","34","3,159,596","1.08","0.91","394"
"Fire/Flame","Iowa","2018","28","3,149,900","0.89","0.79","442"
"Fire/Flame","Kansas","2023","49","2,940,546","1.67","1.40","501"
"Fire/Flame","Kansas","2022","51","2,936,716","1.74","1.60","787"
"Fire/Flame","Kansas","2021","29","2,937,946","0.99","0.86","320"
"Fire/Flame","Kansas","2020","27","2,938,124","0.92","0.76","166"
"Fire/Flame","Kansas","2019","36","2,912,635","1.24","1.09","405"
"Fire/Flame","Kansas","2018","50","2,912,748","1.72","1.58","672"
"Fire/Flame","Kentucky","2023","78","4,526,154","1.72","1.39","797"
"Fire/Flame","Kentucky","2022","88","4,511,563","1.95","1.74","1,132"
"Fire/Flame","Kentucky","2021","81","4,507,600","1.80","1.52","873"
"Fire/Flame","Kentucky","2020","79","4,508,155","1.75","1.64","1,305"
"Fire/Flame","Kentucky","2019","67","4,472,345","1.50","1.33","901"
"Fire/Flame","Kentucky","2018","74","4,464,273","1.66","1.55","1,508"
"Fire/Flame","Louisiana","2023","63","4,573,749","1.38","1.25","1,028"
"Fire/Flame","Louisiana","2022","86","4,588,023","1.87","1.63","1,049"
"Fire/Flame","Louisiana","2021","71","4,627,047","1.53","1.34","788"
"Fire/Flame","Louisiana","2020","72","4,652,022","1.55","1.34","766"
"Fire/Flame","Louisiana","2019","73","4,658,285","1.57","1.41","1,067"
"Fire/Flame","Louisiana","2018","78","4,664,450","1.67","1.51","1,249"
"Fire/Flame","Maine","2023","18**","1,395,722","1.29**","1.20**","267"
"Fire/Flame","Maine","2022","10**","1,389,338","0.72**","0.58**","123"
"Fire/Flame","Maine","2021","17**","1,378,787","1.23**","1.09**","303"
"Fire/Flame","Maine","2020","10**","1,364,517","0.73**","0.67**","159"
"Fire/Flame","Maine","2019","20**","1,345,770","1.49**","1.14**","142"
"Fire/Flame","Maine","2018","18**","1,340,123","1.34**","0.95**","94"
"Fire/Flame","Maryland","2023","59","6,180,253","0.96","0.80","701"
"Fire/Flame","Maryland","2022","47","6,163,981","0.76","0.63","324"
"Fire/Flame","Maryland","2021","41","6,175,045","0.66","0.60","565"
"Fire/Flame","Maryland","2020","29","6,173,689","0.47","0.43","300"
"Fire/Flame","Maryland","2019","46","6,054,954","0.76","0.66","429"
"Fire/Flame","Maryland","2018","54","6,042,153","0.89","0.81","690"
"Fire/Flame","Massachusetts","2023","33","7,001,399","0.47","0.36","142"
"Fire/Flame","Massachusetts","2022","33","6,982,740","0.47","0.40","430"
"Fire/Flame","Massachusetts","2021","32","6,991,951","0.46","0.36","142"
"Fire/Flame","Massachusetts","2020","35","6,997,713","0.50","0.39","308"
"Fire/Flame","Massachusetts","2019","40","6,894,883","0.58","0.46","318"
"Fire/Flame","Massachusetts","2018","37","6,885,720","0.54","0.46","462"
"Fire/Flame","Michigan","2023","112","10,037,261","1.12","0.91","1,201"
"Fire/Flame","Michigan","2022","138","10,033,281","1.38","1.17","2,029"
"Fire/Flame","Michigan","2021","103","10,038,117","1.03","0.84","856"
"Fire/Flame","Michigan","2020","117","10,070,627","1.16","1.02","1,693"
"Fire/Flame","Michigan","2019","90","9,984,795","0.90","0.76","1,144"
"Fire/Flame","Michigan","2018","109","9,987,286","1.09","1.03","2,243"
"Fire/Flame","Minnesota","2023","34","5,737,915","0.59","0.50","292"
"Fire/Flame","Minnesota","2022","43","5,714,300","0.75","0.63","446"
"Fire/Flame","Minnesota","2021","39","5,717,968","0.68","0.63","535"
"Fire/Flame","Minnesota","2020","44","5,710,578","0.77","0.66","302"
"Fire/Flame","Minnesota","2019","31","5,640,053","0.55","0.46","246"
"Fire/Flame","Minnesota","2018","28","5,608,762","0.50","0.45","339"
"Fire/Flame","Mississippi","2023","77","2,939,690","2.62","2.30","933"
"Fire/Flame","Mississippi","2022","87","2,938,928","2.96","2.48","878"
"Fire/Flame","Mississippi","2021","96","2,949,582","3.26","2.88","1,099"
"Fire/Flame","Mississippi","2020","78","2,958,409","2.64","2.51","1,409"
"Fire/Flame","Mississippi","2019","64","2,978,227","2.15","1.81","577"
"Fire/Flame","Mississippi","2018","79","2,982,879","2.65","2.37","1,102"
"Fire/Flame","Missouri","2023","91","6,196,156","1.47","1.25","991"
"Fire/Flame","Missouri","2022","103","6,177,168","1.67","1.45","1,345"
"Fire/Flame","Missouri","2021","100","6,170,393","1.62","1.47","1,737"
"Fire/Flame","Missouri","2020","96","6,154,426","1.56","1.32","981"
"Fire/Flame","Missouri","2019","81","6,140,475","1.32","1.12","972"
"Fire/Flame","Missouri","2018","98","6,125,986","1.60","1.43","1,828"
"Fire/Flame","Montana","2023","--","1,132,812","--","--","--"
"Fire/Flame","Montana","2022","10**","1,122,878","0.89**","0.67**","68"
"Fire/Flame","Montana","2021","17**","1,106,366","1.54**","1.35**","184"
"Fire/Flame","Montana","2020","13**","1,087,211","1.20**","0.98**","246"
"Fire/Flame","Montana","2019","--","1,070,123","--","--","--"
"Fire/Flame","Montana","2018","13**","1,061,818","1.22**","1.03**","192"
"Fire/Flame","Nebraska","2023","14**","1,978,379","0.71**","0.63**","127"
"Fire/Flame","Nebraska","2022","22","1,968,060","1.12","0.97","389"
"Fire/Flame","Nebraska","2021","26","1,964,253","1.32","1.19","379"
"Fire/Flame","Nebraska","2020","21","1,963,273","1.07","0.94","357"
"Fire/Flame","Nebraska","2019","14**","1,932,571","0.72**","0.67**","208"
"Fire/Flame","Nebraska","2018","13**","1,925,512","0.68**","0.56**","99"
"Fire/Flame","Nevada","2023","27","3,194,176","0.85","0.75","413"
"Fire/Flame","Nevada","2022","16**","3,177,421","0.50**","0.45**","154"
"Fire/Flame","Nevada","2021","31","3,146,632","0.99","0.90","522"
"Fire/Flame","Nevada","2020","23","3,115,840","0.74","0.67","200"
"Fire/Flame","Nevada","2019","14**","3,090,771","0.45**","0.35**","73"
"Fire/Flame","Nevada","2018","29","3,030,725","0.96","0.86","255"
"Fire/Flame","New Hampshire","2023","11**","1,402,054","0.79**","0.52**","39"
"Fire/Flame","New Hampshire","2022","--","1,399,003","--","--","--"
"Fire/Flame","New Hampshire","2021","12**","1,387,494","0.87**","0.54**","15"
"Fire/Flame","New Hampshire","2020","10**","1,378,702","0.73**","0.64**","120"
"Fire/Flame","New Hampshire","2019","--","1,360,783","--","--","--"
"Fire/Flame","New Hampshire","2018","--","1,355,064","--","--","--"
"Fire/Flame","New Jersey","2023","63","9,290,841","0.68","0.57","914"
"Fire/Flame","New Jersey","2022","42","9,260,817","0.45","0.34","244"
"Fire/Flame","New Jersey","2021","56","9,269,175","0.60","0.53","703"
"Fire/Flame","New Jersey","2020","46","9,272,392","0.50","0.43","564"
"Fire/Flame","New Jersey","2019","44","8,891,258","0.50","0.40","226"
"Fire/Flame","New Jersey","2018","46","8,891,730","0.52","0.47","769"
"Fire/Flame","New Mexico","2023","22","2,114,371","1.04","1.08","493"
"Fire/Flame","New Mexico","2022","33","2,113,476","1.56","1.23","202"
"Fire/Flame","New Mexico","2021","39","2,116,950","1.84","1.60","489"
"Fire/Flame","New Mexico","2020","27","2,118,488","1.27","1.14","326"
"Fire/Flame","New Mexico","2019","20**","2,099,634","0.95**","0.88**","214"
"Fire/Flame","New Mexico","2018","13**","2,093,754","0.62**","0.56**","128"
"Fire/Flame","New York","2023","187","19,571,216","0.96","0.80","2,317"
"Fire/Flame","New York","2022","186","19,673,200","0.95","0.82","2,877"
"Fire/Flame","New York","2021","160","19,854,526","0.81","0.68","1,781"
"Fire/Flame","New York","2020","136","20,104,710","0.68","0.57","1,316"
"Fire/Flame","New York","2019","147","19,463,131","0.76","0.69","2,305"
"Fire/Flame","New York","2018","159","19,544,098","0.81","0.72","2,260"
"Fire/Flame","North Carolina","2023","123","10,835,491","1.14","0.98","1,549"
"Fire/Flame","North Carolina","2022","135","10,695,965","1.26","1.07","1,266"
"Fire/Flame","North Carolina","2021","128","10,567,100","1.21","1.05","1,405"
"Fire/Flame","North Carolina","2020","104","10,453,812","1.00","0.89","1,132"
"Fire/Flame","North Carolina","2019","108","10,501,384","1.03","0.84","933"
"Fire/Flame","North Carolina","2018","129","10,391,358","1.24","1.08","1,463"
"Fire/Flame","North Dakota","2023","--","783,926","--","--","--"
"Fire/Flame","North Dakota","2022","13**","778,912","1.67**","1.62**","115"
"Fire/Flame","North Dakota","2021","--","777,982","--","--","--"
"Fire/Flame","North Dakota","2020","--","779,563","--","--","--"
"Fire/Flame","North Dakota","2019","--","763,724","--","--","--"
"Fire/Flame","North Dakota","2018","--","760,062","--","--","--"
"Fire/Flame","Ohio","2023","148","11,785,935","1.26","1.09","1,870"
"Fire/Flame","Ohio","2022","178","11,759,697","1.51","1.24","2,228"
"Fire/Flame","Ohio","2021","146","11,765,227","1.24","1.05","1,992"
"Fire/Flame","Ohio","2020","107","11,798,292","0.91","0.76","1,165"
"Fire/Flame","Ohio","2019","115","11,696,507","0.98","0.87","1,774"
"Fire/Flame","Ohio","2018","140","11,680,892","1.20","1.06","2,198"
"Fire/Flame","Oklahoma","2023","94","4,053,824","2.32","2.05","1,186"
"Fire/Flame","Oklahoma","2022","95","4,019,271","2.36","2.11","1,115"
"Fire/Flame","Oklahoma","2021","85","3,991,634","2.13","1.93","923"
"Fire/Flame","Oklahoma","2020","65","3,965,234","1.64","1.40","541"
"Fire/Flame","Oklahoma","2019","65","3,960,676","1.64","1.50","1,078"
"Fire/Flame","Oklahoma","2018","77","3,943,488","1.95","1.78","1,126"
"Fire/Flame","Oregon","2023","50","4,233,358","1.18","1.03","622"
"Fire/Flame","Oregon","2022","23","4,239,379","0.54","0.45","204"
"Fire/Flame","Oregon","2021","64","4,256,465","1.50","1.25","698"
"Fire/Flame","Oregon","2020","40","4,245,044","0.94","0.75","263"
"Fire/Flame","Oregon","2019","41","4,216,116","0.97","0.76","231"
"Fire/Flame","Oregon","2018","40","4,183,538","0.96","0.76","194"
"Fire/Flame","Pennsylvania","2023","157","12,961,683","1.21","1.00","1,849"
"Fire/Flame","Pennsylvania","2022","190","12,972,091","1.47","1.30","3,417"
"Fire/Flame","Pennsylvania","2021","174","13,013,614","1.34","1.15","2,360"
"Fire/Flame","Pennsylvania","2020","144","12,995,477","1.11","0.94","2,273"
"Fire/Flame","Pennsylvania","2019","112","12,798,883","0.88","0.76","1,677"
"Fire/Flame","Pennsylvania","2018","130","12,809,107","1.02","0.87","1,670"
"Fire/Flame","Rhode Island","2023","--","1,095,962","--","--","--"
"Fire/Flame","Rhode Island","2022","14**","1,093,842","1.28**","0.83**","3"
"Fire/Flame","Rhode Island","2021","10**","1,097,092","0.91**","0.85**","110"
"Fire/Flame","Rhode Island","2020","--","1,096,444","--","--","--"
"Fire/Flame","Rhode Island","2019","--","1,058,158","--","--","--"
"Fire/Flame","Rhode Island","2018","--","1,059,338","--","--","--"
"Fire/Flame","South Carolina","2023","89","5,373,555","1.66","1.36","931"
"Fire/Flame","South Carolina","2022","90","5,282,955","1.70","1.34","743"
"Fire/Flame","South Carolina","2021","88","5,193,848","1.69","1.48","1,020"
"Fire/Flame","South Carolina","2020","77","5,132,151","1.50","1.32","1,046"
"Fire/Flame","South Carolina","2019","65","5,157,702","1.26","1.08","775"
"Fire/Flame","South Carolina","2018","91","5,091,702","1.79","1.50","1,050"
"Fire/Flame","South Dakota","2023","10**","919,318","1.09**","1.08**","192"
"Fire/Flame","South Dakota","2022","13**","909,869","1.43**","1.27**","168"
"Fire/Flame","South Dakota","2021","18**","896,299","2.01**","1.92**","218"
"Fire/Flame","South Dakota","2020","11**","887,852","1.24**","1.11**","169"
"Fire/Flame","South Dakota","2019","11**","887,127","1.24**","1.11**","92"
"Fire/Flame","South Dakota","2018","--","879,386","--","--","--"
"Fire/Flame","Tennessee","2023","131","7,126,489","1.84","1.60","1,742"
"Fire/Flame","Tennessee","2022","121","7,048,976","1.72","1.43","1,186"
"Fire/Flame","Tennessee","2021","117","6,963,709","1.68","1.47","1,517"
"Fire/Flame","Tennessee","2020","105","6,926,091","1.52","1.34","1,208"
"Fire/Flame","Tennessee","2019","101","6,830,325","1.48","1.23","978"
"Fire/Flame","Tennessee","2018","98","6,778,180","1.45","1.32","1,322"
"Fire/Flame","Texas","2023","230","30,503,301","0.75","0.71","2,338"
"Fire/Flame","Texas","2022","268","30,029,848","0.89","0.87","2,791"
"Fire/Flame","Texas","2021","215","29,561,286","0.73","0.72","2,424"
"Fire/Flame","Texas","2020","177","29,234,361","0.61","0.60","2,100"
"Fire/Flame","Texas","2019","158","28,986,794","0.55","0.54","2,084"
"Fire/Flame","Texas","2018","181","28,624,564","0.63","0.65","2,633"
"Fire/Flame","Utah","2023","--","3,417,734","--","--","--"
"Fire/Flame","Utah","2022","13**","3,381,236","0.38**","0.43**","31"
"Fire/Flame","Utah","2021","10**","3,339,284","0.30**","0.30**","157"
"Fire/Flame","Utah","2020","13**","3,283,982","0.40**","0.39**","215"
"Fire/Flame","Utah","2019","11**","3,203,383","0.34**","0.38**","79"
"Fire/Flame","Utah","2018","14**","3,155,153","0.44**","0.47**","264"
"Fire/Flame","Vermont","2023","--","647,464","--","--","--"
"Fire/Flame","Vermont","2022","12**","647,110","1.85**","1.45**","88"
"Fire/Flame","Vermont","2021","--","647,093","--","--","--"
"Fire/Flame","Vermont","2020","--","642,936","--","--","--"
"Fire/Flame","Vermont","2019","--","624,046","--","--","--"
"Fire/Flame","Vermont","2018","--","624,802","--","--","--"
"Fire/Flame","Virginia","2023","58","8,715,698","0.67","0.56","388"
"Fire/Flame","Virginia","2022","102","8,679,099","1.18","0.98","881"
"Fire/Flame","Virginia","2021","90","8,657,348","1.04","0.96","1,278"
"Fire/Flame","Virginia","2020","87","8,637,193","1.01","0.86","647"
"Fire/Flame","Virginia","2019","75","8,556,642","0.88","0.73","337"
"Fire/Flame","Virginia","2018","70","8,510,920","0.82","0.70","482"
"Fire/Flame","Washington","2023","80","7,812,880","1.02","0.92","1,070"
"Fire/Flame","Washington","2022","75","7,784,477","0.96","0.86","984"
"Fire/Flame","Washington","2021","66","7,741,433","0.85","0.79","858"
"Fire/Flame","Washington","2020","70","7,724,566","0.91","0.81","835"
"Fire/Flame","Washington","2019","61","7,614,024","0.80","0.71","757"
"Fire/Flame","Washington","2018","59","7,526,793","0.78","0.73","767"
"Fire/Flame","West Virginia","2023","37","1,770,071","2.09","1.63","383"
"Fire/Flame","West Virginia","2022","41","1,774,035","2.31","1.71","269"
"Fire/Flame","West Virginia","2021","38","1,785,249","2.13","1.58","258"
"Fire/Flame","West Virginia","2020","32","1,791,562","1.79","1.26","210"
"Fire/Flame","West Virginia","2019","24","1,795,263","1.34","1.17","289"
"Fire/Flame","West Virginia","2018","27","1,805,953","1.50","1.25","312"
"Fire/Flame","Wisconsin","2023","58","5,910,955","0.98","0.76","423"
"Fire/Flame","Wisconsin","2022","57","5,890,543","0.97","0.84","1,043"
"Fire/Flame","Wisconsin","2021","61","5,879,978","1.04","0.87","841"
"Fire/Flame","Wisconsin","2020","70","5,896,700","1.19","1.03","768"
"Fire/Flame","Wisconsin","2019","55","5,824,581","0.94","0.82","905"
"Fire/Flame","Wisconsin","2018","43","5,809,319","0.74","0.63","437"
"Fire/Flame","Wyoming","2023","--","584,057","--","--","--"
"Fire/Flame","Wyoming","2022","12**","581,629","2.06**","1.57**","58"
"Fire/Flame","Wyoming","2021","10**","579,548","1.73**","1.52**","146"
"Fire/Flame","Wyoming","2020","--","577,664","--","--","--"
"Fire/Flame","Wyoming","2019","--","580,116","--","--","--"
"Fire/Flame","Wyoming","2018","--","579,054","--","--","--"
"Hot object/Substance","Alabama","2023","--","5,108,468","--","--","--"
"Hot object/Substance","Alabama","2022","--","5,073,903","--","--","--"
"Hot object/Substance","Alabama","2021","--","5,050,380","--","--","--"
"Hot object/Substance","Alabama","2020","--","5,031,864","--","--","--"
"Hot object/Substance","Alabama","2018","--","4,891,628","--","--","--"
"Hot object/Substance","Alaska","2023","--","733,406","--","--","--"
"Hot object/Substance","Alaska","2021","--","734,923","--","--","--"
"Hot object/Substance","Alaska","2018","--","736,624","--","--","--"
"Hot object/Substance","Arizona","2023","--","7,431,344","--","--","--"
"Hot object/Substance","Arizona","2022","--","7,365,684","--","--","--"
"Hot object/Substance","Arizona","2021","--","7,272,487","--","--","--"
"Hot object/Substance","Arizona","2020","--","7,186,683","--","--","--"
"Hot object/Substance","Arizona","2019","--","7,291,843","--","--","--"
"Hot object/Substance","Arizona","2018","--","7,164,228","--","--","--"
"Hot object/Substance","Arkansas","2023","--","3,067,732","--","--","--"
"Hot object/Substance","Arkansas","2022","--","3,046,404","--","--","--"
"Hot object/Substance","Arkansas","2021","--","3,028,443","--","--","--"
"Hot object/Substance","Arkansas","2020","--","3,014,348","--","--","--"
"Hot object/Substance","California","2023","13**","38,965,193","0.03**","0.03**","42"
"Hot object/Substance","California","2022","--","39,040,616","--","--","--"
"Hot object/Substance","California","2021","--","39,145,060","--","--","--"
"Hot object/Substance","California","2020","10**","39,503,200","0.03**","0.02**","34"
"Hot object/Substance","California","2019","--","39,437,610","--","--","--"
"Hot object/Substance","California","2018","--","39,437,463","--","--","--"
"Hot object/Substance","Colorado","2023","--","5,877,610","--","--","--"
"Hot object/Substance","Colorado","2022","--","5,841,039","--","--","--"
"Hot object/Substance","Colorado","2021","--","5,811,596","--","--","--"
"Hot object/Substance","Colorado","2020","--","5,785,219","--","--","--"
"Hot object/Substance","Colorado","2019","--","5,758,486","--","--","--"
"Hot object/Substance","Connecticut","2023","--","3,617,176","--","--","--"
"Hot object/Substance","Connecticut","2021","--","3,603,691","--","--","--"
"Hot object/Substance","Connecticut","2019","--","3,566,022","--","--","--"
"Hot object/Substance","Connecticut","2018","--","3,574,561","--","--","--"
"Hot object/Substance","Delaware","2022","--","1,019,459","--","--","--"
"Hot object/Substance","District of Columbia","2022","--","670,949","--","--","--"
"Hot object/Substance","District of Columbia","2021","--","669,037","--","--","--"
"Hot object/Substance","District of Columbia","2020","--","670,839","--","--","--"
"Hot object/Substance","Florida","2023","--","22,610,726","--","--","--"
"Hot object/Substance","Florida","2022","10**","22,245,521","0.05**","0.03**","57"
"Hot object/Substance","Florida","2020","--","21,591,299","--","--","--"
"Hot object/Substance","Florida","2019","--","21,492,056","--","--","--"
"Hot object/Substance","Florida","2018","--","21,254,926","--","--","--"
"Hot object/Substance","Georgia","2023","--","11,029,227","--","--","--"
"Hot object/Substance","Georgia","2022","--","10,913,150","--","--","--"
"Hot object/Substance","Georgia","2021","--","10,790,385","--","--","--"
"Hot object/Substance","Georgia","2020","--","10,732,390","--","--","--"
"Hot object/Substance","Georgia","2019","--","10,628,020","--","--","--"
"Hot object/Substance","Hawaii","2021","--","1,446,745","--","--","--"
"Hot object/Substance","Hawaii","2020","--","1,451,181","--","--","--"
"Hot object/Substance","Hawaii","2019","--","1,415,615","--","--","--"
"Hot object/Substance","Hawaii","2018","--","1,423,102","--","--","--"
"Hot object/Substance","Idaho","2019","--","1,789,060","--","--","--"
"Hot object/Substance","Illinois","2023","--","12,549,689","--","--","--"
"Hot object/Substance","Illinois","2022","--","12,582,515","--","--","--"
"Hot object/Substance","Illinois","2021","--","12,690,341","--","--","--"
"Hot object/Substance","Illinois","2019","--","12,667,017","--","--","--"
"Hot object/Substance","Illinois","2018","--","12,724,685","--","--","--"
"Hot object/Substance","Indiana","2023","--","6,862,199","--","--","--"
"Hot object/Substance","Indiana","2021","--","6,813,798","--","--","--"
"Hot object/Substance","Indiana","2019","--","6,731,010","--","--","--"
"Hot object/Substance","Iowa","2023","--","3,207,004","--","--","--"
"Hot object/Substance","Iowa","2022","--","3,199,693","--","--","--"
"Hot object/Substance","Iowa","2020","--","3,190,904","--","--","--"
"Hot object/Substance","Iowa","2018","--","3,149,900","--","--","--"
"Hot object/Substance","Kansas","2023","--","2,940,546","--","--","--"
"Hot object/Substance","Kansas","2022","--","2,936,716","--","--","--"
"Hot object/Substance","Kansas","2019","--","2,912,635","--","--","--"
"Hot object/Substance","Kentucky","2023","--","4,526,154","--","--","--"
"Hot object/Substance","Kentucky","2022","--","4,511,563","--","--","--"
"Hot object/Substance","Kentucky","2021","--","4,507,600","--","--","--"
"Hot object/Substance","Kentucky","2020","--","4,508,155","--","--","--"
"Hot object/Substance","Kentucky","2019","--","4,472,345","--","--","--"
"Hot object/Substance","Kentucky","2018","--","4,464,273","--","--","--"
"Hot object/Substance","Louisiana","2023","--","4,573,749","--","--","--"
"Hot object/Substance","Louisiana","2022","--","4,588,023","--","--","--"
"Hot object/Substance","Louisiana","2021","--","4,627,047","--","--","--"
"Hot object/Substance","Louisiana","2019","--","4,658,285","--","--","--"
"Hot object/Substance","Louisiana","2018","--","4,664,450","--","--","--"
"Hot object/Substance","Maryland","2023","--","6,180,253","--","--","--"
"Hot object/Substance","Maryland","2021","--","6,175,045","--","--","--"
"Hot object/Substance","Maryland","2020","--","6,173,689","--","--","--"
"Hot object/Substance","Maryland","2018","--","6,042,153","--","--","--"
"Hot object/Substance","Massachusetts","2023","--","7,001,399","--","--","--"
"Hot object/Substance","Massachusetts","2022","--","6,982,740","--","--","--"
"Hot object/Substance","Massachusetts","2021","--","6,991,951","--","--","--"
"Hot object/Substance","Massachusetts","2020","--","6,997,713","--","--","--"
"Hot object/Substance","Massachusetts","2019","--","6,894,883","--","--","--"
"Hot object/Substance","Massachusetts","2018","--","6,885,720","--","--","--"
"Hot object/Substance","Michigan","2023","--","10,037,261","--","--","--"
"Hot object/Substance","Michigan","2022","--","10,033,281","--","--","--"
"Hot object/Substance","Michigan","2021","--","10,038,117","--","--","--"
"Hot object/Substance","Michigan","2020","--","10,070,627","--","--","--"
"Hot object/Substance","Michigan","2019","--","9,984,795","--","--","--"
"Hot object/Substance","Michigan","2018","--","9,987,286","--","--","--"
"Hot object/Substance","Minnesota","2023","--","5,737,915","--","--","--"
"Hot object/Substance","Minnesota","2022","--","5,714,300","--","--","--"
"Hot object/Substance","Minnesota","2021","--","5,717,968","--","--","--"
"Hot object/Substance","Minnesota","2020","--","5,710,578","--","--","--"
"Hot object/Substance","Minnesota","2019","--","5,640,053","--","--","--"
"Hot object/Substance","Mississippi","2023","--","2,939,690","--","--","--"
"Hot object/Substance","Mississippi","2022","--","2,938,928","--","--","--"
"Hot object/Substance","Mississippi","2021","--","2,949,582","--","--","--"
"Hot object/Substance","Mississippi","2020","--","2,958,409","--","--","--"
"Hot object/Substance","Mississippi","2019","--","2,978,227","--","--","--"
"Hot object/Substance","Mississippi","2018","--","2,982,879","--","--","--"
"Hot object/Substance","Missouri","2023","--","6,196,156","--","--","--"
"Hot object/Substance","Missouri","2022","--","6,177,168","--","--","--"
"Hot object/Substance","Missouri","2021","--","6,170,393","--","--","--"
"Hot object/Substance","Missouri","2020","--","6,154,426","--","--","--"
"Hot object/Substance","Missouri","2019","--","6,140,475","--","--","--"
"Hot object/Substance","Montana","2023","--","1,132,812","--","--","--"
"Hot object/Substance","Montana","2018","--","1,061,818","--","--","--"
"Hot object/Substance","Nebraska","2020","--","1,963,273","--","--","--"
"Hot object/Substance","Nebraska","2019","--","1,932,571","--","--","--"
"Hot object/Substance","Nevada","2023","--","3,194,176","--","--","--"
"Hot object/Substance","Nevada","2022","--","3,177,421","--","--","--"
"Hot object/Substance","Nevada","2021","--","3,146,632","--","--","--"
"Hot object/Substance","Nevada","2019","--","3,090,771","--","--","--"
"Hot object/Substance","Nevada","2018","--","3,030,725","--","--","--"
"Hot object/Substance","New Hampshire","2022","--","1,399,003","--","--","--"
"Hot object/Substance","New Hampshire","2019","--","1,360,783","--","--","--"
"Hot object/Substance","New Jersey","2021","--","9,269,175","--","--","--"
"Hot object/Substance","New Jersey","2020","--","9,272,392","--","--","--"
"Hot object/Substance","New Jersey","2018","--","8,891,730","--","--","--"
"Hot object/Substance","New Mexico","2022","--","2,113,476","--","--","--"
"Hot object/Substance","New Mexico","2021","--","2,116,950","--","--","--"
"Hot object/Substance","New Mexico","2020","--","2,118,488","--","--","--"
"Hot object/Substance","New Mexico","2019","--","2,099,634","--","--","--"
"Hot object/Substance","New Mexico","2018","--","2,093,754","--","--","--"
"Hot object/Substance","New York","2023","--","19,571,216","--","--","--"
"Hot object/Substance","New York","2022","--","19,673,200","--","--","--"
"Hot object/Substance","New York","2021","--","19,854,526","--","--","--"
"Hot object/Substance","New York","2020","--","20,104,710","--","--","--"
"Hot object/Substance","New York","2019","--","19,463,131","--","--","--"
"Hot object/Substance","New York","2018","10**","19,544,098","0.05**","0.05**","32"
"Hot object/Substance","North Carolina","2023","--","10,835,491","--","--","--"
"Hot object/Substance","North Carolina","2022","--","10,695,965","--","--","--"
"Hot object/Substance","North Carolina","2021","--","10,567,100","--","--","--"
"Hot object/Substance","North Carolina","2020","--","10,453,812","--","--","--"
"Hot object/Substance","North Carolina","2019","--","10,501,384","--","--","--"
"Hot object/Substance","North Carolina","2018","--","10,391,358","--","--","--"
