"Mechanism","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Struck by / against","Tennessee","2021","29","6,963,709","0.42","0.36","369"
"Struck by / against","Tennessee","2020","36","6,926,091","0.52","0.48","613"
"Struck by / against","Tennessee","2019","33","6,830,325","0.48","0.42","301"
"Struck by / against","Tennessee","2018","25","6,778,180","0.37","0.36","514"
"Struck by / against","Texas","2023","84","30,503,301","0.28","0.27","1,421"
"Struck by / against","Texas","2022","71","30,029,848","0.24","0.23","1,362"
"Struck by / against","Texas","2021","85","29,561,286","0.29","0.28","1,576"
"Struck by / against","Texas","2020","56","29,234,361","0.19","0.19","1,241"
"Struck by / against","Texas","2019","64","28,986,794","0.22","0.22","955"
"Struck by / against","Texas","2018","52","28,624,564","0.18","0.18","1,076"
"Struck by / against","Utah","2023","--","3,417,734","--","--","--"
"Struck by / against","Utah","2022","--","3,381,236","--","--","--"
"Struck by / against","Utah","2021","--","3,339,284","--","--","--"
"Struck by / against","Utah","2020","--","3,283,982","--","--","--"
"Struck by / against","Utah","2019","--","3,203,383","--","--","--"
"Struck by / against","Utah","2018","--","3,155,153","--","--","--"
"Struck by / against","Vermont","2023","--","647,464","--","--","--"
"Struck by / against","Vermont","2022","--","647,110","--","--","--"
"Struck by / against","Vermont","2021","--","647,093","--","--","--"
"Struck by / against","Vermont","2020","--","642,936","--","--","--"
"Struck by / against","Vermont","2019","--","624,046","--","--","--"
"Struck by / against","Vermont","2018","--","624,802","--","--","--"
"Struck by / against","Virginia","2023","24","8,715,698","0.28","0.26","426"
"Struck by / against","Virginia","2022","33","8,679,099","0.38","0.32","452"
"Struck by / against","Virginia","2021","24","8,657,348","0.28","0.24","263"
"Struck by / against","Virginia","2020","19**","8,637,193","0.22**","0.21**","255"
"Struck by / against","Virginia","2019","37","8,556,642","0.43","0.38","339"
"Struck by / against","Virginia","2018","29","8,510,920","0.34","0.32","633"
"Struck by / against","Washington","2023","22","7,812,880","0.28","0.26","419"
"Struck by / against","Washington","2022","21","7,784,477","0.27","0.25","301"
"Struck by / against","Washington","2021","23","7,741,433","0.30","0.27","453"
"Struck by / against","Washington","2020","23","7,724,566","0.30","0.29","579"
"Struck by / against","Washington","2019","20**","7,614,024","0.26**","0.24**","199"
"Struck by / against","Washington","2018","21","7,526,793","0.28","0.26","351"
"Struck by / against","West Virginia","2023","13**","1,770,071","0.73**","0.66**","164"
"Struck by / against","West Virginia","2022","10**","1,774,035","0.56**","0.55**","177"
"Struck by / against","West Virginia","2021","14**","1,785,249","0.78**","0.78**","251"
"Struck by / against","West Virginia","2020","16**","1,791,562","0.89**","0.84**","250"
"Struck by / against","West Virginia","2019","16**","1,795,263","0.89**","0.74**","150"
"Struck by / against","West Virginia","2018","15**","1,805,953","0.83**","0.74**","169"
"Struck by / against","Wisconsin","2023","21","5,910,955","0.36","0.33","324"
"Struck by / against","Wisconsin","2022","28","5,890,543","0.48","0.40","245"
"Struck by / against","Wisconsin","2021","29","5,879,978","0.49","0.40","196"
"Struck by / against","Wisconsin","2020","34","5,896,700","0.58","0.51","334"
"Struck by / against","Wisconsin","2019","29","5,824,581","0.50","0.44","418"
"Struck by / against","Wisconsin","2018","23","5,809,319","0.40","0.35","305"
"Struck by / against","Wyoming","2023","--","584,057","--","--","--"
"Struck by / against","Wyoming","2022","--","581,629","--","--","--"
"Struck by / against","Wyoming","2021","--","579,548","--","--","--"
"Struck by / against","Wyoming","2020","--","577,664","--","--","--"
"Struck by / against","Wyoming","2019","--","580,116","--","--","--"
"Struck by / against","Wyoming","2018","--","579,054","--","--","--"
"Suffocation","Alabama","2023","102","5,108,468","2.00","1.81","1,729"
"Suffocation","Alabama","2022","114","5,073,903","2.25","2.09","2,010"
"Suffocation","Alabama","2021","108","5,050,380","2.14","1.95","1,516"
"Suffocation","Alabama","2020","106","5,031,864","2.11","1.97","2,018"
"Suffocation","Alabama","2019","116","4,907,965","2.36","2.09","1,922"
"Suffocation","Alabama","2018","106","4,891,628","2.17","1.94","1,522"
"Suffocation","Alaska","2023","25","733,406","3.41","3.61","152"
"Suffocation","Alaska","2022","16**","733,276","2.18**","2.41**","404"
"Suffocation","Alaska","2021","10**","734,923","1.36**","1.50**","120"
"Suffocation","Alaska","2020","25","732,964","3.41","4.14","483"
"Suffocation","Alaska","2019","25","733,603","3.41","4.14","366"
"Suffocation","Alaska","2018","16**","736,624","2.17**","2.29**","431"
"Suffocation","Arizona","2023","92","7,431,344","1.24","1.10","1,664"
"Suffocation","Arizona","2022","122","7,365,684","1.66","1.51","2,391"
"Suffocation","Arizona","2021","133","7,272,487","1.83","1.63","2,266"
"Suffocation","Arizona","2020","96","7,186,683","1.34","1.20","1,697"
"Suffocation","Arizona","2019","116","7,291,843","1.59","1.41","2,005"
"Suffocation","Arizona","2018","90","7,164,228","1.26","1.08","1,434"
"Suffocation","Arkansas","2023","78","3,067,732","2.54","2.26","1,367"
"Suffocation","Arkansas","2022","90","3,046,404","2.95","2.69","1,559"
"Suffocation","Arkansas","2021","87","3,028,443","2.87","2.46","959"
"Suffocation","Arkansas","2020","81","3,014,348","2.69","2.37","888"
"Suffocation","Arkansas","2019","70","3,020,985","2.32","1.96","853"
"Suffocation","Arkansas","2018","75","3,012,161","2.49","2.13","1,032"
"Suffocation","California","2023","456","38,965,193","1.17","1.05","5,293"
"Suffocation","California","2022","417","39,040,616","1.07","0.99","5,158"
"Suffocation","California","2021","379","39,145,060","0.97","0.88","4,112"
"Suffocation","California","2020","390","39,503,200","0.99","0.92","5,601"
"Suffocation","California","2019","430","39,437,610","1.09","1.01","6,028"
"Suffocation","California","2018","394","39,437,463","1.00","0.93","5,234"
"Suffocation","Colorado","2023","124","5,877,610","2.11","2.13","2,284"
"Suffocation","Colorado","2022","125","5,841,039","2.14","2.13","2,188"
"Suffocation","Colorado","2021","134","5,811,596","2.31","2.38","2,483"
"Suffocation","Colorado","2020","125","5,785,219","2.16","2.18","1,965"
"Suffocation","Colorado","2019","139","5,758,486","2.41","2.48","2,923"
"Suffocation","Colorado","2018","110","5,697,155","1.93","1.89","1,706"
"Suffocation","Connecticut","2023","49","3,617,176","1.36","1.09","557"
"Suffocation","Connecticut","2022","82","3,608,706","2.27","1.80","778"
"Suffocation","Connecticut","2021","98","3,603,691","2.72","2.18","725"
"Suffocation","Connecticut","2020","86","3,577,586","2.40","1.88","432"
"Suffocation","Connecticut","2019","125","3,566,022","3.51","2.55","494"
"Suffocation","Connecticut","2018","95","3,574,561","2.66","1.94","550"
"Suffocation","Delaware","2023","24","1,031,890","2.33","2.06","391"
"Suffocation","Delaware","2022","19**","1,019,459","1.86**","1.47**","127"
"Suffocation","Delaware","2021","24","1,004,881","2.39","1.86","194"
"Suffocation","Delaware","2020","20**","991,862","2.02**","1.65**","375"
"Suffocation","Delaware","2019","21","976,668","2.15","1.69","130"
"Suffocation","Delaware","2018","17**","966,985","1.76**","1.21**","95"
"Suffocation","District of Columbia","2023","30","678,972","4.42","4.66","822"
"Suffocation","District of Columbia","2022","24","670,949","3.58","3.71","280"
"Suffocation","District of Columbia","2021","23","669,037","3.44","3.59","528"
"Suffocation","District of Columbia","2020","16**","670,839","2.39**","2.48**","327"
"Suffocation","District of Columbia","2019","16**","708,253","2.26**","2.37**","567"
"Suffocation","District of Columbia","2018","24","704,147","3.41","3.41","577"
"Suffocation","Florida","2023","495","22,610,726","2.19","1.80","8,075"
"Suffocation","Florida","2022","454","22,245,521","2.04","1.71","8,123"
"Suffocation","Florida","2021","483","21,830,708","2.21","1.89","8,583"
"Suffocation","Florida","2020","431","21,591,299","2.00","1.64","6,878"
"Suffocation","Florida","2019","417","21,492,056","1.94","1.58","6,792"
"Suffocation","Florida","2018","450","21,254,926","2.12","1.72","7,337"
"Suffocation","Georgia","2023","279","11,029,227","2.53","2.48","3,586"
"Suffocation","Georgia","2022","246","10,913,150","2.25","2.21","4,461"
"Suffocation","Georgia","2021","211","10,790,385","1.96","1.97","3,491"
"Suffocation","Georgia","2020","198","10,732,390","1.85","1.88","3,474"
"Suffocation","Georgia","2019","232","10,628,020","2.18","2.13","3,395"
"Suffocation","Georgia","2018","223","10,519,389","2.12","2.16","3,607"
"Suffocation","Hawaii","2023","48","1,435,138","3.35","2.41","481"
"Suffocation","Hawaii","2022","39","1,439,399","2.71","2.07","484"
"Suffocation","Hawaii","2021","33","1,446,745","2.28","1.67","320"
"Suffocation","Hawaii","2020","39","1,451,181","2.69","1.96","386"
"Suffocation","Hawaii","2019","46","1,415,615","3.25","2.38","309"
"Suffocation","Hawaii","2018","31","1,423,102","2.18","1.49","200"
"Suffocation","Idaho","2023","57","1,964,726","2.90","2.58","748"
"Suffocation","Idaho","2022","51","1,938,996","2.63","2.44","894"
"Suffocation","Idaho","2021","58","1,904,537","3.05","2.81","779"
"Suffocation","Idaho","2020","51","1,849,339","2.76","2.74","893"
"Suffocation","Idaho","2019","50","1,789,060","2.80","2.55","636"
"Suffocation","Idaho","2018","53","1,752,074","3.03","2.70","643"
"Suffocation","Illinois","2023","306","12,549,689","2.44","2.12","3,771"
"Suffocation","Illinois","2022","341","12,582,515","2.71","2.39","4,461"
"Suffocation","Illinois","2021","305","12,690,341","2.40","2.15","4,102"
"Suffocation","Illinois","2020","289","12,790,357","2.26","2.08","4,221"
"Suffocation","Illinois","2019","298","12,667,017","2.35","2.12","5,079"
"Suffocation","Illinois","2018","289","12,724,685","2.27","2.07","5,182"
"Suffocation","Indiana","2023","190","6,862,199","2.77","2.56","3,452"
"Suffocation","Indiana","2022","173","6,832,274","2.53","2.36","3,410"
"Suffocation","Indiana","2021","184","6,813,798","2.70","2.54","3,794"
"Suffocation","Indiana","2020","203","6,789,098","2.99","2.85","4,542"
"Suffocation","Indiana","2019","203","6,731,010","3.02","2.78","4,111"
"Suffocation","Indiana","2018","178","6,698,481","2.66","2.44","3,209"
"Suffocation","Iowa","2023","85","3,207,004","2.65","2.11","776"
"Suffocation","Iowa","2022","87","3,199,693","2.72","2.17","834"
"Suffocation","Iowa","2021","80","3,197,944","2.50","2.04","518"
"Suffocation","Iowa","2020","66","3,190,904","2.07","1.76","830"
"Suffocation","Iowa","2019","93","3,159,596","2.94","2.51","1,427"
"Suffocation","Iowa","2018","80","3,149,900","2.54","2.00","873"
"Suffocation","Kansas","2023","75","2,940,546","2.55","2.33","1,472"
"Suffocation","Kansas","2022","88","2,936,716","3.00","2.72","1,403"
"Suffocation","Kansas","2021","90","2,937,946","3.06","2.77","1,603"
"Suffocation","Kansas","2020","93","2,938,124","3.17","2.83","1,549"
"Suffocation","Kansas","2019","81","2,912,635","2.78","2.47","1,384"
"Suffocation","Kansas","2018","79","2,912,748","2.71","2.37","1,228"
"Suffocation","Kentucky","2023","98","4,526,154","2.17","1.93","1,749"
"Suffocation","Kentucky","2022","126","4,511,563","2.79","2.55","1,881"
"Suffocation","Kentucky","2021","129","4,507,600","2.86","2.49","1,779"
"Suffocation","Kentucky","2020","122","4,508,155","2.71","2.56","2,490"
"Suffocation","Kentucky","2019","109","4,472,345","2.44","2.14","1,548"
"Suffocation","Kentucky","2018","102","4,464,273","2.29","2.03","1,434"
"Suffocation","Louisiana","2023","162","4,573,749","3.54","3.35","4,357"
"Suffocation","Louisiana","2022","155","4,588,023","3.38","3.22","4,305"
"Suffocation","Louisiana","2021","170","4,627,047","3.67","3.60","4,949"
"Suffocation","Louisiana","2020","183","4,652,022","3.93","3.79","5,232"
"Suffocation","Louisiana","2019","195","4,658,285","4.19","4.04","5,286"
"Suffocation","Louisiana","2018","167","4,664,450","3.58","3.38","4,574"
"Suffocation","Maine","2023","15**","1,395,722","1.08**","1.25**","559"
"Suffocation","Maine","2022","23","1,389,338","1.66","1.83","810"
"Suffocation","Maine","2021","20**","1,378,787","1.45**","1.20**","272"
"Suffocation","Maine","2020","19**","1,364,517","1.39**","1.24**","386"
"Suffocation","Maine","2019","29","1,345,770","2.16","2.25","862"
"Suffocation","Maine","2018","28","1,340,123","2.09","2.05","811"
"Suffocation","Maryland","2023","152","6,180,253","2.46","2.08","1,247"
"Suffocation","Maryland","2022","160","6,163,981","2.60","2.28","1,543"
"Suffocation","Maryland","2021","117","6,175,045","1.90","1.73","1,356"
"Suffocation","Maryland","2020","107","6,173,689","1.73","1.57","927"
"Suffocation","Maryland","2019","105","6,054,954","1.73","1.50","951"
"Suffocation","Maryland","2018","97","6,042,153","1.61","1.40","970"
"Suffocation","Massachusetts","2023","212","7,001,399","3.03","2.31","653"
"Suffocation","Massachusetts","2022","199","6,982,740","2.85","2.22","740"
"Suffocation","Massachusetts","2021","177","6,991,951","2.53","1.99","666"
"Suffocation","Massachusetts","2020","153","6,997,713","2.19","1.79","782"
"Suffocation","Massachusetts","2019","183","6,894,883","2.65","1.99","419"
"Suffocation","Massachusetts","2018","147","6,885,720","2.14","1.61","447"
"Suffocation","Michigan","2023","232","10,037,261","2.31","2.11","5,022"
"Suffocation","Michigan","2022","235","10,033,281","2.34","2.14","4,524"
"Suffocation","Michigan","2021","251","10,038,117","2.50","2.37","5,737"
"Suffocation","Michigan","2020","266","10,070,627","2.64","2.52","6,292"
"Suffocation","Michigan","2019","260","9,984,795","2.60","2.39","5,905"
"Suffocation","Michigan","2018","253","9,987,286","2.53","2.32","5,595"
"Suffocation","Minnesota","2023","148","5,737,915","2.58","2.34","2,778"
"Suffocation","Minnesota","2022","120","5,714,300","2.10","1.94","2,312"
"Suffocation","Minnesota","2021","128","5,717,968","2.24","2.09","2,342"
"Suffocation","Minnesota","2020","152","5,710,578","2.66","2.33","2,392"
"Suffocation","Minnesota","2019","121","5,640,053","2.15","1.92","2,434"
"Suffocation","Minnesota","2018","109","5,608,762","1.94","1.69","1,744"
"Suffocation","Mississippi","2023","113","2,939,690","3.84","3.48","2,313"
"Suffocation","Mississippi","2022","133","2,938,928","4.53","4.23","2,984"
"Suffocation","Mississippi","2021","109","2,949,582","3.70","3.39","1,933"
"Suffocation","Mississippi","2020","92","2,958,409","3.11","2.85","1,460"
"Suffocation","Mississippi","2019","106","2,978,227","3.56","3.25","1,540"
"Suffocation","Mississippi","2018","97","2,982,879","3.25","2.88","943"
"Suffocation","Missouri","2023","191","6,196,156","3.08","2.79","3,895"
"Suffocation","Missouri","2022","226","6,177,168","3.66","3.37","5,120"
"Suffocation","Missouri","2021","172","6,170,393","2.79","2.58","4,075"
"Suffocation","Missouri","2020","191","6,154,426","3.10","2.86","4,228"
"Suffocation","Missouri","2019","200","6,140,475","3.26","2.99","4,638"
"Suffocation","Missouri","2018","167","6,125,986","2.73","2.51","3,684"
"Suffocation","Montana","2023","32","1,132,812","2.83","2.34","174"
"Suffocation","Montana","2022","24","1,122,878","2.14","1.98","253"
"Suffocation","Montana","2021","28","1,106,366","2.53","2.09","320"
"Suffocation","Montana","2020","29","1,087,211","2.67","2.30","304"
"Suffocation","Montana","2019","39","1,070,123","3.64","3.13","513"
"Suffocation","Montana","2018","28","1,061,818","2.64","2.07","153"
"Suffocation","Nebraska","2023","61","1,978,379","3.08","2.86","1,180"
"Suffocation","Nebraska","2022","64","1,968,060","3.25","2.80","924"
"Suffocation","Nebraska","2021","67","1,964,253","3.41","3.11","1,341"
"Suffocation","Nebraska","2020","62","1,963,273","3.16","2.88","1,124"
"Suffocation","Nebraska","2019","53","1,932,571","2.74","2.30","537"
"Suffocation","Nebraska","2018","54","1,925,512","2.80","2.39","648"
"Suffocation","Nevada","2023","51","3,194,176","1.60","1.63","1,394"
"Suffocation","Nevada","2022","63","3,177,421","1.98","1.99","1,379"
"Suffocation","Nevada","2021","69","3,146,632","2.19","2.23","1,764"
"Suffocation","Nevada","2020","40","3,115,840","1.28","1.26","862"
"Suffocation","Nevada","2019","57","3,090,771","1.84","1.85","1,747"
"Suffocation","Nevada","2018","47","3,030,725","1.55","1.60","1,790"
"Suffocation","New Hampshire","2023","35","1,402,054","2.50","1.93","218"
"Suffocation","New Hampshire","2022","28","1,399,003","2.00","1.62","192"
"Suffocation","New Hampshire","2021","26","1,387,494","1.87","1.56","258"
"Suffocation","New Hampshire","2020","30","1,378,702","2.18","1.66","187"
"Suffocation","New Hampshire","2019","28","1,360,783","2.06","1.69","371"
"Suffocation","New Hampshire","2018","28","1,355,064","2.07","1.62","196"
"Suffocation","New Jersey","2023","209","9,290,841","2.25","1.82","1,514"
"Suffocation","New Jersey","2022","176","9,260,817","1.90","1.54","877"
"Suffocation","New Jersey","2021","182","9,269,175","1.96","1.68","1,699"
"Suffocation","New Jersey","2020","171","9,272,392","1.84","1.53","1,168"
"Suffocation","New Jersey","2019","173","8,891,258","1.95","1.57","1,155"
"Suffocation","New Jersey","2018","189","8,891,730","2.13","1.67","955"
"Suffocation","New Mexico","2023","48","2,114,371","2.27","2.13","1,085"
"Suffocation","New Mexico","2022","48","2,113,476","2.27","1.93","720"
"Suffocation","New Mexico","2021","49","2,116,950","2.32","2.30","1,302"
"Suffocation","New Mexico","2020","30","2,118,488","1.42","1.40","652"
"Suffocation","New Mexico","2019","52","2,099,634","2.48","2.24","905"
"Suffocation","New Mexico","2018","36","2,093,754","1.72","1.51","603"
"Suffocation","New York","2023","355","19,571,216","1.81","1.48","3,836"
"Suffocation","New York","2022","385","19,673,200","1.96","1.64","4,498"
"Suffocation","New York","2021","326","19,854,526","1.64","1.42","4,340"
"Suffocation","New York","2020","264","20,104,710","1.31","1.16","3,715"
"Suffocation","New York","2019","274","19,463,131","1.41","1.21","4,288"
"Suffocation","New York","2018","262","19,544,098","1.34","1.17","3,704"
"Suffocation","North Carolina","2023","195","10,835,491","1.80","1.57","2,366"
"Suffocation","North Carolina","2022","218","10,695,965","2.04","1.87","3,378"
"Suffocation","North Carolina","2021","249","10,567,100","2.36","2.13","3,068"
"Suffocation","North Carolina","2020","215","10,453,812","2.06","1.93","3,092"
"Suffocation","North Carolina","2019","215","10,501,384","2.05","1.83","2,752"
"Suffocation","North Carolina","2018","234","10,391,358","2.25","1.98","2,465"
"Suffocation","North Dakota","2023","18**","783,926","2.30**","2.07**","158"
"Suffocation","North Dakota","2022","16**","778,912","2.05**","1.86**","292"
"Suffocation","North Dakota","2021","23","777,982","2.96","2.65","231"
"Suffocation","North Dakota","2020","34","779,563","4.36","3.94","388"
"Suffocation","North Dakota","2019","23","763,724","3.01","2.39","94"
"Suffocation","North Dakota","2018","17**","760,062","2.24**","1.74**","129"
"Suffocation","Ohio","2023","362","11,785,935","3.07","2.78","7,393"
"Suffocation","Ohio","2022","344","11,759,697","2.93","2.67","6,437"
"Suffocation","Ohio","2021","320","11,765,227","2.72","2.55","6,936"
"Suffocation","Ohio","2020","280","11,798,292","2.37","2.15","5,798"
"Suffocation","Ohio","2019","332","11,696,507","2.84","2.56","7,456"
"Suffocation","Ohio","2018","345","11,680,892","2.95","2.59","6,081"
"Suffocation","Oklahoma","2023","78","4,053,824","1.92","1.85","1,729"
"Suffocation","Oklahoma","2022","96","4,019,271","2.39","2.31","2,443"
"Suffocation","Oklahoma","2021","76","3,991,634","1.90","1.89","2,082"
"Suffocation","Oklahoma","2020","76","3,965,234","1.92","1.83","1,928"
"Suffocation","Oklahoma","2019","86","3,960,676","2.17","2.12","2,924"
"Suffocation","Oklahoma","2018","106","3,943,488","2.69","2.47","2,079"
"Suffocation","Oregon","2023","95","4,233,358","2.24","1.89","865"
"Suffocation","Oregon","2022","88","4,239,379","2.08","1.70","855"
"Suffocation","Oregon","2021","80","4,256,465","1.88","1.72","1,296"
"Suffocation","Oregon","2020","86","4,245,044","2.03","1.83","1,022"
"Suffocation","Oregon","2019","96","4,216,116","2.28","2.02","1,468"
"Suffocation","Oregon","2018","90","4,183,538","2.15","1.97","1,451"
"Suffocation","Pennsylvania","2023","415","12,961,683","3.20","2.46","3,256"
"Suffocation","Pennsylvania","2022","412","12,972,091","3.18","2.45","3,206"
"Suffocation","Pennsylvania","2021","404","13,013,614","3.10","2.47","3,847"
"Suffocation","Pennsylvania","2020","380","12,995,477","2.92","2.31","3,530"
"Suffocation","Pennsylvania","2019","354","12,798,883","2.77","2.09","2,760"
"Suffocation","Pennsylvania","2018","350","12,809,107","2.73","2.16","3,145"
"Suffocation","Rhode Island","2023","27","1,095,962","2.46","1.87","196"
"Suffocation","Rhode Island","2022","30","1,093,842","2.74","2.02","216"
"Suffocation","Rhode Island","2021","21","1,097,092","1.91","1.47","55"
"Suffocation","Rhode Island","2020","20**","1,096,444","1.82**","1.48**","123"
"Suffocation","Rhode Island","2019","32","1,058,158","3.02","2.39","162"
"Suffocation","Rhode Island","2018","37","1,059,338","3.49","2.67","248"
"Suffocation","South Carolina","2023","156","5,373,555","2.90","2.66","2,869"
"Suffocation","South Carolina","2022","189","5,282,955","3.58","3.30","2,964"
"Suffocation","South Carolina","2021","145","5,193,848","2.79","2.57","2,662"
"Suffocation","South Carolina","2020","152","5,132,151","2.96","2.71","2,424"
"Suffocation","South Carolina","2019","170","5,157,702","3.30","2.92","2,700"
"Suffocation","South Carolina","2018","161","5,091,702","3.16","2.97","3,345"
"Suffocation","South Dakota","2023","31","919,318","3.37","2.95","525"
"Suffocation","South Dakota","2022","27","909,869","2.97","2.85","711"
"Suffocation","South Dakota","2021","19**","896,299","2.12**","1.92**","544"
"Suffocation","South Dakota","2020","25","887,852","2.82","2.57","866"
"Suffocation","South Dakota","2019","21","887,127","2.37","2.18","786"
"Suffocation","South Dakota","2018","21","879,386","2.39","2.28","631"
"Suffocation","Tennessee","2023","180","7,126,489","2.53","2.39","4,474"
"Suffocation","Tennessee","2022","229","7,048,976","3.25","3.06","5,187"
"Suffocation","Tennessee","2021","243","6,963,709","3.49","3.34","4,979"
"Suffocation","Tennessee","2020","207","6,926,091","2.99","2.76","3,710"
"Suffocation","Tennessee","2019","185","6,830,325","2.71","2.48","3,102"
"Suffocation","Tennessee","2018","222","6,778,180","3.28","3.05","4,272"
"Suffocation","Texas","2023","474","30,503,301","1.55","1.62","9,468"
"Suffocation","Texas","2022","481","30,029,848","1.60","1.66","8,032"
"Suffocation","Texas","2021","488","29,561,286","1.65","1.73","7,800"
"Suffocation","Texas","2020","478","29,234,361","1.64","1.70","7,580"
"Suffocation","Texas","2019","484","28,986,794","1.67","1.71","8,179"
"Suffocation","Texas","2018","401","28,624,564","1.40","1.43","6,176"
"Suffocation","Utah","2023","57","3,417,734","1.67","1.87","845"
"Suffocation","Utah","2022","61","3,381,236","1.80","2.03","811"
"Suffocation","Utah","2021","72","3,339,284","2.16","2.46","1,061"
"Suffocation","Utah","2020","45","3,283,982","1.37","1.60","861"
"Suffocation","Utah","2019","48","3,203,383","1.50","1.72","634"
"Suffocation","Utah","2018","57","3,155,153","1.81","2.08","756"
"Suffocation","Vermont","2023","11**","647,464","1.70**","1.16**","0"
"Suffocation","Vermont","2022","10**","647,110","1.55**","1.19**","74"
"Suffocation","Vermont","2021","12**","647,093","1.85**","1.54**","132"
"Suffocation","Vermont","2020","--","642,936","--","--","--"
"Suffocation","Vermont","2019","13**","624,046","2.08**","1.58**","38"
"Suffocation","Vermont","2018","--","624,802","--","--","--"
"Suffocation","Virginia","2023","204","8,715,698","2.34","2.05","2,318"
"Suffocation","Virginia","2022","188","8,679,099","2.17","1.89","1,794"
"Suffocation","Virginia","2021","193","8,657,348","2.23","1.97","1,746"
"Suffocation","Virginia","2020","175","8,637,193","2.03","1.82","1,795"
"Suffocation","Virginia","2019","189","8,556,642","2.21","1.96","1,750"
"Suffocation","Virginia","2018","182","8,510,920","2.14","1.94","1,878"
"Suffocation","Washington","2023","192","7,812,880","2.46","2.19","1,853"
"Suffocation","Washington","2022","186","7,784,477","2.39","2.18","1,991"
"Suffocation","Washington","2021","166","7,741,433","2.14","1.96","1,722"
"Suffocation","Washington","2020","146","7,724,566","1.89","1.79","1,850"
"Suffocation","Washington","2019","160","7,614,024","2.10","1.87","1,643"
"Suffocation","Washington","2018","156","7,526,793","2.07","1.88","2,132"
"Suffocation","West Virginia","2023","20**","1,770,071","1.13**","0.87**","159"
"Suffocation","West Virginia","2022","43","1,774,035","2.42","1.84","424"
"Suffocation","West Virginia","2021","47","1,785,249","2.63","2.05","326"
"Suffocation","West Virginia","2020","44","1,791,562","2.46","2.10","600"
"Suffocation","West Virginia","2019","53","1,795,263","2.95","2.31","426"
"Suffocation","West Virginia","2018","47","1,805,953","2.60","2.02","414"
"Suffocation","Wisconsin","2023","176","5,910,955","2.98","2.66","3,018"
"Suffocation","Wisconsin","2022","130","5,890,543","2.21","1.98","2,100"
"Suffocation","Wisconsin","2021","145","5,879,978","2.47","2.18","2,211"
"Suffocation","Wisconsin","2020","154","5,896,700","2.61","2.29","2,235"
"Suffocation","Wisconsin","2019","124","5,824,581","2.13","1.74","1,510"
"Suffocation","Wisconsin","2018","126","5,809,319","2.17","1.88","2,315"
"Suffocation","Wyoming","2023","13**","584,057","2.23**","2.14**","294"
"Suffocation","Wyoming","2022","15**","581,629","2.58**","2.36**","226"
"Suffocation","Wyoming","2021","19**","579,548","3.28**","3.27**","372"
"Suffocation","Wyoming","2020","17**","577,664","2.94**","2.92**","404"
"Suffocation","Wyoming","2019","29","580,116","5.00","4.72","661"
"Suffocation","Wyoming","2018","19**","579,054","3.28**","3.01**","320"
"Motor vehicle, traffic","Alabama","2023","1,057","5,108,468","20.69","20.27","23,498"
"Motor vehicle, traffic","Alabama","2022","1,005","5,073,903","19.81","19.49","21,957"
"Motor vehicle, traffic","Alabama","2021","1,035","5,050,380","20.49","20.40","24,244"
"Motor vehicle, traffic","Alabama","2020","952","5,031,864","18.92","18.77","22,274"
"Motor vehicle, traffic","Alabama","2019","981","4,907,965","19.99","19.79","22,487"
"Motor vehicle, traffic","Alabama","2018","1,030","4,891,628","21.06","20.74","23,461"
"Motor vehicle, traffic","Alaska","2023","83","733,406","11.32","11.25","1,979"
"Motor vehicle, traffic","Alaska","2022","98","733,276","13.37","13.12","2,168"
"Motor vehicle, traffic","Alaska","2021","84","734,923","11.43","11.52","2,054"
"Motor vehicle, traffic","Alaska","2020","71","732,964","9.69","9.58","1,653"
"Motor vehicle, traffic","Alaska","2019","72","733,603","9.82","9.78","1,706"
"Motor vehicle, traffic","Alaska","2018","82","736,624","11.13","10.85","2,062"
"Motor vehicle, traffic","Arizona","2023","1,296","7,431,344","17.44","16.70","27,592"
"Motor vehicle, traffic","Arizona","2022","1,324","7,365,684","17.98","17.23","28,254"
"Motor vehicle, traffic","Arizona","2021","1,330","7,272,487","18.29","17.89","29,993"
"Motor vehicle, traffic","Arizona","2020","1,003","7,186,683","13.96","13.44","23,095"
"Motor vehicle, traffic","Arizona","2019","945","7,291,843","12.96","12.47","20,336"
"Motor vehicle, traffic","Arizona","2018","1,001","7,164,228","13.97","13.41","21,832"
"Motor vehicle, traffic","Arkansas","2023","625","3,067,732","20.37","19.93","13,707"
"Motor vehicle, traffic","Arkansas","2022","618","3,046,404","20.29","19.83","13,094"
"Motor vehicle, traffic","Arkansas","2021","697","3,028,443","23.02","22.85","14,878"
"Motor vehicle, traffic","Arkansas","2020","652","3,014,348","21.63","21.61","14,855"
"Motor vehicle, traffic","Arkansas","2019","534","3,020,985","17.68","17.41","11,582"
"Motor vehicle, traffic","Arkansas","2018","535","3,012,161","17.76","17.26","11,803"
"Motor vehicle, traffic","California","2023","4,619","38,965,193","11.85","11.36","105,193"
"Motor vehicle, traffic","California","2022","4,923","39,040,616","12.61","12.12","112,120"
"Motor vehicle, traffic","California","2021","4,868","39,145,060","12.44","11.98","114,357"
"Motor vehicle, traffic","California","2020","4,331","39,503,200","10.96","10.56","102,867"
"Motor vehicle, traffic","California","2019","3,885","39,437,610","9.85","9.38","84,940"
"Motor vehicle, traffic","California","2018","4,040","39,437,463","10.24","9.78","91,003"
