"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"15 to 19","Fire/Flame","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Fire/Flame","2023","Tennessee","--","456,880","--","--","--"
"15 to 19","Fire/Flame","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Fire/Flame","2023","Virginia","--","568,664","--","--","--"
"15 to 19","Fire/Flame","2023","Washington","--","469,367","--","--","--"
"15 to 19","Fire/Flame","2023","West Virginia","--","109,796","--","--","--"
"15 to 19","Fire/Flame","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Firearm","2023","Alabama","--","344,879","--","--","--"
"15 to 19","Firearm","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Firearm","2023","California","--","2,608,439","--","--","--"
"15 to 19","Firearm","2023","District of Columbia","--","37,732","--","--","--"
"15 to 19","Firearm","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Firearm","2023","Georgia","--","773,868","--","--","--"
"15 to 19","Firearm","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Firearm","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Firearm","2023","Kansas","--","210,573","--","--","--"
"15 to 19","Firearm","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Firearm","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Firearm","2023","Maryland","--","398,626","--","--","--"
"15 to 19","Firearm","2023","Michigan","--","647,110","--","--","--"
"15 to 19","Firearm","2023","Mississippi","--","212,430","--","--","--"
"15 to 19","Firearm","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Firearm","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Firearm","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Firearm","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Firearm","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Firearm","2023","Tennessee","--","456,880","--","--","--"
"15 to 19","Firearm","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Firearm","2023","West Virginia","--","109,796","--","--","--"
"15 to 19","Firearm","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Machinery","2023","Arizona","--","496,686","--","--","--"
"15 to 19","Machinery","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Machinery","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Machinery","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Machinery","2023","Mississippi","--","212,430","--","--","--"
"15 to 19","Machinery","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Machinery","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Machinery","2023","North Dakota","--","55,743","--","--","--"
"15 to 19","Machinery","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Machinery","2023","South Dakota","--","63,291","--","--","--"
"15 to 19","Machinery","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Machinery","2023","West Virginia","--","109,796","--","--","--"
"15 to 19","Machinery","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Natural/Environmental","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Natural/Environmental","2023","California","--","2,608,439","--","--","--"
"15 to 19","Natural/Environmental","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Natural/Environmental","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Natural/Environmental","2023","Kansas","--","210,573","--","--","--"
"15 to 19","Natural/Environmental","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Natural/Environmental","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Natural/Environmental","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Natural/Environmental","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Natural/Environmental","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Natural/Environmental","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Natural/Environmental","2023","Vermont","--","41,828","--","--","--"
"15 to 19","Natural/Environmental","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Overexertion","2023","Oregon","--","255,011","--","--","--"
"15 to 19","Drug Poisoning","2023","Alabama","18**","344,879","5.22**","--","844"
"15 to 19","Drug Poisoning","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Drug Poisoning","2023","Arizona","37","496,686","7.45","--","1,747"
"15 to 19","Drug Poisoning","2023","Arkansas","--","209,658","--","--","--"
"15 to 19","Drug Poisoning","2023","California","163","2,608,439","6.25","--","7,728"
"15 to 19","Drug Poisoning","2023","Colorado","34","378,651","8.98","--","1,616"
"15 to 19","Drug Poisoning","2023","Connecticut","--","238,693","--","--","--"
"15 to 19","Drug Poisoning","2023","Delaware","--","65,539","--","--","--"
"15 to 19","Drug Poisoning","2023","District of Columbia","--","37,732","--","--","--"
"15 to 19","Drug Poisoning","2023","Florida","59","1,311,854","4.50","--","2,772"
"15 to 19","Drug Poisoning","2023","Georgia","41","773,868","5.30","--","1,932"
"15 to 19","Drug Poisoning","2023","Idaho","--","150,978","--","--","--"
"15 to 19","Drug Poisoning","2023","Illinois","51","831,508","6.13","--","2,394"
"15 to 19","Drug Poisoning","2023","Indiana","49","473,594","10.35","--","2,321"
"15 to 19","Drug Poisoning","2023","Iowa","--","226,641","--","--","--"
"15 to 19","Drug Poisoning","2023","Kansas","29","210,573","13.77","--","1,374"
"15 to 19","Drug Poisoning","2023","Kentucky","11**","294,384","3.74**","--","518"
"15 to 19","Drug Poisoning","2023","Louisiana","19**","307,295","6.18**","--","884"
"15 to 19","Drug Poisoning","2023","Maine","--","81,175","--","--","--"
"15 to 19","Drug Poisoning","2023","Maryland","24","398,626","6.02","--","1,141"
"15 to 19","Drug Poisoning","2023","Massachusetts","15**","452,152","3.32**","--","711"
"15 to 19","Drug Poisoning","2023","Michigan","20**","647,110","3.09**","--","948"
"15 to 19","Drug Poisoning","2023","Minnesota","30","384,467","7.80","--","1,428"
"15 to 19","Drug Poisoning","2023","Mississippi","20**","212,430","9.42**","--","940"
"15 to 19","Drug Poisoning","2023","Missouri","39","408,991","9.54","--","1,849"
"15 to 19","Drug Poisoning","2023","Montana","--","70,607","--","--","--"
"15 to 19","Drug Poisoning","2023","Nebraska","--","141,156","--","--","--"
"15 to 19","Drug Poisoning","2023","Nevada","10**","195,757","5.11**","--","465"
"15 to 19","Drug Poisoning","2023","New Hampshire","--","83,141","--","--","--"
"15 to 19","Drug Poisoning","2023","New Jersey","21","585,843","3.59","--","994"
"15 to 19","Drug Poisoning","2023","New Mexico","17**","144,463","11.77**","--","810"
"15 to 19","Drug Poisoning","2023","New York","48","1,198,301","4.01","--","2,262"
"15 to 19","Drug Poisoning","2023","North Carolina","53","723,674","7.32","--","2,500"
"15 to 19","Drug Poisoning","2023","North Dakota","--","55,743","--","--","--"
"15 to 19","Drug Poisoning","2023","Ohio","26","768,073","3.39","--","1,213"
"15 to 19","Drug Poisoning","2023","Oklahoma","13**","285,539","4.55**","--","618"
"15 to 19","Drug Poisoning","2023","Oregon","28","255,011","10.98","--","1,321"
"15 to 19","Drug Poisoning","2023","Pennsylvania","32","842,623","3.80","--","1,500"
"15 to 19","Drug Poisoning","2023","Rhode Island","--","72,385","--","--","--"
"15 to 19","Drug Poisoning","2023","South Carolina","27","355,001","7.61","--","1,262"
"15 to 19","Drug Poisoning","2023","South Dakota","--","63,291","--","--","--"
"15 to 19","Drug Poisoning","2023","Tennessee","49","456,880","10.73","--","2,307"
"15 to 19","Drug Poisoning","2023","Texas","167","2,205,154","7.57","--","7,928"
"15 to 19","Drug Poisoning","2023","Utah","12**","282,689","4.25**","--","562"
"15 to 19","Drug Poisoning","2023","Vermont","--","41,828","--","--","--"
"15 to 19","Drug Poisoning","2023","Virginia","36","568,664","6.33","--","1,701"
"15 to 19","Drug Poisoning","2023","Washington","51","469,367","10.87","--","2,428"
"15 to 19","Drug Poisoning","2023","West Virginia","--","109,796","--","--","--"
"15 to 19","Drug Poisoning","2023","Wisconsin","25","390,420","6.40","--","1,169"
"15 to 19","Drug Poisoning","2023","Wyoming","--","40,349","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Alabama","--","344,879","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Arizona","--","496,686","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","California","--","2,608,439","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Colorado","--","378,651","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Connecticut","--","238,693","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Idaho","--","150,978","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Nevada","--","195,757","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","New Jersey","--","585,843","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","New Mexico","--","144,463","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Vermont","--","41,828","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Virginia","--","568,664","--","--","--"
"15 to 19","Non-Drug Poisoning","2023","Wisconsin","--","390,420","--","--","--"
"15 to 19","Struck by / against","2023","Arizona","--","496,686","--","--","--"
"15 to 19","Struck by / against","2023","California","--","2,608,439","--","--","--"
"15 to 19","Struck by / against","2023","Florida","--","1,311,854","--","--","--"
"15 to 19","Struck by / against","2023","Georgia","--","773,868","--","--","--"
"15 to 19","Struck by / against","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Struck by / against","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Struck by / against","2023","Maine","--","81,175","--","--","--"
"15 to 19","Struck by / against","2023","Maryland","--","398,626","--","--","--"
"15 to 19","Struck by / against","2023","Michigan","--","647,110","--","--","--"
"15 to 19","Struck by / against","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Struck by / against","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Struck by / against","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Struck by / against","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Struck by / against","2023","Oregon","--","255,011","--","--","--"
"15 to 19","Struck by / against","2023","Pennsylvania","--","842,623","--","--","--"
"15 to 19","Struck by / against","2023","Tennessee","--","456,880","--","--","--"
"15 to 19","Struck by / against","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Struck by / against","2023","Utah","--","282,689","--","--","--"
"15 to 19","Struck by / against","2023","Washington","--","469,367","--","--","--"
"15 to 19","Suffocation","2023","Alabama","--","344,879","--","--","--"
"15 to 19","Suffocation","2023","California","--","2,608,439","--","--","--"
"15 to 19","Suffocation","2023","Georgia","--","773,868","--","--","--"
"15 to 19","Suffocation","2023","Illinois","--","831,508","--","--","--"
"15 to 19","Suffocation","2023","Indiana","--","473,594","--","--","--"
"15 to 19","Suffocation","2023","Kentucky","--","294,384","--","--","--"
"15 to 19","Suffocation","2023","Louisiana","--","307,295","--","--","--"
"15 to 19","Suffocation","2023","Minnesota","--","384,467","--","--","--"
"15 to 19","Suffocation","2023","Missouri","--","408,991","--","--","--"
"15 to 19","Suffocation","2023","New York","--","1,198,301","--","--","--"
"15 to 19","Suffocation","2023","North Carolina","--","723,674","--","--","--"
"15 to 19","Suffocation","2023","Ohio","--","768,073","--","--","--"
"15 to 19","Suffocation","2023","Oklahoma","--","285,539","--","--","--"
"15 to 19","Suffocation","2023","Rhode Island","--","72,385","--","--","--"
"15 to 19","Suffocation","2023","South Carolina","--","355,001","--","--","--"
"15 to 19","Suffocation","2023","Texas","--","2,205,154","--","--","--"
"15 to 19","Suffocation","2023","Virginia","--","568,664","--","--","--"
"15 to 19","Motor vehicle, traffic","2023","Alabama","72","344,879","20.88","--","3,405"
"15 to 19","Motor vehicle, traffic","2023","Alaska","--","45,874","--","--","--"
"15 to 19","Motor vehicle, traffic","2023","Arizona","78","496,686","15.70","--","3,680"
"15 to 19","Motor vehicle, traffic","2023","Arkansas","35","209,658","16.69","--","1,653"
"15 to 19","Motor vehicle, traffic","2023","California","270","2,608,439","10.35","--","12,815"
"15 to 19","Motor vehicle, traffic","2023","Colorado","69","378,651","18.22","--","3,273"
"15 to 19","Motor vehicle, traffic","2023","Connecticut","19**","238,693","7.96**","--","897"
"15 to 19","Motor vehicle, traffic","2023","Delaware","--","65,539","--","--","--"
"15 to 19","Motor vehicle, traffic","2023","District of Columbia","--","37,732","--","--","--"
"15 to 19","Motor vehicle, traffic","2023","Florida","206","1,311,854","15.70","--","9,727"
"15 to 19","Motor vehicle, traffic","2023","Georgia","106","773,868","13.70","--","5,041"
"15 to 19","Motor vehicle, traffic","2023","Hawaii","--","77,928","--","--","--"
"15 to 19","Motor vehicle, traffic","2023","Idaho","25","150,978","16.56","--","1,195"
"15 to 19","Motor vehicle, traffic","2023","Illinois","91","831,508","10.94","--","4,316"
"15 to 19","Motor vehicle, traffic","2023","Indiana","72","473,594","15.20","--","3,411"
"15 to 19","Motor vehicle, traffic","2023","Iowa","26","226,641","11.47","--","1,238"
"15 to 19","Motor vehicle, traffic","2023","Kansas","55","210,573","26.12","--","2,607"
"15 to 19","Motor vehicle, traffic","2023","Kentucky","47","294,384","15.97","--","2,233"
"15 to 19","Motor vehicle, traffic","2023","Louisiana","55","307,295","17.90","--","2,621"
