"Mechanism","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Drowning (includes water transport)","Wisconsin","2019","--","5,824,581","--","--","--"
"Drowning (includes water transport)","Wisconsin","2018","--","5,809,319","--","--","--"
"Drowning (includes water transport)","Wyoming","2022","--","581,629","--","--","--"
"Fall","Alabama","2023","--","5,108,468","--","--","--"
"Fall","Alabama","2022","--","5,073,903","--","--","--"
"Fall","Alabama","2021","--","5,050,380","--","--","--"
"Fall","Alabama","2020","--","5,031,864","--","--","--"
"Fall","Alabama","2019","--","4,907,965","--","--","--"
"Fall","Alabama","2018","--","4,891,628","--","--","--"
"Fall","Alaska","2023","--","733,406","--","--","--"
"Fall","Alaska","2021","--","734,923","--","--","--"
"Fall","Alaska","2020","--","732,964","--","--","--"
"Fall","Alaska","2019","--","733,603","--","--","--"
"Fall","Alaska","2018","--","736,624","--","--","--"
"Fall","Arizona","2023","20**","7,431,344","0.27**","0.27**","576"
"Fall","Arizona","2022","20**","7,365,684","0.27**","0.27**","463"
"Fall","Arizona","2021","23","7,272,487","0.32","0.32","633"
"Fall","Arizona","2020","20**","7,186,683","0.28**","0.28**","424"
"Fall","Arizona","2019","23","7,291,843","0.32","0.32","679"
"Fall","Arizona","2018","16**","7,164,228","0.22**","0.23**","324"
"Fall","Arkansas","2023","--","3,067,732","--","--","--"
"Fall","Arkansas","2022","--","3,046,404","--","--","--"
"Fall","Arkansas","2021","--","3,028,443","--","--","--"
"Fall","Arkansas","2020","--","3,014,348","--","--","--"
"Fall","Arkansas","2019","--","3,020,985","--","--","--"
"Fall","Arkansas","2018","--","3,012,161","--","--","--"
"Fall","California","2023","191","38,965,193","0.49","0.48","4,682"
"Fall","California","2022","217","39,040,616","0.56","0.54","5,059"
"Fall","California","2021","209","39,145,060","0.53","0.51","4,744"
"Fall","California","2020","190","39,503,200","0.48","0.46","4,202"
"Fall","California","2019","203","39,437,610","0.52","0.49","4,555"
"Fall","California","2018","182","39,437,463","0.46","0.45","4,224"
"Fall","Colorado","2023","36","5,877,610","0.61","0.56","873"
"Fall","Colorado","2022","26","5,841,039","0.45","0.44","646"
"Fall","Colorado","2021","34","5,811,596","0.59","0.56","705"
"Fall","Colorado","2020","28","5,785,219","0.48","0.47","711"
"Fall","Colorado","2019","28","5,758,486","0.49","0.45","636"
"Fall","Colorado","2018","19**","5,697,155","0.33**","0.32**","607"
"Fall","Connecticut","2023","13**","3,617,176","0.36**","0.35**","210"
"Fall","Connecticut","2022","11**","3,608,706","0.31**","0.22**","112"
"Fall","Connecticut","2021","13**","3,603,691","0.36**","0.33**","255"
"Fall","Connecticut","2020","13**","3,577,586","0.36**","0.37**","370"
"Fall","Connecticut","2019","15**","3,566,022","0.42**","0.35**","265"
"Fall","Connecticut","2018","17**","3,574,561","0.48**","0.43**","333"
"Fall","Delaware","2023","--","1,031,890","--","--","--"
"Fall","Delaware","2022","--","1,019,459","--","--","--"
"Fall","Delaware","2021","--","1,004,881","--","--","--"
"Fall","Delaware","2020","--","991,862","--","--","--"
"Fall","Delaware","2019","--","976,668","--","--","--"
"Fall","Delaware","2018","--","966,985","--","--","--"
"Fall","District of Columbia","2023","--","678,972","--","--","--"
"Fall","District of Columbia","2022","--","670,949","--","--","--"
"Fall","District of Columbia","2021","--","669,037","--","--","--"
"Fall","District of Columbia","2020","--","670,839","--","--","--"
"Fall","District of Columbia","2019","--","708,253","--","--","--"
"Fall","District of Columbia","2018","--","704,147","--","--","--"
"Fall","Florida","2023","121","22,610,726","0.54","0.50","2,263"
"Fall","Florida","2022","98","22,245,521","0.44","0.43","2,049"
"Fall","Florida","2021","81","21,830,708","0.37","0.36","1,601"
"Fall","Florida","2020","70","21,591,299","0.32","0.30","1,375"
"Fall","Florida","2019","98","21,492,056","0.46","0.43","2,103"
"Fall","Florida","2018","100","21,254,926","0.47","0.46","1,820"
"Fall","Georgia","2023","21","11,029,227","0.19","0.20","651"
"Fall","Georgia","2022","22","10,913,150","0.20","0.20","525"
"Fall","Georgia","2021","14**","10,790,385","0.13**","0.12**","331"
"Fall","Georgia","2020","23","10,732,390","0.21","0.20","437"
"Fall","Georgia","2019","20**","10,628,020","0.19**","0.19**","489"
"Fall","Georgia","2018","22","10,519,389","0.21","0.21","564"
"Fall","Hawaii","2023","28","1,435,138","1.95","1.78","455"
"Fall","Hawaii","2022","24","1,439,399","1.67","1.71","550"
"Fall","Hawaii","2021","19**","1,446,745","1.31**","1.27**","342"
"Fall","Hawaii","2020","11**","1,451,181","0.76**","0.73**","209"
"Fall","Hawaii","2019","22","1,415,615","1.55","1.45","317"
"Fall","Hawaii","2018","19**","1,423,102","1.34**","1.20**","365"
"Fall","Idaho","2023","10**","1,964,726","0.51**","0.51**","317"
"Fall","Idaho","2022","--","1,938,996","--","--","--"
"Fall","Idaho","2021","--","1,904,537","--","--","--"
"Fall","Idaho","2020","--","1,849,339","--","--","--"
"Fall","Idaho","2019","--","1,789,060","--","--","--"
"Fall","Idaho","2018","--","1,752,074","--","--","--"
"Fall","Illinois","2023","51","12,549,689","0.41","0.39","1,172"
"Fall","Illinois","2022","47","12,582,515","0.37","0.38","1,203"
"Fall","Illinois","2021","54","12,690,341","0.43","0.41","1,307"
"Fall","Illinois","2020","51","12,790,357","0.40","0.39","1,196"
"Fall","Illinois","2019","28","12,667,017","0.22","0.21","554"
"Fall","Illinois","2018","41","12,724,685","0.32","0.32","922"
"Fall","Indiana","2023","--","6,862,199","--","--","--"
"Fall","Indiana","2022","12**","6,832,274","0.18**","0.18**","293"
"Fall","Indiana","2021","--","6,813,798","--","--","--"
"Fall","Indiana","2020","--","6,789,098","--","--","--"
"Fall","Indiana","2019","11**","6,731,010","0.16**","0.17**","343"
"Fall","Indiana","2018","--","6,698,481","--","--","--"
"Fall","Iowa","2023","--","3,207,004","--","--","--"
"Fall","Iowa","2022","--","3,199,693","--","--","--"
"Fall","Iowa","2021","--","3,197,944","--","--","--"
"Fall","Iowa","2020","--","3,190,904","--","--","--"
"Fall","Iowa","2019","--","3,159,596","--","--","--"
"Fall","Iowa","2018","--","3,149,900","--","--","--"
"Fall","Kansas","2023","--","2,940,546","--","--","--"
"Fall","Kansas","2022","--","2,936,716","--","--","--"
"Fall","Kansas","2021","--","2,937,946","--","--","--"
"Fall","Kansas","2020","--","2,938,124","--","--","--"
"Fall","Kansas","2019","--","2,912,635","--","--","--"
"Fall","Kansas","2018","--","2,912,748","--","--","--"
"Fall","Kentucky","2023","14**","4,526,154","0.31**","0.31**","389"
"Fall","Kentucky","2022","--","4,511,563","--","--","--"
"Fall","Kentucky","2021","10**","4,507,600","0.22**","0.23**","270"
"Fall","Kentucky","2020","--","4,508,155","--","--","--"
"Fall","Kentucky","2019","--","4,472,345","--","--","--"
"Fall","Kentucky","2018","11**","4,464,273","0.25**","0.24**","267"
"Fall","Louisiana","2023","10**","4,573,749","0.22**","0.22**","265"
"Fall","Louisiana","2022","17**","4,588,023","0.37**","0.41**","443"
"Fall","Louisiana","2021","--","4,627,047","--","--","--"
"Fall","Louisiana","2020","--","4,652,022","--","--","--"
"Fall","Louisiana","2019","12**","4,658,285","0.26**","0.25**","222"
"Fall","Louisiana","2018","10**","4,664,450","0.21**","0.23**","250"
"Fall","Maine","2023","--","1,395,722","--","--","--"
"Fall","Maine","2022","--","1,389,338","--","--","--"
"Fall","Maine","2021","--","1,378,787","--","--","--"
"Fall","Maine","2020","--","1,364,517","--","--","--"
"Fall","Maine","2019","--","1,345,770","--","--","--"
"Fall","Maine","2018","--","1,340,123","--","--","--"
"Fall","Maryland","2023","33","6,180,253","0.53","0.51","738"
"Fall","Maryland","2022","26","6,163,981","0.42","0.40","525"
"Fall","Maryland","2021","23","6,175,045","0.37","0.37","628"
"Fall","Maryland","2020","19**","6,173,689","0.31**","0.31**","527"
"Fall","Maryland","2019","41","6,054,954","0.68","0.70","1,116"
"Fall","Maryland","2018","19**","6,042,153","0.31**","0.31**","356"
"Fall","Massachusetts","2023","25","7,001,399","0.36","0.32","537"
"Fall","Massachusetts","2022","30","6,982,740","0.43","0.36","400"
"Fall","Massachusetts","2021","33","6,991,951","0.47","0.46","712"
"Fall","Massachusetts","2020","24","6,997,713","0.34","0.33","458"
"Fall","Massachusetts","2019","28","6,894,883","0.41","0.42","602"
"Fall","Massachusetts","2018","37","6,885,720","0.54","0.55","1,051"
"Fall","Michigan","2023","37","10,037,261","0.37","0.37","901"
"Fall","Michigan","2022","18**","10,033,281","0.18**","0.19**","406"
"Fall","Michigan","2021","20**","10,038,117","0.20**","0.20**","560"
"Fall","Michigan","2020","22","10,070,627","0.22","0.21","419"
"Fall","Michigan","2019","12**","9,984,795","0.12**","0.11**","158"
"Fall","Michigan","2018","11**","9,987,286","0.11**","0.11**","360"
"Fall","Minnesota","2023","28","5,737,915","0.49","0.48","570"
"Fall","Minnesota","2022","29","5,714,300","0.51","0.47","655"
"Fall","Minnesota","2021","26","5,717,968","0.46","0.47","704"
"Fall","Minnesota","2020","35","5,710,578","0.61","0.60","700"
"Fall","Minnesota","2019","21","5,640,053","0.37","0.35","449"
"Fall","Minnesota","2018","19**","5,608,762","0.34**","0.33**","519"
"Fall","Mississippi","2023","--","2,939,690","--","--","--"
"Fall","Mississippi","2022","--","2,938,928","--","--","--"
"Fall","Mississippi","2021","--","2,949,582","--","--","--"
"Fall","Mississippi","2020","--","2,958,409","--","--","--"
"Fall","Mississippi","2019","--","2,978,227","--","--","--"
"Fall","Mississippi","2018","--","2,982,879","--","--","--"
"Fall","Missouri","2023","--","6,196,156","--","--","--"
"Fall","Missouri","2022","17**","6,177,168","0.28**","0.28**","339"
"Fall","Missouri","2021","17**","6,170,393","0.28**","0.26**","422"
"Fall","Missouri","2020","15**","6,154,426","0.24**","0.23**","280"
"Fall","Missouri","2019","19**","6,140,475","0.31**","0.34**","550"
"Fall","Missouri","2018","14**","6,125,986","0.23**","0.25**","373"
"Fall","Montana","2023","--","1,132,812","--","--","--"
"Fall","Montana","2022","--","1,122,878","--","--","--"
"Fall","Montana","2021","--","1,106,366","--","--","--"
"Fall","Montana","2020","--","1,087,211","--","--","--"
"Fall","Montana","2019","--","1,070,123","--","--","--"
"Fall","Montana","2018","--","1,061,818","--","--","--"
"Fall","Nebraska","2023","--","1,978,379","--","--","--"
"Fall","Nebraska","2022","--","1,968,060","--","--","--"
"Fall","Nebraska","2021","--","1,964,253","--","--","--"
"Fall","Nebraska","2020","--","1,963,273","--","--","--"
"Fall","Nebraska","2019","--","1,932,571","--","--","--"
"Fall","Nebraska","2018","--","1,925,512","--","--","--"
"Fall","Nevada","2023","18**","3,194,176","0.56**","0.57**","506"
"Fall","Nevada","2022","19**","3,177,421","0.60**","0.59**","391"
"Fall","Nevada","2021","22","3,146,632","0.70","0.66","426"
"Fall","Nevada","2020","15**","3,115,840","0.48**","0.49**","380"
"Fall","Nevada","2019","21","3,090,771","0.68","0.69","474"
"Fall","Nevada","2018","21","3,030,725","0.69","0.65","375"
"Fall","New Hampshire","2023","--","1,402,054","--","--","--"
"Fall","New Hampshire","2022","--","1,399,003","--","--","--"
"Fall","New Hampshire","2021","--","1,387,494","--","--","--"
"Fall","New Hampshire","2020","--","1,378,702","--","--","--"
"Fall","New Hampshire","2019","--","1,360,783","--","--","--"
"Fall","New Hampshire","2018","--","1,355,064","--","--","--"
"Fall","New Jersey","2023","54","9,290,841","0.58","0.61","1,469"
"Fall","New Jersey","2022","32","9,260,817","0.35","0.33","667"
"Fall","New Jersey","2021","38","9,269,175","0.41","0.40","941"
"Fall","New Jersey","2020","31","9,272,392","0.33","0.34","752"
"Fall","New Jersey","2019","44","8,891,258","0.50","0.47","1,042"
"Fall","New Jersey","2018","34","8,891,730","0.38","0.36","755"
"Fall","New Mexico","2023","--","2,114,371","--","--","--"
"Fall","New Mexico","2022","--","2,113,476","--","--","--"
"Fall","New Mexico","2021","--","2,116,950","--","--","--"
"Fall","New Mexico","2020","--","2,118,488","--","--","--"
"Fall","New Mexico","2019","--","2,099,634","--","--","--"
"Fall","New Mexico","2018","10**","2,093,754","0.48**","0.57**","269"
"Fall","New York","2023","147","19,571,216","0.75","0.74","3,200"
"Fall","New York","2022","173","19,673,200","0.88","0.82","3,551"
"Fall","New York","2021","144","19,854,526","0.73","0.70","3,118"
"Fall","New York","2020","149","20,104,710","0.74","0.70","2,841"
"Fall","New York","2019","139","19,463,131","0.71","0.65","2,905"
"Fall","New York","2018","145","19,544,098","0.74","0.72","3,344"
"Fall","North Carolina","2023","25","10,835,491","0.23","0.23","699"
"Fall","North Carolina","2022","27","10,695,965","0.25","0.24","528"
"Fall","North Carolina","2021","20**","10,567,100","0.19**","0.20**","606"
"Fall","North Carolina","2020","21","10,453,812","0.20","0.20","512"
"Fall","North Carolina","2019","15**","10,501,384","0.14**","0.13**","307"
"Fall","North Carolina","2018","17**","10,391,358","0.16**","0.15**","371"
"Fall","North Dakota","2021","--","777,982","--","--","--"
"Fall","North Dakota","2019","--","763,724","--","--","--"
"Fall","North Dakota","2018","--","760,062","--","--","--"
"Fall","Ohio","2023","32","11,785,935","0.27","0.26","678"
"Fall","Ohio","2022","33","11,759,697","0.28","0.29","802"
"Fall","Ohio","2021","31","11,765,227","0.26","0.28","838"
"Fall","Ohio","2020","37","11,798,292","0.31","0.30","769"
"Fall","Ohio","2019","42","11,696,507","0.36","0.36","960"
"Fall","Ohio","2018","41","11,680,892","0.35","0.33","789"
"Fall","Oklahoma","2023","--","4,053,824","--","--","--"
"Fall","Oklahoma","2022","--","4,019,271","--","--","--"
"Fall","Oklahoma","2021","10**","3,991,634","0.25**","0.23**","204"
"Fall","Oklahoma","2020","--","3,965,234","--","--","--"
"Fall","Oklahoma","2019","--","3,960,676","--","--","--"
"Fall","Oklahoma","2018","--","3,943,488","--","--","--"
"Fall","Oregon","2023","21","4,233,358","0.50","0.51","553"
"Fall","Oregon","2022","17**","4,239,379","0.40**","0.41**","498"
"Fall","Oregon","2021","18**","4,256,465","0.42**","0.40**","366"
"Fall","Oregon","2020","25","4,245,044","0.59","0.53","432"
"Fall","Oregon","2019","33","4,216,116","0.78","0.77","734"
"Fall","Oregon","2018","20**","4,183,538","0.48**","0.45**","381"
"Fall","Pennsylvania","2023","60","12,961,683","0.46","0.46","1,406"
"Fall","Pennsylvania","2022","44","12,972,091","0.34","0.35","917"
"Fall","Pennsylvania","2021","44","13,013,614","0.34","0.34","1,001"
"Fall","Pennsylvania","2020","28","12,995,477","0.22","0.21","618"
"Fall","Pennsylvania","2019","46","12,798,883","0.36","0.35","1,010"
"Fall","Pennsylvania","2018","31","12,809,107","0.24","0.24","607"
"Fall","Rhode Island","2023","--","1,095,962","--","--","--"
"Fall","Rhode Island","2022","--","1,093,842","--","--","--"
"Fall","Rhode Island","2021","--","1,097,092","--","--","--"
"Fall","Rhode Island","2020","--","1,096,444","--","--","--"
"Fall","Rhode Island","2019","--","1,058,158","--","--","--"
"Fall","Rhode Island","2018","--","1,059,338","--","--","--"
"Fall","South Carolina","2023","--","5,373,555","--","--","--"
"Fall","South Carolina","2022","10**","5,282,955","0.19**","0.20**","180"
"Fall","South Carolina","2021","14**","5,193,848","0.27**","0.25**","292"
"Fall","South Carolina","2020","10**","5,132,151","0.20**","0.22**","194"
"Fall","South Carolina","2019","10**","5,157,702","0.19**","0.19**","252"
"Fall","South Carolina","2018","16**","5,091,702","0.31**","0.33**","469"
"Fall","South Dakota","2022","--","909,869","--","--","--"
"Fall","South Dakota","2021","--","896,299","--","--","--"
"Fall","South Dakota","2020","--","887,852","--","--","--"
"Fall","South Dakota","2019","--","887,127","--","--","--"
"Fall","South Dakota","2018","--","879,386","--","--","--"
"Fall","Tennessee","2023","14**","7,126,489","0.20**","0.21**","294"
"Fall","Tennessee","2022","18**","7,048,976","0.26**","0.24**","329"
"Fall","Tennessee","2021","21","6,963,709","0.30","0.27","411"
"Fall","Tennessee","2020","12**","6,926,091","0.17**","0.17**","245"
"Fall","Tennessee","2019","12**","6,830,325","0.18**","0.17**","321"
"Fall","Tennessee","2018","19**","6,778,180","0.28**","0.31**","427"
"Fall","Texas","2023","76","30,503,301","0.25","0.25","1,983"
"Fall","Texas","2022","74","30,029,848","0.25","0.25","2,018"
"Fall","Texas","2021","66","29,561,286","0.22","0.22","1,871"
"Fall","Texas","2020","65","29,234,361","0.22","0.22","1,792"
"Fall","Texas","2019","72","28,986,794","0.25","0.24","1,893"
"Fall","Texas","2018","65","28,624,564","0.23","0.22","1,471"
"Fall","Utah","2023","16**","3,417,734","0.47**","0.47**","410"
"Fall","Utah","2022","12**","3,381,236","0.36**","0.37**","318"
"Fall","Utah","2021","10**","3,339,284","0.30**","0.31**","234"
"Fall","Utah","2020","11**","3,283,982","0.34**","0.34**","290"
"Fall","Utah","2019","--","3,203,383","--","--","--"
"Fall","Utah","2018","--","3,155,153","--","--","--"
"Fall","Vermont","2023","--","647,464","--","--","--"
"Fall","Vermont","2022","--","647,110","--","--","--"
"Fall","Vermont","2021","--","647,093","--","--","--"
"Fall","Vermont","2020","--","642,936","--","--","--"
"Fall","Vermont","2019","--","624,046","--","--","--"
"Fall","Vermont","2018","--","624,802","--","--","--"
"Fall","Virginia","2023","25","8,715,698","0.29","0.26","572"
"Fall","Virginia","2022","31","8,679,099","0.36","0.35","755"
"Fall","Virginia","2021","19**","8,657,348","0.22**","0.22**","460"
"Fall","Virginia","2020","19**","8,637,193","0.22**","0.22**","547"
"Fall","Virginia","2019","25","8,556,642","0.29","0.29","583"
"Fall","Virginia","2018","29","8,510,920","0.34","0.35","767"
"Fall","Washington","2023","56","7,812,880","0.72","0.70","1,467"
"Fall","Washington","2022","40","7,784,477","0.51","0.49","830"
"Fall","Washington","2021","51","7,741,433","0.66","0.63","1,081"
"Fall","Washington","2020","29","7,724,566","0.38","0.37","744"
"Fall","Washington","2019","43","7,614,024","0.57","0.56","1,082"
"Fall","Washington","2018","53","7,526,793","0.70","0.67","1,073"
"Fall","West Virginia","2023","--","1,770,071","--","--","--"
"Fall","West Virginia","2022","--","1,774,035","--","--","--"
"Fall","West Virginia","2021","--","1,785,249","--","--","--"
"Fall","West Virginia","2020","--","1,791,562","--","--","--"
"Fall","West Virginia","2019","--","1,795,263","--","--","--"
"Fall","West Virginia","2018","--","1,805,953","--","--","--"
"Fall","Wisconsin","2023","14**","5,910,955","0.24**","0.24**","333"
"Fall","Wisconsin","2022","12**","5,890,543","0.20**","0.21**","214"
"Fall","Wisconsin","2021","21","5,879,978","0.36","0.38","540"
"Fall","Wisconsin","2020","22","5,896,700","0.37","0.37","503"
"Fall","Wisconsin","2019","14**","5,824,581","0.24**","0.21**","274"
"Fall","Wisconsin","2018","14**","5,809,319","0.24**","0.25**","434"
"Fall","Wyoming","2019","--","580,116","--","--","--"
"Fall","Wyoming","2018","--","579,054","--","--","--"
"Fire/Flame","Alabama","2023","--","5,108,468","--","--","--"
"Fire/Flame","Alabama","2022","--","5,073,903","--","--","--"
"Fire/Flame","Alabama","2021","--","5,050,380","--","--","--"
"Fire/Flame","Alabama","2020","--","5,031,864","--","--","--"
"Fire/Flame","Alabama","2019","--","4,907,965","--","--","--"
"Fire/Flame","Alabama","2018","--","4,891,628","--","--","--"
"Fire/Flame","Alaska","2023","--","733,406","--","--","--"
"Fire/Flame","Alaska","2022","--","733,276","--","--","--"
"Fire/Flame","Alaska","2021","--","734,923","--","--","--"
"Fire/Flame","Alaska","2019","--","733,603","--","--","--"
"Fire/Flame","Arizona","2023","--","7,431,344","--","--","--"
"Fire/Flame","Arizona","2022","--","7,365,684","--","--","--"
"Fire/Flame","Arizona","2021","--","7,272,487","--","--","--"
"Fire/Flame","Arizona","2020","--","7,186,683","--","--","--"
"Fire/Flame","Arizona","2019","--","7,291,843","--","--","--"
"Fire/Flame","Arizona","2018","--","7,164,228","--","--","--"
"Fire/Flame","Arkansas","2023","--","3,067,732","--","--","--"
"Fire/Flame","Arkansas","2022","--","3,046,404","--","--","--"
"Fire/Flame","Arkansas","2021","--","3,028,443","--","--","--"
"Fire/Flame","Arkansas","2020","--","3,014,348","--","--","--"
"Fire/Flame","Arkansas","2019","--","3,020,985","--","--","--"
"Fire/Flame","Arkansas","2018","--","3,012,161","--","--","--"
"Fire/Flame","California","2023","26","38,965,193","0.07","0.06","502"
"Fire/Flame","California","2022","28","39,040,616","0.07","0.07","477"
"Fire/Flame","California","2021","33","39,145,060","0.08","0.08","617"
"Fire/Flame","California","2020","25","39,503,200","0.06","0.06","497"
"Fire/Flame","California","2019","26","39,437,610","0.07","0.07","506"
"Fire/Flame","California","2018","48","39,437,463","0.12","0.11","861"
"Fire/Flame","Colorado","2023","--","5,877,610","--","--","--"
"Fire/Flame","Colorado","2022","--","5,841,039","--","--","--"
"Fire/Flame","Colorado","2021","--","5,811,596","--","--","--"
"Fire/Flame","Colorado","2020","--","5,785,219","--","--","--"
"Fire/Flame","Colorado","2019","--","5,758,486","--","--","--"
"Fire/Flame","Colorado","2018","--","5,697,155","--","--","--"
"Fire/Flame","Connecticut","2023","--","3,617,176","--","--","--"
"Fire/Flame","Connecticut","2022","--","3,608,706","--","--","--"
"Fire/Flame","Connecticut","2021","--","3,603,691","--","--","--"
"Fire/Flame","Connecticut","2020","--","3,577,586","--","--","--"
"Fire/Flame","Connecticut","2019","--","3,566,022","--","--","--"
"Fire/Flame","Connecticut","2018","--","3,574,561","--","--","--"
"Fire/Flame","Delaware","2023","--","1,031,890","--","--","--"
"Fire/Flame","Delaware","2021","--","1,004,881","--","--","--"
"Fire/Flame","Delaware","2020","--","991,862","--","--","--"
"Fire/Flame","Delaware","2019","--","976,668","--","--","--"
"Fire/Flame","District of Columbia","2023","--","678,972","--","--","--"
"Fire/Flame","District of Columbia","2022","--","670,949","--","--","--"
"Fire/Flame","District of Columbia","2021","--","669,037","--","--","--"
"Fire/Flame","Florida","2023","20**","22,610,726","0.09**","0.08**","290"
"Fire/Flame","Florida","2022","14**","22,245,521","0.06**","0.05**","233"
"Fire/Flame","Florida","2021","21","21,830,708","0.10","0.08","300"
"Fire/Flame","Florida","2020","21","21,591,299","0.10","0.08","297"
"Fire/Flame","Florida","2019","13**","21,492,056","0.06**","0.05**","184"
"Fire/Flame","Florida","2018","20**","21,254,926","0.09**","0.09**","377"
"Fire/Flame","Georgia","2023","12**","11,029,227","0.11**","0.10**","135"
"Fire/Flame","Georgia","2022","--","10,913,150","--","--","--"
"Fire/Flame","Georgia","2021","--","10,790,385","--","--","--"
"Fire/Flame","Georgia","2020","--","10,732,390","--","--","--"
"Fire/Flame","Georgia","2019","--","10,628,020","--","--","--"
"Fire/Flame","Georgia","2018","--","10,519,389","--","--","--"
"Fire/Flame","Hawaii","2023","--","1,435,138","--","--","--"
"Fire/Flame","Hawaii","2022","--","1,439,399","--","--","--"
"Fire/Flame","Hawaii","2020","--","1,451,181","--","--","--"
"Fire/Flame","Idaho","2022","--","1,938,996","--","--","--"
"Fire/Flame","Idaho","2021","--","1,904,537","--","--","--"
"Fire/Flame","Idaho","2020","--","1,849,339","--","--","--"
"Fire/Flame","Illinois","2023","12**","12,549,689","0.10**","0.08**","102"
"Fire/Flame","Illinois","2022","--","12,582,515","--","--","--"
"Fire/Flame","Illinois","2021","21","12,690,341","0.17","0.15","506"
"Fire/Flame","Illinois","2020","--","12,790,357","--","--","--"
"Fire/Flame","Illinois","2019","19**","12,667,017","0.15**","0.15**","463"
"Fire/Flame","Illinois","2018","11**","12,724,685","0.09**","0.08**","203"
"Fire/Flame","Indiana","2023","--","6,862,199","--","--","--"
"Fire/Flame","Indiana","2022","--","6,832,274","--","--","--"
"Fire/Flame","Indiana","2021","10**","6,813,798","0.15**","0.16**","275"
"Fire/Flame","Indiana","2020","10**","6,789,098","0.15**","0.16**","283"
"Fire/Flame","Indiana","2019","--","6,731,010","--","--","--"
"Fire/Flame","Indiana","2018","--","6,698,481","--","--","--"
"Fire/Flame","Iowa","2022","--","3,199,693","--","--","--"
"Fire/Flame","Iowa","2020","--","3,190,904","--","--","--"
"Fire/Flame","Iowa","2019","13**","3,159,596","0.41**","0.39**","270"
"Fire/Flame","Iowa","2018","--","3,149,900","--","--","--"
"Fire/Flame","Kansas","2023","--","2,940,546","--","--","--"
"Fire/Flame","Kansas","2022","--","2,936,716","--","--","--"
"Fire/Flame","Kansas","2020","--","2,938,124","--","--","--"
"Fire/Flame","Kansas","2019","--","2,912,635","--","--","--"
"Fire/Flame","Kansas","2018","--","2,912,748","--","--","--"
"Fire/Flame","Kentucky","2023","--","4,526,154","--","--","--"
"Fire/Flame","Kentucky","2022","--","4,511,563","--","--","--"
"Fire/Flame","Kentucky","2021","--","4,507,600","--","--","--"
"Fire/Flame","Kentucky","2020","--","4,508,155","--","--","--"
"Fire/Flame","Kentucky","2019","--","4,472,345","--","--","--"
"Fire/Flame","Kentucky","2018","--","4,464,273","--","--","--"
"Fire/Flame","Louisiana","2023","--","4,573,749","--","--","--"
"Fire/Flame","Louisiana","2022","--","4,588,023","--","--","--"
"Fire/Flame","Louisiana","2021","--","4,627,047","--","--","--"
"Fire/Flame","Louisiana","2020","10**","4,652,022","0.22**","0.23**","328"
"Fire/Flame","Louisiana","2019","--","4,658,285","--","--","--"
"Fire/Flame","Louisiana","2018","12**","4,664,450","0.26**","0.28**","309"
"Fire/Flame","Maine","2023","--","1,395,722","--","--","--"
"Fire/Flame","Maine","2022","--","1,389,338","--","--","--"
"Fire/Flame","Maine","2021","--","1,378,787","--","--","--"
"Fire/Flame","Maine","2020","--","1,364,517","--","--","--"
"Fire/Flame","Maine","2018","--","1,340,123","--","--","--"
"Fire/Flame","Maryland","2023","11**","6,180,253","0.18**","0.17**","178"
"Fire/Flame","Maryland","2022","10**","6,163,981","0.16**","0.17**","350"
"Fire/Flame","Maryland","2021","--","6,175,045","--","--","--"
"Fire/Flame","Maryland","2020","--","6,173,689","--","--","--"
"Fire/Flame","Maryland","2019","--","6,054,954","--","--","--"
"Fire/Flame","Maryland","2018","--","6,042,153","--","--","--"
"Fire/Flame","Massachusetts","2023","--","7,001,399","--","--","--"
"Fire/Flame","Massachusetts","2022","--","6,982,740","--","--","--"
"Fire/Flame","Massachusetts","2021","--","6,991,951","--","--","--"
"Fire/Flame","Massachusetts","2020","--","6,997,713","--","--","--"
"Fire/Flame","Massachusetts","2019","--","6,894,883","--","--","--"
"Fire/Flame","Massachusetts","2018","10**","6,885,720","0.15**","0.14**","246"
"Fire/Flame","Michigan","2023","--","10,037,261","--","--","--"
"Fire/Flame","Michigan","2022","12**","10,033,281","0.12**","0.12**","322"
"Fire/Flame","Michigan","2021","--","10,038,117","--","--","--"
"Fire/Flame","Michigan","2020","14**","10,070,627","0.14**","0.16**","470"
"Fire/Flame","Michigan","2019","14**","9,984,795","0.14**","0.14**","415"
"Fire/Flame","Michigan","2018","--","9,987,286","--","--","--"
"Fire/Flame","Minnesota","2023","--","5,737,915","--","--","--"
"Fire/Flame","Minnesota","2022","--","5,714,300","--","--","--"
"Fire/Flame","Minnesota","2021","--","5,717,968","--","--","--"
"Fire/Flame","Minnesota","2020","--","5,710,578","--","--","--"
"Fire/Flame","Minnesota","2019","--","5,640,053","--","--","--"
"Fire/Flame","Minnesota","2018","--","5,608,762","--","--","--"
"Fire/Flame","Mississippi","2023","--","2,939,690","--","--","--"
"Fire/Flame","Mississippi","2021","--","2,949,582","--","--","--"
"Fire/Flame","Mississippi","2020","--","2,958,409","--","--","--"
"Fire/Flame","Mississippi","2019","--","2,978,227","--","--","--"
"Fire/Flame","Mississippi","2018","--","2,982,879","--","--","--"
"Fire/Flame","Missouri","2023","--","6,196,156","--","--","--"
"Fire/Flame","Missouri","2022","--","6,177,168","--","--","--"
"Fire/Flame","Missouri","2021","--","6,170,393","--","--","--"
