"Mechanism","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Non-Drug Poisoning","Oklahoma","2020","15**","3,965,234","0.38**","0.38**","249"
"Non-Drug Poisoning","Oklahoma","2019","18**","3,960,676","0.45**","0.41**","360"
"Non-Drug Poisoning","Oklahoma","2018","18**","3,943,488","0.46**","0.48**","403"
"Non-Drug Poisoning","Oregon","2023","23","4,233,358","0.54","0.45","371"
"Non-Drug Poisoning","Oregon","2022","19**","4,239,379","0.45**","0.45**","426"
"Non-Drug Poisoning","Oregon","2021","33","4,256,465","0.78","0.75","547"
"Non-Drug Poisoning","Oregon","2020","27","4,245,044","0.64","0.55","390"
"Non-Drug Poisoning","Oregon","2019","35","4,216,116","0.83","0.78","548"
"Non-Drug Poisoning","Oregon","2018","37","4,183,538","0.88","0.82","642"
"Non-Drug Poisoning","Pennsylvania","2023","59","12,961,683","0.46","0.40","730"
"Non-Drug Poisoning","Pennsylvania","2022","63","12,972,091","0.49","0.45","1,030"
"Non-Drug Poisoning","Pennsylvania","2021","48","13,013,614","0.37","0.37","950"
"Non-Drug Poisoning","Pennsylvania","2020","37","12,995,477","0.29","0.26","516"
"Non-Drug Poisoning","Pennsylvania","2019","74","12,798,883","0.58","0.54","1,148"
"Non-Drug Poisoning","Pennsylvania","2018","63","12,809,107","0.49","0.44","1,023"
"Non-Drug Poisoning","Rhode Island","2023","--","1,095,962","--","--","--"
"Non-Drug Poisoning","Rhode Island","2022","--","1,093,842","--","--","--"
"Non-Drug Poisoning","Rhode Island","2021","--","1,097,092","--","--","--"
"Non-Drug Poisoning","Rhode Island","2020","--","1,096,444","--","--","--"
"Non-Drug Poisoning","Rhode Island","2019","10**","1,058,158","0.95**","0.77**","186"
"Non-Drug Poisoning","Rhode Island","2018","--","1,059,338","--","--","--"
"Non-Drug Poisoning","South Carolina","2023","11**","5,373,555","0.21**","0.19**","157"
"Non-Drug Poisoning","South Carolina","2022","16**","5,282,955","0.30**","0.27**","180"
"Non-Drug Poisoning","South Carolina","2021","--","5,193,848","--","--","--"
"Non-Drug Poisoning","South Carolina","2020","15**","5,132,151","0.29**","0.30**","405"
"Non-Drug Poisoning","South Carolina","2019","16**","5,157,702","0.31**","0.37**","424"
"Non-Drug Poisoning","South Carolina","2018","12**","5,091,702","0.24**","0.23**","219"
"Non-Drug Poisoning","South Dakota","2023","--","919,318","--","--","--"
"Non-Drug Poisoning","South Dakota","2022","--","909,869","--","--","--"
"Non-Drug Poisoning","South Dakota","2021","--","896,299","--","--","--"
"Non-Drug Poisoning","South Dakota","2020","--","887,852","--","--","--"
"Non-Drug Poisoning","South Dakota","2019","--","887,127","--","--","--"
"Non-Drug Poisoning","South Dakota","2018","--","879,386","--","--","--"
"Non-Drug Poisoning","Tennessee","2023","19**","7,126,489","0.27**","0.26**","325"
"Non-Drug Poisoning","Tennessee","2022","16**","7,048,976","0.23**","0.19**","138"
"Non-Drug Poisoning","Tennessee","2021","22","6,963,709","0.32","0.26","269"
"Non-Drug Poisoning","Tennessee","2020","27","6,926,091","0.39","0.40","533"
"Non-Drug Poisoning","Tennessee","2019","36","6,830,325","0.53","0.50","677"
"Non-Drug Poisoning","Tennessee","2018","19**","6,778,180","0.28**","0.31**","335"
"Non-Drug Poisoning","Texas","2023","74","30,503,301","0.24","0.23","1,413"
"Non-Drug Poisoning","Texas","2022","89","30,029,848","0.30","0.29","1,556"
"Non-Drug Poisoning","Texas","2021","65","29,561,286","0.22","0.22","1,267"
"Non-Drug Poisoning","Texas","2020","69","29,234,361","0.24","0.23","1,522"
"Non-Drug Poisoning","Texas","2019","75","28,986,794","0.26","0.27","1,530"
"Non-Drug Poisoning","Texas","2018","56","28,624,564","0.20","0.19","1,159"
"Non-Drug Poisoning","Utah","2023","22","3,417,734","0.64","0.71","469"
"Non-Drug Poisoning","Utah","2022","29","3,381,236","0.86","0.92","550"
"Non-Drug Poisoning","Utah","2021","17**","3,339,284","0.51**","0.57**","425"
"Non-Drug Poisoning","Utah","2020","20**","3,283,982","0.61**","0.68**","407"
"Non-Drug Poisoning","Utah","2019","20**","3,203,383","0.62**","0.68**","517"
"Non-Drug Poisoning","Utah","2018","28","3,155,153","0.89","0.92","719"
"Non-Drug Poisoning","Vermont","2023","--","647,464","--","--","--"
"Non-Drug Poisoning","Vermont","2022","--","647,110","--","--","--"
"Non-Drug Poisoning","Vermont","2021","--","647,093","--","--","--"
"Non-Drug Poisoning","Vermont","2020","--","642,936","--","--","--"
"Non-Drug Poisoning","Vermont","2019","--","624,046","--","--","--"
"Non-Drug Poisoning","Vermont","2018","--","624,802","--","--","--"
"Non-Drug Poisoning","Virginia","2023","33","8,715,698","0.38","0.37","732"
"Non-Drug Poisoning","Virginia","2022","15**","8,679,099","0.17**","0.17**","307"
"Non-Drug Poisoning","Virginia","2021","29","8,657,348","0.34","0.32","641"
"Non-Drug Poisoning","Virginia","2020","29","8,637,193","0.34","0.34","672"
"Non-Drug Poisoning","Virginia","2019","18**","8,556,642","0.21**","0.21**","287"
"Non-Drug Poisoning","Virginia","2018","36","8,510,920","0.42","0.39","678"
"Non-Drug Poisoning","Washington","2023","39","7,812,880","0.50","0.46","768"
"Non-Drug Poisoning","Washington","2022","41","7,784,477","0.53","0.48","594"
"Non-Drug Poisoning","Washington","2021","38","7,741,433","0.49","0.46","691"
"Non-Drug Poisoning","Washington","2020","40","7,724,566","0.52","0.49","776"
"Non-Drug Poisoning","Washington","2019","53","7,614,024","0.70","0.65","856"
"Non-Drug Poisoning","Washington","2018","52","7,526,793","0.69","0.62","834"
"Non-Drug Poisoning","West Virginia","2023","--","1,770,071","--","--","--"
"Non-Drug Poisoning","West Virginia","2022","--","1,774,035","--","--","--"
"Non-Drug Poisoning","West Virginia","2021","--","1,785,249","--","--","--"
"Non-Drug Poisoning","West Virginia","2020","--","1,791,562","--","--","--"
"Non-Drug Poisoning","West Virginia","2019","--","1,795,263","--","--","--"
"Non-Drug Poisoning","West Virginia","2018","--","1,805,953","--","--","--"
"Non-Drug Poisoning","Wisconsin","2023","37","5,910,955","0.63","0.60","737"
"Non-Drug Poisoning","Wisconsin","2022","31","5,890,543","0.53","0.51","528"
"Non-Drug Poisoning","Wisconsin","2021","20**","5,879,978","0.34**","0.33**","300"
"Non-Drug Poisoning","Wisconsin","2020","24","5,896,700","0.41","0.36","289"
"Non-Drug Poisoning","Wisconsin","2019","33","5,824,581","0.57","0.56","601"
"Non-Drug Poisoning","Wisconsin","2018","28","5,809,319","0.48","0.49","598"
"Non-Drug Poisoning","Wyoming","2023","--","584,057","--","--","--"
"Non-Drug Poisoning","Wyoming","2022","--","581,629","--","--","--"
"Non-Drug Poisoning","Wyoming","2021","--","579,548","--","--","--"
"Non-Drug Poisoning","Wyoming","2020","--","577,664","--","--","--"
"Non-Drug Poisoning","Wyoming","2019","--","580,116","--","--","--"
"Non-Drug Poisoning","Wyoming","2018","--","579,054","--","--","--"
"Struck by / against","Alabama","2023","--","5,108,468","--","--","--"
"Struck by / against","Alabama","2022","--","5,073,903","--","--","--"
"Struck by / against","Alabama","2021","--","5,050,380","--","--","--"
"Struck by / against","Alabama","2020","--","5,031,864","--","--","--"
"Struck by / against","Alabama","2019","--","4,907,965","--","--","--"
"Struck by / against","Alabama","2018","--","4,891,628","--","--","--"
"Struck by / against","Alaska","2023","--","733,406","--","--","--"
"Struck by / against","Alaska","2022","--","733,276","--","--","--"
"Struck by / against","Alaska","2021","--","734,923","--","--","--"
"Struck by / against","Alaska","2020","--","732,964","--","--","--"
"Struck by / against","Alaska","2019","--","733,603","--","--","--"
"Struck by / against","Alaska","2018","--","736,624","--","--","--"
"Struck by / against","Arizona","2023","--","7,431,344","--","--","--"
"Struck by / against","Arizona","2022","--","7,365,684","--","--","--"
"Struck by / against","Arizona","2021","--","7,272,487","--","--","--"
"Struck by / against","Arizona","2020","--","7,186,683","--","--","--"
"Struck by / against","Arizona","2019","--","7,291,843","--","--","--"
"Struck by / against","Arizona","2018","--","7,164,228","--","--","--"
"Struck by / against","Arkansas","2023","--","3,067,732","--","--","--"
"Struck by / against","Arkansas","2022","--","3,046,404","--","--","--"
"Struck by / against","Arkansas","2021","--","3,028,443","--","--","--"
"Struck by / against","Arkansas","2020","--","3,014,348","--","--","--"
"Struck by / against","Arkansas","2019","--","3,020,985","--","--","--"
"Struck by / against","Arkansas","2018","--","3,012,161","--","--","--"
"Struck by / against","California","2023","33","38,965,193","0.09","0.08","571"
"Struck by / against","California","2022","25","39,040,616","0.06","0.06","391"
"Struck by / against","California","2021","36","39,145,060","0.09","0.09","619"
"Struck by / against","California","2020","50","39,503,200","0.13","0.12","946"
"Struck by / against","California","2019","38","39,437,610","0.10","0.09","740"
"Struck by / against","California","2018","42","39,437,463","0.11","0.10","809"
"Struck by / against","Colorado","2023","--","5,877,610","--","--","--"
"Struck by / against","Colorado","2022","--","5,841,039","--","--","--"
"Struck by / against","Colorado","2021","--","5,811,596","--","--","--"
"Struck by / against","Colorado","2020","--","5,785,219","--","--","--"
"Struck by / against","Colorado","2019","--","5,758,486","--","--","--"
"Struck by / against","Connecticut","2023","--","3,617,176","--","--","--"
"Struck by / against","Connecticut","2022","--","3,608,706","--","--","--"
"Struck by / against","Connecticut","2021","--","3,603,691","--","--","--"
"Struck by / against","Connecticut","2019","--","3,566,022","--","--","--"
"Struck by / against","Connecticut","2018","--","3,574,561","--","--","--"
"Struck by / against","Delaware","2022","--","1,019,459","--","--","--"
"Struck by / against","Delaware","2021","--","1,004,881","--","--","--"
"Struck by / against","Delaware","2020","--","991,862","--","--","--"
"Struck by / against","District of Columbia","2023","--","678,972","--","--","--"
"Struck by / against","District of Columbia","2022","--","670,949","--","--","--"
"Struck by / against","District of Columbia","2021","--","669,037","--","--","--"
"Struck by / against","District of Columbia","2020","--","670,839","--","--","--"
"Struck by / against","District of Columbia","2019","--","708,253","--","--","--"
"Struck by / against","Florida","2023","--","22,610,726","--","--","--"
"Struck by / against","Florida","2022","13**","22,245,521","0.06**","0.05**","223"
"Struck by / against","Florida","2021","19**","21,830,708","0.09**","0.08**","318"
"Struck by / against","Florida","2020","14**","21,591,299","0.07**","0.06**","192"
"Struck by / against","Florida","2019","11**","21,492,056","0.05**","0.04**","110"
"Struck by / against","Florida","2018","18**","21,254,926","0.09**","0.08**","318"
"Struck by / against","Georgia","2023","10**","11,029,227","0.09**","0.09**","265"
"Struck by / against","Georgia","2022","16**","10,913,150","0.15**","0.14**","243"
"Struck by / against","Georgia","2021","20**","10,790,385","0.19**","0.18**","362"
"Struck by / against","Georgia","2020","13**","10,732,390","0.12**","0.11**","261"
"Struck by / against","Georgia","2019","12**","10,628,020","0.11**","0.11**","196"
"Struck by / against","Georgia","2018","--","10,519,389","--","--","--"
"Struck by / against","Hawaii","2023","--","1,435,138","--","--","--"
"Struck by / against","Hawaii","2022","--","1,439,399","--","--","--"
"Struck by / against","Hawaii","2021","--","1,446,745","--","--","--"
"Struck by / against","Hawaii","2020","--","1,451,181","--","--","--"
"Struck by / against","Hawaii","2018","--","1,423,102","--","--","--"
"Struck by / against","Idaho","2023","--","1,964,726","--","--","--"
"Struck by / against","Idaho","2021","--","1,904,537","--","--","--"
"Struck by / against","Idaho","2020","--","1,849,339","--","--","--"
"Struck by / against","Idaho","2018","--","1,752,074","--","--","--"
"Struck by / against","Illinois","2023","--","12,549,689","--","--","--"
"Struck by / against","Illinois","2022","15**","12,582,515","0.12**","0.10**","170"
"Struck by / against","Illinois","2021","--","12,690,341","--","--","--"
"Struck by / against","Illinois","2020","--","12,790,357","--","--","--"
"Struck by / against","Illinois","2019","--","12,667,017","--","--","--"
"Struck by / against","Illinois","2018","--","12,724,685","--","--","--"
"Struck by / against","Indiana","2023","--","6,862,199","--","--","--"
"Struck by / against","Indiana","2022","--","6,832,274","--","--","--"
"Struck by / against","Indiana","2021","--","6,813,798","--","--","--"
"Struck by / against","Indiana","2020","--","6,789,098","--","--","--"
"Struck by / against","Indiana","2019","--","6,731,010","--","--","--"
"Struck by / against","Indiana","2018","--","6,698,481","--","--","--"
"Struck by / against","Iowa","2022","--","3,199,693","--","--","--"
"Struck by / against","Iowa","2020","--","3,190,904","--","--","--"
"Struck by / against","Iowa","2018","--","3,149,900","--","--","--"
"Struck by / against","Kansas","2023","--","2,940,546","--","--","--"
"Struck by / against","Kansas","2022","--","2,936,716","--","--","--"
"Struck by / against","Kansas","2020","--","2,938,124","--","--","--"
"Struck by / against","Kansas","2019","--","2,912,635","--","--","--"
"Struck by / against","Kansas","2018","--","2,912,748","--","--","--"
"Struck by / against","Kentucky","2023","--","4,526,154","--","--","--"
"Struck by / against","Kentucky","2022","--","4,511,563","--","--","--"
"Struck by / against","Kentucky","2021","--","4,507,600","--","--","--"
"Struck by / against","Kentucky","2020","--","4,508,155","--","--","--"
"Struck by / against","Kentucky","2019","--","4,472,345","--","--","--"
"Struck by / against","Kentucky","2018","--","4,464,273","--","--","--"
"Struck by / against","Louisiana","2023","--","4,573,749","--","--","--"
"Struck by / against","Louisiana","2022","--","4,588,023","--","--","--"
"Struck by / against","Louisiana","2021","10**","4,627,047","0.22**","0.19**","143"
"Struck by / against","Louisiana","2020","10**","4,652,022","0.22**","0.19**","94"
"Struck by / against","Louisiana","2019","--","4,658,285","--","--","--"
"Struck by / against","Louisiana","2018","--","4,664,450","--","--","--"
"Struck by / against","Maine","2022","--","1,389,338","--","--","--"
"Struck by / against","Maine","2019","--","1,345,770","--","--","--"
"Struck by / against","Maryland","2023","--","6,180,253","--","--","--"
"Struck by / against","Maryland","2022","--","6,163,981","--","--","--"
"Struck by / against","Maryland","2021","--","6,175,045","--","--","--"
"Struck by / against","Maryland","2020","--","6,173,689","--","--","--"
"Struck by / against","Maryland","2019","--","6,054,954","--","--","--"
"Struck by / against","Maryland","2018","--","6,042,153","--","--","--"
"Struck by / against","Massachusetts","2023","--","7,001,399","--","--","--"
"Struck by / against","Massachusetts","2022","--","6,982,740","--","--","--"
"Struck by / against","Massachusetts","2021","--","6,991,951","--","--","--"
"Struck by / against","Massachusetts","2020","--","6,997,713","--","--","--"
"Struck by / against","Michigan","2023","--","10,037,261","--","--","--"
"Struck by / against","Michigan","2022","--","10,033,281","--","--","--"
"Struck by / against","Michigan","2021","--","10,038,117","--","--","--"
"Struck by / against","Michigan","2020","--","10,070,627","--","--","--"
"Struck by / against","Michigan","2019","--","9,984,795","--","--","--"
"Struck by / against","Michigan","2018","--","9,987,286","--","--","--"
"Struck by / against","Minnesota","2023","--","5,737,915","--","--","--"
"Struck by / against","Minnesota","2021","--","5,717,968","--","--","--"
"Struck by / against","Minnesota","2020","--","5,710,578","--","--","--"
"Struck by / against","Minnesota","2019","--","5,640,053","--","--","--"
"Struck by / against","Minnesota","2018","--","5,608,762","--","--","--"
"Struck by / against","Mississippi","2023","--","2,939,690","--","--","--"
"Struck by / against","Mississippi","2022","--","2,938,928","--","--","--"
"Struck by / against","Mississippi","2021","--","2,949,582","--","--","--"
"Struck by / against","Mississippi","2020","--","2,958,409","--","--","--"
"Struck by / against","Mississippi","2019","--","2,978,227","--","--","--"
"Struck by / against","Missouri","2023","--","6,196,156","--","--","--"
"Struck by / against","Missouri","2022","--","6,177,168","--","--","--"
"Struck by / against","Missouri","2021","--","6,170,393","--","--","--"
"Struck by / against","Missouri","2020","--","6,154,426","--","--","--"
"Struck by / against","Missouri","2019","--","6,140,475","--","--","--"
"Struck by / against","Missouri","2018","--","6,125,986","--","--","--"
"Struck by / against","Montana","2023","--","1,132,812","--","--","--"
"Struck by / against","Montana","2022","--","1,122,878","--","--","--"
"Struck by / against","Montana","2020","--","1,087,211","--","--","--"
"Struck by / against","Montana","2019","--","1,070,123","--","--","--"
"Struck by / against","Montana","2018","--","1,061,818","--","--","--"
"Struck by / against","Nebraska","2023","--","1,978,379","--","--","--"
"Struck by / against","Nebraska","2022","--","1,968,060","--","--","--"
"Struck by / against","Nebraska","2021","--","1,964,253","--","--","--"
"Struck by / against","Nebraska","2020","--","1,963,273","--","--","--"
"Struck by / against","Nebraska","2019","--","1,932,571","--","--","--"
"Struck by / against","Nevada","2023","--","3,194,176","--","--","--"
"Struck by / against","Nevada","2022","--","3,177,421","--","--","--"
"Struck by / against","Nevada","2021","--","3,146,632","--","--","--"
"Struck by / against","Nevada","2020","--","3,115,840","--","--","--"
"Struck by / against","Nevada","2019","--","3,090,771","--","--","--"
"Struck by / against","Nevada","2018","--","3,030,725","--","--","--"
"Struck by / against","New Hampshire","2019","--","1,360,783","--","--","--"
"Struck by / against","New Jersey","2023","--","9,290,841","--","--","--"
"Struck by / against","New Jersey","2022","--","9,260,817","--","--","--"
"Struck by / against","New Jersey","2021","--","9,269,175","--","--","--"
"Struck by / against","New Jersey","2020","--","9,272,392","--","--","--"
"Struck by / against","New Jersey","2019","--","8,891,258","--","--","--"
"Struck by / against","New Jersey","2018","--","8,891,730","--","--","--"
"Struck by / against","New Mexico","2023","--","2,114,371","--","--","--"
"Struck by / against","New Mexico","2022","--","2,113,476","--","--","--"
"Struck by / against","New Mexico","2021","--","2,116,950","--","--","--"
"Struck by / against","New Mexico","2020","--","2,118,488","--","--","--"
"Struck by / against","New Mexico","2019","--","2,099,634","--","--","--"
"Struck by / against","New Mexico","2018","--","2,093,754","--","--","--"
"Struck by / against","New York","2023","11**","19,571,216","0.06**","0.05**","187"
"Struck by / against","New York","2022","10**","19,673,200","0.05**","0.04**","137"
"Struck by / against","New York","2021","19**","19,854,526","0.10**","0.09**","279"
"Struck by / against","New York","2020","13**","20,104,710","0.07**","0.06**","193"
"Struck by / against","New York","2019","--","19,463,131","--","--","--"
"Struck by / against","New York","2018","11**","19,544,098","0.06**","0.05**","194"
"Struck by / against","North Carolina","2023","16**","10,835,491","0.15**","0.13**","265"
"Struck by / against","North Carolina","2022","13**","10,695,965","0.12**","0.11**","130"
"Struck by / against","North Carolina","2021","12**","10,567,100","0.11**","0.11**","259"
"Struck by / against","North Carolina","2020","--","10,453,812","--","--","--"
"Struck by / against","North Carolina","2019","--","10,501,384","--","--","--"
"Struck by / against","North Carolina","2018","--","10,391,358","--","--","--"
"Struck by / against","North Dakota","2018","--","760,062","--","--","--"
"Struck by / against","Ohio","2023","10**","11,785,935","0.09**","0.07**","187"
"Struck by / against","Ohio","2022","--","11,759,697","--","--","--"
"Struck by / against","Ohio","2021","--","11,765,227","--","--","--"
"Struck by / against","Ohio","2020","--","11,798,292","--","--","--"
"Struck by / against","Ohio","2019","--","11,696,507","--","--","--"
"Struck by / against","Ohio","2018","--","11,680,892","--","--","--"
"Struck by / against","Oklahoma","2022","--","4,019,271","--","--","--"
"Struck by / against","Oklahoma","2021","--","3,991,634","--","--","--"
"Struck by / against","Oklahoma","2020","--","3,965,234","--","--","--"
"Struck by / against","Oklahoma","2019","--","3,960,676","--","--","--"
"Struck by / against","Oklahoma","2018","--","3,943,488","--","--","--"
"Struck by / against","Oregon","2023","--","4,233,358","--","--","--"
"Struck by / against","Oregon","2022","--","4,239,379","--","--","--"
"Struck by / against","Oregon","2021","--","4,256,465","--","--","--"
"Struck by / against","Oregon","2020","--","4,245,044","--","--","--"
"Struck by / against","Oregon","2019","--","4,216,116","--","--","--"
"Struck by / against","Oregon","2018","--","4,183,538","--","--","--"
"Struck by / against","Pennsylvania","2023","--","12,961,683","--","--","--"
"Struck by / against","Pennsylvania","2022","--","12,972,091","--","--","--"
"Struck by / against","Pennsylvania","2021","12**","13,013,614","0.09**","0.09**","279"
"Struck by / against","Pennsylvania","2020","--","12,995,477","--","--","--"
"Struck by / against","Pennsylvania","2019","--","12,798,883","--","--","--"
"Struck by / against","Pennsylvania","2018","--","12,809,107","--","--","--"
"Struck by / against","Rhode Island","2023","--","1,095,962","--","--","--"
"Struck by / against","Rhode Island","2019","--","1,058,158","--","--","--"
"Struck by / against","South Carolina","2023","--","5,373,555","--","--","--"
"Struck by / against","South Carolina","2022","--","5,282,955","--","--","--"
"Struck by / against","South Carolina","2021","--","5,193,848","--","--","--"
"Struck by / against","South Carolina","2020","--","5,132,151","--","--","--"
"Struck by / against","South Carolina","2019","--","5,157,702","--","--","--"
"Struck by / against","South Carolina","2018","--","5,091,702","--","--","--"
"Struck by / against","South Dakota","2023","--","919,318","--","--","--"
"Struck by / against","South Dakota","2022","--","909,869","--","--","--"
"Struck by / against","South Dakota","2021","--","896,299","--","--","--"
"Struck by / against","South Dakota","2020","--","887,852","--","--","--"
"Struck by / against","South Dakota","2019","--","887,127","--","--","--"
"Struck by / against","South Dakota","2018","--","879,386","--","--","--"
"Struck by / against","Tennessee","2023","--","7,126,489","--","--","--"
"Struck by / against","Tennessee","2022","--","7,048,976","--","--","--"
"Struck by / against","Tennessee","2020","--","6,926,091","--","--","--"
"Struck by / against","Tennessee","2019","--","6,830,325","--","--","--"
"Struck by / against","Tennessee","2018","--","6,778,180","--","--","--"
"Struck by / against","Texas","2023","16**","30,503,301","0.05**","0.05**","355"
"Struck by / against","Texas","2022","23","30,029,848","0.08","0.08","318"
"Struck by / against","Texas","2021","22","29,561,286","0.07","0.08","334"
"Struck by / against","Texas","2020","19**","29,234,361","0.07**","0.06**","197"
"Struck by / against","Texas","2019","17**","28,986,794","0.06**","0.07**","348"
"Struck by / against","Texas","2018","14**","28,624,564","0.05**","0.05**","248"
"Struck by / against","Utah","2022","--","3,381,236","--","--","--"
"Struck by / against","Utah","2021","--","3,339,284","--","--","--"
"Struck by / against","Utah","2020","--","3,283,982","--","--","--"
"Struck by / against","Utah","2019","--","3,203,383","--","--","--"
"Struck by / against","Utah","2018","--","3,155,153","--","--","--"
"Struck by / against","Vermont","2020","--","642,936","--","--","--"
"Struck by / against","Vermont","2019","--","624,046","--","--","--"
"Struck by / against","Virginia","2023","--","8,715,698","--","--","--"
"Struck by / against","Virginia","2022","--","8,679,099","--","--","--"
"Struck by / against","Virginia","2021","--","8,657,348","--","--","--"
"Struck by / against","Virginia","2020","--","8,637,193","--","--","--"
"Struck by / against","Virginia","2019","--","8,556,642","--","--","--"
"Struck by / against","Virginia","2018","--","8,510,920","--","--","--"
"Struck by / against","Washington","2023","--","7,812,880","--","--","--"
"Struck by / against","Washington","2022","--","7,784,477","--","--","--"
"Struck by / against","Washington","2021","--","7,741,433","--","--","--"
"Struck by / against","Washington","2020","--","7,724,566","--","--","--"
"Struck by / against","Washington","2019","--","7,614,024","--","--","--"
"Struck by / against","Washington","2018","--","7,526,793","--","--","--"
"Struck by / against","West Virginia","2023","--","1,770,071","--","--","--"
"Struck by / against","West Virginia","2022","--","1,774,035","--","--","--"
"Struck by / against","West Virginia","2021","--","1,785,249","--","--","--"
"Struck by / against","West Virginia","2020","--","1,791,562","--","--","--"
"Struck by / against","West Virginia","2018","--","1,805,953","--","--","--"
"Struck by / against","Wisconsin","2023","--","5,910,955","--","--","--"
"Struck by / against","Wisconsin","2022","--","5,890,543","--","--","--"
"Struck by / against","Wisconsin","2021","--","5,879,978","--","--","--"
"Struck by / against","Wisconsin","2020","--","5,896,700","--","--","--"
"Struck by / against","Wisconsin","2019","--","5,824,581","--","--","--"
"Struck by / against","Wisconsin","2018","--","5,809,319","--","--","--"
"Struck by / against","Wyoming","2018","--","579,054","--","--","--"
"Suffocation","Alabama","2023","175","5,108,468","3.43","3.73","4,768"
"Suffocation","Alabama","2022","147","5,073,903","2.90","3.15","3,567"
"Suffocation","Alabama","2021","138","5,050,380","2.73","3.02","3,737"
"Suffocation","Alabama","2020","184","5,031,864","3.66","3.92","5,090"
"Suffocation","Alabama","2019","186","4,907,965","3.79","4.16","5,283"
"Suffocation","Alabama","2018","193","4,891,628","3.95","4.31","5,593"
"Suffocation","Alaska","2023","65","733,406","8.86","9.29","1,934"
"Suffocation","Alaska","2022","71","733,276","9.68","9.66","2,253"
"Suffocation","Alaska","2021","65","734,923","8.84","8.89","2,071"
"Suffocation","Alaska","2020","56","732,964","7.64","7.53","1,947"
"Suffocation","Alaska","2019","70","733,603","9.54","9.71","2,452"
"Suffocation","Alaska","2018","57","736,624","7.74","7.73","1,790"
"Suffocation","Arizona","2023","318","7,431,344","4.28","4.44","8,168"
"Suffocation","Arizona","2022","337","7,365,684","4.58","4.77","8,901"
"Suffocation","Arizona","2021","349","7,272,487","4.80","5.00","9,885"
"Suffocation","Arizona","2020","319","7,186,683","4.44","4.60","8,771"
"Suffocation","Arizona","2019","348","7,291,843","4.77","4.84","8,945"
"Suffocation","Arizona","2018","389","7,164,228","5.43","5.59","10,553"
"Suffocation","Arkansas","2023","155","3,067,732","5.05","5.45","4,109"
"Suffocation","Arkansas","2022","141","3,046,404","4.63","5.03","3,893"
"Suffocation","Arkansas","2021","142","3,028,443","4.69","5.24","3,641"
"Suffocation","Arkansas","2020","146","3,014,348","4.84","5.24","4,307"
"Suffocation","Arkansas","2019","146","3,020,985","4.83","5.10","3,877"
"Suffocation","Arkansas","2018","133","3,012,161","4.42","4.75","3,653"
"Suffocation","California","2023","1,389","38,965,193","3.57","3.48","31,290"
"Suffocation","California","2022","1,430","39,040,616","3.66","3.58","32,650"
"Suffocation","California","2021","1,454","39,145,060","3.71","3.64","34,818"
"Suffocation","California","2020","1,505","39,503,200","3.81","3.71","35,580"
"Suffocation","California","2019","1,594","39,437,610","4.04","3.92","36,913"
"Suffocation","California","2018","1,690","39,437,463","4.29","4.14","38,138"
"Suffocation","Colorado","2023","290","5,877,610","4.93","4.72","7,116"
"Suffocation","Colorado","2022","325","5,841,039","5.56","5.53","7,816"
"Suffocation","Colorado","2021","356","5,811,596","6.13","5.94","9,507"
"Suffocation","Colorado","2020","372","5,785,219","6.43","6.30","10,157"
"Suffocation","Colorado","2019","388","5,758,486","6.74","6.71","10,658"
"Suffocation","Colorado","2018","380","5,697,155","6.67","6.59","10,370"
"Suffocation","Connecticut","2023","117","3,617,176","3.24","3.17","2,447"
"Suffocation","Connecticut","2022","141","3,608,706","3.91","3.99","3,402"
"Suffocation","Connecticut","2021","133","3,603,691","3.69","3.60","3,052"
"Suffocation","Connecticut","2020","136","3,577,586","3.80","3.64","2,886"
"Suffocation","Connecticut","2019","166","3,566,022","4.66","4.50","3,693"
"Suffocation","Connecticut","2018","160","3,574,561","4.48","4.19","3,276"
"Suffocation","Delaware","2023","41","1,031,890","3.97","3.86","930"
"Suffocation","Delaware","2022","30","1,019,459","2.94","2.64","561"
"Suffocation","Delaware","2021","34","1,004,881","3.38","3.61","884"
"Suffocation","Delaware","2020","40","991,862","4.03","4.10","837"
"Suffocation","Delaware","2019","35","976,668","3.58","3.92","891"
"Suffocation","Delaware","2018","43","966,985","4.45","4.62","1,150"
"Suffocation","District of Columbia","2023","15**","678,972","2.21**","2.10**","294"
"Suffocation","District of Columbia","2022","16**","670,949","2.39**","2.19**","377"
"Suffocation","District of Columbia","2021","19**","669,037","2.84**","2.72**","354"
"Suffocation","District of Columbia","2020","15**","670,839","2.24**","2.17**","418"
"Suffocation","District of Columbia","2019","17**","708,253","2.40**","2.45**","422"
"Suffocation","District of Columbia","2018","26","704,147","3.69","3.60","551"
"Suffocation","Florida","2023","748","22,610,726","3.31","3.35","15,842"
"Suffocation","Florida","2022","743","22,245,521","3.34","3.37","15,919"
"Suffocation","Florida","2021","755","21,830,708","3.46","3.46","16,325"
"Suffocation","Florida","2020","742","21,591,299","3.44","3.49","16,791"
"Suffocation","Florida","2019","886","21,492,056","4.12","4.14","18,971"
"Suffocation","Florida","2018","898","21,254,926","4.23","4.28","19,889"
"Suffocation","Georgia","2023","373","11,029,227","3.38","3.45","9,633"
"Suffocation","Georgia","2022","358","10,913,150","3.28","3.37","9,848"
"Suffocation","Georgia","2021","369","10,790,385","3.42","3.50","10,268"
"Suffocation","Georgia","2020","364","10,732,390","3.39","3.52","10,256"
