"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","40 to 44","Nevada","2023","47","217,830","21.58","--","1,088"
"Firearm","40 to 44","Nevada","2022","41","212,950","19.25","--","934"
"Firearm","40 to 44","Nevada","2021","46","207,158","22.21","--","1,078"
"Firearm","40 to 44","Nevada","2020","34","201,282","16.89","--","799"
"Firearm","40 to 44","Nevada","2019","18**","195,639","9.20**","--","403"
"Firearm","40 to 44","Nevada","2018","48","191,419","25.08","--","1,122"
"Firearm","40 to 44","New Hampshire","2023","--","85,568","--","--","--"
"Firearm","40 to 44","New Hampshire","2022","--","83,436","--","--","--"
"Firearm","40 to 44","New Hampshire","2021","--","80,808","--","--","--"
"Firearm","40 to 44","New Hampshire","2020","--","77,972","--","--","--"
"Firearm","40 to 44","New Hampshire","2019","--","75,017","--","--","--"
"Firearm","40 to 44","New Hampshire","2018","12**","74,767","16.05**","--","279"
"Firearm","40 to 44","New Jersey","2023","31","614,555","5.04","--","715"
"Firearm","40 to 44","New Jersey","2022","26","608,301","4.27","--","601"
"Firearm","40 to 44","New Jersey","2021","40","602,393","6.64","--","917"
"Firearm","40 to 44","New Jersey","2020","24","595,083","4.03","--","546"
"Firearm","40 to 44","New Jersey","2019","19**","557,466","3.41**","--","443"
"Firearm","40 to 44","New Jersey","2018","33","555,498","5.94","--","758"
"Firearm","40 to 44","New Mexico","2023","57","133,757","42.62","--","1,305"
"Firearm","40 to 44","New Mexico","2022","50","130,813","38.22","--","1,156"
"Firearm","40 to 44","New Mexico","2021","40","127,679","31.33","--","923"
"Firearm","40 to 44","New Mexico","2020","23","124,377","18.49","--","519"
"Firearm","40 to 44","New Mexico","2019","32","119,267","26.83","--","741"
"Firearm","40 to 44","New Mexico","2018","29","117,102","24.77","--","666"
"Firearm","40 to 44","New York","2023","90","1,232,398","7.30","--","2,084"
"Firearm","40 to 44","New York","2022","90","1,227,995","7.33","--","2,085"
"Firearm","40 to 44","New York","2021","81","1,228,166","6.60","--","1,868"
"Firearm","40 to 44","New York","2020","49","1,228,458","3.99","--","1,134"
"Firearm","40 to 44","New York","2019","50","1,158,240","4.32","--","1,164"
"Firearm","40 to 44","New York","2018","42","1,156,034","3.63","--","967"
"Firearm","40 to 44","North Carolina","2023","135","684,383","19.73","--","3,146"
"Firearm","40 to 44","North Carolina","2022","118","673,192","17.53","--","2,738"
"Firearm","40 to 44","North Carolina","2021","114","662,366","17.21","--","2,619"
"Firearm","40 to 44","North Carolina","2020","108","651,342","16.58","--","2,497"
"Firearm","40 to 44","North Carolina","2019","91","641,661","14.18","--","2,107"
"Firearm","40 to 44","North Carolina","2018","95","637,232","14.91","--","2,198"
"Firearm","40 to 44","North Dakota","2023","--","49,536","--","--","--"
"Firearm","40 to 44","North Dakota","2022","15**","47,879","31.33**","--","341"
"Firearm","40 to 44","North Dakota","2021","13**","46,150","28.17**","--","296"
"Firearm","40 to 44","North Dakota","2020","--","44,547","--","--","--"
"Firearm","40 to 44","North Dakota","2019","--","41,806","--","--","--"
"Firearm","40 to 44","North Dakota","2018","--","40,591","--","--","--"
"Firearm","40 to 44","Ohio","2023","144","734,546","19.60","--","3,318"
"Firearm","40 to 44","Ohio","2022","153","725,453","21.09","--","3,569"
"Firearm","40 to 44","Ohio","2021","127","714,589","17.77","--","2,952"
"Firearm","40 to 44","Ohio","2020","115","699,291","16.45","--","2,689"
"Firearm","40 to 44","Ohio","2019","109","673,884","16.18","--","2,516"
"Firearm","40 to 44","Ohio","2018","108","666,244","16.21","--","2,500"
"Firearm","40 to 44","Oklahoma","2023","70","266,833","26.23","--","1,632"
"Firearm","40 to 44","Oklahoma","2022","68","258,420","26.31","--","1,571"
"Firearm","40 to 44","Oklahoma","2021","68","250,204","27.18","--","1,576"
"Firearm","40 to 44","Oklahoma","2020","73","241,803","30.19","--","1,696"
"Firearm","40 to 44","Oklahoma","2019","64","233,567","27.40","--","1,471"
"Firearm","40 to 44","Oklahoma","2018","47","229,085","20.52","--","1,093"
"Firearm","40 to 44","Oregon","2023","50","295,933","16.90","--","1,172"
"Firearm","40 to 44","Oregon","2022","46","292,400","15.73","--","1,074"
"Firearm","40 to 44","Oregon","2021","55","289,084","19.03","--","1,283"
"Firearm","40 to 44","Oregon","2020","46","281,796","16.32","--","1,068"
"Firearm","40 to 44","Oregon","2019","44","271,047","16.23","--","1,004"
"Firearm","40 to 44","Oregon","2018","38","264,912","14.34","--","877"
"Firearm","40 to 44","Pennsylvania","2023","131","801,396","16.35","--","3,001"
"Firearm","40 to 44","Pennsylvania","2022","119","788,436","15.09","--","2,736"
"Firearm","40 to 44","Pennsylvania","2021","125","774,486","16.14","--","2,884"
"Firearm","40 to 44","Pennsylvania","2020","104","756,723","13.74","--","2,424"
"Firearm","40 to 44","Pennsylvania","2019","90","722,055","12.46","--","2,087"
"Firearm","40 to 44","Pennsylvania","2018","92","715,419","12.86","--","2,114"
"Firearm","40 to 44","Rhode Island","2023","--","68,437","--","--","--"
"Firearm","40 to 44","Rhode Island","2022","--","66,946","--","--","--"
"Firearm","40 to 44","Rhode Island","2021","--","65,209","--","--","--"
"Firearm","40 to 44","Rhode Island","2020","--","63,368","--","--","--"
"Firearm","40 to 44","Rhode Island","2019","--","58,996","--","--","--"
"Firearm","40 to 44","Rhode Island","2018","--","58,702","--","--","--"
"Firearm","40 to 44","South Carolina","2023","58","333,116","17.41","--","1,334"
"Firearm","40 to 44","South Carolina","2022","67","324,712","20.63","--","1,544"
"Firearm","40 to 44","South Carolina","2021","88","315,446","27.90","--","2,029"
"Firearm","40 to 44","South Carolina","2020","74","306,220","24.17","--","1,705"
"Firearm","40 to 44","South Carolina","2019","74","300,607","24.62","--","1,679"
"Firearm","40 to 44","South Carolina","2018","60","295,595","20.30","--","1,380"
"Firearm","40 to 44","South Dakota","2023","12**","57,925","20.72**","--","276"
"Firearm","40 to 44","South Dakota","2022","--","56,172","--","--","--"
"Firearm","40 to 44","South Dakota","2021","11**","53,891","20.41**","--","255"
"Firearm","40 to 44","South Dakota","2020","--","51,563","--","--","--"
"Firearm","40 to 44","South Dakota","2019","--","49,085","--","--","--"
"Firearm","40 to 44","South Dakota","2018","--","47,630","--","--","--"
"Firearm","40 to 44","Tennessee","2023","118","451,970","26.11","--","2,701"
"Firearm","40 to 44","Tennessee","2022","107","444,396","24.08","--","2,451"
"Firearm","40 to 44","Tennessee","2021","126","435,703","28.92","--","2,897"
"Firearm","40 to 44","Tennessee","2020","105","427,066","24.59","--","2,405"
"Firearm","40 to 44","Tennessee","2019","106","412,383","25.70","--","2,447"
"Firearm","40 to 44","Tennessee","2018","74","408,011","18.14","--","1,711"
"Firearm","40 to 44","Texas","2023","376","2,120,407","17.73","--","8,673"
"Firearm","40 to 44","Texas","2022","344","2,057,624","16.72","--","7,896"
"Firearm","40 to 44","Texas","2021","327","1,993,876","16.40","--","7,584"
"Firearm","40 to 44","Texas","2020","322","1,937,204","16.62","--","7,445"
"Firearm","40 to 44","Texas","2019","265","1,876,184","14.12","--","6,121"
"Firearm","40 to 44","Texas","2018","237","1,845,129","12.85","--","5,476"
"Firearm","40 to 44","Utah","2023","52","238,741","21.78","--","1,185"
"Firearm","40 to 44","Utah","2022","40","237,490","16.84","--","939"
"Firearm","40 to 44","Utah","2021","33","233,110","14.16","--","766"
"Firearm","40 to 44","Utah","2020","34","225,242","15.10","--","795"
"Firearm","40 to 44","Utah","2019","35","212,449","16.48","--","813"
"Firearm","40 to 44","Utah","2018","33","203,409","16.22","--","757"
"Firearm","40 to 44","Vermont","2023","--","40,185","--","--","--"
"Firearm","40 to 44","Vermont","2022","--","39,184","--","--","--"
"Firearm","40 to 44","Vermont","2021","--","38,107","--","--","--"
"Firearm","40 to 44","Vermont","2020","--","36,721","--","--","--"
"Firearm","40 to 44","Vermont","2019","--","34,324","--","--","--"
"Firearm","40 to 44","Vermont","2018","--","34,004","--","--","--"
"Firearm","40 to 44","Virginia","2023","90","586,654","15.34","--","2,099"
"Firearm","40 to 44","Virginia","2022","91","576,048","15.80","--","2,098"
"Firearm","40 to 44","Virginia","2021","70","564,932","12.39","--","1,628"
"Firearm","40 to 44","Virginia","2020","65","552,252","11.77","--","1,512"
"Firearm","40 to 44","Virginia","2019","70","531,783","13.16","--","1,602"
"Firearm","40 to 44","Virginia","2018","68","525,299","12.95","--","1,567"
"Firearm","40 to 44","Washington","2023","115","545,829","21.07","--","2,653"
"Firearm","40 to 44","Washington","2022","86","531,903","16.17","--","1,967"
"Firearm","40 to 44","Washington","2021","53","518,123","10.23","--","1,229"
"Firearm","40 to 44","Washington","2020","52","501,812","10.36","--","1,210"
"Firearm","40 to 44","Washington","2019","57","478,245","11.92","--","1,309"
"Firearm","40 to 44","Washington","2018","51","466,196","10.94","--","1,172"
"Firearm","40 to 44","West Virginia","2023","36","109,115","32.99","--","835"
"Firearm","40 to 44","West Virginia","2022","22","110,037","19.99","--","510"
"Firearm","40 to 44","West Virginia","2021","29","110,732","26.19","--","669"
"Firearm","40 to 44","West Virginia","2020","29","110,048","26.35","--","677"
"Firearm","40 to 44","West Virginia","2019","30","107,621","27.88","--","689"
"Firearm","40 to 44","West Virginia","2018","24","107,518","22.32","--","554"
"Firearm","40 to 44","Wisconsin","2023","51","378,078","13.49","--","1,165"
"Firearm","40 to 44","Wisconsin","2022","66","372,042","17.74","--","1,532"
"Firearm","40 to 44","Wisconsin","2021","54","364,684","14.81","--","1,255"
"Firearm","40 to 44","Wisconsin","2020","47","355,717","13.21","--","1,097"
"Firearm","40 to 44","Wisconsin","2019","36","339,957","10.59","--","828"
"Firearm","40 to 44","Wisconsin","2018","46","332,796","13.82","--","1,063"
"Firearm","40 to 44","Wyoming","2023","--","39,345","--","--","--"
"Firearm","40 to 44","Wyoming","2022","--","38,261","--","--","--"
"Firearm","40 to 44","Wyoming","2021","16**","37,164","43.05**","--","361"
"Firearm","40 to 44","Wyoming","2020","--","35,989","--","--","--"
"Firearm","40 to 44","Wyoming","2019","--","34,661","--","--","--"
"Firearm","40 to 44","Wyoming","2018","--","33,651","--","--","--"
"Firearm","45 to 49","Alabama","2023","91","297,326","30.61","--","1,635"
"Firearm","45 to 49","Alabama","2022","103","297,091","34.67","--","1,856"
"Firearm","45 to 49","Alabama","2021","78","300,655","25.94","--","1,393"
"Firearm","45 to 49","Alabama","2020","69","311,017","22.19","--","1,243"
"Firearm","45 to 49","Alabama","2019","72","309,098","23.29","--","1,296"
"Firearm","45 to 49","Alabama","2018","62","312,737","19.83","--","1,115"
"Firearm","45 to 49","Alaska","2023","--","41,147","--","--","--"
"Firearm","45 to 49","Alaska","2022","--","40,678","--","--","--"
"Firearm","45 to 49","Alaska","2021","--","40,855","--","--","--"
"Firearm","45 to 49","Alaska","2020","10**","41,915","23.86**","--","184"
"Firearm","45 to 49","Alaska","2019","16**","42,422","37.72**","--","287"
"Firearm","45 to 49","Alaska","2018","10**","43,481","23.00**","--","185"
"Firearm","45 to 49","Arizona","2023","96","422,717","22.71","--","1,736"
"Firearm","45 to 49","Arizona","2022","87","419,323","20.75","--","1,556"
"Firearm","45 to 49","Arizona","2021","75","418,564","17.92","--","1,352"
"Firearm","45 to 49","Arizona","2020","82","423,931","19.34","--","1,450"
"Firearm","45 to 49","Arizona","2019","69","433,051","15.93","--","1,241"
"Firearm","45 to 49","Arizona","2018","75","431,112","17.40","--","1,347"
"Firearm","45 to 49","Arkansas","2023","42","178,012","23.59","--","746"
"Firearm","45 to 49","Arkansas","2022","45","175,803","25.60","--","809"
"Firearm","45 to 49","Arkansas","2021","47","176,221","26.67","--","830"
"Firearm","45 to 49","Arkansas","2020","48","180,392","26.61","--","871"
"Firearm","45 to 49","Arkansas","2019","33","182,538","18.08","--","610"
"Firearm","45 to 49","Arkansas","2018","49","183,940","26.64","--","880"
"Firearm","45 to 49","California","2023","172","2,399,835","7.17","--","3,130"
"Firearm","45 to 49","California","2022","202","2,403,608","8.40","--","3,640"
"Firearm","45 to 49","California","2021","196","2,431,301","8.06","--","3,533"
"Firearm","45 to 49","California","2020","180","2,492,532","7.22","--","3,221"
"Firearm","45 to 49","California","2019","190","2,510,078","7.57","--","3,425"
"Firearm","45 to 49","California","2018","201","2,555,567","7.87","--","3,630"
"Firearm","45 to 49","Colorado","2023","71","358,387","19.81","--","1,283"
"Firearm","45 to 49","Colorado","2022","76","353,966","21.47","--","1,379"
"Firearm","45 to 49","Colorado","2021","65","355,041","18.31","--","1,162"
"Firearm","45 to 49","Colorado","2020","62","362,205","17.12","--","1,092"
"Firearm","45 to 49","Colorado","2019","67","364,951","18.36","--","1,227"
"Firearm","45 to 49","Colorado","2018","64","367,381","17.42","--","1,160"
"Firearm","45 to 49","Connecticut","2023","12**","210,545","5.70**","--","214"
"Firearm","45 to 49","Connecticut","2022","20**","209,700","9.54**","--","368"
"Firearm","45 to 49","Connecticut","2021","--","212,409","--","--","--"
"Firearm","45 to 49","Connecticut","2020","14**","220,908","6.34**","--","253"
"Firearm","45 to 49","Connecticut","2019","18**","225,304","7.99**","--","328"
"Firearm","45 to 49","Connecticut","2018","18**","234,914","7.66**","--","315"
"Firearm","45 to 49","Delaware","2023","--","54,848","--","--","--"
"Firearm","45 to 49","Delaware","2022","--","54,044","--","--","--"
"Firearm","45 to 49","Delaware","2021","--","54,321","--","--","--"
"Firearm","45 to 49","Delaware","2020","--","56,017","--","--","--"
"Firearm","45 to 49","Delaware","2019","--","56,778","--","--","--"
"Firearm","45 to 49","Delaware","2018","--","58,242","--","--","--"
"Firearm","45 to 49","District of Columbia","2023","--","37,308","--","--","--"
"Firearm","45 to 49","District of Columbia","2022","13**","36,320","35.79**","--","239"
"Firearm","45 to 49","District of Columbia","2021","--","36,248","--","--","--"
"Firearm","45 to 49","District of Columbia","2020","--","37,574","--","--","--"
"Firearm","45 to 49","District of Columbia","2019","--","38,779","--","--","--"
"Firearm","45 to 49","District of Columbia","2018","--","39,148","--","--","--"
"Firearm","45 to 49","Florida","2023","204","1,332,212","15.31","--","3,713"
"Firearm","45 to 49","Florida","2022","194","1,312,630","14.78","--","3,459"
"Firearm","45 to 49","Florida","2021","172","1,303,827","13.19","--","3,102"
"Firearm","45 to 49","Florida","2020","160","1,328,823","12.04","--","2,870"
"Firearm","45 to 49","Florida","2019","195","1,340,672","14.55","--","3,516"
"Firearm","45 to 49","Florida","2018","182","1,348,797","13.49","--","3,267"
"Firearm","45 to 49","Georgia","2023","123","681,594","18.05","--","2,226"
"Firearm","45 to 49","Georgia","2022","112","679,516","16.48","--","2,027"
"Firearm","45 to 49","Georgia","2021","146","685,432","21.30","--","2,643"
"Firearm","45 to 49","Georgia","2020","133","706,342","18.83","--","2,389"
"Firearm","45 to 49","Georgia","2019","128","712,718","17.96","--","2,319"
"Firearm","45 to 49","Georgia","2018","111","718,175","15.46","--","2,002"
"Firearm","45 to 49","Hawaii","2023","--","83,384","--","--","--"
"Firearm","45 to 49","Hawaii","2022","--","82,920","--","--","--"
"Firearm","45 to 49","Hawaii","2021","--","83,454","--","--","--"
"Firearm","45 to 49","Hawaii","2020","--","85,420","--","--","--"
"Firearm","45 to 49","Hawaii","2019","--","84,006","--","--","--"
"Firearm","45 to 49","Hawaii","2018","--","85,890","--","--","--"
"Firearm","45 to 49","Idaho","2023","31","114,584","27.05","--","573"
"Firearm","45 to 49","Idaho","2022","27","110,462","24.44","--","489"
"Firearm","45 to 49","Idaho","2021","28","107,310","26.09","--","501"
"Firearm","45 to 49","Idaho","2020","18**","105,588","17.05**","--","329"
"Firearm","45 to 49","Idaho","2019","19**","102,905","18.46**","--","353"
"Firearm","45 to 49","Idaho","2018","17**","101,843","16.69**","--","310"
"Firearm","45 to 49","Illinois","2023","98","763,824","12.83","--","1,781"
"Firearm","45 to 49","Illinois","2022","95","762,262","12.46","--","1,715"
"Firearm","45 to 49","Illinois","2021","110","773,800","14.22","--","1,993"
"Firearm","45 to 49","Illinois","2020","89","798,966","11.14","--","1,607"
"Firearm","45 to 49","Illinois","2019","72","798,602","9.02","--","1,283"
"Firearm","45 to 49","Illinois","2018","67","816,189","8.21","--","1,230"
"Firearm","45 to 49","Indiana","2023","93","400,437","23.23","--","1,685"
"Firearm","45 to 49","Indiana","2022","71","397,254","17.87","--","1,283"
