"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",2957
,"Bell County, TX","48027","Male","M",3019
,"Bexar County, TX","48029","Female","F",13127
,"Bexar County, TX","48029","Male","M",13887
,"Brazoria County, TX","48039","Female","F",2257
,"Brazoria County, TX","48039","Male","M",2373
,"Brazos County, TX","48041","Female","F",1341
,"Brazos County, TX","48041","Male","M",1351
,"Cameron County, TX","48061","Female","F",3057
,"Cameron County, TX","48061","Male","M",3219
,"Collin County, TX","48085","Female","F",5305
,"Collin County, TX","48085","Male","M",5614
,"Comal County, TX","48091","Female","F",749
,"Comal County, TX","48091","Male","M",731
,"Dallas County, TX","48113","Female","F",19238
,"Dallas County, TX","48113","Male","M",20025
,"Denton County, TX","48121","Female","F",4820
,"Denton County, TX","48121","Male","M",4966
,"Ector County, TX","48135","Female","F",1339
,"Ector County, TX","48135","Male","M",1411
,"Ellis County, TX","48139","Female","F",1081
,"Ellis County, TX","48139","Male","M",1133
,"El Paso County, TX","48141","Female","F",5895
,"El Paso County, TX","48141","Male","M",6118
,"Fort Bend County, TX","48157","Female","F",4716
,"Fort Bend County, TX","48157","Male","M",4911
,"Galveston County, TX","48167","Female","F",1986
,"Galveston County, TX","48167","Male","M",2009
,"Grayson County, TX","48181","Female","F",761
,"Grayson County, TX","48181","Male","M",819
,"Gregg County, TX","48183","Female","F",765
,"Gregg County, TX","48183","Male","M",858
,"Guadalupe County, TX","48187","Female","F",877
,"Guadalupe County, TX","48187","Male","M",896
,"Harris County, TX","48201","Female","F",33465
,"Harris County, TX","48201","Male","M",34957
,"Hays County, TX","48209","Female","F",1284
,"Hays County, TX","48209","Male","M",1300
,"Hidalgo County, TX","48215","Female","F",7051
,"Hidalgo County, TX","48215","Male","M",7057
,"Jefferson County, TX","48245","Female","F",1716
,"Jefferson County, TX","48245","Male","M",1759
,"Johnson County, TX","48251","Female","F",1005
,"Johnson County, TX","48251","Male","M",1112
,"Kaufman County, TX","48257","Female","F",813
,"Kaufman County, TX","48257","Male","M",862
,"Lubbock County, TX","48303","Female","F",1970
,"Lubbock County, TX","48303","Male","M",2047
,"McLennan County, TX","48309","Female","F",1706
,"McLennan County, TX","48309","Male","M",1740
,"Midland County, TX","48329","Female","F",1349
,"Midland County, TX","48329","Male","M",1477
,"Montgomery County, TX","48339","Female","F",3558
,"Montgomery County, TX","48339","Male","M",3581
,"Nueces County, TX","48355","Female","F",2205
,"Nueces County, TX","48355","Male","M",2315
,"Parker County, TX","48367","Female","F",728
,"Parker County, TX","48367","Male","M",770
,"Potter County, TX","48375","Female","F",858
,"Potter County, TX","48375","Male","M",856
,"Randall County, TX","48381","Female","F",739
,"Randall County, TX","48381","Male","M",811
,"Smith County, TX","48423","Female","F",1493
,"Smith County, TX","48423","Male","M",1562
,"Tarrant County, TX","48439","Female","F",13595
,"Tarrant County, TX","48439","Male","M",14225
,"Taylor County, TX","48441","Female","F",1026
,"Taylor County, TX","48441","Male","M",1068
,"Tom Green County, TX","48451","Female","F",749
,"Tom Green County, TX","48451","Male","M",809
,"Travis County, TX","48453","Female","F",7431
,"Travis County, TX","48453","Male","M",7711
,"Webb County, TX","48479","Female","F",2411
,"Webb County, TX","48479","Male","M",2461
,"Wichita County, TX","48485","Female","F",782
,"Wichita County, TX","48485","Male","M",842
,"Williamson County, TX","48491","Female","F",3155
,"Williamson County, TX","48491","Male","M",3277
,"Unidentified Counties, TX","48999","Female","F",27732
,"Unidentified Counties, TX","48999","Male","M",29019
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:19:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:19:10 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
