"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",612
,"Bartow County, GA","13015","Male","M",695
,"Bibb County, GA","13021","Female","F",1141
,"Bibb County, GA","13021","Male","M",1103
,"Carroll County, GA","13045","Female","F",796
,"Carroll County, GA","13045","Male","M",817
,"Chatham County, GA","13051","Female","F",1765
,"Chatham County, GA","13051","Male","M",1947
,"Cherokee County, GA","13057","Female","F",1210
,"Cherokee County, GA","13057","Male","M",1372
,"Clarke County, GA","13059","Female","F",672
,"Clarke County, GA","13059","Male","M",714
,"Clayton County, GA","13063","Female","F",1880
,"Clayton County, GA","13063","Male","M",1933
,"Cobb County, GA","13067","Female","F",4777
,"Cobb County, GA","13067","Male","M",4811
,"Columbia County, GA","13073","Female","F",795
,"Columbia County, GA","13073","Male","M",871
,"Coweta County, GA","13077","Female","F",865
,"Coweta County, GA","13077","Male","M",866
,"DeKalb County, GA","13089","Female","F",5310
,"DeKalb County, GA","13089","Male","M",5623
,"Douglas County, GA","13097","Female","F",828
,"Douglas County, GA","13097","Male","M",901
,"Fayette County, GA","13113","Female","F",433
,"Fayette County, GA","13113","Male","M",453
,"Forsyth County, GA","13117","Female","F",1148
,"Forsyth County, GA","13117","Male","M",1154
,"Fulton County, GA","13121","Female","F",6599
,"Fulton County, GA","13121","Male","M",6764
,"Gwinnett County, GA","13135","Female","F",5675
,"Gwinnett County, GA","13135","Male","M",5767
,"Hall County, GA","13139","Female","F",1278
,"Hall County, GA","13139","Male","M",1338
,"Henry County, GA","13151","Female","F",1216
,"Henry County, GA","13151","Male","M",1365
,"Houston County, GA","13153","Female","F",944
,"Houston County, GA","13153","Male","M",964
,"Lowndes County, GA","13185","Female","F",820
,"Lowndes County, GA","13185","Male","M",851
,"Muscogee County, GA","13215","Female","F",1332
,"Muscogee County, GA","13215","Male","M",1459
,"Paulding County, GA","13223","Female","F",818
,"Paulding County, GA","13223","Male","M",784
,"Richmond County, GA","13245","Female","F",1431
,"Richmond County, GA","13245","Male","M",1572
,"Whitfield County, GA","13313","Female","F",648
,"Whitfield County, GA","13313","Male","M",709
,"Unidentified Counties, GA","13999","Female","F",20220
,"Unidentified Counties, GA","13999","Male","M",21197
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 9:43:17 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 9:43:17 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
