"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",652
,"Allegan County, MI","26005","Male","M",654
,"Bay County, MI","26017","Female","F",480
,"Bay County, MI","26017","Male","M",529
,"Berrien County, MI","26021","Female","F",825
,"Berrien County, MI","26021","Male","M",912
,"Calhoun County, MI","26025","Female","F",724
,"Calhoun County, MI","26025","Male","M",811
,"Eaton County, MI","26045","Female","F",525
,"Eaton County, MI","26045","Male","M",572
,"Genesee County, MI","26049","Female","F",2366
,"Genesee County, MI","26049","Male","M",2373
,"Ingham County, MI","26065","Female","F",1591
,"Ingham County, MI","26065","Male","M",1646
,"Jackson County, MI","26075","Female","F",881
,"Jackson County, MI","26075","Male","M",891
,"Kalamazoo County, MI","26077","Female","F",1477
,"Kalamazoo County, MI","26077","Male","M",1556
,"Kent County, MI","26081","Female","F",4226
,"Kent County, MI","26081","Male","M",4471
,"Livingston County, MI","26093","Female","F",850
,"Livingston County, MI","26093","Male","M",914
,"Macomb County, MI","26099","Female","F",4586
,"Macomb County, MI","26099","Male","M",4654
,"Monroe County, MI","26115","Female","F",730
,"Monroe County, MI","26115","Male","M",752
,"Muskegon County, MI","26121","Female","F",1059
,"Muskegon County, MI","26121","Male","M",1066
,"Oakland County, MI","26125","Female","F",6451
,"Oakland County, MI","26125","Male","M",6784
,"Ottawa County, MI","26139","Female","F",1613
,"Ottawa County, MI","26139","Male","M",1651
,"Saginaw County, MI","26145","Female","F",1066
,"Saginaw County, MI","26145","Male","M",1178
,"St. Clair County, MI","26147","Female","F",741
,"St. Clair County, MI","26147","Male","M",721
,"Washtenaw County, MI","26161","Female","F",1757
,"Washtenaw County, MI","26161","Male","M",1779
,"Wayne County, MI","26163","Female","F",11391
,"Wayne County, MI","26163","Male","M",11888
,"Unidentified Counties, MI","26999","Female","F",10556
,"Unidentified Counties, MI","26999","Male","M",11077
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 9:56:07 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 9:56:07 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
