"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bartow County, GA","13015","Hispanic or Latino","2135-2",152
,"Bartow County, GA","13015","Not Hispanic or Latino","2186-5",1140
,"Bartow County, GA","13015","Unknown or Not Stated","9",15
,"Bibb County, GA","13021","Hispanic or Latino","2135-2",94
,"Bibb County, GA","13021","Not Hispanic or Latino","2186-5",2143
,"Bibb County, GA","13021","Unknown or Not Stated","9",Suppressed
,"Carroll County, GA","13045","Hispanic or Latino","2135-2",138
,"Carroll County, GA","13045","Not Hispanic or Latino","2186-5",1473
,"Carroll County, GA","13045","Unknown or Not Stated","9",Suppressed
,"Chatham County, GA","13051","Hispanic or Latino","2135-2",390
,"Chatham County, GA","13051","Not Hispanic or Latino","2186-5",3315
,"Chatham County, GA","13051","Unknown or Not Stated","9",Suppressed
,"Cherokee County, GA","13057","Hispanic or Latino","2135-2",435
,"Cherokee County, GA","13057","Not Hispanic or Latino","2186-5",2125
,"Cherokee County, GA","13057","Unknown or Not Stated","9",22
,"Clarke County, GA","13059","Hispanic or Latino","2135-2",237
,"Clarke County, GA","13059","Not Hispanic or Latino","2186-5",1142
,"Clarke County, GA","13059","Unknown or Not Stated","9",Suppressed
,"Clayton County, GA","13063","Hispanic or Latino","2135-2",722
,"Clayton County, GA","13063","Not Hispanic or Latino","2186-5",3046
,"Clayton County, GA","13063","Unknown or Not Stated","9",45
,"Cobb County, GA","13067","Hispanic or Latino","2135-2",1953
,"Cobb County, GA","13067","Not Hispanic or Latino","2186-5",7566
,"Cobb County, GA","13067","Unknown or Not Stated","9",69
,"Columbia County, GA","13073","Hispanic or Latino","2135-2",126
,"Columbia County, GA","13073","Not Hispanic or Latino","2186-5",1518
,"Columbia County, GA","13073","Unknown or Not Stated","9",22
,"Coweta County, GA","13077","Hispanic or Latino","2135-2",110
,"Coweta County, GA","13077","Not Hispanic or Latino","2186-5",1607
,"Coweta County, GA","13077","Unknown or Not Stated","9",14
,"DeKalb County, GA","13089","Hispanic or Latino","2135-2",1690
,"DeKalb County, GA","13089","Not Hispanic or Latino","2186-5",9041
,"DeKalb County, GA","13089","Unknown or Not Stated","9",202
,"Douglas County, GA","13097","Hispanic or Latino","2135-2",203
,"Douglas County, GA","13097","Not Hispanic or Latino","2186-5",1522
,"Douglas County, GA","13097","Unknown or Not Stated","9",Suppressed
,"Fayette County, GA","13113","Hispanic or Latino","2135-2",77
,"Fayette County, GA","13113","Not Hispanic or Latino","2186-5",799
,"Fayette County, GA","13113","Unknown or Not Stated","9",10
,"Forsyth County, GA","13117","Hispanic or Latino","2135-2",317
,"Forsyth County, GA","13117","Not Hispanic or Latino","2186-5",1969
,"Forsyth County, GA","13117","Unknown or Not Stated","9",16
,"Fulton County, GA","13121","Hispanic or Latino","2135-2",1156
,"Fulton County, GA","13121","Not Hispanic or Latino","2186-5",12082
,"Fulton County, GA","13121","Unknown or Not Stated","9",125
,"Gwinnett County, GA","13135","Hispanic or Latino","2135-2",3502
,"Gwinnett County, GA","13135","Not Hispanic or Latino","2186-5",7819
,"Gwinnett County, GA","13135","Unknown or Not Stated","9",121
,"Hall County, GA","13139","Hispanic or Latino","2135-2",1149
,"Hall County, GA","13139","Not Hispanic or Latino","2186-5",1437
,"Hall County, GA","13139","Unknown or Not Stated","9",30
,"Henry County, GA","13151","Hispanic or Latino","2135-2",251
,"Henry County, GA","13151","Not Hispanic or Latino","2186-5",2284
,"Henry County, GA","13151","Unknown or Not Stated","9",46
,"Houston County, GA","13153","Hispanic or Latino","2135-2",166
,"Houston County, GA","13153","Not Hispanic or Latino","2186-5",1733
,"Houston County, GA","13153","Unknown or Not Stated","9",Suppressed
,"Lowndes County, GA","13185","Hispanic or Latino","2135-2",118
,"Lowndes County, GA","13185","Not Hispanic or Latino","2186-5",1552
,"Lowndes County, GA","13185","Unknown or Not Stated","9",Suppressed
,"Muscogee County, GA","13215","Hispanic or Latino","2135-2",218
,"Muscogee County, GA","13215","Not Hispanic or Latino","2186-5",2554
,"Muscogee County, GA","13215","Unknown or Not Stated","9",19
,"Paulding County, GA","13223","Hispanic or Latino","2135-2",105
,"Paulding County, GA","13223","Not Hispanic or Latino","2186-5",1491
