"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Clark County, NV","32003","Female","F",13208
,"Clark County, NV","32003","Male","M",13741
,"Washoe County, NV","32031","Female","F",2548
,"Washoe County, NV","32031","Male","M",2662
,"Unidentified Counties, NV","32999","Female","F",1723
,"Unidentified Counties, NV","32999","Male","M",1874
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Nevada (32)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:02:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:02:46 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
