"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Adams County, CO","08001","Hispanic or Latino","2135-2",2960
,"Adams County, CO","08001","Not Hispanic or Latino","2186-5",3535
,"Adams County, CO","08001","Unknown or Not Stated","9",115
,"Arapahoe County, CO","08005","Hispanic or Latino","2135-2",1899
,"Arapahoe County, CO","08005","Not Hispanic or Latino","2186-5",5556
,"Arapahoe County, CO","08005","Unknown or Not Stated","9",119
,"Boulder County, CO","08013","Hispanic or Latino","2135-2",624
,"Boulder County, CO","08013","Not Hispanic or Latino","2186-5",1930
,"Boulder County, CO","08013","Unknown or Not Stated","9",73
,"Denver County, CO","08031","Hispanic or Latino","2135-2",3283
,"Denver County, CO","08031","Not Hispanic or Latino","2186-5",6105
,"Denver County, CO","08031","Unknown or Not Stated","9",206
,"Douglas County, CO","08035","Hispanic or Latino","2135-2",339
,"Douglas County, CO","08035","Not Hispanic or Latino","2186-5",2989
,"Douglas County, CO","08035","Unknown or Not Stated","9",40
,"El Paso County, CO","08041","Hispanic or Latino","2135-2",2174
,"El Paso County, CO","08041","Not Hispanic or Latino","2186-5",7294
,"El Paso County, CO","08041","Unknown or Not Stated","9",25
,"Jefferson County, CO","08059","Hispanic or Latino","2135-2",1086
,"Jefferson County, CO","08059","Not Hispanic or Latino","2186-5",4623
,"Jefferson County, CO","08059","Unknown or Not Stated","9",110
,"Larimer County, CO","08069","Hispanic or Latino","2135-2",604
,"Larimer County, CO","08069","Not Hispanic or Latino","2186-5",2666
,"Larimer County, CO","08069","Unknown or Not Stated","9",43
,"Mesa County, CO","08077","Hispanic or Latino","2135-2",321
,"Mesa County, CO","08077","Not Hispanic or Latino","2186-5",1280
,"Mesa County, CO","08077","Unknown or Not Stated","9",23
,"Pueblo County, CO","08101","Hispanic or Latino","2135-2",883
,"Pueblo County, CO","08101","Not Hispanic or Latino","2186-5",850
,"Pueblo County, CO","08101","Unknown or Not Stated","9",43
,"Weld County, CO","08123","Hispanic or Latino","2135-2",1571
,"Weld County, CO","08123","Not Hispanic or Latino","2186-5",2645
,"Weld County, CO","08123","Unknown or Not Stated","9",34
,"Unidentified Counties, CO","08999","Hispanic or Latino","2135-2",2381
,"Unidentified Counties, CO","08999","Not Hispanic or Latino","2186-5",5818
,"Unidentified Counties, CO","08999","Unknown or Not Stated","9",135
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Colorado (08)"
"Year: 2017"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 11:28:38 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 11:28:38 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
