"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Clackamas County, OR","41005","Female","F",1932
,"Clackamas County, OR","41005","Male","M",2067
,"Deschutes County, OR","41017","Female","F",861
,"Deschutes County, OR","41017","Male","M",947
,"Douglas County, OR","41019","Female","F",525
,"Douglas County, OR","41019","Male","M",543
,"Jackson County, OR","41029","Female","F",1081
,"Jackson County, OR","41029","Male","M",1171
,"Lane County, OR","41039","Female","F",1657
,"Lane County, OR","41039","Male","M",1802
,"Linn County, OR","41043","Female","F",683
,"Linn County, OR","41043","Male","M",773
,"Marion County, OR","41047","Female","F",2226
,"Marion County, OR","41047","Male","M",2241
,"Multnomah County, OR","41051","Female","F",4178
,"Multnomah County, OR","41051","Male","M",4395
,"Washington County, OR","41067","Female","F",3148
,"Washington County, OR","41067","Male","M",3422
,"Unidentified Counties, OR","41999","Female","F",4890
,"Unidentified Counties, OR","41999","Male","M",5089
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Oregon (41)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:12:34 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:12:34 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
