"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Illinois","17","499 grams or less","01",268
,"Illinois","17","500 - 999 grams","02",738
,"Illinois","17","1000 - 1499 grams","03",1125
,"Illinois","17","1500 - 1999 grams","04",2552
,"Illinois","17","2000 - 2499 grams","05",7968
,"Illinois","17","2500 - 2999 grams","06",27682
,"Illinois","17","3000 - 3499 grams","07",56760
,"Illinois","17","3500 - 3999 grams","08",40029
,"Illinois","17","4000 - 4499 grams","09",10572
,"Illinois","17","4500 - 4999 grams","10",1440
,"Illinois","17","5000 - 8165 grams","11",168
,"Illinois","17","Unknown or Not Stated","12",88
,"Indiana","18","499 grams or less","01",143
,"Indiana","18","500 - 999 grams","02",407
,"Indiana","18","1000 - 1499 grams","03",602
,"Indiana","18","1500 - 1999 grams","04",1329
,"Indiana","18","2000 - 2499 grams","05",4313
,"Indiana","18","2500 - 2999 grams","06",14499
,"Indiana","18","3000 - 3499 grams","07",31312
,"Indiana","18","3500 - 3999 grams","08",22635
,"Indiana","18","4000 - 4499 grams","09",5883
,"Indiana","18","4500 - 4999 grams","10",887
,"Indiana","18","5000 - 8165 grams","11",111
,"Indiana","18","Unknown or Not Stated","12",49
,"Iowa","19","499 grams or less","01",37
,"Iowa","19","500 - 999 grams","02",174
,"Iowa","19","1000 - 1499 grams","03",211
,"Iowa","19","1500 - 1999 grams","04",509
,"Iowa","19","2000 - 2499 grams","05",1595
,"Iowa","19","2500 - 2999 grams","06",5971
,"Iowa","19","3000 - 3499 grams","07",14134
,"Iowa","19","3500 - 3999 grams","08",11680
,"Iowa","19","4000 - 4499 grams","09",3499
,"Iowa","19","4500 - 4999 grams","10",537
,"Iowa","19","5000 - 8165 grams","11",71
,"Iowa","19","Unknown or Not Stated","12",12
,"Kansas","20","499 grams or less","01",59
,"Kansas","20","500 - 999 grams","02",165
,"Kansas","20","1000 - 1499 grams","03",252
,"Kansas","20","1500 - 1999 grams","04",543
,"Kansas","20","2000 - 2499 grams","05",1666
,"Kansas","20","2500 - 2999 grams","06",6265
,"Kansas","20","3000 - 3499 grams","07",13945
,"Kansas","20","3500 - 3999 grams","08",10420
,"Kansas","20","4000 - 4499 grams","09",2778
,"Kansas","20","4500 - 4999 grams","10",357
,"Kansas","20","5000 - 8165 grams","11",47
,"Kansas","20","Unknown or Not Stated","12",22
,"Kentucky","21","499 grams or less","01",87
,"Kentucky","21","500 - 999 grams","02",291
,"Kentucky","21","1000 - 1499 grams","03",449
,"Kentucky","21","1500 - 1999 grams","04",989
,"Kentucky","21","2000 - 2499 grams","05",3015
,"Kentucky","21","2500 - 2999 grams","06",10221
,"Kentucky","21","3000 - 3499 grams","07",20546
,"Kentucky","21","3500 - 3999 grams","08",14664
,"Kentucky","21","4000 - 4499 grams","09",3857
,"Kentucky","21","4500 - 4999 grams","10",556
,"Kentucky","21","5000 - 8165 grams","11",71
,"Kentucky","21","Unknown or Not Stated","12",Suppressed
,"Louisiana","22","499 grams or less","01",117
,"Louisiana","22","500 - 999 grams","02",422
,"Louisiana","22","1000 - 1499 grams","03",599
,"Louisiana","22","1500 - 1999 grams","04",1223
,"Louisiana","22","2000 - 2499 grams","05",4158
,"Louisiana","22","2500 - 2999 grams","06",13353
,"Louisiana","22","3000 - 3499 grams","07",24075
,"Louisiana","22","3500 - 3999 grams","08",13792
,"Louisiana","22","4000 - 4499 grams","09",2821
,"Louisiana","22","4500 - 4999 grams","10",397
,"Louisiana","22","5000 - 8165 grams","11",35
,"Louisiana","22","Unknown or Not Stated","12",26
,"Maine","23","499 grams or less","01",22
,"Maine","23","500 - 999 grams","02",38
,"Maine","23","1000 - 1499 grams","03",87
,"Maine","23","1500 - 1999 grams","04",176
,"Maine","23","2000 - 2499 grams","05",553
,"Maine","23","2500 - 2999 grams","06",1919
,"Maine","23","3000 - 3499 grams","07",4531
,"Maine","23","3500 - 3999 grams","08",3657
,"Maine","23","4000 - 4499 grams","09",1116
,"Maine","23","4500 - 4999 grams","10",183
,"Maine","23","5000 - 8165 grams","11",12
,"Maine","23","Unknown or Not Stated","12",Suppressed
,"Maryland","24","499 grams or less","01",130
,"Maryland","24","500 - 999 grams","02",504
,"Maryland","24","1000 - 1499 grams","03",627
,"Maryland","24","1500 - 1999 grams","04",1303
,"Maryland","24","2000 - 2499 grams","05",3811
,"Maryland","24","2500 - 2999 grams","06",13356
,"Maryland","24","3000 - 3499 grams","07",27120
,"Maryland","24","3500 - 3999 grams","08",18973
,"Maryland","24","4000 - 4499 grams","09",5035
,"Maryland","24","4500 - 4999 grams","10",660
,"Maryland","24","5000 - 8165 grams","11",80
,"Maryland","24","Unknown or Not Stated","12",42
,"Massachusetts","25","499 grams or less","01",70
,"Massachusetts","25","500 - 999 grams","02",258
,"Massachusetts","25","1000 - 1499 grams","03",444
,"Massachusetts","25","1500 - 1999 grams","04",1041
,"Massachusetts","25","2000 - 2499 grams","05",3447
,"Massachusetts","25","2500 - 2999 grams","06",12449
,"Massachusetts","25","3000 - 3499 grams","07",26671
,"Massachusetts","25","3500 - 3999 grams","08",19723
,"Massachusetts","25","4000 - 4499 grams","09",5604
,"Massachusetts","25","4500 - 4999 grams","10",794
,"Massachusetts","25","5000 - 8165 grams","11",74
,"Massachusetts","25","Unknown or Not Stated","12",127
,"Michigan","26","499 grams or less","01",210
,"Michigan","26","500 - 999 grams","02",612
,"Michigan","26","1000 - 1499 grams","03",815
,"Michigan","26","1500 - 1999 grams","04",1980
,"Michigan","26","2000 - 2499 grams","05",6176
,"Michigan","26","2500 - 2999 grams","06",20278
,"Michigan","26","3000 - 3499 grams","07",41439
,"Michigan","26","3500 - 3999 grams","08",30101
,"Michigan","26","4000 - 4499 grams","09",8370
,"Michigan","26","4500 - 4999 grams","10",1226
,"Michigan","26","5000 - 8165 grams","11",146
,"Michigan","26","Unknown or Not Stated","12",73
,"Minnesota","27","499 grams or less","01",87
,"Minnesota","27","500 - 999 grams","02",296
,"Minnesota","27","1000 - 1499 grams","03",427
,"Minnesota","27","1500 - 1999 grams","04",919
,"Minnesota","27","2000 - 2499 grams","05",2897
,"Minnesota","27","2500 - 2999 grams","06",10550
,"Minnesota","27","3000 - 3499 grams","07",25242
,"Minnesota","27","3500 - 3999 grams","08",20775
,"Minnesota","27","4000 - 4499 grams","09",6227
,"Minnesota","27","4500 - 4999 grams","10",1005
,"Minnesota","27","5000 - 8165 grams","11",110
,"Minnesota","27","Unknown or Not Stated","12",60
,"Mississippi","28","499 grams or less","01",69
,"Mississippi","28","500 - 999 grams","02",325
,"Mississippi","28","1000 - 1499 grams","03",386
,"Mississippi","28","1500 - 1999 grams","04",807
,"Mississippi","28","2000 - 2499 grams","05",2746
,"Mississippi","28","2500 - 2999 grams","06",8496
,"Mississippi","28","3000 - 3499 grams","07",14490
,"Mississippi","28","3500 - 3999 grams","08",8065
,"Mississippi","28","4000 - 4499 grams","09",1705
,"Mississippi","28","4500 - 4999 grams","10",219
,"Mississippi","28","5000 - 8165 grams","11",32
,"Mississippi","28","Unknown or Not Stated","12",17
,"Missouri","29","499 grams or less","01",98
,"Missouri","29","500 - 999 grams","02",383
,"Missouri","29","1000 - 1499 grams","03",606
,"Missouri","29","1500 - 1999 grams","04",1283
,"Missouri","29","2000 - 2499 grams","05",3966
,"Missouri","29","2500 - 2999 grams","06",13119
,"Missouri","29","3000 - 3499 grams","07",27578
,"Missouri","29","3500 - 3999 grams","08",19848
,"Missouri","29","4000 - 4499 grams","09",5240
,"Missouri","29","4500 - 4999 grams","10",767
,"Missouri","29","5000 - 8165 grams","11",80
,"Missouri","29","Unknown or Not Stated","12",66
,"Montana","30","499 grams or less","01",Suppressed
,"Montana","30","500 - 999 grams","02",37
,"Montana","30","1000 - 1499 grams","03",78
,"Montana","30","1500 - 1999 grams","04",191
,"Montana","30","2000 - 2499 grams","05",629
,"Montana","30","2500 - 2999 grams","06",2103
,"Montana","30","3000 - 3499 grams","07",4647
,"Montana","30","3500 - 3999 grams","08",3142
,"Montana","30","4000 - 4499 grams","09",841
,"Montana","30","4500 - 4999 grams","10",101
,"Montana","30","5000 - 8165 grams","11",17
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",25
,"Nebraska","31","500 - 999 grams","02",96
,"Nebraska","31","1000 - 1499 grams","03",176
,"Nebraska","31","1500 - 1999 grams","04",405
,"Nebraska","31","2000 - 2499 grams","05",1228
,"Nebraska","31","2500 - 2999 grams","06",4154
,"Nebraska","31","3000 - 3499 grams","07",9891
,"Nebraska","31","3500 - 3999 grams","08",7547
,"Nebraska","31","4000 - 4499 grams","09",2000
,"Nebraska","31","4500 - 4999 grams","10",261
,"Nebraska","31","5000 - 8165 grams","11",34
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",29
,"Nevada","32","500 - 999 grams","02",220
,"Nevada","32","1000 - 1499 grams","03",281
,"Nevada","32","1500 - 1999 grams","04",620
,"Nevada","32","2000 - 2499 grams","05",2115
,"Nevada","32","2500 - 2999 grams","06",7285
,"Nevada","32","3000 - 3499 grams","07",14471
,"Nevada","32","3500 - 3999 grams","08",8672
,"Nevada","32","4000 - 4499 grams","09",1797
,"Nevada","32","4500 - 4999 grams","10",229
,"Nevada","32","5000 - 8165 grams","11",29
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",Suppressed
,"New Hampshire","33","500 - 999 grams","02",51
,"New Hampshire","33","1000 - 1499 grams","03",68
,"New Hampshire","33","1500 - 1999 grams","04",166
,"New Hampshire","33","2000 - 2499 grams","05",548
,"New Hampshire","33","2500 - 2999 grams","06",1932
,"New Hampshire","33","3000 - 3499 grams","07",4511
,"New Hampshire","33","3500 - 3999 grams","08",3541
,"New Hampshire","33","4000 - 4499 grams","09",1118
,"New Hampshire","33","4500 - 4999 grams","10",155
,"New Hampshire","33","5000 - 8165 grams","11",14
,"New Hampshire","33","Unknown or Not Stated","12",Suppressed
,"New Jersey","34","499 grams or less","01",126
,"New Jersey","34","500 - 999 grams","02",530
,"New Jersey","34","1000 - 1499 grams","03",710
,"New Jersey","34","1500 - 1999 grams","04",1543
,"New Jersey","34","2000 - 2499 grams","05",5131
,"New Jersey","34","2500 - 2999 grams","06",19035
,"New Jersey","34","3000 - 3499 grams","07",39960
,"New Jersey","34","3500 - 3999 grams","08",26675
,"New Jersey","34","4000 - 4499 grams","09",6654
,"New Jersey","34","4500 - 4999 grams","10",774
,"New Jersey","34","5000 - 8165 grams","11",77
,"New Jersey","34","Unknown or Not Stated","12",35
,"New Mexico","35","499 grams or less","01",30
,"New Mexico","35","500 - 999 grams","02",118
,"New Mexico","35","1000 - 1499 grams","03",163
,"New Mexico","35","1500 - 1999 grams","04",442
,"New Mexico","35","2000 - 2499 grams","05",1497
,"New Mexico","35","2500 - 2999 grams","06",5285
,"New Mexico","35","3000 - 3499 grams","07",9722
,"New Mexico","35","3500 - 3999 grams","08",5280
,"New Mexico","35","4000 - 4499 grams","09",1069
,"New Mexico","35","4500 - 4999 grams","10",118
,"New Mexico","35","5000 - 8165 grams","11",19
,"New Mexico","35","Unknown or Not Stated","12",24
,"New York","36","499 grams or less","01",249
,"New York","36","500 - 999 grams","02",1224
,"New York","36","1000 - 1499 grams","03",1727
,"New York","36","1500 - 1999 grams","04",3676
,"New York","36","2000 - 2499 grams","05",11667
,"New York","36","2500 - 2999 grams","06",43348
,"New York","36","3000 - 3499 grams","07",89606
,"New York","36","3500 - 3999 grams","08",60243
,"New York","36","4000 - 4499 grams","09",15367
,"New York","36","4500 - 4999 grams","10",2022
,"New York","36","5000 - 8165 grams","11",205
,"New York","36","Unknown or Not Stated","12",403
,"North Carolina","37","499 grams or less","01",230
,"North Carolina","37","500 - 999 grams","02",735
,"North Carolina","37","1000 - 1499 grams","03",1060
,"North Carolina","37","1500 - 1999 grams","04",2297
,"North Carolina","37","2000 - 2499 grams","05",6946
,"North Carolina","37","2500 - 2999 grams","06",22809
,"North Carolina","37","3000 - 3499 grams","07",45214
,"North Carolina","37","3500 - 3999 grams","08",31219
,"North Carolina","37","4000 - 4499 grams","09",8158
,"North Carolina","37","4500 - 4999 grams","10",1234
,"North Carolina","37","5000 - 8165 grams","11",137
,"North Carolina","37","Unknown or Not Stated","12",86
,"North Dakota","38","499 grams or less","01",Suppressed
,"North Dakota","38","500 - 999 grams","02",44
,"North Dakota","38","1000 - 1499 grams","03",78
,"North Dakota","38","1500 - 1999 grams","04",133
,"North Dakota","38","2000 - 2499 grams","05",457
,"North Dakota","38","2500 - 2999 grams","06",1646
,"North Dakota","38","3000 - 3499 grams","07",3979
,"North Dakota","38","3500 - 3999 grams","08",3276
,"North Dakota","38","4000 - 4499 grams","09",944
,"North Dakota","38","4500 - 4999 grams","10",149
,"North Dakota","38","5000 - 8165 grams","11",18
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",253
,"Ohio","39","500 - 999 grams","02",749
,"Ohio","39","1000 - 1499 grams","03",1105
,"Ohio","39","1500 - 1999 grams","04",2320
,"Ohio","39","2000 - 2499 grams","05",7427
,"Ohio","39","2500 - 2999 grams","06",25649
,"Ohio","39","3000 - 3499 grams","07",51599
,"Ohio","39","3500 - 3999 grams","08",36419
,"Ohio","39","4000 - 4499 grams","09",9701
,"Ohio","39","4500 - 4999 grams","10",1321
,"Ohio","39","5000 - 8165 grams","11",173
,"Ohio","39","Unknown or Not Stated","12",116
,"Oklahoma","40","499 grams or less","01",92
,"Oklahoma","40","500 - 999 grams","02",280
,"Oklahoma","40","1000 - 1499 grams","03",376
,"Oklahoma","40","1500 - 1999 grams","04",792
,"Oklahoma","40","2000 - 2499 grams","05",2545
,"Oklahoma","40","2500 - 2999 grams","06",9269
,"Oklahoma","40","3000 - 3499 grams","07",19381
,"Oklahoma","40","3500 - 3999 grams","08",13541
,"Oklahoma","40","4000 - 4499 grams","09",3380
,"Oklahoma","40","4500 - 4999 grams","10",470
,"Oklahoma","40","5000 - 8165 grams","11",67
,"Oklahoma","40","Unknown or Not Stated","12",21
,"Oregon","41","499 grams or less","01",50
,"Oregon","41","500 - 999 grams","02",152
,"Oregon","41","1000 - 1499 grams","03",247
,"Oregon","41","1500 - 1999 grams","04",555
,"Oregon","41","2000 - 2499 grams","05",1968
,"Oregon","41","2500 - 2999 grams","06",6919
,"Oregon","41","3000 - 3499 grams","07",16436
,"Oregon","41","3500 - 3999 grams","08",12966
,"Oregon","41","4000 - 4499 grams","09",3683
,"Oregon","41","4500 - 4999 grams","10",581
,"Oregon","41","5000 - 8165 grams","11",61
,"Oregon","41","Unknown or Not Stated","12",13
,"Pennsylvania","42","499 grams or less","01",228
,"Pennsylvania","42","500 - 999 grams","02",750
,"Pennsylvania","42","1000 - 1499 grams","03",1114
,"Pennsylvania","42","1500 - 1999 grams","04",2260
,"Pennsylvania","42","2000 - 2499 grams","05",7228
,"Pennsylvania","42","2500 - 2999 grams","06",24585
,"Pennsylvania","42","3000 - 3499 grams","07",51490
,"Pennsylvania","42","3500 - 3999 grams","08",37835
,"Pennsylvania","42","4000 - 4499 grams","09",10271
,"Pennsylvania","42","4500 - 4999 grams","10",1435
,"Pennsylvania","42","5000 - 8165 grams","11",154
,"Pennsylvania","42","Unknown or Not Stated","12",395
,"Rhode Island","44","499 grams or less","01",19
,"Rhode Island","44","500 - 999 grams","02",51
,"Rhode Island","44","1000 - 1499 grams","03",88
,"Rhode Island","44","1500 - 1999 grams","04",150
,"Rhode Island","44","2000 - 2499 grams","05",487
,"Rhode Island","44","2500 - 2999 grams","06",1811
,"Rhode Island","44","3000 - 3499 grams","07",4110
,"Rhode Island","44","3500 - 3999 grams","08",2938
,"Rhode Island","44","4000 - 4499 grams","09",848
,"Rhode Island","44","4500 - 4999 grams","10",113
,"Rhode Island","44","5000 - 8165 grams","11",12
,"Rhode Island","44","Unknown or Not Stated","12",11
,"South Carolina","45","499 grams or less","01",78
,"South Carolina","45","500 - 999 grams","02",381
,"South Carolina","45","1000 - 1499 grams","03",545
,"South Carolina","45","1500 - 1999 grams","04",1113
,"South Carolina","45","2000 - 2499 grams","05",3389
,"South Carolina","45","2500 - 2999 grams","06",11366
,"South Carolina","45","3000 - 3499 grams","07",21733
,"South Carolina","45","3500 - 3999 grams","08",14216
,"South Carolina","45","4000 - 4499 grams","09",3611
,"South Carolina","45","4500 - 4999 grams","10",502
,"South Carolina","45","5000 - 8165 grams","11",74
,"South Carolina","45","Unknown or Not Stated","12",21
,"South Dakota","46","499 grams or less","01",15
,"South Dakota","46","500 - 999 grams","02",49
,"South Dakota","46","1000 - 1499 grams","03",78
,"South Dakota","46","1500 - 1999 grams","04",164
,"South Dakota","46","2000 - 2499 grams","05",529
,"South Dakota","46","2500 - 2999 grams","06",1907
,"South Dakota","46","3000 - 3499 grams","07",4572
,"South Dakota","46","3500 - 3999 grams","08",3623
,"South Dakota","46","4000 - 4499 grams","09",1006
,"South Dakota","46","4500 - 4999 grams","10",169
,"South Dakota","46","5000 - 8165 grams","11",14
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",112
,"Tennessee","47","500 - 999 grams","02",449
,"Tennessee","47","1000 - 1499 grams","03",663
,"Tennessee","47","1500 - 1999 grams","04",1521
,"Tennessee","47","2000 - 2499 grams","05",4664
,"Tennessee","47","2500 - 2999 grams","06",15744
,"Tennessee","47","3000 - 3499 grams","07",30852
,"Tennessee","47","3500 - 3999 grams","08",20768
,"Tennessee","47","4000 - 4499 grams","09",5243
,"Tennessee","47","4500 - 4999 grams","10",693
,"Tennessee","47","5000 - 8165 grams","11",104
,"Tennessee","47","Unknown or Not Stated","12",203
,"Texas","48","499 grams or less","01",606
,"Texas","48","500 - 999 grams","02",2004
,"Texas","48","1000 - 1499 grams","03",2827
,"Texas","48","1500 - 1999 grams","04",6326
,"Texas","48","2000 - 2499 grams","05",20399
,"Texas","48","2500 - 2999 grams","06",74559
,"Texas","48","3000 - 3499 grams","07",153594
,"Texas","48","3500 - 3999 grams","08",96597
,"Texas","48","4000 - 4499 grams","09",21575
,"Texas","48","4500 - 4999 grams","10",2909
,"Texas","48","5000 - 8165 grams","11",344
,"Texas","48","Unknown or Not Stated","12",310
,"Utah","49","499 grams or less","01",64
,"Utah","49","500 - 999 grams","02",188
,"Utah","49","1000 - 1499 grams","03",337
,"Utah","49","1500 - 1999 grams","04",638
,"Utah","49","2000 - 2499 grams","05",2280
,"Utah","49","2500 - 2999 grams","06",9220
,"Utah","49","3000 - 3499 grams","07",19543
,"Utah","49","3500 - 3999 grams","08",12917
,"Utah","49","4000 - 4499 grams","09",3014
,"Utah","49","4500 - 4999 grams","10",333
,"Utah","49","5000 - 8165 grams","11",37
,"Utah","49","Unknown or Not Stated","12",14
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",20
,"Vermont","50","1000 - 1499 grams","03",36
,"Vermont","50","1500 - 1999 grams","04",88
,"Vermont","50","2000 - 2499 grams","05",230
,"Vermont","50","2500 - 2999 grams","06",882
,"Vermont","50","3000 - 3499 grams","07",2009
,"Vermont","50","3500 - 3999 grams","08",1777
,"Vermont","50","4000 - 4499 grams","09",514
,"Vermont","50","4500 - 4999 grams","10",81
,"Vermont","50","5000 - 8165 grams","11",Suppressed
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",153
,"Virginia","51","500 - 999 grams","02",597
,"Virginia","51","1000 - 1499 grams","03",776
,"Virginia","51","1500 - 1999 grams","04",1655
,"Virginia","51","2000 - 2499 grams","05",5212
,"Virginia","51","2500 - 2999 grams","06",18250
,"Virginia","51","3000 - 3499 grams","07",38162
,"Virginia","51","3500 - 3999 grams","08",27078
,"Virginia","51","4000 - 4499 grams","09",7306
,"Virginia","51","4500 - 4999 grams","10",1052
,"Virginia","51","5000 - 8165 grams","11",103
,"Virginia","51","Unknown or Not Stated","12",47
,"Washington","53","499 grams or less","01",74
,"Washington","53","500 - 999 grams","02",309
,"Washington","53","1000 - 1499 grams","03",477
,"Washington","53","1500 - 1999 grams","04",1166
