"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1094
,"Champaign County, IL","17019","Male","M",1201
,"Cook County, IL","17031","Female","F",31614
,"Cook County, IL","17031","Male","M",32760
,"DeKalb County, IL","17037","Female","F",548
,"DeKalb County, IL","17037","Male","M",594
,"DuPage County, IL","17043","Female","F",5123
,"DuPage County, IL","17043","Male","M",5214
,"Kane County, IL","17089","Female","F",3008
,"Kane County, IL","17089","Male","M",3331
,"Kankakee County, IL","17091","Female","F",661
,"Kankakee County, IL","17091","Male","M",628
,"Kendall County, IL","17093","Female","F",737
,"Kendall County, IL","17093","Male","M",744
,"Lake County, IL","17097","Female","F",3765
,"Lake County, IL","17097","Male","M",3842
,"LaSalle County, IL","17099","Female","F",553
,"LaSalle County, IL","17099","Male","M",627
,"McHenry County, IL","17111","Female","F",1559
,"McHenry County, IL","17111","Male","M",1626
,"McLean County, IL","17113","Female","F",979
,"McLean County, IL","17113","Male","M",1025
,"Macon County, IL","17115","Female","F",652
,"Macon County, IL","17115","Male","M",646
,"Madison County, IL","17119","Female","F",1437
,"Madison County, IL","17119","Male","M",1455
,"Peoria County, IL","17143","Female","F",1245
,"Peoria County, IL","17143","Male","M",1288
,"Rock Island County, IL","17161","Female","F",790
,"Rock Island County, IL","17161","Male","M",878
,"St. Clair County, IL","17163","Female","F",1571
,"St. Clair County, IL","17163","Male","M",1650
,"Sangamon County, IL","17167","Female","F",1055
,"Sangamon County, IL","17167","Male","M",1234
,"Tazewell County, IL","17179","Female","F",707
,"Tazewell County, IL","17179","Male","M",743
,"Will County, IL","17197","Female","F",3631
,"Will County, IL","17197","Male","M",3796
,"Winnebago County, IL","17201","Female","F",1692
,"Winnebago County, IL","17201","Male","M",1809
,"Unidentified Counties, IL","17999","Female","F",10675
,"Unidentified Counties, IL","17999","Male","M",11203
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 9:46:25 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 9:46:25 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
