"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Arlington County, VA","51013","Female","F",1457
,"Arlington County, VA","51013","Male","M",1533
,"Chesterfield County, VA","51041","Female","F",1869
,"Chesterfield County, VA","51041","Male","M",1976
,"Fairfax County, VA","51059","Female","F",7052
,"Fairfax County, VA","51059","Male","M",7168
,"Henrico County, VA","51087","Female","F",1918
,"Henrico County, VA","51087","Male","M",1977
,"Loudoun County, VA","51107","Female","F",2552
,"Loudoun County, VA","51107","Male","M",2515
,"Prince William County, VA","51153","Female","F",3261
,"Prince William County, VA","51153","Male","M",3414
,"Spotsylvania County, VA","51177","Female","F",733
,"Spotsylvania County, VA","51177","Male","M",772
,"Stafford County, VA","51179","Female","F",886
,"Stafford County, VA","51179","Male","M",860
,"Alexandria city, VA","51510","Female","F",1254
,"Alexandria city, VA","51510","Male","M",1393
,"Chesapeake city, VA","51550","Female","F",1413
,"Chesapeake city, VA","51550","Male","M",1489
,"Hampton city, VA","51650","Female","F",834
,"Hampton city, VA","51650","Male","M",902
,"Newport News city, VA","51700","Female","F",1336
,"Newport News city, VA","51700","Male","M",1381
,"Norfolk city, VA","51710","Female","F",1639
,"Norfolk city, VA","51710","Male","M",1771
,"Richmond city, VA","51760","Female","F",1433
,"Richmond city, VA","51760","Male","M",1598
,"Virginia Beach city, VA","51810","Female","F",2784
,"Virginia Beach city, VA","51810","Male","M",2926
,"Unidentified Counties, VA","51999","Female","F",18599
,"Unidentified Counties, VA","51999","Male","M",19696
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Virginia (51)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:22:34 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:22:34 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
