"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Adams County, PA","42001","Hispanic or Latino","2135-2",106
,"Adams County, PA","42001","Not Hispanic or Latino","2186-5",863
,"Adams County, PA","42001","Unknown or Not Stated","9",Suppressed
,"Allegheny County, PA","42003","Hispanic or Latino","2135-2",299
,"Allegheny County, PA","42003","Not Hispanic or Latino","2186-5",12489
,"Allegheny County, PA","42003","Unknown or Not Stated","9",94
,"Beaver County, PA","42007","Hispanic or Latino","2135-2",37
,"Beaver County, PA","42007","Not Hispanic or Latino","2186-5",1512
,"Beaver County, PA","42007","Unknown or Not Stated","9",12
,"Berks County, PA","42011","Hispanic or Latino","2135-2",1675
,"Berks County, PA","42011","Not Hispanic or Latino","2186-5",3014
,"Berks County, PA","42011","Unknown or Not Stated","9",30
,"Blair County, PA","42013","Hispanic or Latino","2135-2",17
,"Blair County, PA","42013","Not Hispanic or Latino","2186-5",1186
,"Blair County, PA","42013","Unknown or Not Stated","9",Suppressed
,"Bucks County, PA","42017","Hispanic or Latino","2135-2",517
,"Bucks County, PA","42017","Not Hispanic or Latino","2186-5",5187
,"Bucks County, PA","42017","Unknown or Not Stated","9",71
,"Butler County, PA","42019","Hispanic or Latino","2135-2",39
,"Butler County, PA","42019","Not Hispanic or Latino","2186-5",1692
,"Butler County, PA","42019","Unknown or Not Stated","9",11
,"Cambria County, PA","42021","Hispanic or Latino","2135-2",23
,"Cambria County, PA","42021","Not Hispanic or Latino","2186-5",1247
,"Cambria County, PA","42021","Unknown or Not Stated","9",Suppressed
,"Centre County, PA","42027","Hispanic or Latino","2135-2",34
,"Centre County, PA","42027","Not Hispanic or Latino","2186-5",1130
,"Centre County, PA","42027","Unknown or Not Stated","9",Suppressed
,"Chester County, PA","42029","Hispanic or Latino","2135-2",687
,"Chester County, PA","42029","Not Hispanic or Latino","2186-5",4598
,"Chester County, PA","42029","Unknown or Not Stated","9",38
,"Cumberland County, PA","42041","Hispanic or Latino","2135-2",126
,"Cumberland County, PA","42041","Not Hispanic or Latino","2186-5",2463
,"Cumberland County, PA","42041","Unknown or Not Stated","9",23
,"Dauphin County, PA","42043","Hispanic or Latino","2135-2",482
,"Dauphin County, PA","42043","Not Hispanic or Latino","2186-5",2892
,"Dauphin County, PA","42043","Unknown or Not Stated","9",30
,"Delaware County, PA","42045","Hispanic or Latino","2135-2",362
,"Delaware County, PA","42045","Not Hispanic or Latino","2186-5",6038
,"Delaware County, PA","42045","Unknown or Not Stated","9",176
,"Erie County, PA","42049","Hispanic or Latino","2135-2",200
,"Erie County, PA","42049","Not Hispanic or Latino","2186-5",2781
,"Erie County, PA","42049","Unknown or Not Stated","9",13
,"Fayette County, PA","42051","Hispanic or Latino","2135-2",11
,"Fayette County, PA","42051","Not Hispanic or Latino","2186-5",1281
,"Fayette County, PA","42051","Unknown or Not Stated","9",Suppressed
,"Franklin County, PA","42055","Hispanic or Latino","2135-2",191
,"Franklin County, PA","42055","Not Hispanic or Latino","2186-5",1584
,"Franklin County, PA","42055","Unknown or Not Stated","9",11
,"Lackawanna County, PA","42069","Hispanic or Latino","2135-2",270
,"Lackawanna County, PA","42069","Not Hispanic or Latino","2186-5",1794
,"Lackawanna County, PA","42069","Unknown or Not Stated","9",12
,"Lancaster County, PA","42071","Hispanic or Latino","2135-2",947
,"Lancaster County, PA","42071","Not Hispanic or Latino","2186-5",6294
,"Lancaster County, PA","42071","Unknown or Not Stated","9",17
,"Lebanon County, PA","42075","Hispanic or Latino","2135-2",319
,"Lebanon County, PA","42075","Not Hispanic or Latino","2186-5",1254
,"Lebanon County, PA","42075","Unknown or Not Stated","9",Suppressed
,"Lehigh County, PA","42077","Hispanic or Latino","2135-2",1637
,"Lehigh County, PA","42077","Not Hispanic or Latino","2186-5",2622
,"Lehigh County, PA","42077","Unknown or Not Stated","9",32
,"Luzerne County, PA","42079","Hispanic or Latino","2135-2",818
,"Luzerne County, PA","42079","Not Hispanic or Latino","2186-5",2425
,"Luzerne County, PA","42079","Unknown or Not Stated","9",41
,"Lycoming County, PA","42081","Hispanic or Latino","2135-2",24
,"Lycoming County, PA","42081","Not Hispanic or Latino","2186-5",1147
,"Lycoming County, PA","42081","Unknown or Not Stated","9",Suppressed
,"Mercer County, PA","42085","Hispanic or Latino","2135-2",22
,"Mercer County, PA","42085","Not Hispanic or Latino","2186-5",1063
,"Mercer County, PA","42085","Unknown or Not Stated","9",Suppressed
,"Monroe County, PA","42089","Hispanic or Latino","2135-2",354
,"Monroe County, PA","42089","Not Hispanic or Latino","2186-5",1172
,"Monroe County, PA","42089","Unknown or Not Stated","9",11
,"Montgomery County, PA","42091","Hispanic or Latino","2135-2",758
,"Montgomery County, PA","42091","Not Hispanic or Latino","2186-5",7863
,"Montgomery County, PA","42091","Unknown or Not Stated","9",81
,"Northampton County, PA","42095","Hispanic or Latino","2135-2",584
,"Northampton County, PA","42095","Not Hispanic or Latino","2186-5",2185
,"Northampton County, PA","42095","Unknown or Not Stated","9",20
,"Philadelphia County, PA","42101","Hispanic or Latino","2135-2",4150
,"Philadelphia County, PA","42101","Not Hispanic or Latino","2186-5",16644
,"Philadelphia County, PA","42101","Unknown or Not Stated","9",494
,"Schuylkill County, PA","42107","Hispanic or Latino","2135-2",111
,"Schuylkill County, PA","42107","Not Hispanic or Latino","2186-5",1195
,"Schuylkill County, PA","42107","Unknown or Not Stated","9",Suppressed
,"Washington County, PA","42125","Hispanic or Latino","2135-2",41
,"Washington County, PA","42125","Not Hispanic or Latino","2186-5",1921
,"Washington County, PA","42125","Unknown or Not Stated","9",Suppressed
,"Westmoreland County, PA","42129","Hispanic or Latino","2135-2",37
,"Westmoreland County, PA","42129","Not Hispanic or Latino","2186-5",2895
,"Westmoreland County, PA","42129","Unknown or Not Stated","9",21
,"York County, PA","42133","Hispanic or Latino","2135-2",586
,"York County, PA","42133","Not Hispanic or Latino","2186-5",4336
,"York County, PA","42133","Unknown or Not Stated","9",11
,"Unidentified Counties, PA","42999","Hispanic or Latino","2135-2",376
,"Unidentified Counties, PA","42999","Not Hispanic or Latino","2186-5",15736
,"Unidentified Counties, PA","42999","Unknown or Not Stated","9",106
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2017"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:04:21 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
