"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",582
,"Allen County, OH","39003","Male","M",662
,"Ashtabula County, OH","39007","Female","F",533
,"Ashtabula County, OH","39007","Male","M",616
,"Butler County, OH","39017","Female","F",2200
,"Butler County, OH","39017","Male","M",2266
,"Clark County, OH","39023","Female","F",761
,"Clark County, OH","39023","Male","M",853
,"Clermont County, OH","39025","Female","F",1136
,"Clermont County, OH","39025","Male","M",1175
,"Columbiana County, OH","39029","Female","F",486
,"Columbiana County, OH","39029","Male","M",539
,"Cuyahoga County, OH","39035","Female","F",7126
,"Cuyahoga County, OH","39035","Male","M",7424
,"Delaware County, OH","39041","Female","F",991
,"Delaware County, OH","39041","Male","M",1083
,"Fairfield County, OH","39045","Female","F",865
,"Fairfield County, OH","39045","Male","M",890
,"Franklin County, OH","39049","Female","F",9173
,"Franklin County, OH","39049","Male","M",9713
,"Greene County, OH","39057","Female","F",879
,"Greene County, OH","39057","Male","M",865
,"Hamilton County, OH","39061","Female","F",5298
,"Hamilton County, OH","39061","Male","M",5535
,"Lake County, OH","39085","Female","F",1046
,"Lake County, OH","39085","Male","M",1152
,"Licking County, OH","39089","Female","F",917
,"Licking County, OH","39089","Male","M",949
,"Lorain County, OH","39093","Female","F",1569
,"Lorain County, OH","39093","Male","M",1614
,"Lucas County, OH","39095","Female","F",2650
,"Lucas County, OH","39095","Male","M",2795
,"Mahoning County, OH","39099","Female","F",1231
,"Mahoning County, OH","39099","Male","M",1227
,"Medina County, OH","39103","Female","F",825
,"Medina County, OH","39103","Male","M",895
,"Miami County, OH","39109","Female","F",591
,"Miami County, OH","39109","Male","M",563
,"Montgomery County, OH","39113","Female","F",3255
,"Montgomery County, OH","39113","Male","M",3475
,"Portage County, OH","39133","Female","F",647
,"Portage County, OH","39133","Male","M",704
,"Richland County, OH","39139","Female","F",640
,"Richland County, OH","39139","Male","M",677
,"Stark County, OH","39151","Female","F",1969
,"Stark County, OH","39151","Male","M",2056
,"Summit County, OH","39153","Female","F",2917
,"Summit County, OH","39153","Male","M",2987
,"Trumbull County, OH","39155","Female","F",1043
,"Trumbull County, OH","39155","Male","M",1064
,"Warren County, OH","39165","Female","F",1105
,"Warren County, OH","39165","Male","M",1157
,"Wayne County, OH","39169","Female","F",732
,"Wayne County, OH","39169","Male","M",770
,"Wood County, OH","39173","Female","F",690
,"Wood County, OH","39173","Male","M",711
,"Unidentified Counties, OH","39999","Female","F",15000
,"Unidentified Counties, OH","39999","Male","M",15558
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:10:22 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:10:22 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
