"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",9347
,"Alameda County, CA","06001","Male","M",9541
,"Butte County, CA","06007","Female","F",1114
,"Butte County, CA","06007","Male","M",1272
,"Contra Costa County, CA","06013","Female","F",5880
,"Contra Costa County, CA","06013","Male","M",6300
,"El Dorado County, CA","06017","Female","F",743
,"El Dorado County, CA","06017","Male","M",827
,"Fresno County, CA","06019","Female","F",7139
,"Fresno County, CA","06019","Male","M",7402
,"Humboldt County, CA","06023","Female","F",674
,"Humboldt County, CA","06023","Male","M",698
,"Imperial County, CA","06025","Female","F",1453
,"Imperial County, CA","06025","Male","M",1441
,"Kern County, CA","06029","Female","F",6502
,"Kern County, CA","06029","Male","M",6824
,"Kings County, CA","06031","Female","F",1149
,"Kings County, CA","06031","Male","M",1224
,"Los Angeles County, CA","06037","Female","F",56996
,"Los Angeles County, CA","06037","Male","M",59954
,"Madera County, CA","06039","Female","F",1045
,"Madera County, CA","06039","Male","M",1075
,"Marin County, CA","06041","Female","F",1090
,"Marin County, CA","06041","Male","M",1147
,"Merced County, CA","06047","Female","F",2033
,"Merced County, CA","06047","Male","M",2169
,"Monterey County, CA","06053","Female","F",2848
,"Monterey County, CA","06053","Male","M",2962
,"Napa County, CA","06055","Female","F",631
,"Napa County, CA","06055","Male","M",660
,"Orange County, CA","06059","Female","F",18175
,"Orange County, CA","06059","Male","M",19194
,"Placer County, CA","06061","Female","F",1790
,"Placer County, CA","06061","Male","M",1899
,"Riverside County, CA","06065","Female","F",14463
,"Riverside County, CA","06065","Male","M",15394
,"Sacramento County, CA","06067","Female","F",9295
,"Sacramento County, CA","06067","Male","M",9907
,"San Bernardino County, CA","06071","Female","F",14392
,"San Bernardino County, CA","06071","Male","M",15251
,"San Diego County, CA","06073","Female","F",20086
,"San Diego County, CA","06073","Male","M",21144
,"San Francisco County, CA","06075","Female","F",4407
,"San Francisco County, CA","06075","Male","M",4540
,"San Joaquin County, CA","06077","Female","F",4912
,"San Joaquin County, CA","06077","Male","M",5016
,"San Luis Obispo County, CA","06079","Female","F",1244
,"San Luis Obispo County, CA","06079","Male","M",1306
,"San Mateo County, CA","06081","Female","F",4158
,"San Mateo County, CA","06081","Male","M",4427
,"Santa Barbara County, CA","06083","Female","F",2741
,"Santa Barbara County, CA","06083","Male","M",2790
,"Santa Clara County, CA","06085","Female","F",10606
,"Santa Clara County, CA","06085","Male","M",11527
,"Santa Cruz County, CA","06087","Female","F",1280
,"Santa Cruz County, CA","06087","Male","M",1378
,"Shasta County, CA","06089","Female","F",957
,"Shasta County, CA","06089","Male","M",1051
,"Solano County, CA","06095","Female","F",2477
,"Solano County, CA","06095","Male","M",2654
,"Sonoma County, CA","06097","Female","F",2219
,"Sonoma County, CA","06097","Male","M",2423
,"Stanislaus County, CA","06099","Female","F",3718
,"Stanislaus County, CA","06099","Male","M",3723
,"Tulare County, CA","06107","Female","F",3509
,"Tulare County, CA","06107","Male","M",3621
,"Ventura County, CA","06111","Female","F",4599
,"Ventura County, CA","06111","Male","M",4719
,"Yolo County, CA","06113","Female","F",1065
,"Yolo County, CA","06113","Male","M",1207
,"Unidentified Counties, CA","06999","Female","F",5023
,"Unidentified Counties, CA","06999","Male","M",5231
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 9:37:02 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 9:37:02 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
