"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Albany County, NY","36001","Female","F",1464
,"Albany County, NY","36001","Male","M",1619
,"Bronx County, NY","36005","Female","F",10016
,"Bronx County, NY","36005","Male","M",10572
,"Broome County, NY","36007","Female","F",998
,"Broome County, NY","36007","Male","M",981
,"Chautauqua County, NY","36013","Female","F",662
,"Chautauqua County, NY","36013","Male","M",682
,"Dutchess County, NY","36027","Female","F",1259
,"Dutchess County, NY","36027","Male","M",1345
,"Erie County, NY","36029","Female","F",4833
,"Erie County, NY","36029","Male","M",5037
,"Jefferson County, NY","36045","Female","F",983
,"Jefferson County, NY","36045","Male","M",1026
,"Kings County, NY","36047","Female","F",19050
,"Kings County, NY","36047","Male","M",20142
,"Monroe County, NY","36055","Female","F",3803
,"Monroe County, NY","36055","Male","M",4090
,"Nassau County, NY","36059","Female","F",6955
,"Nassau County, NY","36059","Male","M",7223
,"New York County, NY","36061","Female","F",8539
,"New York County, NY","36061","Male","M",8965
,"Niagara County, NY","36063","Female","F",1062
,"Niagara County, NY","36063","Male","M",1052
,"Oneida County, NY","36065","Female","F",1224
,"Oneida County, NY","36065","Male","M",1331
,"Onondaga County, NY","36067","Female","F",2488
,"Onondaga County, NY","36067","Male","M",2564
,"Ontario County, NY","36069","Female","F",490
,"Ontario County, NY","36069","Male","M",494
,"Orange County, NY","36071","Female","F",2463
,"Orange County, NY","36071","Male","M",2629
,"Oswego County, NY","36075","Female","F",627
,"Oswego County, NY","36075","Male","M",621
,"Queens County, NY","36081","Female","F",14120
,"Queens County, NY","36081","Male","M",14888
,"Rensselaer County, NY","36083","Female","F",758
,"Rensselaer County, NY","36083","Male","M",831
,"Richmond County, NY","36085","Female","F",2655
,"Richmond County, NY","36085","Male","M",2789
,"Rockland County, NY","36087","Female","F",2681
,"Rockland County, NY","36087","Male","M",2800
,"St. Lawrence County, NY","36089","Female","F",512
,"St. Lawrence County, NY","36089","Male","M",526
,"Saratoga County, NY","36091","Female","F",1048
,"Saratoga County, NY","36091","Male","M",1087
,"Schenectady County, NY","36093","Female","F",846
,"Schenectady County, NY","36093","Male","M",968
,"Suffolk County, NY","36103","Female","F",7612
,"Suffolk County, NY","36103","Male","M",7747
,"Tompkins County, NY","36109","Female","F",374
,"Tompkins County, NY","36109","Male","M",393
,"Ulster County, NY","36111","Female","F",689
,"Ulster County, NY","36111","Male","M",764
,"Westchester County, NY","36119","Female","F",5088
,"Westchester County, NY","36119","Male","M",5312
,"Unidentified Counties, NY","36999","Female","F",8715
,"Unidentified Counties, NY","36999","Male","M",9245
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:06:56 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:06:56 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"4. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"5. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"6. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"7. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
