"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alachua County, FL","12001","Hispanic or Latino","2135-2",238
,"Alachua County, FL","12001","Not Hispanic or Latino","2186-5",2580
,"Alachua County, FL","12001","Unknown or Not Stated","9",Suppressed
,"Bay County, FL","12005","Hispanic or Latino","2135-2",192
,"Bay County, FL","12005","Not Hispanic or Latino","2186-5",2122
,"Bay County, FL","12005","Unknown or Not Stated","9",Suppressed
,"Brevard County, FL","12009","Hispanic or Latino","2135-2",697
,"Brevard County, FL","12009","Not Hispanic or Latino","2186-5",4495
,"Brevard County, FL","12009","Unknown or Not Stated","9",Suppressed
,"Broward County, FL","12011","Hispanic or Latino","2135-2",7178
,"Broward County, FL","12011","Not Hispanic or Latino","2186-5",15103
,"Broward County, FL","12011","Unknown or Not Stated","9",41
,"Charlotte County, FL","12015","Hispanic or Latino","2135-2",126
,"Charlotte County, FL","12015","Not Hispanic or Latino","2186-5",931
,"Charlotte County, FL","12015","Unknown or Not Stated","9",Suppressed
,"Citrus County, FL","12017","Hispanic or Latino","2135-2",82
,"Citrus County, FL","12017","Not Hispanic or Latino","2186-5",1019
,"Citrus County, FL","12017","Unknown or Not Stated","9",Suppressed
,"Clay County, FL","12019","Hispanic or Latino","2135-2",193
,"Clay County, FL","12019","Not Hispanic or Latino","2186-5",1998
,"Clay County, FL","12019","Unknown or Not Stated","9",Suppressed
,"Collier County, FL","12021","Hispanic or Latino","2135-2",1507
,"Collier County, FL","12021","Not Hispanic or Latino","2186-5",1674
,"Collier County, FL","12021","Unknown or Not Stated","9",Suppressed
,"Duval County, FL","12031","Hispanic or Latino","2135-2",1592
,"Duval County, FL","12031","Not Hispanic or Latino","2186-5",11569
,"Duval County, FL","12031","Unknown or Not Stated","9",21
,"Escambia County, FL","12033","Hispanic or Latino","2135-2",270
,"Escambia County, FL","12033","Not Hispanic or Latino","2186-5",3681
,"Escambia County, FL","12033","Unknown or Not Stated","9",Suppressed
,"Hernando County, FL","12053","Hispanic or Latino","2135-2",255
,"Hernando County, FL","12053","Not Hispanic or Latino","2186-5",1276
,"Hernando County, FL","12053","Unknown or Not Stated","9",21
,"Hillsborough County, FL","12057","Hispanic or Latino","2135-2",5637
,"Hillsborough County, FL","12057","Not Hispanic or Latino","2186-5",11754
,"Hillsborough County, FL","12057","Unknown or Not Stated","9",25
,"Indian River County, FL","12061","Hispanic or Latino","2135-2",262
,"Indian River County, FL","12061","Not Hispanic or Latino","2186-5",1014
,"Indian River County, FL","12061","Unknown or Not Stated","9",Suppressed
,"Lake County, FL","12069","Hispanic or Latino","2135-2",652
,"Lake County, FL","12069","Not Hispanic or Latino","2186-5",2596
,"Lake County, FL","12069","Unknown or Not Stated","9",17
,"Lee County, FL","12071","Hispanic or Latino","2135-2",2271
,"Lee County, FL","12071","Not Hispanic or Latino","2186-5",4406
,"Lee County, FL","12071","Unknown or Not Stated","9",Suppressed
