"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Adams County, PA","42001","Female","F",489
,"Adams County, PA","42001","Male","M",483
,"Allegheny County, PA","42003","Female","F",6342
,"Allegheny County, PA","42003","Male","M",6540
,"Beaver County, PA","42007","Female","F",750
,"Beaver County, PA","42007","Male","M",811
,"Berks County, PA","42011","Female","F",2236
,"Berks County, PA","42011","Male","M",2483
,"Blair County, PA","42013","Female","F",581
,"Blair County, PA","42013","Male","M",624
,"Bucks County, PA","42017","Female","F",2833
,"Bucks County, PA","42017","Male","M",2942
,"Butler County, PA","42019","Female","F",873
,"Butler County, PA","42019","Male","M",869
,"Cambria County, PA","42021","Female","F",589
,"Cambria County, PA","42021","Male","M",682
,"Centre County, PA","42027","Female","F",560
,"Centre County, PA","42027","Male","M",611
,"Chester County, PA","42029","Female","F",2605
,"Chester County, PA","42029","Male","M",2718
,"Cumberland County, PA","42041","Female","F",1316
,"Cumberland County, PA","42041","Male","M",1296
,"Dauphin County, PA","42043","Female","F",1648
,"Dauphin County, PA","42043","Male","M",1756
,"Delaware County, PA","42045","Female","F",3202
,"Delaware County, PA","42045","Male","M",3374
,"Erie County, PA","42049","Female","F",1463
,"Erie County, PA","42049","Male","M",1531
,"Fayette County, PA","42051","Female","F",595
,"Fayette County, PA","42051","Male","M",701
,"Franklin County, PA","42055","Female","F",906
,"Franklin County, PA","42055","Male","M",880
,"Lackawanna County, PA","42069","Female","F",999
,"Lackawanna County, PA","42069","Male","M",1077
,"Lancaster County, PA","42071","Female","F",3518
,"Lancaster County, PA","42071","Male","M",3740
,"Lebanon County, PA","42075","Female","F",795
,"Lebanon County, PA","42075","Male","M",786
,"Lehigh County, PA","42077","Female","F",2075
,"Lehigh County, PA","42077","Male","M",2216
,"Luzerne County, PA","42079","Female","F",1600
,"Luzerne County, PA","42079","Male","M",1684
,"Lycoming County, PA","42081","Female","F",567
,"Lycoming County, PA","42081","Male","M",607
,"Mercer County, PA","42085","Female","F",562
,"Mercer County, PA","42085","Male","M",530
,"Monroe County, PA","42089","Female","F",735
,"Monroe County, PA","42089","Male","M",802
,"Montgomery County, PA","42091","Female","F",4248
,"Montgomery County, PA","42091","Male","M",4454
,"Northampton County, PA","42095","Female","F",1359
,"Northampton County, PA","42095","Male","M",1430
,"Philadelphia County, PA","42101","Female","F",10357
,"Philadelphia County, PA","42101","Male","M",10931
,"Schuylkill County, PA","42107","Female","F",616
,"Schuylkill County, PA","42107","Male","M",697
,"Washington County, PA","42125","Female","F",925
,"Washington County, PA","42125","Male","M",1042
,"Westmoreland County, PA","42129","Female","F",1421
,"Westmoreland County, PA","42129","Male","M",1532
,"York County, PA","42133","Female","F",2413
,"York County, PA","42133","Male","M",2520
,"Unidentified Counties, PA","42999","Female","F",7877
,"Unidentified Counties, PA","42999","Male","M",8341
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2017"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:13:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:13:33 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
