"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",8550
,"Alameda County, CA","06001","Male","M",8766
,"Butte County, CA","06007","Female","F",989
,"Butte County, CA","06007","Male","M",1002
,"Contra Costa County, CA","06013","Female","F",5749
,"Contra Costa County, CA","06013","Male","M",6011
,"El Dorado County, CA","06017","Female","F",689
,"El Dorado County, CA","06017","Male","M",776
,"Fresno County, CA","06019","Female","F",6786
,"Fresno County, CA","06019","Male","M",7039
,"Humboldt County, CA","06023","Female","F",593
,"Humboldt County, CA","06023","Male","M",672
,"Imperial County, CA","06025","Female","F",1175
,"Imperial County, CA","06025","Male","M",1154
,"Kern County, CA","06029","Female","F",6003
,"Kern County, CA","06029","Male","M",6353
,"Kings County, CA","06031","Female","F",1139
,"Kings County, CA","06031","Male","M",1113
,"Los Angeles County, CA","06037","Female","F",47898
,"Los Angeles County, CA","06037","Male","M",50162
,"Madera County, CA","06039","Female","F",1009
,"Madera County, CA","06039","Male","M",1088
,"Marin County, CA","06041","Female","F",1007
,"Marin County, CA","06041","Male","M",1071
,"Merced County, CA","06047","Female","F",1843
,"Merced County, CA","06047","Male","M",1889
,"Monterey County, CA","06053","Female","F",2703
,"Monterey County, CA","06053","Male","M",2872
,"Napa County, CA","06055","Female","F",566
,"Napa County, CA","06055","Male","M",641
,"Orange County, CA","06059","Female","F",15097
,"Orange County, CA","06059","Male","M",15917
,"Placer County, CA","06061","Female","F",1665
,"Placer County, CA","06061","Male","M",1829
,"Riverside County, CA","06065","Female","F",13172
,"Riverside County, CA","06065","Male","M",13783
,"Sacramento County, CA","06067","Female","F",8817
,"Sacramento County, CA","06067","Male","M",9215
,"San Bernardino County, CA","06071","Female","F",13047
,"San Bernardino County, CA","06071","Male","M",13659
,"San Diego County, CA","06073","Female","F",18095
,"San Diego County, CA","06073","Male","M",19066
,"San Francisco County, CA","06075","Female","F",4024
,"San Francisco County, CA","06075","Male","M",3990
,"San Joaquin County, CA","06077","Female","F",4755
,"San Joaquin County, CA","06077","Male","M",4935
,"San Luis Obispo County, CA","06079","Female","F",1183
,"San Luis Obispo County, CA","06079","Male","M",1177
,"San Mateo County, CA","06081","Female","F",3852
,"San Mateo County, CA","06081","Male","M",3864
,"Santa Barbara County, CA","06083","Female","F",2560
,"Santa Barbara County, CA","06083","Male","M",2784
,"Santa Clara County, CA","06085","Female","F",9408
,"Santa Clara County, CA","06085","Male","M",10167
,"Santa Cruz County, CA","06087","Female","F",1096
,"Santa Cruz County, CA","06087","Male","M",1093
,"Shasta County, CA","06089","Female","F",898
,"Shasta County, CA","06089","Male","M",943
,"Solano County, CA","06095","Female","F",2420
,"Solano County, CA","06095","Male","M",2537
,"Sonoma County, CA","06097","Female","F",2099
,"Sonoma County, CA","06097","Male","M",2213
,"Stanislaus County, CA","06099","Female","F",3513
,"Stanislaus County, CA","06099","Male","M",3605
,"Tulare County, CA","06107","Female","F",3320
,"Tulare County, CA","06107","Male","M",3338
,"Ventura County, CA","06111","Female","F",4093
,"Ventura County, CA","06111","Male","M",4148
,"Yolo County, CA","06113","Female","F",958
,"Yolo County, CA","06113","Male","M",999
,"Unidentified Counties, CA","06999","Female","F",4710
,"Unidentified Counties, CA","06999","Male","M",4907
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:40:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:40:34 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
