"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Albany County, NY","36001","Female","F",1385
,"Albany County, NY","36001","Male","M",1425
,"Bronx County, NY","36005","Female","F",8697
,"Bronx County, NY","36005","Male","M",9154
,"Broome County, NY","36007","Female","F",902
,"Broome County, NY","36007","Male","M",886
,"Chautauqua County, NY","36013","Female","F",632
,"Chautauqua County, NY","36013","Male","M",607
,"Dutchess County, NY","36027","Female","F",1247
,"Dutchess County, NY","36027","Male","M",1317
,"Erie County, NY","36029","Female","F",4669
,"Erie County, NY","36029","Male","M",4787
,"Jefferson County, NY","36045","Female","F",869
,"Jefferson County, NY","36045","Male","M",925
,"Kings County, NY","36047","Female","F",16798
,"Kings County, NY","36047","Male","M",17644
,"Monroe County, NY","36055","Female","F",3619
,"Monroe County, NY","36055","Male","M",3903
,"Nassau County, NY","36059","Female","F",6496
,"Nassau County, NY","36059","Male","M",6798
,"New York County, NY","36061","Female","F",7206
,"New York County, NY","36061","Male","M",7549
,"Niagara County, NY","36063","Female","F",984
,"Niagara County, NY","36063","Male","M",992
,"Oneida County, NY","36065","Female","F",1150
,"Oneida County, NY","36065","Male","M",1232
,"Onondaga County, NY","36067","Female","F",2462
,"Onondaga County, NY","36067","Male","M",2402
,"Ontario County, NY","36069","Female","F",489
,"Ontario County, NY","36069","Male","M",452
,"Orange County, NY","36071","Female","F",2559
,"Orange County, NY","36071","Male","M",2672
,"Oswego County, NY","36075","Female","F",558
,"Oswego County, NY","36075","Male","M",610
,"Queens County, NY","36081","Female","F",11842
,"Queens County, NY","36081","Male","M",12793
,"Rensselaer County, NY","36083","Female","F",786
,"Rensselaer County, NY","36083","Male","M",791
,"Richmond County, NY","36085","Female","F",2369
,"Richmond County, NY","36085","Male","M",2589
,"Rockland County, NY","36087","Female","F",2752
,"Rockland County, NY","36087","Male","M",2976
,"St. Lawrence County, NY","36089","Female","F",507
,"St. Lawrence County, NY","36089","Male","M",487
,"Saratoga County, NY","36091","Female","F",938
,"Saratoga County, NY","36091","Male","M",1023
,"Schenectady County, NY","36093","Female","F",879
,"Schenectady County, NY","36093","Male","M",915
,"Suffolk County, NY","36103","Female","F",7241
,"Suffolk County, NY","36103","Male","M",7501
,"Tompkins County, NY","36109","Female","F",315
,"Tompkins County, NY","36109","Male","M",348
,"Ulster County, NY","36111","Female","F",708
,"Ulster County, NY","36111","Male","M",768
,"Westchester County, NY","36119","Female","F",4685
,"Westchester County, NY","36119","Male","M",4933
,"Unidentified Counties, NY","36999","Female","F",8328
,"Unidentified Counties, NY","36999","Male","M",8787
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 9:10:58 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 9:10:58 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"4. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"5. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"6. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"7. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
