"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Blount County, TN","47009","Under 15 years","15",Suppressed
,"Blount County, TN","47009","15-19 years","15-19",86
,"Blount County, TN","47009","20-24 years","20-24",304
,"Blount County, TN","47009","25-29 years","25-29",393
,"Blount County, TN","47009","30-34 years","30-34",341
,"Blount County, TN","47009","35-39 years","35-39",132
,"Blount County, TN","47009","40-44 years","40-44",31
,"Blount County, TN","47009","45-49 years","45-49",0
,"Blount County, TN","47009","50 years and over","50+",Suppressed
,"Davidson County, TN","47037","Under 15 years","15",Suppressed
,"Davidson County, TN","47037","15-19 years","15-19",462
,"Davidson County, TN","47037","20-24 years","20-24",1656
,"Davidson County, TN","47037","25-29 years","25-29",2573
,"Davidson County, TN","47037","30-34 years","30-34",3069
,"Davidson County, TN","47037","35-39 years","35-39",1590
,"Davidson County, TN","47037","40-44 years","40-44",282
,"Davidson County, TN","47037","45-49 years","45-49",13
,"Davidson County, TN","47037","50 years and over","50+",Suppressed
,"Hamilton County, TN","47065","Under 15 years","15",Suppressed
,"Hamilton County, TN","47065","15-19 years","15-19",208
,"Hamilton County, TN","47065","20-24 years","20-24",824
,"Hamilton County, TN","47065","25-29 years","25-29",1319
,"Hamilton County, TN","47065","30-34 years","30-34",1239
,"Hamilton County, TN","47065","35-39 years","35-39",541
,"Hamilton County, TN","47065","40-44 years","40-44",83
,"Hamilton County, TN","47065","45-49 years","45-49",Suppressed
,"Hamilton County, TN","47065","50 years and over","50+",Suppressed
,"Knox County, TN","47093","Under 15 years","15",Suppressed
,"Knox County, TN","47093","15-19 years","15-19",269
,"Knox County, TN","47093","20-24 years","20-24",935
,"Knox County, TN","47093","25-29 years","25-29",1516
,"Knox County, TN","47093","30-34 years","30-34",1497
,"Knox County, TN","47093","35-39 years","35-39",709
,"Knox County, TN","47093","40-44 years","40-44",137
,"Knox County, TN","47093","45-49 years","45-49",12
,"Knox County, TN","47093","50 years and over","50+",0
,"Montgomery County, TN","47125","Under 15 years","15",0
,"Montgomery County, TN","47125","15-19 years","15-19",172
,"Montgomery County, TN","47125","20-24 years","20-24",1007
,"Montgomery County, TN","47125","25-29 years","25-29",1184
,"Montgomery County, TN","47125","30-34 years","30-34",781
,"Montgomery County, TN","47125","35-39 years","35-39",334
,"Montgomery County, TN","47125","40-44 years","40-44",44
,"Montgomery County, TN","47125","45-49 years","45-49",Suppressed
,"Montgomery County, TN","47125","50 years and over","50+",Suppressed
,"Rutherford County, TN","47149","Under 15 years","15",Suppressed
,"Rutherford County, TN","47149","15-19 years","15-19",178
,"Rutherford County, TN","47149","20-24 years","20-24",770
,"Rutherford County, TN","47149","25-29 years","25-29",1322
,"Rutherford County, TN","47149","30-34 years","30-34",1142
,"Rutherford County, TN","47149","35-39 years","35-39",579
,"Rutherford County, TN","47149","40-44 years","40-44",92
,"Rutherford County, TN","47149","45-49 years","45-49",Suppressed
,"Rutherford County, TN","47149","50 years and over","50+",Suppressed
,"Shelby County, TN","47157","Under 15 years","15",16
,"Shelby County, TN","47157","15-19 years","15-19",951
,"Shelby County, TN","47157","20-24 years","20-24",2980
,"Shelby County, TN","47157","25-29 years","25-29",3721
,"Shelby County, TN","47157","30-34 years","30-34",3071
,"Shelby County, TN","47157","35-39 years","35-39",1528
,"Shelby County, TN","47157","40-44 years","40-44",310
,"Shelby County, TN","47157","45-49 years","45-49",14
,"Shelby County, TN","47157","50 years and over","50+",Suppressed
,"Sullivan County, TN","47163","Under 15 years","15",Suppressed
,"Sullivan County, TN","47163","15-19 years","15-19",114
,"Sullivan County, TN","47163","20-24 years","20-24",348
,"Sullivan County, TN","47163","25-29 years","25-29",438
,"Sullivan County, TN","47163","30-34 years","30-34",337
,"Sullivan County, TN","47163","35-39 years","35-39",137
