"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2478
,"Allen County, IN","18003","Male","M",2720
,"Clark County, IN","18019","Female","F",638
,"Clark County, IN","18019","Male","M",718
,"Delaware County, IN","18035","Female","F",516
,"Delaware County, IN","18035","Male","M",551
,"Elkhart County, IN","18039","Female","F",1430
,"Elkhart County, IN","18039","Male","M",1468
,"Hamilton County, IN","18057","Female","F",1727
,"Hamilton County, IN","18057","Male","M",1868
,"Hendricks County, IN","18063","Female","F",874
,"Hendricks County, IN","18063","Male","M",835
,"Johnson County, IN","18081","Female","F",882
,"Johnson County, IN","18081","Male","M",935
,"Lake County, IN","18089","Female","F",2651
,"Lake County, IN","18089","Male","M",2791
,"La Porte County, IN","18091","Female","F",550
,"La Porte County, IN","18091","Male","M",594
,"Madison County, IN","18095","Female","F",669
,"Madison County, IN","18095","Male","M",749
,"Marion County, IN","18097","Female","F",6784
,"Marion County, IN","18097","Male","M",6918
,"Monroe County, IN","18105","Female","F",531
,"Monroe County, IN","18105","Male","M",587
,"Porter County, IN","18127","Female","F",805
,"Porter County, IN","18127","Male","M",789
,"St. Joseph County, IN","18141","Female","F",1581
,"St. Joseph County, IN","18141","Male","M",1670
,"Tippecanoe County, IN","18157","Female","F",1019
,"Tippecanoe County, IN","18157","Male","M",1075
,"Vanderburgh County, IN","18163","Female","F",1023
,"Vanderburgh County, IN","18163","Male","M",1110
,"Vigo County, IN","18167","Female","F",526
,"Vigo County, IN","18167","Male","M",601
,"Unidentified Counties, IN","18999","Female","F",13650
,"Unidentified Counties, IN","18999","Male","M",14303
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:51:30 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:51:30 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
