"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1366
,"Atlantic County, NJ","34001","Male","M",1457
,"Bergen County, NJ","34003","Female","F",4146
,"Bergen County, NJ","34003","Male","M",4507
,"Burlington County, NJ","34005","Female","F",2096
,"Burlington County, NJ","34005","Male","M",2280
,"Camden County, NJ","34007","Female","F",2960
,"Camden County, NJ","34007","Male","M",2973
,"Cumberland County, NJ","34011","Female","F",890
,"Cumberland County, NJ","34011","Male","M",929
,"Essex County, NJ","34013","Female","F",4756
,"Essex County, NJ","34013","Male","M",4896
,"Gloucester County, NJ","34015","Female","F",1259
,"Gloucester County, NJ","34015","Male","M",1468
,"Hudson County, NJ","34017","Female","F",4747
,"Hudson County, NJ","34017","Male","M",4797
,"Hunterdon County, NJ","34019","Female","F",496
,"Hunterdon County, NJ","34019","Male","M",498
,"Mercer County, NJ","34021","Female","F",1961
,"Mercer County, NJ","34021","Male","M",2024
,"Middlesex County, NJ","34023","Female","F",4110
,"Middlesex County, NJ","34023","Male","M",4316
,"Monmouth County, NJ","34025","Female","F",2915
,"Monmouth County, NJ","34025","Male","M",2937
,"Morris County, NJ","34027","Female","F",2233
,"Morris County, NJ","34027","Male","M",2347
,"Ocean County, NJ","34029","Female","F",4529
,"Ocean County, NJ","34029","Male","M",4787
,"Passaic County, NJ","34031","Female","F",3123
,"Passaic County, NJ","34031","Male","M",3137
,"Somerset County, NJ","34035","Female","F",1414
,"Somerset County, NJ","34035","Male","M",1513
,"Sussex County, NJ","34037","Female","F",624
,"Sussex County, NJ","34037","Male","M",675
,"Union County, NJ","34039","Female","F",3040
,"Union County, NJ","34039","Male","M",3329
,"Warren County, NJ","34041","Female","F",497
,"Warren County, NJ","34041","Male","M",521
,"Unidentified Counties, NJ","34999","Female","F",664
,"Unidentified Counties, NJ","34999","Male","M",737
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 9:08:39 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 9:08:39 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
