"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1252
,"Alachua County, FL","12001","Male","M",1299
,"Bay County, FL","12005","Female","F",947
,"Bay County, FL","12005","Male","M",949
,"Brevard County, FL","12009","Female","F",2355
,"Brevard County, FL","12009","Male","M",2567
,"Broward County, FL","12011","Female","F",9665
,"Broward County, FL","12011","Male","M",10281
,"Charlotte County, FL","12015","Female","F",506
,"Charlotte County, FL","12015","Male","M",537
,"Citrus County, FL","12017","Female","F",506
,"Citrus County, FL","12017","Male","M",549
,"Clay County, FL","12019","Female","F",1047
,"Clay County, FL","12019","Male","M",1060
,"Collier County, FL","12021","Female","F",1570
,"Collier County, FL","12021","Male","M",1596
,"Duval County, FL","12031","Female","F",6099
,"Duval County, FL","12031","Male","M",6396
,"Escambia County, FL","12033","Female","F",1807
,"Escambia County, FL","12033","Male","M",1924
,"Hernando County, FL","12053","Female","F",793
,"Hernando County, FL","12053","Male","M",796
,"Hillsborough County, FL","12057","Female","F",8185
,"Hillsborough County, FL","12057","Male","M",8404
,"Indian River County, FL","12061","Female","F",564
,"Indian River County, FL","12061","Male","M",630
,"Lake County, FL","12069","Female","F",1595
,"Lake County, FL","12069","Male","M",1706
,"Lee County, FL","12071","Female","F",3300
,"Lee County, FL","12071","Male","M",3475
,"Leon County, FL","12073","Female","F",1408
,"Leon County, FL","12073","Male","M",1528
,"Manatee County, FL","12081","Female","F",1717
,"Manatee County, FL","12081","Male","M",1675
,"Marion County, FL","12083","Female","F",1653
,"Marion County, FL","12083","Male","M",1769
,"Martin County, FL","12085","Female","F",591
,"Martin County, FL","12085","Male","M",657
,"Miami-Dade County, FL","12086","Female","F",13441
,"Miami-Dade County, FL","12086","Male","M",14234
,"Okaloosa County, FL","12091","Female","F",1257
,"Okaloosa County, FL","12091","Male","M",1301
,"Orange County, FL","12095","Female","F",7727
,"Orange County, FL","12095","Male","M",7980
,"Osceola County, FL","12097","Female","F",2176
,"Osceola County, FL","12097","Male","M",2305
,"Palm Beach County, FL","12099","Female","F",6851
,"Palm Beach County, FL","12099","Male","M",7261
,"Pasco County, FL","12101","Female","F",2377
,"Pasco County, FL","12101","Male","M",2591
,"Pinellas County, FL","12103","Female","F",3615
,"Pinellas County, FL","12103","Male","M",3847
,"Polk County, FL","12105","Female","F",3984
,"Polk County, FL","12105","Male","M",4000
,"St. Johns County, FL","12109","Female","F",1057
,"St. Johns County, FL","12109","Male","M",1091
,"St. Lucie County, FL","12111","Female","F",1445
,"St. Lucie County, FL","12111","Male","M",1579
,"Santa Rosa County, FL","12113","Female","F",903
,"Santa Rosa County, FL","12113","Male","M",941
,"Sarasota County, FL","12115","Female","F",1227
,"Sarasota County, FL","12115","Male","M",1426
,"Seminole County, FL","12117","Female","F",2211
,"Seminole County, FL","12117","Male","M",2226
,"Volusia County, FL","12127","Female","F",2328
,"Volusia County, FL","12127","Male","M",2398
,"Unidentified Counties, FL","12999","Female","F",6133
,"Unidentified Counties, FL","12999","Male","M",6401
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:46:14 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:46:14 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
