"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Anoka County, MN","27003","Hispanic or Latino","2135-2",289
,"Anoka County, MN","27003","Not Hispanic or Latino","2186-5",3700
,"Anoka County, MN","27003","Unknown or Not Stated","9",Suppressed
,"Dakota County, MN","27037","Hispanic or Latino","2135-2",571
,"Dakota County, MN","27037","Not Hispanic or Latino","2186-5",4378
,"Dakota County, MN","27037","Unknown or Not Stated","9",Suppressed
,"Hennepin County, MN","27053","Hispanic or Latino","2135-2",1372
,"Hennepin County, MN","27053","Not Hispanic or Latino","2186-5",13429
,"Hennepin County, MN","27053","Unknown or Not Stated","9",36
,"Olmsted County, MN","27109","Hispanic or Latino","2135-2",138
,"Olmsted County, MN","27109","Not Hispanic or Latino","2186-5",1780
,"Olmsted County, MN","27109","Unknown or Not Stated","9",0
,"Ramsey County, MN","27123","Hispanic or Latino","2135-2",643
,"Ramsey County, MN","27123","Not Hispanic or Latino","2186-5",6291
,"Ramsey County, MN","27123","Unknown or Not Stated","9",Suppressed
,"St. Louis County, MN","27137","Hispanic or Latino","2135-2",50
,"St. Louis County, MN","27137","Not Hispanic or Latino","2186-5",1710
,"St. Louis County, MN","27137","Unknown or Not Stated","9",Suppressed
,"Scott County, MN","27139","Hispanic or Latino","2135-2",128
,"Scott County, MN","27139","Not Hispanic or Latino","2186-5",1510
,"Scott County, MN","27139","Unknown or Not Stated","9",Suppressed
,"Stearns County, MN","27145","Hispanic or Latino","2135-2",144
,"Stearns County, MN","27145","Not Hispanic or Latino","2186-5",1841
,"Stearns County, MN","27145","Unknown or Not Stated","9",Suppressed
,"Washington County, MN","27163","Hispanic or Latino","2135-2",158
,"Washington County, MN","27163","Not Hispanic or Latino","2186-5",2504
,"Washington County, MN","27163","Unknown or Not Stated","9",Suppressed
,"Wright County, MN","27171","Hispanic or Latino","2135-2",67
,"Wright County, MN","27171","Not Hispanic or Latino","2186-5",1666
,"Wright County, MN","27171","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, MN","27999","Hispanic or Latino","2135-2",1760
,"Unidentified Counties, MN","27999","Not Hispanic or Latino","2186-5",19143
,"Unidentified Counties, MN","27999","Unknown or Not Stated","9",103
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Minnesota (27)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 10:51:40 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 10:51:40 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
