"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Arlington County, VA","51013","Under 15 years","15",0
,"Arlington County, VA","51013","15-19 years","15-19",20
,"Arlington County, VA","51013","20-24 years","20-24",141
,"Arlington County, VA","51013","25-29 years","25-29",397
,"Arlington County, VA","51013","30-34 years","30-34",1049
,"Arlington County, VA","51013","35-39 years","35-39",801
,"Arlington County, VA","51013","40-44 years","40-44",209
,"Arlington County, VA","51013","45-49 years","45-49",27
,"Arlington County, VA","51013","50 years and over","50+",Suppressed
,"Chesterfield County, VA","51041","Under 15 years","15",Suppressed
,"Chesterfield County, VA","51041","15-19 years","15-19",121
,"Chesterfield County, VA","51041","20-24 years","20-24",522
,"Chesterfield County, VA","51041","25-29 years","25-29",1043
,"Chesterfield County, VA","51041","30-34 years","30-34",1345
,"Chesterfield County, VA","51041","35-39 years","35-39",664
,"Chesterfield County, VA","51041","40-44 years","40-44",152
,"Chesterfield County, VA","51041","45-49 years","45-49",Suppressed
,"Chesterfield County, VA","51041","50 years and over","50+",Suppressed
,"Fairfax County, VA","51059","Under 15 years","15",Suppressed
,"Fairfax County, VA","51059","15-19 years","15-19",260
,"Fairfax County, VA","51059","20-24 years","20-24",1058
,"Fairfax County, VA","51059","25-29 years","25-29",2450
,"Fairfax County, VA","51059","30-34 years","30-34",4640
,"Fairfax County, VA","51059","35-39 years","35-39",3225
,"Fairfax County, VA","51059","40-44 years","40-44",761
,"Fairfax County, VA","51059","45-49 years","45-49",77
,"Fairfax County, VA","51059","50 years and over","50+",14
,"Henrico County, VA","51087","Under 15 years","15",Suppressed
,"Henrico County, VA","51087","15-19 years","15-19",94
,"Henrico County, VA","51087","20-24 years","20-24",453
,"Henrico County, VA","51087","25-29 years","25-29",956
,"Henrico County, VA","51087","30-34 years","30-34",1318
,"Henrico County, VA","51087","35-39 years","35-39",706
,"Henrico County, VA","51087","40-44 years","40-44",124
,"Henrico County, VA","51087","45-49 years","45-49",10
,"Henrico County, VA","51087","50 years and over","50+",Suppressed
,"Loudoun County, VA","51107","Under 15 years","15",Suppressed
,"Loudoun County, VA","51107","15-19 years","15-19",58
,"Loudoun County, VA","51107","20-24 years","20-24",327
,"Loudoun County, VA","51107","25-29 years","25-29",937
,"Loudoun County, VA","51107","30-34 years","30-34",1881
,"Loudoun County, VA","51107","35-39 years","35-39",1178
,"Loudoun County, VA","51107","40-44 years","40-44",294
,"Loudoun County, VA","51107","45-49 years","45-49",19
,"Loudoun County, VA","51107","50 years and over","50+",Suppressed
,"Prince William County, VA","51153","Under 15 years","15",0
,"Prince William County, VA","51153","15-19 years","15-19",189
,"Prince William County, VA","51153","20-24 years","20-24",873
,"Prince William County, VA","51153","25-29 years","25-29",1595
,"Prince William County, VA","51153","30-34 years","30-34",1975
,"Prince William County, VA","51153","35-39 years","35-39",1222
,"Prince William County, VA","51153","40-44 years","40-44",312
,"Prince William County, VA","51153","45-49 years","45-49",17
,"Prince William County, VA","51153","50 years and over","50+",0
,"Spotsylvania County, VA","51177","Under 15 years","15",0
,"Spotsylvania County, VA","51177","15-19 years","15-19",61
,"Spotsylvania County, VA","51177","20-24 years","20-24",275
,"Spotsylvania County, VA","51177","25-29 years","25-29",472
,"Spotsylvania County, VA","51177","30-34 years","30-34",456
,"Spotsylvania County, VA","51177","35-39 years","35-39",226
,"Spotsylvania County, VA","51177","40-44 years","40-44",49
,"Spotsylvania County, VA","51177","45-49 years","45-49",0
,"Spotsylvania County, VA","51177","50 years and over","50+",0
,"Stafford County, VA","51179","Under 15 years","15",Suppressed
,"Stafford County, VA","51179","15-19 years","15-19",62
,"Stafford County, VA","51179","20-24 years","20-24",275
,"Stafford County, VA","51179","25-29 years","25-29",486
,"Stafford County, VA","51179","30-34 years","30-34",553
,"Stafford County, VA","51179","35-39 years","35-39",331
,"Stafford County, VA","51179","40-44 years","40-44",68
,"Stafford County, VA","51179","45-49 years","45-49",Suppressed
,"Stafford County, VA","51179","50 years and over","50+",0
,"Alexandria city, VA","51510","Under 15 years","15",0
,"Alexandria city, VA","51510","15-19 years","15-19",36
,"Alexandria city, VA","51510","20-24 years","20-24",170
,"Alexandria city, VA","51510","25-29 years","25-29",442
,"Alexandria city, VA","51510","30-34 years","30-34",860
,"Alexandria city, VA","51510","35-39 years","35-39",689
,"Alexandria city, VA","51510","40-44 years","40-44",154
,"Alexandria city, VA","51510","45-49 years","45-49",10
,"Alexandria city, VA","51510","50 years and over","50+",Suppressed
,"Chesapeake city, VA","51550","Under 15 years","15",Suppressed
,"Chesapeake city, VA","51550","15-19 years","15-19",96
