"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",2911
,"Bell County, TX","48027","Male","M",3184
,"Bexar County, TX","48029","Female","F",12363
,"Bexar County, TX","48029","Male","M",12865
,"Brazoria County, TX","48039","Female","F",2203
,"Brazoria County, TX","48039","Male","M",2292
,"Brazos County, TX","48041","Female","F",1346
,"Brazos County, TX","48041","Male","M",1289
,"Cameron County, TX","48061","Female","F",2894
,"Cameron County, TX","48061","Male","M",3125
,"Collin County, TX","48085","Female","F",5579
,"Collin County, TX","48085","Male","M",5832
,"Comal County, TX","48091","Female","F",809
,"Comal County, TX","48091","Male","M",853
,"Dallas County, TX","48113","Female","F",17592
,"Dallas County, TX","48113","Male","M",18522
,"Denton County, TX","48121","Female","F",4919
,"Denton County, TX","48121","Male","M",5043
,"Ector County, TX","48135","Female","F",1290
,"Ector County, TX","48135","Male","M",1452
,"Ellis County, TX","48139","Female","F",1154
,"Ellis County, TX","48139","Male","M",1225
,"El Paso County, TX","48141","Female","F",5362
,"El Paso County, TX","48141","Male","M",5727
,"Fort Bend County, TX","48157","Female","F",4247
,"Fort Bend County, TX","48157","Male","M",4578
,"Galveston County, TX","48167","Female","F",1896
,"Galveston County, TX","48167","Male","M",1993
,"Grayson County, TX","48181","Female","F",783
,"Grayson County, TX","48181","Male","M",801
,"Gregg County, TX","48183","Female","F",762
,"Gregg County, TX","48183","Male","M",812
,"Guadalupe County, TX","48187","Female","F",861
,"Guadalupe County, TX","48187","Male","M",1041
,"Harris County, TX","48201","Female","F",31135
,"Harris County, TX","48201","Male","M",32678
,"Hays County, TX","48209","Female","F",1365
,"Hays County, TX","48209","Male","M",1439
,"Hidalgo County, TX","48215","Female","F",6492
,"Hidalgo County, TX","48215","Male","M",6887
,"Jefferson County, TX","48245","Female","F",1552
,"Jefferson County, TX","48245","Male","M",1638
,"Johnson County, TX","48251","Female","F",1068
,"Johnson County, TX","48251","Male","M",1050
,"Kaufman County, TX","48257","Female","F",975
,"Kaufman County, TX","48257","Male","M",1051
,"Lubbock County, TX","48303","Female","F",1978
,"Lubbock County, TX","48303","Male","M",1998
,"McLennan County, TX","48309","Female","F",1611
,"McLennan County, TX","48309","Male","M",1587
,"Midland County, TX","48329","Female","F",1436
,"Midland County, TX","48329","Male","M",1483
,"Montgomery County, TX","48339","Female","F",3626
,"Montgomery County, TX","48339","Male","M",3802
,"Nueces County, TX","48355","Female","F",2137
,"Nueces County, TX","48355","Male","M",2255
,"Parker County, TX","48367","Female","F",747
,"Parker County, TX","48367","Male","M",887
,"Potter County, TX","48375","Female","F",732
,"Potter County, TX","48375","Male","M",847
,"Randall County, TX","48381","Female","F",799
,"Randall County, TX","48381","Male","M",797
,"Smith County, TX","48423","Female","F",1411
,"Smith County, TX","48423","Male","M",1483
,"Tarrant County, TX","48439","Female","F",13035
,"Tarrant County, TX","48439","Male","M",13576
,"Taylor County, TX","48441","Female","F",943
,"Taylor County, TX","48441","Male","M",989
,"Tom Green County, TX","48451","Female","F",693
,"Tom Green County, TX","48451","Male","M",787
,"Travis County, TX","48453","Female","F",7433
,"Travis County, TX","48453","Male","M",7736
,"Webb County, TX","48479","Female","F",2130
,"Webb County, TX","48479","Male","M",2214
,"Wichita County, TX","48485","Female","F",767
,"Wichita County, TX","48485","Male","M",766
,"Williamson County, TX","48491","Female","F",3363
,"Williamson County, TX","48491","Male","M",3492
,"Unidentified Counties, TX","48999","Female","F",27318
,"Unidentified Counties, TX","48999","Male","M",28397
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 9:23:13 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 9:23:13 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
