"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Baldwin County, AL","01003","Under 15 years","15",0
,"Baldwin County, AL","01003","15-19 years","15-19",103
,"Baldwin County, AL","01003","20-24 years","20-24",488
,"Baldwin County, AL","01003","25-29 years","25-29",686
,"Baldwin County, AL","01003","30-34 years","30-34",666
,"Baldwin County, AL","01003","35-39 years","35-39",296
,"Baldwin County, AL","01003","40-44 years","40-44",48
,"Baldwin County, AL","01003","45-49 years","45-49",Suppressed
,"Baldwin County, AL","01003","50 years and over","50+",0
,"Calhoun County, AL","01015","Under 15 years","15",0
,"Calhoun County, AL","01015","15-19 years","15-19",90
,"Calhoun County, AL","01015","20-24 years","20-24",384
,"Calhoun County, AL","01015","25-29 years","25-29",390
,"Calhoun County, AL","01015","30-34 years","30-34",268
,"Calhoun County, AL","01015","35-39 years","35-39",101
,"Calhoun County, AL","01015","40-44 years","40-44",28
,"Calhoun County, AL","01015","45-49 years","45-49",Suppressed
,"Calhoun County, AL","01015","50 years and over","50+",0
,"Etowah County, AL","01055","Under 15 years","15",Suppressed
,"Etowah County, AL","01055","15-19 years","15-19",111
,"Etowah County, AL","01055","20-24 years","20-24",337
,"Etowah County, AL","01055","25-29 years","25-29",377
,"Etowah County, AL","01055","30-34 years","30-34",228
,"Etowah County, AL","01055","35-39 years","35-39",96
,"Etowah County, AL","01055","40-44 years","40-44",20
,"Etowah County, AL","01055","45-49 years","45-49",0
,"Etowah County, AL","01055","50 years and over","50+",0
,"Houston County, AL","01069","Under 15 years","15",0
,"Houston County, AL","01069","15-19 years","15-19",114
,"Houston County, AL","01069","20-24 years","20-24",351
,"Houston County, AL","01069","25-29 years","25-29",435
,"Houston County, AL","01069","30-34 years","30-34",287
,"Houston County, AL","01069","35-39 years","35-39",127
,"Houston County, AL","01069","40-44 years","40-44",21
,"Houston County, AL","01069","45-49 years","45-49",Suppressed
,"Houston County, AL","01069","50 years and over","50+",Suppressed
,"Jefferson County, AL","01073","Under 15 years","15",Suppressed
,"Jefferson County, AL","01073","15-19 years","15-19",405
,"Jefferson County, AL","01073","20-24 years","20-24",1513
,"Jefferson County, AL","01073","25-29 years","25-29",2318
,"Jefferson County, AL","01073","30-34 years","30-34",2408
,"Jefferson County, AL","01073","35-39 years","35-39",1068
,"Jefferson County, AL","01073","40-44 years","40-44",199
,"Jefferson County, AL","01073","45-49 years","45-49",Suppressed
,"Jefferson County, AL","01073","50 years and over","50+",Suppressed
,"Lee County, AL","01081","Under 15 years","15",Suppressed
,"Lee County, AL","01081","15-19 years","15-19",86
,"Lee County, AL","01081","20-24 years","20-24",404
,"Lee County, AL","01081","25-29 years","25-29",567
,"Lee County, AL","01081","30-34 years","30-34",519
,"Lee County, AL","01081","35-39 years","35-39",233
,"Lee County, AL","01081","40-44 years","40-44",30
,"Lee County, AL","01081","45-49 years","45-49",Suppressed
,"Lee County, AL","01081","50 years and over","50+",0
,"Madison County, AL","01089","Under 15 years","15",Suppressed
,"Madison County, AL","01089","15-19 years","15-19",206
,"Madison County, AL","01089","20-24 years","20-24",812
,"Madison County, AL","01089","25-29 years","25-29",1355
,"Madison County, AL","01089","30-34 years","30-34",1310
,"Madison County, AL","01089","35-39 years","35-39",544
,"Madison County, AL","01089","40-44 years","40-44",95
,"Madison County, AL","01089","45-49 years","45-49",11
,"Madison County, AL","01089","50 years and over","50+",0
,"Mobile County, AL","01097","Under 15 years","15",Suppressed
,"Mobile County, AL","01097","15-19 years","15-19",364
,"Mobile County, AL","01097","20-24 years","20-24",1386
,"Mobile County, AL","01097","25-29 years","25-29",1695
,"Mobile County, AL","01097","30-34 years","30-34",1181
,"Mobile County, AL","01097","35-39 years","35-39",567
,"Mobile County, AL","01097","40-44 years","40-44",93
,"Mobile County, AL","01097","45-49 years","45-49",Suppressed
,"Mobile County, AL","01097","50 years and over","50+",Suppressed
,"Montgomery County, AL","01101","Under 15 years","15",Suppressed
,"Montgomery County, AL","01101","15-19 years","15-19",248
,"Montgomery County, AL","01101","20-24 years","20-24",852
,"Montgomery County, AL","01101","25-29 years","25-29",904
,"Montgomery County, AL","01101","30-34 years","30-34",707
,"Montgomery County, AL","01101","35-39 years","35-39",352
,"Montgomery County, AL","01101","40-44 years","40-44",63
,"Montgomery County, AL","01101","45-49 years","45-49",Suppressed
,"Montgomery County, AL","01101","50 years and over","50+",0
,"Morgan County, AL","01103","Under 15 years","15",Suppressed
,"Morgan County, AL","01103","15-19 years","15-19",109
,"Morgan County, AL","01103","20-24 years","20-24",445
,"Morgan County, AL","01103","25-29 years","25-29",468
,"Morgan County, AL","01103","30-34 years","30-34",299
,"Morgan County, AL","01103","35-39 years","35-39",116
,"Morgan County, AL","01103","40-44 years","40-44",22
,"Morgan County, AL","01103","45-49 years","45-49",Suppressed
,"Morgan County, AL","01103","50 years and over","50+",0
,"Shelby County, AL","01117","Under 15 years","15",0
,"Shelby County, AL","01117","15-19 years","15-19",75
,"Shelby County, AL","01117","20-24 years","20-24",357
,"Shelby County, AL","01117","25-29 years","25-29",657
,"Shelby County, AL","01117","30-34 years","30-34",714
,"Shelby County, AL","01117","35-39 years","35-39",353
,"Shelby County, AL","01117","40-44 years","40-44",70
