"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1044
,"Champaign County, IL","17019","Male","M",1061
,"Cook County, IL","17031","Female","F",27465
,"Cook County, IL","17031","Male","M",28654
,"DeKalb County, IL","17037","Female","F",506
,"DeKalb County, IL","17037","Male","M",531
,"DuPage County, IL","17043","Female","F",4570
,"DuPage County, IL","17043","Male","M",4797
,"Kane County, IL","17089","Female","F",2728
,"Kane County, IL","17089","Male","M",2909
,"Kankakee County, IL","17091","Female","F",574
,"Kankakee County, IL","17091","Male","M",577
,"Kendall County, IL","17093","Female","F",693
,"Kendall County, IL","17093","Male","M",710
,"Lake County, IL","17097","Female","F",3244
,"Lake County, IL","17097","Male","M",3367
,"LaSalle County, IL","17099","Female","F",528
,"LaSalle County, IL","17099","Male","M",540
,"McHenry County, IL","17111","Female","F",1446
,"McHenry County, IL","17111","Male","M",1540
,"McLean County, IL","17113","Female","F",846
,"McLean County, IL","17113","Male","M",853
,"Macon County, IL","17115","Female","F",640
,"Macon County, IL","17115","Male","M",613
,"Madison County, IL","17119","Female","F",1258
,"Madison County, IL","17119","Male","M",1338
,"Peoria County, IL","17143","Female","F",1115
,"Peoria County, IL","17143","Male","M",1119
,"Rock Island County, IL","17161","Female","F",793
,"Rock Island County, IL","17161","Male","M",793
,"St. Clair County, IL","17163","Female","F",1404
,"St. Clair County, IL","17163","Male","M",1475
,"Sangamon County, IL","17167","Female","F",1087
,"Sangamon County, IL","17167","Male","M",1078
,"Tazewell County, IL","17179","Female","F",625
,"Tazewell County, IL","17179","Male","M",631
,"Will County, IL","17197","Female","F",3347
,"Will County, IL","17197","Male","M",3476
,"Winnebago County, IL","17201","Female","F",1593
,"Winnebago County, IL","17201","Male","M",1780
,"Unidentified Counties, IL","17999","Female","F",9609
,"Unidentified Counties, IL","17999","Male","M",10341
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:50:37 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:50:37 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
