"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Cochise County, AZ","04003","Female","F",630
,"Cochise County, AZ","04003","Male","M",649
,"Coconino County, AZ","04005","Female","F",622
,"Coconino County, AZ","04005","Male","M",706
,"Maricopa County, AZ","04013","Female","F",24254
,"Maricopa County, AZ","04013","Male","M",25111
,"Mohave County, AZ","04015","Female","F",829
,"Mohave County, AZ","04015","Male","M",881
,"Navajo County, AZ","04017","Female","F",633
,"Navajo County, AZ","04017","Male","M",672
,"Pima County, AZ","04019","Female","F",4953
,"Pima County, AZ","04019","Male","M",5097
,"Pinal County, AZ","04021","Female","F",2304
,"Pinal County, AZ","04021","Male","M",2346
,"Yavapai County, AZ","04025","Female","F",838
,"Yavapai County, AZ","04025","Male","M",851
,"Yuma County, AZ","04027","Female","F",1447
,"Yuma County, AZ","04027","Male","M",1533
,"Unidentified Counties, AZ","04999","Female","F",1264
,"Unidentified Counties, AZ","04999","Male","M",1327
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Arizona (04)"
"Year: 2020"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:38:12 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:38:12 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
