"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bartow County, GA","13015","Hispanic or Latino","2135-2",187
,"Bartow County, GA","13015","Not Hispanic or Latino","2186-5",1109
,"Bartow County, GA","13015","Unknown or Not Stated","9",Suppressed
,"Bibb County, GA","13021","Hispanic or Latino","2135-2",120
,"Bibb County, GA","13021","Not Hispanic or Latino","2186-5",1976
,"Bibb County, GA","13021","Unknown or Not Stated","9",16
,"Carroll County, GA","13045","Hispanic or Latino","2135-2",180
,"Carroll County, GA","13045","Not Hispanic or Latino","2186-5",1444
,"Carroll County, GA","13045","Unknown or Not Stated","9",Suppressed
,"Chatham County, GA","13051","Hispanic or Latino","2135-2",424
,"Chatham County, GA","13051","Not Hispanic or Latino","2186-5",3061
,"Chatham County, GA","13051","Unknown or Not Stated","9",15
,"Cherokee County, GA","13057","Hispanic or Latino","2135-2",455
,"Cherokee County, GA","13057","Not Hispanic or Latino","2186-5",2069
,"Cherokee County, GA","13057","Unknown or Not Stated","9",Suppressed
,"Clarke County, GA","13059","Hispanic or Latino","2135-2",200
,"Clarke County, GA","13059","Not Hispanic or Latino","2186-5",1096
,"Clarke County, GA","13059","Unknown or Not Stated","9",Suppressed
,"Clayton County, GA","13063","Hispanic or Latino","2135-2",674
,"Clayton County, GA","13063","Not Hispanic or Latino","2186-5",2928
,"Clayton County, GA","13063","Unknown or Not Stated","9",26
,"Cobb County, GA","13067","Hispanic or Latino","2135-2",1862
,"Cobb County, GA","13067","Not Hispanic or Latino","2186-5",6759
,"Cobb County, GA","13067","Unknown or Not Stated","9",29
,"Columbia County, GA","13073","Hispanic or Latino","2135-2",149
,"Columbia County, GA","13073","Not Hispanic or Latino","2186-5",1468
,"Columbia County, GA","13073","Unknown or Not Stated","9",39
,"Coweta County, GA","13077","Hispanic or Latino","2135-2",134
,"Coweta County, GA","13077","Not Hispanic or Latino","2186-5",1330
,"Coweta County, GA","13077","Unknown or Not Stated","9",17
,"DeKalb County, GA","13089","Hispanic or Latino","2135-2",1800
,"DeKalb County, GA","13089","Not Hispanic or Latino","2186-5",8309
,"DeKalb County, GA","13089","Unknown or Not Stated","9",49
,"Douglas County, GA","13097","Hispanic or Latino","2135-2",253
,"Douglas County, GA","13097","Not Hispanic or Latino","2186-5",1416
,"Douglas County, GA","13097","Unknown or Not Stated","9",Suppressed
,"Fayette County, GA","13113","Hispanic or Latino","2135-2",94
,"Fayette County, GA","13113","Not Hispanic or Latino","2186-5",779
,"Fayette County, GA","13113","Unknown or Not Stated","9",11
,"Forsyth County, GA","13117","Hispanic or Latino","2135-2",310
,"Forsyth County, GA","13117","Not Hispanic or Latino","2186-5",1860
,"Forsyth County, GA","13117","Unknown or Not Stated","9",Suppressed
,"Fulton County, GA","13121","Hispanic or Latino","2135-2",1144
,"Fulton County, GA","13121","Not Hispanic or Latino","2186-5",10893
,"Fulton County, GA","13121","Unknown or Not Stated","9",67
,"Gwinnett County, GA","13135","Hispanic or Latino","2135-2",3423
,"Gwinnett County, GA","13135","Not Hispanic or Latino","2186-5",7095
,"Gwinnett County, GA","13135","Unknown or Not Stated","9",42
,"Hall County, GA","13139","Hispanic or Latino","2135-2",1104
,"Hall County, GA","13139","Not Hispanic or Latino","2186-5",1345
,"Hall County, GA","13139","Unknown or Not Stated","9",34
