"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alachua County, FL","12001","Hispanic or Latino","2135-2",260
,"Alachua County, FL","12001","Not Hispanic or Latino","2186-5",2290
,"Alachua County, FL","12001","Unknown or Not Stated","9",Suppressed
,"Bay County, FL","12005","Hispanic or Latino","2135-2",212
,"Bay County, FL","12005","Not Hispanic or Latino","2186-5",1682
,"Bay County, FL","12005","Unknown or Not Stated","9",Suppressed
,"Brevard County, FL","12009","Hispanic or Latino","2135-2",722
,"Brevard County, FL","12009","Not Hispanic or Latino","2186-5",4197
,"Brevard County, FL","12009","Unknown or Not Stated","9",Suppressed
,"Broward County, FL","12011","Hispanic or Latino","2135-2",6577
,"Broward County, FL","12011","Not Hispanic or Latino","2186-5",13359
,"Broward County, FL","12011","Unknown or Not Stated","9",10
,"Charlotte County, FL","12015","Hispanic or Latino","2135-2",125
,"Charlotte County, FL","12015","Not Hispanic or Latino","2186-5",918
,"Charlotte County, FL","12015","Unknown or Not Stated","9",0
,"Citrus County, FL","12017","Hispanic or Latino","2135-2",66
,"Citrus County, FL","12017","Not Hispanic or Latino","2186-5",988
,"Citrus County, FL","12017","Unknown or Not Stated","9",Suppressed
,"Clay County, FL","12019","Hispanic or Latino","2135-2",222
,"Clay County, FL","12019","Not Hispanic or Latino","2186-5",1882
,"Clay County, FL","12019","Unknown or Not Stated","9",Suppressed
,"Collier County, FL","12021","Hispanic or Latino","2135-2",1597
,"Collier County, FL","12021","Not Hispanic or Latino","2186-5",1569
,"Collier County, FL","12021","Unknown or Not Stated","9",0
,"Duval County, FL","12031","Hispanic or Latino","2135-2",1761
,"Duval County, FL","12031","Not Hispanic or Latino","2186-5",10716
,"Duval County, FL","12031","Unknown or Not Stated","9",18
,"Escambia County, FL","12033","Hispanic or Latino","2135-2",272
,"Escambia County, FL","12033","Not Hispanic or Latino","2186-5",3459
,"Escambia County, FL","12033","Unknown or Not Stated","9",0
,"Hernando County, FL","12053","Hispanic or Latino","2135-2",295
,"Hernando County, FL","12053","Not Hispanic or Latino","2186-5",1293
,"Hernando County, FL","12053","Unknown or Not Stated","9",Suppressed
,"Hillsborough County, FL","12057","Hispanic or Latino","2135-2",5656
,"Hillsborough County, FL","12057","Not Hispanic or Latino","2186-5",10931
,"Hillsborough County, FL","12057","Unknown or Not Stated","9",Suppressed
,"Indian River County, FL","12061","Hispanic or Latino","2135-2",251
,"Indian River County, FL","12061","Not Hispanic or Latino","2186-5",943
,"Indian River County, FL","12061","Unknown or Not Stated","9",0
,"Lake County, FL","12069","Hispanic or Latino","2135-2",770
,"Lake County, FL","12069","Not Hispanic or Latino","2186-5",2530
,"Lake County, FL","12069","Unknown or Not Stated","9",Suppressed
,"Lee County, FL","12071","Hispanic or Latino","2135-2",2431
,"Lee County, FL","12071","Not Hispanic or Latino","2186-5",4343
,"Lee County, FL","12071","Unknown or Not Stated","9",Suppressed
,"Leon County, FL","12073","Hispanic or Latino","2135-2",218
,"Leon County, FL","12073","Not Hispanic or Latino","2186-5",2717
,"Leon County, FL","12073","Unknown or Not Stated","9",Suppressed
,"Manatee County, FL","12081","Hispanic or Latino","2135-2",1095
,"Manatee County, FL","12081","Not Hispanic or Latino","2186-5",2293
,"Manatee County, FL","12081","Unknown or Not Stated","9",Suppressed
,"Marion County, FL","12083","Hispanic or Latino","2135-2",616
,"Marion County, FL","12083","Not Hispanic or Latino","2186-5",2804
,"Marion County, FL","12083","Unknown or Not Stated","9",Suppressed
,"Martin County, FL","12085","Hispanic or Latino","2135-2",456
,"Martin County, FL","12085","Not Hispanic or Latino","2186-5",792
,"Martin County, FL","12085","Unknown or Not Stated","9",0
,"Miami-Dade County, FL","12086","Hispanic or Latino","2135-2",18043
,"Miami-Dade County, FL","12086","Not Hispanic or Latino","2186-5",9621
