"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Adams County, CO","08001","Hispanic or Latino","2135-2",2922
,"Adams County, CO","08001","Not Hispanic or Latino","2186-5",3049
,"Adams County, CO","08001","Unknown or Not Stated","9",63
,"Arapahoe County, CO","08005","Hispanic or Latino","2135-2",2110
,"Arapahoe County, CO","08005","Not Hispanic or Latino","2186-5",5134
,"Arapahoe County, CO","08005","Unknown or Not Stated","9",63
,"Boulder County, CO","08013","Hispanic or Latino","2135-2",628
,"Boulder County, CO","08013","Not Hispanic or Latino","2186-5",1791
,"Boulder County, CO","08013","Unknown or Not Stated","9",40
,"Denver County, CO","08031","Hispanic or Latino","2135-2",3227
,"Denver County, CO","08031","Not Hispanic or Latino","2186-5",5888
,"Denver County, CO","08031","Unknown or Not Stated","9",80
,"Douglas County, CO","08035","Hispanic or Latino","2135-2",380
,"Douglas County, CO","08035","Not Hispanic or Latino","2186-5",3067
,"Douglas County, CO","08035","Unknown or Not Stated","9",27
,"El Paso County, CO","08041","Hispanic or Latino","2135-2",2191
,"El Paso County, CO","08041","Not Hispanic or Latino","2186-5",6961
,"El Paso County, CO","08041","Unknown or Not Stated","9",28
,"Jefferson County, CO","08059","Hispanic or Latino","2135-2",1066
,"Jefferson County, CO","08059","Not Hispanic or Latino","2186-5",4334
,"Jefferson County, CO","08059","Unknown or Not Stated","9",100
,"Larimer County, CO","08069","Hispanic or Latino","2135-2",594
,"Larimer County, CO","08069","Not Hispanic or Latino","2186-5",2317
,"Larimer County, CO","08069","Unknown or Not Stated","9",35
,"Mesa County, CO","08077","Hispanic or Latino","2135-2",339
,"Mesa County, CO","08077","Not Hispanic or Latino","2186-5",1151
,"Mesa County, CO","08077","Unknown or Not Stated","9",34
,"Pueblo County, CO","08101","Hispanic or Latino","2135-2",877
,"Pueblo County, CO","08101","Not Hispanic or Latino","2186-5",780
,"Pueblo County, CO","08101","Unknown or Not Stated","9",58
,"Weld County, CO","08123","Hispanic or Latino","2135-2",1619
,"Weld County, CO","08123","Not Hispanic or Latino","2186-5",2705
,"Weld County, CO","08123","Unknown or Not Stated","9",26
,"Unidentified Counties, CO","08999","Hispanic or Latino","2135-2",2158
,"Unidentified Counties, CO","08999","Not Hispanic or Latino","2186-5",5520
,"Unidentified Counties, CO","08999","Unknown or Not Stated","9",132
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Colorado (08)"
"Year: 2020"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 10:32:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 10:32:06 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
