"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Colorado","08","Unknown or Not Stated","12",261
,"Connecticut","09","499 grams or less","01",40
,"Connecticut","09","500 - 999 grams","02",166
,"Connecticut","09","1000 - 1499 grams","03",231
,"Connecticut","09","1500 - 1999 grams","04",504
,"Connecticut","09","2000 - 2499 grams","05",1682
,"Connecticut","09","2500 - 2999 grams","06",5917
,"Connecticut","09","3000 - 3499 grams","07",12848
,"Connecticut","09","3500 - 3999 grams","08",9264
,"Connecticut","09","4000 - 4499 grams","09",2428
,"Connecticut","09","4500 - 4999 grams","10",339
,"Connecticut","09","5000 - 8165 grams","11",37
,"Connecticut","09","Unknown or Not Stated","12",Suppressed
,"Delaware","10","499 grams or less","01",15
,"Delaware","10","500 - 999 grams","02",55
,"Delaware","10","1000 - 1499 grams","03",84
,"Delaware","10","1500 - 1999 grams","04",185
,"Delaware","10","2000 - 2499 grams","05",589
,"Delaware","10","2500 - 2999 grams","06",2070
,"Delaware","10","3000 - 3499 grams","07",4016
,"Delaware","10","3500 - 3999 grams","08",2618
,"Delaware","10","4000 - 4499 grams","09",664
,"Delaware","10","4500 - 4999 grams","10",85
,"Delaware","10","5000 - 8165 grams","11",Suppressed
,"Delaware","10","Unknown or Not Stated","12",Suppressed
,"District of Columbia","11","499 grams or less","01",10
,"District of Columbia","11","500 - 999 grams","02",68
,"District of Columbia","11","1000 - 1499 grams","03",82
,"District of Columbia","11","1500 - 1999 grams","04",146
,"District of Columbia","11","2000 - 2499 grams","05",543
,"District of Columbia","11","2500 - 2999 grams","06",1890
,"District of Columbia","11","3000 - 3499 grams","07",3385
,"District of Columbia","11","3500 - 3999 grams","08",2158
,"District of Columbia","11","4000 - 4499 grams","09",524
,"District of Columbia","11","4500 - 4999 grams","10",59
,"District of Columbia","11","5000 - 8165 grams","11",Suppressed
,"District of Columbia","11","Unknown or Not Stated","12",0
,"Florida","12","499 grams or less","01",310
,"Florida","12","500 - 999 grams","02",1214
,"Florida","12","1000 - 1499 grams","03",1610
,"Florida","12","1500 - 1999 grams","04",3556
,"Florida","12","2000 - 2499 grams","05",11512
,"Florida","12","2500 - 2999 grams","06",41488
,"Florida","12","3000 - 3499 grams","07",82482
,"Florida","12","3500 - 3999 grams","08",53118
,"Florida","12","4000 - 4499 grams","09",12478
,"Florida","12","4500 - 4999 grams","10",1656
,"Florida","12","5000 - 8165 grams","11",157
,"Florida","12","Unknown or Not Stated","12",90
,"Georgia","13","499 grams or less","01",194
,"Georgia","13","500 - 999 grams","02",842
,"Georgia","13","1000 - 1499 grams","03",1106
,"Georgia","13","1500 - 1999 grams","04",2416
,"Georgia","13","2000 - 2499 grams","05",7514
,"Georgia","13","2500 - 2999 grams","06",26363
,"Georgia","13","3000 - 3499 grams","07",47182
,"Georgia","13","3500 - 3999 grams","08",28985
,"Georgia","13","4000 - 4499 grams","09",6738
,"Georgia","13","4500 - 4999 grams","10",942
,"Georgia","13","5000 - 8165 grams","11",121
,"Georgia","13","Unknown or Not Stated","12",70
,"Hawaii","15","499 grams or less","01",18
,"Hawaii","15","500 - 999 grams","02",60
,"Hawaii","15","1000 - 1499 grams","03",125
,"Hawaii","15","1500 - 1999 grams","04",220
,"Hawaii","15","2000 - 2499 grams","05",858
,"Hawaii","15","2500 - 2999 grams","06",3321
,"Hawaii","15","3000 - 3499 grams","07",6408
,"Hawaii","15","3500 - 3999 grams","08",3727
,"Hawaii","15","4000 - 4499 grams","09",900
,"Hawaii","15","4500 - 4999 grams","10",124
,"Hawaii","15","5000 - 8165 grams","11",22
,"Hawaii","15","Unknown or Not Stated","12",Suppressed
,"Idaho","16","499 grams or less","01",23
,"Idaho","16","500 - 999 grams","02",81
,"Idaho","16","1000 - 1499 grams","03",116
,"Idaho","16","1500 - 1999 grams","04",256
,"Idaho","16","2000 - 2499 grams","05",1002
,"Idaho","16","2500 - 2999 grams","06",3806
,"Idaho","16","3000 - 3499 grams","07",8684
,"Idaho","16","3500 - 3999 grams","08",5871
,"Idaho","16","4000 - 4499 grams","09",1452
,"Idaho","16","4500 - 4999 grams","10",213
,"Idaho","16","5000 - 8165 grams","11",23
,"Idaho","16","Unknown or Not Stated","12",Suppressed
,"Illinois","17","499 grams or less","01",189
,"Illinois","17","500 - 999 grams","02",657
,"Illinois","17","1000 - 1499 grams","03",892
,"Illinois","17","1500 - 1999 grams","04",2149
,"Illinois","17","2000 - 2499 grams","05",7123
,"Illinois","17","2500 - 2999 grams","06",25557
,"Illinois","17","3000 - 3499 grams","07",51809
,"Illinois","17","3500 - 3999 grams","08",35133
,"Illinois","17","4000 - 4499 grams","09",8474
,"Illinois","17","4500 - 4999 grams","10",1111
,"Illinois","17","5000 - 8165 grams","11",136
,"Illinois","17","Unknown or Not Stated","12",68
,"Indiana","18","499 grams or less","01",109
,"Indiana","18","500 - 999 grams","02",390
,"Indiana","18","1000 - 1499 grams","03",594
,"Indiana","18","1500 - 1999 grams","04",1260
,"Indiana","18","2000 - 2499 grams","05",4037
,"Indiana","18","2500 - 2999 grams","06",14205
,"Indiana","18","3000 - 3499 grams","07",30394
,"Indiana","18","3500 - 3999 grams","08",21272
,"Indiana","18","4000 - 4499 grams","09",5488
,"Indiana","18","4500 - 4999 grams","10",736
,"Indiana","18","5000 - 8165 grams","11",102
,"Indiana","18","Unknown or Not Stated","12",29
,"Iowa","19","499 grams or less","01",35
,"Iowa","19","500 - 999 grams","02",155
,"Iowa","19","1000 - 1499 grams","03",221
,"Iowa","19","1500 - 1999 grams","04",473
,"Iowa","19","2000 - 2499 grams","05",1619
,"Iowa","19","2500 - 2999 grams","06",5881
,"Iowa","19","3000 - 3499 grams","07",13360
,"Iowa","19","3500 - 3999 grams","08",10731
,"Iowa","19","4000 - 4499 grams","09",3166
,"Iowa","19","4500 - 4999 grams","10",413
,"Iowa","19","5000 - 8165 grams","11",48
,"Iowa","19","Unknown or Not Stated","12",12
,"Kansas","20","499 grams or less","01",41
,"Kansas","20","500 - 999 grams","02",158
,"Kansas","20","1000 - 1499 grams","03",220
,"Kansas","20","1500 - 1999 grams","04",486
,"Kansas","20","2000 - 2499 grams","05",1586
,"Kansas","20","2500 - 2999 grams","06",6155
,"Kansas","20","3000 - 3499 grams","07",13216
,"Kansas","20","3500 - 3999 grams","08",9693
,"Kansas","20","4000 - 4499 grams","09",2425
,"Kansas","20","4500 - 4999 grams","10",332
,"Kansas","20","5000 - 8165 grams","11",49
,"Kansas","20","Unknown or Not Stated","12",15
,"Kentucky","21","499 grams or less","01",72
,"Kentucky","21","500 - 999 grams","02",252
,"Kentucky","21","1000 - 1499 grams","03",346
,"Kentucky","21","1500 - 1999 grams","04",794
,"Kentucky","21","2000 - 2499 grams","05",2926
,"Kentucky","21","2500 - 2999 grams","06",9717
,"Kentucky","21","3000 - 3499 grams","07",19920
,"Kentucky","21","3500 - 3999 grams","08",13641
,"Kentucky","21","4000 - 4499 grams","09",3450
,"Kentucky","21","4500 - 4999 grams","10",478
,"Kentucky","21","5000 - 8165 grams","11",66
,"Kentucky","21","Unknown or Not Stated","12",Suppressed
,"Louisiana","22","499 grams or less","01",134
,"Louisiana","22","500 - 999 grams","02",380
,"Louisiana","22","1000 - 1499 grams","03",567
,"Louisiana","22","1500 - 1999 grams","04",1221
,"Louisiana","22","2000 - 2499 grams","05",3943
,"Louisiana","22","2500 - 2999 grams","06",12671
,"Louisiana","22","3000 - 3499 grams","07",22680
,"Louisiana","22","3500 - 3999 grams","08",12731
,"Louisiana","22","4000 - 4499 grams","09",2588
,"Louisiana","22","4500 - 4999 grams","10",352
,"Louisiana","22","5000 - 8165 grams","11",39
,"Louisiana","22","Unknown or Not Stated","12",22
,"Maine","23","499 grams or less","01",18
,"Maine","23","500 - 999 grams","02",42
,"Maine","23","1000 - 1499 grams","03",66
,"Maine","23","1500 - 1999 grams","04",144
,"Maine","23","2000 - 2499 grams","05",592
,"Maine","23","2500 - 2999 grams","06",1826
,"Maine","23","3000 - 3499 grams","07",4232
,"Maine","23","3500 - 3999 grams","08",3455
,"Maine","23","4000 - 4499 grams","09",979
,"Maine","23","4500 - 4999 grams","10",148
,"Maine","23","5000 - 8165 grams","11",23
,"Maine","23","Unknown or Not Stated","12",14
,"Maryland","24","499 grams or less","01",131
,"Maryland","24","500 - 999 grams","02",411
,"Maryland","24","1000 - 1499 grams","03",507
,"Maryland","24","1500 - 1999 grams","04",1146
,"Maryland","24","2000 - 2499 grams","05",3597
,"Maryland","24","2500 - 2999 grams","06",13226
,"Maryland","24","3000 - 3499 grams","07",25943
,"Maryland","24","3500 - 3999 grams","08",18078
,"Maryland","24","4000 - 4499 grams","09",4759
,"Maryland","24","4500 - 4999 grams","10",644
,"Maryland","24","5000 - 8165 grams","11",79
,"Maryland","24","Unknown or Not Stated","12",33
,"Massachusetts","25","499 grams or less","01",53
,"Massachusetts","25","500 - 999 grams","02",236
,"Massachusetts","25","1000 - 1499 grams","03",353
,"Massachusetts","25","1500 - 1999 grams","04",1009
,"Massachusetts","25","2000 - 2499 grams","05",3232
,"Massachusetts","25","2500 - 2999 grams","06",11772
,"Massachusetts","25","3000 - 3499 grams","07",25631
,"Massachusetts","25","3500 - 3999 grams","08",18111
,"Massachusetts","25","4000 - 4499 grams","09",4958
,"Massachusetts","25","4500 - 4999 grams","10",626
,"Massachusetts","25","5000 - 8165 grams","11",78
,"Massachusetts","25","Unknown or Not Stated","12",369
,"Michigan","26","499 grams or less","01",191
,"Michigan","26","500 - 999 grams","02",534
,"Michigan","26","1000 - 1499 grams","03",779
,"Michigan","26","1500 - 1999 grams","04",1778
,"Michigan","26","2000 - 2499 grams","05",6006
,"Michigan","26","2500 - 2999 grams","06",19409
,"Michigan","26","3000 - 3499 grams","07",38885
,"Michigan","26","3500 - 3999 grams","08",27867
,"Michigan","26","4000 - 4499 grams","09",7397
,"Michigan","26","4500 - 4999 grams","10",1034
,"Michigan","26","5000 - 8165 grams","11",124
,"Michigan","26","Unknown or Not Stated","12",70
,"Minnesota","27","499 grams or less","01",72
,"Minnesota","27","500 - 999 grams","02",228
,"Minnesota","27","1000 - 1499 grams","03",362
,"Minnesota","27","1500 - 1999 grams","04",806
,"Minnesota","27","2000 - 2499 grams","05",2761
,"Minnesota","27","2500 - 2999 grams","06",10122
,"Minnesota","27","3000 - 3499 grams","07",23734
,"Minnesota","27","3500 - 3999 grams","08",18812
,"Minnesota","27","4000 - 4499 grams","09",5563
,"Minnesota","27","4500 - 4999 grams","10",780
,"Minnesota","27","5000 - 8165 grams","11",93
,"Minnesota","27","Unknown or Not Stated","12",110
,"Mississippi","28","499 grams or less","01",60
,"Mississippi","28","500 - 999 grams","02",307
,"Mississippi","28","1000 - 1499 grams","03",370
,"Mississippi","28","1500 - 1999 grams","04",796
,"Mississippi","28","2000 - 2499 grams","05",2659
,"Mississippi","28","2500 - 2999 grams","06",8165
,"Mississippi","28","3000 - 3499 grams","07",13700
,"Mississippi","28","3500 - 3999 grams","08",7587
,"Mississippi","28","4000 - 4499 grams","09",1532
,"Mississippi","28","4500 - 4999 grams","10",234
,"Mississippi","28","5000 - 8165 grams","11",35
,"Mississippi","28","Unknown or Not Stated","12",28
,"Missouri","29","499 grams or less","01",85
,"Missouri","29","500 - 999 grams","02",348
,"Missouri","29","1000 - 1499 grams","03",506
,"Missouri","29","1500 - 1999 grams","04",1179
,"Missouri","29","2000 - 2499 grams","05",3902
,"Missouri","29","2500 - 2999 grams","06",13070
,"Missouri","29","3000 - 3499 grams","07",26679
,"Missouri","29","3500 - 3999 grams","08",18232
,"Missouri","29","4000 - 4499 grams","09",4538
,"Missouri","29","4500 - 4999 grams","10",620
,"Missouri","29","5000 - 8165 grams","11",77
,"Missouri","29","Unknown or Not Stated","12",49
,"Montana","30","499 grams or less","01",Suppressed
,"Montana","30","500 - 999 grams","02",41
,"Montana","30","1000 - 1499 grams","03",65
,"Montana","30","1500 - 1999 grams","04",174
,"Montana","30","2000 - 2499 grams","05",542
,"Montana","30","2500 - 2999 grams","06",2012
,"Montana","30","3000 - 3499 grams","07",4314
,"Montana","30","3500 - 3999 grams","08",2874
,"Montana","30","4000 - 4499 grams","09",675
,"Montana","30","4500 - 4999 grams","10",68
,"Montana","30","5000 - 8165 grams","11",13
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",21
,"Nebraska","31","500 - 999 grams","02",105
,"Nebraska","31","1000 - 1499 grams","03",158
,"Nebraska","31","1500 - 1999 grams","04",329
,"Nebraska","31","2000 - 2499 grams","05",1180
,"Nebraska","31","2500 - 2999 grams","06",4136
,"Nebraska","31","3000 - 3499 grams","07",9311
,"Nebraska","31","3500 - 3999 grams","08",6928
,"Nebraska","31","4000 - 4499 grams","09",1856
,"Nebraska","31","4500 - 4999 grams","10",234
,"Nebraska","31","5000 - 8165 grams","11",25
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",41
,"Nevada","32","500 - 999 grams","02",162
,"Nevada","32","1000 - 1499 grams","03",233
,"Nevada","32","1500 - 1999 grams","04",553
,"Nevada","32","2000 - 2499 grams","05",2033
,"Nevada","32","2500 - 2999 grams","06",7132
,"Nevada","32","3000 - 3499 grams","07",13781
,"Nevada","32","3500 - 3999 grams","08",7807
,"Nevada","32","4000 - 4499 grams","09",1671
,"Nevada","32","4500 - 4999 grams","10",203
,"Nevada","32","5000 - 8165 grams","11",29
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",11
,"New Hampshire","33","500 - 999 grams","02",50
,"New Hampshire","33","1000 - 1499 grams","03",56
,"New Hampshire","33","1500 - 1999 grams","04",168
,"New Hampshire","33","2000 - 2499 grams","05",516
,"New Hampshire","33","2500 - 2999 grams","06",1842
,"New Hampshire","33","3000 - 3499 grams","07",4361
,"New Hampshire","33","3500 - 3999 grams","08",3575
,"New Hampshire","33","4000 - 4499 grams","09",1052
,"New Hampshire","33","4500 - 4999 grams","10",130
,"New Hampshire","33","5000 - 8165 grams","11",16
,"New Hampshire","33","Unknown or Not Stated","12",14
,"New Jersey","34","499 grams or less","01",84
,"New Jersey","34","500 - 999 grams","02",439
,"New Jersey","34","1000 - 1499 grams","03",668
,"New Jersey","34","1500 - 1999 grams","04",1499
,"New Jersey","34","2000 - 2499 grams","05",4873
,"New Jersey","34","2500 - 2999 grams","06",18608
,"New Jersey","34","3000 - 3499 grams","07",38831
,"New Jersey","34","3500 - 3999 grams","08",25907
,"New Jersey","34","4000 - 4499 grams","09",6165
,"New Jersey","34","4500 - 4999 grams","10",781
,"New Jersey","34","5000 - 8165 grams","11",70
,"New Jersey","34","Unknown or Not Stated","12",29
,"New Mexico","35","499 grams or less","01",22
,"New Mexico","35","500 - 999 grams","02",103
,"New Mexico","35","1000 - 1499 grams","03",166
,"New Mexico","35","1500 - 1999 grams","04",376
,"New Mexico","35","2000 - 2499 grams","05",1271
,"New Mexico","35","2500 - 2999 grams","06",5119
,"New Mexico","35","3000 - 3499 grams","07",8905
,"New Mexico","35","3500 - 3999 grams","08",4897
,"New Mexico","35","4000 - 4499 grams","09",888
,"New Mexico","35","4500 - 4999 grams","10",132
,"New Mexico","35","5000 - 8165 grams","11",17
,"New Mexico","35","Unknown or Not Stated","12",Suppressed
,"New York","36","499 grams or less","01",202
,"New York","36","500 - 999 grams","02",1038
,"New York","36","1000 - 1499 grams","03",1538
,"New York","36","1500 - 1999 grams","04",3324
,"New York","36","2000 - 2499 grams","05",10977
,"New York","36","2500 - 2999 grams","06",40501
,"New York","36","3000 - 3499 grams","07",81567
,"New York","36","3500 - 3999 grams","08",54464
,"New York","36","4000 - 4499 grams","09",13496
,"New York","36","4500 - 4999 grams","10",1668
,"New York","36","5000 - 8165 grams","11",183
,"New York","36","Unknown or Not Stated","12",380
,"North Carolina","37","499 grams or less","01",217
,"North Carolina","37","500 - 999 grams","02",714
,"North Carolina","37","1000 - 1499 grams","03",1001
,"North Carolina","37","1500 - 1999 grams","04",2172
,"North Carolina","37","2000 - 2499 grams","05",6986
,"North Carolina","37","2500 - 2999 grams","06",22582
,"North Carolina","37","3000 - 3499 grams","07",44064
,"North Carolina","37","3500 - 3999 grams","08",30089
,"North Carolina","37","4000 - 4499 grams","09",7679
,"North Carolina","37","4500 - 4999 grams","10",1047
,"North Carolina","37","5000 - 8165 grams","11",102
,"North Carolina","37","Unknown or Not Stated","12",77
,"North Dakota","38","499 grams or less","01",18
,"North Dakota","38","500 - 999 grams","02",49
,"North Dakota","38","1000 - 1499 grams","03",43
,"North Dakota","38","1500 - 1999 grams","04",131
,"North Dakota","38","2000 - 2499 grams","05",452
,"North Dakota","38","2500 - 2999 grams","06",1651
,"North Dakota","38","3000 - 3499 grams","07",3824
,"North Dakota","38","3500 - 3999 grams","08",2964
,"North Dakota","38","4000 - 4499 grams","09",812
,"North Dakota","38","4500 - 4999 grams","10",100
,"North Dakota","38","5000 - 8165 grams","11",13
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",197
,"Ohio","39","500 - 999 grams","02",634
,"Ohio","39","1000 - 1499 grams","03",972
,"Ohio","39","1500 - 1999 grams","04",2084
,"Ohio","39","2000 - 2499 grams","05",7070
,"Ohio","39","2500 - 2999 grams","06",24652
,"Ohio","39","3000 - 3499 grams","07",48878
,"Ohio","39","3500 - 3999 grams","08",34589
,"Ohio","39","4000 - 4499 grams","09",8756
,"Ohio","39","4500 - 4999 grams","10",1118
,"Ohio","39","5000 - 8165 grams","11",135
,"Ohio","39","Unknown or Not Stated","12",106
,"Oklahoma","40","499 grams or less","01",52
,"Oklahoma","40","500 - 999 grams","02",208
,"Oklahoma","40","1000 - 1499 grams","03",359
,"Oklahoma","40","1500 - 1999 grams","04",773
,"Oklahoma","40","2000 - 2499 grams","05",2580
,"Oklahoma","40","2500 - 2999 grams","06",9182
,"Oklahoma","40","3000 - 3499 grams","07",18746
,"Oklahoma","40","3500 - 3999 grams","08",12250
,"Oklahoma","40","4000 - 4499 grams","09",2936
,"Oklahoma","40","4500 - 4999 grams","10",425
,"Oklahoma","40","5000 - 8165 grams","11",56
,"Oklahoma","40","Unknown or Not Stated","12",56
,"Oregon","41","499 grams or less","01",33
,"Oregon","41","500 - 999 grams","02",133
,"Oregon","41","1000 - 1499 grams","03",234
,"Oregon","41","1500 - 1999 grams","04",534
,"Oregon","41","2000 - 2499 grams","05",1666
,"Oregon","41","2500 - 2999 grams","06",6541
,"Oregon","41","3000 - 3499 grams","07",15051
,"Oregon","41","3500 - 3999 grams","08",11755
,"Oregon","41","4000 - 4499 grams","09",3303
,"Oregon","41","4500 - 4999 grams","10",481
,"Oregon","41","5000 - 8165 grams","11",67
,"Oregon","41","Unknown or Not Stated","12",22
,"Pennsylvania","42","499 grams or less","01",194
,"Pennsylvania","42","500 - 999 grams","02",610
,"Pennsylvania","42","1000 - 1499 grams","03",922
,"Pennsylvania","42","1500 - 1999 grams","04",2095
,"Pennsylvania","42","2000 - 2499 grams","05",6981
,"Pennsylvania","42","2500 - 2999 grams","06",24158
,"Pennsylvania","42","3000 - 3499 grams","07",49802
,"Pennsylvania","42","3500 - 3999 grams","08",35035
,"Pennsylvania","42","4000 - 4499 grams","09",9213
,"Pennsylvania","42","4500 - 4999 grams","10",1254
,"Pennsylvania","42","5000 - 8165 grams","11",129
,"Pennsylvania","42","Unknown or Not Stated","12",300
,"Rhode Island","44","499 grams or less","01",Suppressed
,"Rhode Island","44","500 - 999 grams","02",49
,"Rhode Island","44","1000 - 1499 grams","03",61
,"Rhode Island","44","1500 - 1999 grams","04",173
,"Rhode Island","44","2000 - 2499 grams","05",486
,"Rhode Island","44","2500 - 2999 grams","06",1837
,"Rhode Island","44","3000 - 3499 grams","07",3778
,"Rhode Island","44","3500 - 3999 grams","08",2831
,"Rhode Island","44","4000 - 4499 grams","09",757
,"Rhode Island","44","4500 - 4999 grams","10",100
,"Rhode Island","44","5000 - 8165 grams","11",10
,"Rhode Island","44","Unknown or Not Stated","12",13
,"South Carolina","45","499 grams or less","01",95
,"South Carolina","45","500 - 999 grams","02",373
,"South Carolina","45","1000 - 1499 grams","03",477
,"South Carolina","45","1500 - 1999 grams","04",1079
,"South Carolina","45","2000 - 2499 grams","05",3437
,"South Carolina","45","2500 - 2999 grams","06",11253
,"South Carolina","45","3000 - 3499 grams","07",21458
,"South Carolina","45","3500 - 3999 grams","08",13644
,"South Carolina","45","4000 - 4499 grams","09",3365
,"South Carolina","45","4500 - 4999 grams","10",454
,"South Carolina","45","5000 - 8165 grams","11",51
,"South Carolina","45","Unknown or Not Stated","12",18
,"South Dakota","46","499 grams or less","01",15
,"South Dakota","46","500 - 999 grams","02",37
,"South Dakota","46","1000 - 1499 grams","03",57
,"South Dakota","46","1500 - 1999 grams","04",139
,"South Dakota","46","2000 - 2499 grams","05",505
,"South Dakota","46","2500 - 2999 grams","06",1813
,"South Dakota","46","3000 - 3499 grams","07",4219
,"South Dakota","46","3500 - 3999 grams","08",3190
,"South Dakota","46","4000 - 4499 grams","09",853
,"South Dakota","46","4500 - 4999 grams","10",114
,"South Dakota","46","5000 - 8165 grams","11",13
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",94
,"Tennessee","47","500 - 999 grams","02",471
,"Tennessee","47","1000 - 1499 grams","03",640
,"Tennessee","47","1500 - 1999 grams","04",1433
,"Tennessee","47","2000 - 2499 grams","05",4364
,"Tennessee","47","2500 - 2999 grams","06",15544
,"Tennessee","47","3000 - 3499 grams","07",30045
,"Tennessee","47","3500 - 3999 grams","08",20318
,"Tennessee","47","4000 - 4499 grams","09",5014
,"Tennessee","47","4500 - 4999 grams","10",654
,"Tennessee","47","5000 - 8165 grams","11",76
,"Tennessee","47","Unknown or Not Stated","12",36
,"Texas","48","499 grams or less","01",547
,"Texas","48","500 - 999 grams","02",1841
,"Texas","48","1000 - 1499 grams","03",2670
,"Texas","48","1500 - 1999 grams","04",5956
,"Texas","48","2000 - 2499 grams","05",19285
,"Texas","48","2500 - 2999 grams","06",74188
,"Texas","48","3000 - 3499 grams","07",147729
,"Texas","48","3500 - 3999 grams","08",92035
,"Texas","48","4000 - 4499 grams","09",20806
,"Texas","48","4500 - 4999 grams","10",2603
,"Texas","48","5000 - 8165 grams","11",350
,"Texas","48","Unknown or Not Stated","12",180
,"Utah","49","499 grams or less","01",53
,"Utah","49","500 - 999 grams","02",165
,"Utah","49","1000 - 1499 grams","03",252
,"Utah","49","1500 - 1999 grams","04",672
,"Utah","49","2000 - 2499 grams","05",2074
,"Utah","49","2500 - 2999 grams","06",8661
,"Utah","49","3000 - 3499 grams","07",18856
,"Utah","49","3500 - 3999 grams","08",12006
,"Utah","49","4000 - 4499 grams","09",2645
,"Utah","49","4500 - 4999 grams","10",269
,"Utah","49","5000 - 8165 grams","11",35
,"Utah","49","Unknown or Not Stated","12",14
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",16
,"Vermont","50","1000 - 1499 grams","03",23
,"Vermont","50","1500 - 1999 grams","04",64
,"Vermont","50","2000 - 2499 grams","05",251
,"Vermont","50","2500 - 2999 grams","06",858
,"Vermont","50","3000 - 3499 grams","07",1913
,"Vermont","50","3500 - 3999 grams","08",1480
,"Vermont","50","4000 - 4499 grams","09",446
,"Vermont","50","4500 - 4999 grams","10",64
,"Vermont","50","5000 - 8165 grams","11",Suppressed
,"Vermont","50","Unknown or Not Stated","12",10
,"Virginia","51","499 grams or less","01",134
,"Virginia","51","500 - 999 grams","02",530
,"Virginia","51","1000 - 1499 grams","03",668
,"Virginia","51","1500 - 1999 grams","04",1504
,"Virginia","51","2000 - 2499 grams","05",4988
,"Virginia","51","2500 - 2999 grams","06",17449
,"Virginia","51","3000 - 3499 grams","07",36182
,"Virginia","51","3500 - 3999 grams","08",25493
,"Virginia","51","4000 - 4499 grams","09",6729
,"Virginia","51","4500 - 4999 grams","10",918
,"Virginia","51","5000 - 8165 grams","11",93
,"Virginia","51","Unknown or Not Stated","12",61
,"Washington","53","499 grams or less","01",76
,"Washington","53","500 - 999 grams","02",308
,"Washington","53","1000 - 1499 grams","03",466
,"Washington","53","1500 - 1999 grams","04",1097
