"Intent or Manner","Age Group","State","Race","Death Count","Population","Crude Rate"
"Homicide","60 to 64","Minnesota","White","--","347,478","--"
"Homicide","60 to 64","Minnesota","Black","--","15,058","--"
"Homicide","60 to 64","Mississippi","White","--","119,015","--"
"Homicide","60 to 64","Mississippi","Black","13**","64,828","20.05"
"Homicide","60 to 64","Missouri","White","13**","359,552","3.62"
"Homicide","60 to 64","Missouri","Black","--","41,032","--"
"Homicide","60 to 64","Montana","White","--","72,487","--"
"Homicide","60 to 64","Montana","Black","--","245","--"
"Homicide","60 to 64","Nebraska","White","--","112,842","--"
"Homicide","60 to 64","Nebraska","Black","--","4,681","--"
"Homicide","60 to 64","Nevada","White","13**","149,147","8.72"
"Homicide","60 to 64","Nevada","Black","--","17,074","--"
"Homicide","60 to 64","New Hampshire","White","--","106,655","--"
"Homicide","60 to 64","New Hampshire","Black","--","1,161","--"
"Homicide","60 to 64","New Jersey","White","--","473,725","--"
"Homicide","60 to 64","New Jersey","Black","--","82,933","--"
"Homicide","60 to 64","New Mexico","White","--","117,136","--"
"Homicide","60 to 64","New Mexico","Black","--","3,077","--"
"Homicide","60 to 64","New York","White","18**","942,358","1.91"
"Homicide","60 to 64","New York","Black","12**","216,089","5.55"
"Homicide","60 to 64","North Carolina","White","16**","511,117","3.13"
"Homicide","60 to 64","North Carolina","Black","14**","139,348","10.05"
"Homicide","60 to 64","North Dakota","White","--","44,024","--"
"Homicide","60 to 64","North Dakota","Black","--","675","--"
"Homicide","60 to 64","Ohio","White","10**","682,459","1.47"
"Homicide","60 to 64","Ohio","Black","16**","87,564","18.27"
"Homicide","60 to 64","Oklahoma","White","--","195,839","--"
"Homicide","60 to 64","Oklahoma","Black","--","16,866","--"
"Homicide","60 to 64","Oregon","White","--","239,234","--"
"Homicide","60 to 64","Oregon","Black","--","4,587","--"
"Homicide","60 to 64","Pennsylvania","White","11**","783,215","1.40"
"Homicide","60 to 64","Pennsylvania","Black","12**","84,574","14.19"
"Homicide","60 to 64","Rhode Island","White","--","68,095","--"
"Homicide","60 to 64","Rhode Island","Black","--","4,791","--"
"Homicide","60 to 64","South Carolina","White","--","258,055","--"
"Homicide","60 to 64","South Carolina","Black","--","84,546","--"
"Homicide","60 to 64","South Dakota","White","--","56,329","--"
"Homicide","60 to 64","South Dakota","Black","--","648","--"
"Homicide","60 to 64","Tennessee","White","--","372,170","--"
"Homicide","60 to 64","Tennessee","Black","13**","66,600","19.52"
"Homicide","60 to 64","Texas","White","29","743,019","3.90"
"Homicide","60 to 64","Texas","Black","14**","149,980","9.33"
"Homicide","60 to 64","Utah","White","--","144,353","--"
"Homicide","60 to 64","Utah","Black","--","1,761","--"
"Homicide","60 to 64","Vermont","White","--","47,554","--"
"Homicide","60 to 64","Vermont","Black","--","353","--"
"Homicide","60 to 64","Virginia","White","10**","398,877","2.51"
"Homicide","60 to 64","Virginia","Black","--","107,601","--"
"Homicide","60 to 64","Washington","White","--","398,179","--"
"Homicide","60 to 64","Washington","Black","--","17,278","--"
"Homicide","60 to 64","West Virginia","White","--","117,020","--"
"Homicide","60 to 64","West Virginia","Black","--","3,943","--"
"Homicide","60 to 64","Wisconsin","White","--","387,352","--"
"Homicide","60 to 64","Wisconsin","Black","--","17,434","--"
"Homicide","60 to 64","Wyoming","White","--","37,645","--"
"Homicide","60 to 64","Wyoming","Black","--","373","--"
"Homicide","65 to 69","Alabama","White","--","218,808","--"
"Homicide","65 to 69","Alabama","Black","--","70,663","--"
"Homicide","65 to 69","Alaska","White","--","29,323","--"
"Homicide","65 to 69","Alaska","Black","--","1,013","--"
"Homicide","65 to 69","Arizona","White","11**","368,867","2.98"
"Homicide","65 to 69","Arizona","Black","--","14,885","--"
"Homicide","65 to 69","Arkansas","White","--","143,209","--"
"Homicide","65 to 69","Arkansas","Black","--","23,363","--"
"Homicide","65 to 69","California","White","21","975,884","2.15"
"Homicide","65 to 69","California","Black","--","79,665","--"
"Homicide","65 to 69","Colorado","White","--","284,195","--"
"Homicide","65 to 69","Colorado","Black","--","10,313","--"
"Homicide","65 to 69","Connecticut","White","--","185,845","--"
"Homicide","65 to 69","Connecticut","Black","--","18,418","--"
"Homicide","65 to 69","Delaware","White","--","55,037","--"
"Homicide","65 to 69","Delaware","Black","--","12,102","--"
"Homicide","65 to 69","District of Columbia","White","--","9,872","--"
"Homicide","65 to 69","District of Columbia","Black","--","16,123","--"
"Homicide","65 to 69","Florida","White","20**","773,721","2.58"
"Homicide","65 to 69","Florida","Black","--","124,744","--"
"Homicide","65 to 69","Georgia","White","16**","363,604","4.40"
"Homicide","65 to 69","Georgia","Black","10**","158,699","6.30"
"Homicide","65 to 69","Hawaii","White","--","25,667","--"
"Homicide","65 to 69","Hawaii","Black","--","884","--"
"Homicide","65 to 69","Idaho","White","--","104,996","--"
"Homicide","65 to 69","Idaho","Black","--","553","--"
"Homicide","65 to 69","Illinois","White","16**","568,698","2.81"
"Homicide","65 to 69","Illinois","Black","--","89,860","--"
"Homicide","65 to 69","Indiana","White","--","344,251","--"
"Homicide","65 to 69","Indiana","Black","--","28,873","--"
"Homicide","65 to 69","Iowa","White","--","179,713","--"
"Homicide","65 to 69","Iowa","Black","--","3,176","--"
"Homicide","65 to 69","Kansas","White","--","150,815","--"
"Homicide","65 to 69","Kansas","Black","--","7,654","--"
"Homicide","65 to 69","Kentucky","White","--","239,218","--"
"Homicide","65 to 69","Kentucky","Black","--","18,050","--"
"Homicide","65 to 69","Louisiana","White","--","180,005","--"
"Homicide","65 to 69","Louisiana","Black","11**","74,556","14.75"
"Homicide","65 to 69","Maine","White","--","98,472","--"
"Homicide","65 to 69","Maine","Black","--","593","--"
"Homicide","65 to 69","Maryland","White","--","214,811","--"
"Homicide","65 to 69","Maryland","Black","--","96,983","--"
"Homicide","65 to 69","Massachusetts","White","--","355,213","--"
"Homicide","65 to 69","Massachusetts","Black","--","25,636","--"
"Homicide","65 to 69","Michigan","White","--","534,220","--"
"Homicide","65 to 69","Michigan","Black","--","68,318","--"
"Homicide","65 to 69","Minnesota","White","--","303,105","--"
"Homicide","65 to 69","Minnesota","Black","--","10,420","--"
"Homicide","65 to 69","Mississippi","White","--","108,062","--"
"Homicide","65 to 69","Mississippi","Black","--","56,073","--"
"Homicide","65 to 69","Missouri","White","--","317,274","--"
"Homicide","65 to 69","Missouri","Black","11**","33,398","32.94"
"Homicide","65 to 69","Montana","White","--","70,593","--"
"Homicide","65 to 69","Montana","Black","--","184","--"
"Homicide","65 to 69","Nebraska","White","--","101,595","--"
"Homicide","65 to 69","Nebraska","Black","--","3,354","--"
"Homicide","65 to 69","Nevada","White","--","136,363","--"
"Homicide","65 to 69","Nevada","Black","--","13,883","--"
"Homicide","65 to 69","New Hampshire","White","--","91,513","--"
"Homicide","65 to 69","New Hampshire","Black","--","783","--"
"Homicide","65 to 69","New Jersey","White","--","403,400","--"
"Homicide","65 to 69","New Jersey","Black","--","62,349","--"
"Homicide","65 to 69","New Mexico","White","--","111,728","--"
"Homicide","65 to 69","New Mexico","Black","--","2,567","--"
"Homicide","65 to 69","New York","White","12**","828,108","1.45"
"Homicide","65 to 69","New York","Black","12**","170,532","7.04"
"Homicide","65 to 69","North Carolina","White","12**","462,212","2.60"
"Homicide","65 to 69","North Carolina","Black","--","118,849","--"
"Homicide","65 to 69","North Dakota","White","--","40,236","--"
"Homicide","65 to 69","North Dakota","Black","--","361","--"
"Homicide","65 to 69","Ohio","White","--","618,913","--"
"Homicide","65 to 69","Ohio","Black","--","72,436","--"
"Homicide","65 to 69","Oklahoma","White","--","176,678","--"
"Homicide","65 to 69","Oklahoma","Black","--","13,784","--"
"Homicide","65 to 69","Oregon","White","--","239,323","--"
"Homicide","65 to 69","Oregon","Black","--","3,645","--"
"Homicide","65 to 69","Pennsylvania","White","12**","717,464","1.67"
"Homicide","65 to 69","Pennsylvania","Black","--","68,715","--"
"Homicide","65 to 69","Rhode Island","White","--","60,525","--"
"Homicide","65 to 69","Rhode Island","Black","--","3,829","--"
"Homicide","65 to 69","South Carolina","White","12**","244,813","4.90"
"Homicide","65 to 69","South Carolina","Black","--","74,236","--"
"Homicide","65 to 69","South Dakota","White","--","52,939","--"
"Homicide","65 to 69","South Dakota","Black","--","425","--"
"Homicide","65 to 69","Tennessee","White","10**","335,602","2.98"
"Homicide","65 to 69","Tennessee","Black","--","56,286","--"
"Homicide","65 to 69","Texas","White","26","612,306","4.25"
"Homicide","65 to 69","Texas","Black","11**","116,514","9.44"
"Homicide","65 to 69","Utah","White","--","129,446","--"
"Homicide","65 to 69","Utah","Black","--","1,154","--"
"Homicide","65 to 69","Vermont","White","--","44,142","--"
"Homicide","65 to 69","Vermont","Black","--","308","--"
"Homicide","65 to 69","Virginia","White","--","349,570","--"
"Homicide","65 to 69","Virginia","Black","--","88,125","--"
"Homicide","65 to 69","Washington","White","10**","369,741","2.70"
"Homicide","65 to 69","Washington","Black","--","13,133","--"
"Homicide","65 to 69","West Virginia","White","--","112,800","--"
"Homicide","65 to 69","West Virginia","Black","--","3,724","--"
"Homicide","65 to 69","Wisconsin","White","--","343,002","--"
"Homicide","65 to 69","Wisconsin","Black","--","13,511","--"
"Homicide","65 to 69","Wyoming","White","--","36,161","--"
"Homicide","65 to 69","Wyoming","Black","--","330","--"
"Homicide","70 to 74","Alabama","White","--","184,518","--"
"Homicide","70 to 74","Alabama","Black","--","52,309","--"
"Homicide","70 to 74","Alaska","White","--","21,908","--"
"Homicide","70 to 74","Alaska","Black","--","641","--"
"Homicide","70 to 74","Arizona","White","13**","331,009","3.93"
"Homicide","70 to 74","Arizona","Black","--","10,831","--"
"Homicide","70 to 74","Arkansas","White","--","121,280","--"
"Homicide","70 to 74","Arkansas","Black","--","16,676","--"
"Homicide","70 to 74","California","White","14**","789,014","1.77"
"Homicide","70 to 74","California","Black","--","58,171","--"
"Homicide","70 to 74","Colorado","White","--","231,377","--"
"Homicide","70 to 74","Colorado","Black","--","7,034","--"
"Homicide","70 to 74","Connecticut","White","--","146,054","--"
"Homicide","70 to 74","Connecticut","Black","--","13,070","--"
"Homicide","70 to 74","Delaware","White","--","46,181","--"
"Homicide","70 to 74","Delaware","Black","--","8,863","--"
"Homicide","70 to 74","District of Columbia","White","--","9,281","--"
"Homicide","70 to 74","District of Columbia","Black","--","12,135","--"
"Homicide","70 to 74","Florida","White","--","694,340","--"
"Homicide","70 to 74","Florida","Black","--","92,155","--"
"Homicide","70 to 74","Georgia","White","--","306,108","--"
"Homicide","70 to 74","Georgia","Black","--","117,118","--"
"Homicide","70 to 74","Hawaii","White","--","24,474","--"
"Homicide","70 to 74","Hawaii","Black","--","681","--"
"Homicide","70 to 74","Idaho","White","--","86,122","--"
"Homicide","70 to 74","Idaho","Black","--","295","--"
"Homicide","70 to 74","Illinois","White","--","455,473","--"
"Homicide","70 to 74","Illinois","Black","--","67,639","--"
"Homicide","70 to 74","Indiana","White","--","276,868","--"
"Homicide","70 to 74","Indiana","Black","--","20,494","--"
"Homicide","70 to 74","Iowa","White","--","146,058","--"
"Homicide","70 to 74","Iowa","Black","--","2,143","--"
"Homicide","70 to 74","Kansas","White","--","120,373","--"
"Homicide","70 to 74","Kansas","Black","--","5,347","--"
"Homicide","70 to 74","Kentucky","White","--","197,198","--"
"Homicide","70 to 74","Kentucky","Black","--","13,068","--"
"Homicide","70 to 74","Louisiana","White","--","147,133","--"
"Homicide","70 to 74","Louisiana","Black","--","54,927","--"
"Homicide","70 to 74","Maine","White","--","81,896","--"
"Homicide","70 to 74","Maine","Black","--","364","--"
"Homicide","70 to 74","Maryland","White","--","175,371","--"
"Homicide","70 to 74","Maryland","Black","--","75,287","--"
"Homicide","70 to 74","Massachusetts","White","--","290,138","--"
"Homicide","70 to 74","Massachusetts","Black","--","18,157","--"
"Homicide","70 to 74","Michigan","White","--","430,369","--"
"Homicide","70 to 74","Michigan","Black","--","52,772","--"
"Homicide","70 to 74","Minnesota","White","--","242,661","--"
"Homicide","70 to 74","Minnesota","Black","--","6,722","--"
"Homicide","70 to 74","Mississippi","White","--","92,150","--"
"Homicide","70 to 74","Mississippi","Black","--","40,514","--"
"Homicide","70 to 74","Missouri","White","--","257,208","--"
"Homicide","70 to 74","Missouri","Black","--","24,097","--"
"Homicide","70 to 74","Montana","White","--","58,647","--"
"Homicide","70 to 74","Montana","Black","--","116","--"
"Homicide","70 to 74","Nebraska","White","--","82,935","--"
"Homicide","70 to 74","Nebraska","Black","--","2,418","--"
"Homicide","70 to 74","Nevada","White","--","115,652","--"
"Homicide","70 to 74","Nevada","Black","--","10,454","--"
"Homicide","70 to 74","New Hampshire","White","--","72,210","--"
"Homicide","70 to 74","New Hampshire","Black","--","480","--"
"Homicide","70 to 74","New Jersey","White","--","322,055","--"
"Homicide","70 to 74","New Jersey","Black","--","45,472","--"
"Homicide","70 to 74","New Mexico","White","--","98,360","--"
"Homicide","70 to 74","New Mexico","Black","--","1,871","--"
"Homicide","70 to 74","New York","White","10**","689,039","1.45"
"Homicide","70 to 74","New York","Black","--","127,225","--"
"Homicide","70 to 74","North Carolina","White","--","391,721","--"
"Homicide","70 to 74","North Carolina","Black","--","90,717","--"
"Homicide","70 to 74","North Dakota","White","--","31,127","--"
"Homicide","70 to 74","North Dakota","Black","--","213","--"
"Homicide","70 to 74","Ohio","White","--","504,041","--"
"Homicide","70 to 74","Ohio","Black","--","53,778","--"
"Homicide","70 to 74","Oklahoma","White","--","143,402","--"
"Homicide","70 to 74","Oklahoma","Black","--","9,961","--"
"Homicide","70 to 74","Oregon","White","--","209,195","--"
"Homicide","70 to 74","Oregon","Black","--","2,584","--"
"Homicide","70 to 74","Pennsylvania","White","--","583,490","--"
"Homicide","70 to 74","Pennsylvania","Black","--","50,713","--"
"Homicide","70 to 74","Rhode Island","White","--","48,526","--"
"Homicide","70 to 74","Rhode Island","Black","--","2,248","--"
"Homicide","70 to 74","South Carolina","White","--","213,364","--"
"Homicide","70 to 74","South Carolina","Black","--","57,654","--"
"Homicide","70 to 74","South Dakota","White","--","41,186","--"
"Homicide","70 to 74","South Dakota","Black","--","280","--"
"Homicide","70 to 74","Tennessee","White","--","278,596","--"
"Homicide","70 to 74","Tennessee","Black","--","40,238","--"
"Homicide","70 to 74","Texas","White","10**","476,929","2.10"
"Homicide","70 to 74","Texas","Black","--","81,702","--"
"Homicide","70 to 74","Utah","White","--","102,765","--"
"Homicide","70 to 74","Utah","Black","--","699","--"
"Homicide","70 to 74","Vermont","White","--","36,848","--"
"Homicide","70 to 74","Vermont","Black","--","174","--"
"Homicide","70 to 74","Virginia","White","--","294,063","--"
"Homicide","70 to 74","Virginia","Black","--","64,958","--"
"Homicide","70 to 74","Washington","White","13**","307,141","4.23"
"Homicide","70 to 74","Washington","Black","--","8,601","--"
"Homicide","70 to 74","West Virginia","White","--","99,669","--"
"Homicide","70 to 74","West Virginia","Black","--","2,691","--"
"Homicide","70 to 74","Wisconsin","White","--","275,842","--"
"Homicide","70 to 74","Wisconsin","Black","--","9,669","--"
"Homicide","70 to 74","Wyoming","White","--","28,136","--"
"Homicide","70 to 74","Wyoming","Black","--","238","--"
"Homicide","75 to 79","Alabama","White","--","140,104","--"
"Homicide","75 to 79","Alabama","Black","--","30,490","--"
"Homicide","75 to 79","Alaska","White","--","13,780","--"
"Homicide","75 to 79","Alaska","Black","--","340","--"
"Homicide","75 to 79","Arizona","White","--","259,218","--"
"Homicide","75 to 79","Arizona","Black","--","6,387","--"
"Homicide","75 to 79","Arkansas","White","--","92,339","--"
"Homicide","75 to 79","Arkansas","Black","--","9,305","--"
"Homicide","75 to 79","California","White","--","580,958","--"
"Homicide","75 to 79","California","Black","--","38,418","--"
"Homicide","75 to 79","Colorado","White","--","156,941","--"
"Homicide","75 to 79","Colorado","Black","--","4,030","--"
"Homicide","75 to 79","Connecticut","White","--","112,387","--"
"Homicide","75 to 79","Connecticut","Black","--","8,954","--"
"Homicide","75 to 79","Delaware","White","--","33,500","--"
"Homicide","75 to 79","Delaware","Black","--","5,742","--"
"Homicide","75 to 79","District of Columbia","White","--","7,171","--"
"Homicide","75 to 79","District of Columbia","Black","--","7,913","--"
"Homicide","75 to 79","Florida","White","10**","564,876","1.77"
"Homicide","75 to 79","Florida","Black","--","60,346","--"
"Homicide","75 to 79","Georgia","White","12**","230,570","5.20"
"Homicide","75 to 79","Georgia","Black","--","69,728","--"
"Homicide","75 to 79","Hawaii","White","--","17,293","--"
"Homicide","75 to 79","Hawaii","Black","--","379","--"
"Homicide","75 to 79","Idaho","White","--","60,752","--"
"Homicide","75 to 79","Idaho","Black","--","145","--"
"Homicide","75 to 79","Illinois","White","--","325,487","--"
"Homicide","75 to 79","Illinois","Black","--","44,504","--"
"Homicide","75 to 79","Indiana","White","--","194,050","--"
"Homicide","75 to 79","Indiana","Black","--","12,127","--"
"Homicide","75 to 79","Iowa","White","--","101,116","--"
"Homicide","75 to 79","Iowa","Black","--","1,154","--"
"Homicide","75 to 79","Kansas","White","--","84,520","--"
"Homicide","75 to 79","Kansas","Black","--","3,233","--"
"Homicide","75 to 79","Kentucky","White","--","138,272","--"
"Homicide","75 to 79","Kentucky","Black","--","7,190","--"
"Homicide","75 to 79","Louisiana","White","--","106,682","--"
"Homicide","75 to 79","Louisiana","Black","--","33,035","--"
"Homicide","75 to 79","Maine","White","--","57,614","--"
"Homicide","75 to 79","Maine","Black","--","197","--"
"Homicide","75 to 79","Maryland","White","--","133,278","--"
"Homicide","75 to 79","Maryland","Black","--","47,902","--"
"Homicide","75 to 79","Massachusetts","White","--","212,427","--"
"Homicide","75 to 79","Massachusetts","Black","--","11,603","--"
"Homicide","75 to 79","Michigan","White","--","301,682","--"
"Homicide","75 to 79","Michigan","Black","--","33,687","--"
"Homicide","75 to 79","Minnesota","White","--","168,004","--"
"Homicide","75 to 79","Minnesota","Black","--","3,940","--"
"Homicide","75 to 79","Mississippi","White","--","69,918","--"
"Homicide","75 to 79","Mississippi","Black","--","23,187","--"
"Homicide","75 to 79","Missouri","White","--","186,024","--"
"Homicide","75 to 79","Missouri","Black","--","15,316","--"
"Homicide","75 to 79","Montana","White","--","39,301","--"
"Homicide","75 to 79","Montana","Black","--","48","--"
"Homicide","75 to 79","Nebraska","White","--","56,549","--"
"Homicide","75 to 79","Nebraska","Black","--","1,446","--"
"Homicide","75 to 79","Nevada","White","--","86,617","--"
"Homicide","75 to 79","Nevada","Black","--","6,666","--"
"Homicide","75 to 79","New Hampshire","White","--","50,635","--"
"Homicide","75 to 79","New Hampshire","Black","--","275","--"
"Homicide","75 to 79","New Jersey","White","--","243,451","--"
"Homicide","75 to 79","New Jersey","Black","--","31,042","--"
"Homicide","75 to 79","New Mexico","White","--","70,044","--"
"Homicide","75 to 79","New Mexico","Black","--","1,103","--"
"Homicide","75 to 79","New York","White","--","508,617","--"
"Homicide","75 to 79","New York","Black","--","89,277","--"
"Homicide","75 to 79","North Carolina","White","--","292,145","--"
"Homicide","75 to 79","North Carolina","Black","--","55,152","--"
"Homicide","75 to 79","North Dakota","White","--","21,434","--"
"Homicide","75 to 79","North Dakota","Black","--","80","--"
"Homicide","75 to 79","Ohio","White","12**","350,654","3.42"
"Homicide","75 to 79","Ohio","Black","--","32,868","--"
"Homicide","75 to 79","Oklahoma","White","--","106,504","--"
"Homicide","75 to 79","Oklahoma","Black","--","5,905","--"
"Homicide","75 to 79","Oregon","White","--","147,532","--"
"Homicide","75 to 79","Oregon","Black","--","1,442","--"
"Homicide","75 to 79","Pennsylvania","White","--","420,801","--"
"Homicide","75 to 79","Pennsylvania","Black","--","32,124","--"
"Homicide","75 to 79","Rhode Island","White","--","35,055","--"
"Homicide","75 to 79","Rhode Island","Black","--","1,540","--"
"Homicide","75 to 79","South Carolina","White","--","159,004","--"
"Homicide","75 to 79","South Carolina","Black","--","35,919","--"
"Homicide","75 to 79","South Dakota","White","--","25,922","--"
"Homicide","75 to 79","South Dakota","Black","--","123","--"
"Homicide","75 to 79","Tennessee","White","--","205,655","--"
"Homicide","75 to 79","Tennessee","Black","--","22,850","--"
"Homicide","75 to 79","Texas","White","--","335,643","--"
"Homicide","75 to 79","Texas","Black","--","46,951","--"
"Homicide","75 to 79","Utah","White","--","72,064","--"
"Homicide","75 to 79","Utah","Black","--","332","--"
"Homicide","75 to 79","Vermont","White","--","25,762","--"
"Homicide","75 to 79","Vermont","Black","--","89","--"
"Homicide","75 to 79","Virginia","White","--","222,159","--"
"Homicide","75 to 79","Virginia","Black","--","40,596","--"
"Homicide","75 to 79","Washington","White","--","219,080","--"
"Homicide","75 to 79","Washington","Black","--","4,896","--"
"Homicide","75 to 79","West Virginia","White","--","68,388","--"
"Homicide","75 to 79","West Virginia","Black","--","1,577","--"
"Homicide","75 to 79","Wisconsin","White","--","188,469","--"
"Homicide","75 to 79","Wisconsin","Black","--","5,510","--"
"Homicide","75 to 79","Wyoming","White","--","18,609","--"
"Homicide","75 to 79","Wyoming","Black","--","95","--"
"Homicide","80 to 84","Alabama","White","--","85,099","--"
"Homicide","80 to 84","Alabama","Black","--","17,802","--"
"Homicide","80 to 84","Alaska","White","--","7,019","--"
"Homicide","80 to 84","Alaska","Black","--","176","--"
"Homicide","80 to 84","Arizona","White","--","158,667","--"
"Homicide","80 to 84","Arizona","Black","--","3,669","--"
"Homicide","80 to 84","Arkansas","White","--","57,541","--"
"Homicide","80 to 84","Arkansas","Black","--","5,272","--"
"Homicide","80 to 84","California","White","--","359,993","--"
"Homicide","80 to 84","California","Black","--","25,929","--"
"Homicide","80 to 84","Colorado","White","--","89,427","--"
"Homicide","80 to 84","Colorado","Black","--","2,622","--"
"Homicide","80 to 84","Connecticut","White","--","68,600","--"
"Homicide","80 to 84","Connecticut","Black","--","5,640","--"
"Homicide","80 to 84","Delaware","White","--","19,206","--"
"Homicide","80 to 84","Delaware","Black","--","3,404","--"
"Homicide","80 to 84","District of Columbia","White","--","4,280","--"
"Homicide","80 to 84","District of Columbia","Black","--","5,495","--"
"Homicide","80 to 84","Florida","White","12**","372,261","3.22"
"Homicide","80 to 84","Florida","Black","--","36,632","--"
"Homicide","80 to 84","Georgia","White","--","134,303","--"
"Homicide","80 to 84","Georgia","Black","--","38,946","--"
"Homicide","80 to 84","Hawaii","White","--","8,776","--"
"Homicide","80 to 84","Hawaii","Black","--","207","--"
"Homicide","80 to 84","Idaho","White","--","35,459","--"
"Homicide","80 to 84","Idaho","Black","--","85","--"
"Homicide","80 to 84","Illinois","White","--","205,771","--"
"Homicide","80 to 84","Illinois","Black","--","28,734","--"
"Homicide","80 to 84","Indiana","White","--","120,668","--"
"Homicide","80 to 84","Indiana","Black","--","7,550","--"
"Homicide","80 to 84","Iowa","White","--","66,497","--"
"Homicide","80 to 84","Iowa","Black","--","727","--"
"Homicide","80 to 84","Kansas","White","--","52,796","--"
"Homicide","80 to 84","Kansas","Black","--","2,021","--"
"Homicide","80 to 84","Kentucky","White","--","82,958","--"
"Homicide","80 to 84","Kentucky","Black","--","4,458","--"
"Homicide","80 to 84","Louisiana","White","--","65,100","--"
"Homicide","80 to 84","Louisiana","Black","--","19,051","--"
"Homicide","80 to 84","Maine","White","--","33,810","--"
"Homicide","80 to 84","Maine","Black","--","136","--"
"Homicide","80 to 84","Maryland","White","--","82,123","--"
"Homicide","80 to 84","Maryland","Black","--","28,623","--"
"Homicide","80 to 84","Massachusetts","White","--","127,688","--"
"Homicide","80 to 84","Massachusetts","Black","--","7,135","--"
"Homicide","80 to 84","Michigan","White","--","184,824","--"
"Homicide","80 to 84","Michigan","Black","--","19,200","--"
"Homicide","80 to 84","Minnesota","White","--","107,521","--"
"Homicide","80 to 84","Minnesota","Black","--","2,379","--"
"Homicide","80 to 84","Mississippi","White","--","43,433","--"
"Homicide","80 to 84","Mississippi","Black","--","13,394","--"
"Homicide","80 to 84","Missouri","White","--","116,562","--"
"Homicide","80 to 84","Missouri","Black","--","9,215","--"
"Homicide","80 to 84","Montana","White","--","23,393","--"
"Homicide","80 to 84","Montana","Black","--","66","--"
"Homicide","80 to 84","Nebraska","White","--","35,755","--"
"Homicide","80 to 84","Nebraska","Black","--","924","--"
"Homicide","80 to 84","Nevada","White","--","48,775","--"
"Homicide","80 to 84","Nevada","Black","--","3,944","--"
"Homicide","80 to 84","New Hampshire","White","--","29,025","--"
"Homicide","80 to 84","New Hampshire","Black","--","152","--"
"Homicide","80 to 84","New Jersey","White","--","151,821","--"
"Homicide","80 to 84","New Jersey","Black","--","20,261","--"
"Homicide","80 to 84","New Mexico","White","--","41,309","--"
"Homicide","80 to 84","New Mexico","Black","--","666","--"
"Homicide","80 to 84","New York","White","--","324,013","--"
"Homicide","80 to 84","New York","Black","--","59,265","--"
"Homicide","80 to 84","North Carolina","White","--","170,139","--"
"Homicide","80 to 84","North Carolina","Black","--","31,514","--"
"Homicide","80 to 84","North Dakota","White","--","13,974","--"
"Homicide","80 to 84","North Dakota","Black","--","38","--"
"Homicide","80 to 84","Ohio","White","--","220,378","--"
"Homicide","80 to 84","Ohio","Black","--","21,095","--"
"Homicide","80 to 84","Oklahoma","White","--","66,458","--"
"Homicide","80 to 84","Oklahoma","Black","--","3,373","--"
"Homicide","80 to 84","Oregon","White","--","83,913","--"
"Homicide","80 to 84","Oregon","Black","--","886","--"
"Homicide","80 to 84","Pennsylvania","White","--","267,033","--"
"Homicide","80 to 84","Pennsylvania","Black","--","20,181","--"
"Homicide","80 to 84","Rhode Island","White","--","21,479","--"
"Homicide","80 to 84","Rhode Island","Black","--","961","--"
"Homicide","80 to 84","South Carolina","White","--","89,359","--"
"Homicide","80 to 84","South Carolina","Black","--","19,823","--"
"Homicide","80 to 84","South Dakota","White","--","16,008","--"
"Homicide","80 to 84","South Dakota","Black","--","46","--"
"Homicide","80 to 84","Tennessee","White","--","121,913","--"
"Homicide","80 to 84","Tennessee","Black","--","13,112","--"
"Homicide","80 to 84","Texas","White","--","195,442","--"
"Homicide","80 to 84","Texas","Black","--","25,778","--"
"Homicide","80 to 84","Utah","White","--","43,033","--"
"Homicide","80 to 84","Utah","Black","--","244","--"
"Homicide","80 to 84","Vermont","White","--","14,773","--"
"Homicide","80 to 84","Vermont","Black","--","42","--"
"Homicide","80 to 84","Virginia","White","--","132,958","--"
"Homicide","80 to 84","Virginia","Black","--","24,572","--"
"Homicide","80 to 84","Washington","White","--","124,773","--"
"Homicide","80 to 84","Washington","Black","--","2,729","--"
"Homicide","80 to 84","West Virginia","White","--","41,184","--"
"Homicide","80 to 84","West Virginia","Black","--","860","--"
"Homicide","80 to 84","Wisconsin","White","--","116,662","--"
"Homicide","80 to 84","Wisconsin","Black","--","3,319","--"
"Homicide","80 to 84","Wyoming","White","--","10,891","--"
"Homicide","80 to 84","Wyoming","Black","--","49","--"
"Homicide","85+","Alabama","White","--","74,889","--"
"Homicide","85+","Alabama","Black","--","16,119","--"
"Homicide","85+","Alaska","White","--","5,494","--"
"Homicide","85+","Alaska","Black","--","172","--"
"Homicide","85+","Arizona","White","--","138,656","--"
"Homicide","85+","Arizona","Black","--","3,153","--"
"Homicide","85+","Arkansas","White","--","51,588","--"
"Homicide","85+","Arkansas","Black","--","4,957","--"
"Homicide","85+","California","White","--","375,374","--"
"Homicide","85+","California","Black","--","25,723","--"
"Homicide","85+","Colorado","White","--","83,500","--"
"Homicide","85+","Colorado","Black","--","2,256","--"
"Homicide","85+","Connecticut","White","--","73,251","--"
"Homicide","85+","Connecticut","Black","--","4,771","--"
"Homicide","85+","Delaware","White","--","16,632","--"
"Homicide","85+","Delaware","Black","--","2,681","--"
"Homicide","85+","District of Columbia","White","--","4,491","--"
"Homicide","85+","District of Columbia","Black","--","6,152","--"
"Homicide","85+","Florida","White","--","381,603","--"
"Homicide","85+","Florida","Black","--","32,353","--"
