"Intent or Manner","Age Group","State","Race","Death Count","Population","Crude Rate"
"Legal Intervention","Unknown","New York","Black","-","-","-"
"Legal Intervention","Unknown","North Carolina","White","-","-","-"
"Legal Intervention","Unknown","North Carolina","Black","-","-","-"
"Legal Intervention","Unknown","North Dakota","White","-","-","-"
"Legal Intervention","Unknown","North Dakota","Black","-","-","-"
"Legal Intervention","Unknown","Ohio","White","-","-","-"
"Legal Intervention","Unknown","Ohio","Black","-","-","-"
"Legal Intervention","Unknown","Oklahoma","White","-","-","-"
"Legal Intervention","Unknown","Oklahoma","Black","-","-","-"
"Legal Intervention","Unknown","Oregon","White","-","-","-"
"Legal Intervention","Unknown","Oregon","Black","-","-","-"
"Legal Intervention","Unknown","Pennsylvania","White","-","-","-"
"Legal Intervention","Unknown","Pennsylvania","Black","-","-","-"
"Legal Intervention","Unknown","Rhode Island","White","-","-","-"
"Legal Intervention","Unknown","Rhode Island","Black","-","-","-"
"Legal Intervention","Unknown","South Carolina","White","-","-","-"
"Legal Intervention","Unknown","South Carolina","Black","-","-","-"
"Legal Intervention","Unknown","South Dakota","White","-","-","-"
"Legal Intervention","Unknown","South Dakota","Black","-","-","-"
"Legal Intervention","Unknown","Tennessee","White","-","-","-"
"Legal Intervention","Unknown","Tennessee","Black","-","-","-"
"Legal Intervention","Unknown","Texas","White","-","-","-"
"Legal Intervention","Unknown","Texas","Black","-","-","-"
"Legal Intervention","Unknown","Utah","White","-","-","-"
"Legal Intervention","Unknown","Utah","Black","-","-","-"
"Legal Intervention","Unknown","Vermont","White","-","-","-"
"Legal Intervention","Unknown","Vermont","Black","-","-","-"
"Legal Intervention","Unknown","Virginia","White","-","-","-"
"Legal Intervention","Unknown","Virginia","Black","-","-","-"
"Legal Intervention","Unknown","Washington","White","-","-","-"
"Legal Intervention","Unknown","Washington","Black","-","-","-"
"Legal Intervention","Unknown","West Virginia","White","-","-","-"
"Legal Intervention","Unknown","West Virginia","Black","-","-","-"
"Legal Intervention","Unknown","Wisconsin","White","-","-","-"
"Legal Intervention","Unknown","Wisconsin","Black","-","-","-"
"Legal Intervention","Unknown","Wyoming","White","-","-","-"
"Legal Intervention","Unknown","Wyoming","Black","-","-","-"
"Unintentional Firearm","0 to 4","Alabama","White","--","180,341","--"
"Unintentional Firearm","0 to 4","Alabama","Black","--","89,099","--"
"Unintentional Firearm","0 to 4","Alaska","White","--","23,352","--"
"Unintentional Firearm","0 to 4","Alaska","Black","--","1,810","--"
"Unintentional Firearm","0 to 4","Arizona","White","--","296,789","--"
"Unintentional Firearm","0 to 4","Arizona","Black","--","27,145","--"
"Unintentional Firearm","0 to 4","Arkansas","White","--","127,187","--"
"Unintentional Firearm","0 to 4","Arkansas","Black","--","35,259","--"
"Unintentional Firearm","0 to 4","California","White","--","918,284","--"
"Unintentional Firearm","0 to 4","California","Black","--","84,896","--"
"Unintentional Firearm","0 to 4","Colorado","White","--","241,393","--"
"Unintentional Firearm","0 to 4","Colorado","Black","--","20,295","--"
"Unintentional Firearm","0 to 4","Connecticut","White","--","124,676","--"
"Unintentional Firearm","0 to 4","Connecticut","Black","--","30,095","--"
"Unintentional Firearm","0 to 4","Delaware","White","--","30,969","--"
"Unintentional Firearm","0 to 4","Delaware","Black","--","15,323","--"
"Unintentional Firearm","0 to 4","District of Columbia","White","--","15,627","--"
"Unintentional Firearm","0 to 4","District of Columbia","Black","--","18,658","--"
"Unintentional Firearm","0 to 4","Florida","White","--","533,690","--"
"Unintentional Firearm","0 to 4","Florida","Black","--","178,163","--"
"Unintentional Firearm","0 to 4","Georgia","White","--","335,064","--"
"Unintentional Firearm","0 to 4","Georgia","Black","--","227,140","--"
"Unintentional Firearm","0 to 4","Hawaii","White","--","15,012","--"
"Unintentional Firearm","0 to 4","Hawaii","Black","--","1,896","--"
"Unintentional Firearm","0 to 4","Idaho","White","--","100,323","--"
"Unintentional Firearm","0 to 4","Idaho","Black","--","1,752","--"
"Unintentional Firearm","0 to 4","Illinois","White","--","481,889","--"
"Unintentional Firearm","0 to 4","Illinois","Black","--","116,710","--"
"Unintentional Firearm","0 to 4","Indiana","White","--","313,669","--"
"Unintentional Firearm","0 to 4","Indiana","Black","--","53,660","--"
"Unintentional Firearm","0 to 4","Iowa","White","--","154,058","--"
"Unintentional Firearm","0 to 4","Iowa","Black","--","13,703","--"
"Unintentional Firearm","0 to 4","Kansas","White","--","141,473","--"
"Unintentional Firearm","0 to 4","Kansas","Black","--","13,238","--"
"Unintentional Firearm","0 to 4","Kentucky","White","--","213,657","--"
"Unintentional Firearm","0 to 4","Kentucky","Black","--","27,248","--"
"Unintentional Firearm","0 to 4","Louisiana","White","--","153,492","--"
"Unintentional Firearm","0 to 4","Louisiana","Black","--","106,289","--"
"Unintentional Firearm","0 to 4","Maine","White","--","54,442","--"
"Unintentional Firearm","0 to 4","Maine","Black","--","2,822","--"
"Unintentional Firearm","0 to 4","Maryland","White","--","181,975","--"
"Unintentional Firearm","0 to 4","Maryland","Black","--","113,480","--"
"Unintentional Firearm","0 to 4","Massachusetts","White","--","236,165","--"
"Unintentional Firearm","0 to 4","Massachusetts","Black","--","52,496","--"
"Unintentional Firearm","0 to 4","Michigan","White","--","380,098","--"
"Unintentional Firearm","0 to 4","Michigan","Black","--","98,116","--"
"Unintentional Firearm","0 to 4","Minnesota","White","--","237,344","--"
"Unintentional Firearm","0 to 4","Minnesota","Black","--","40,249","--"
"Unintentional Firearm","0 to 4","Mississippi","White","--","89,424","--"
"Unintentional Firearm","0 to 4","Mississippi","Black","--","75,092","--"
"Unintentional Firearm","0 to 4","Missouri","White","--","266,780","--"
"Unintentional Firearm","0 to 4","Missouri","Black","--","52,085","--"
"Unintentional Firearm","0 to 4","Montana","White","--","47,093","--"
"Unintentional Firearm","0 to 4","Montana","Black","--","490","--"
"Unintentional Firearm","0 to 4","Nebraska","White","--","99,031","--"
"Unintentional Firearm","0 to 4","Nebraska","Black","--","9,179","--"
"Unintentional Firearm","0 to 4","Nevada","White","--","109,375","--"
"Unintentional Firearm","0 to 4","Nevada","Black","--","25,766","--"
"Unintentional Firearm","0 to 4","New Hampshire","White","--","55,451","--"
"Unintentional Firearm","0 to 4","New Hampshire","Black","--","2,002","--"
"Unintentional Firearm","0 to 4","New Jersey","White","--","332,263","--"
"Unintentional Firearm","0 to 4","New Jersey","Black","--","94,492","--"
"Unintentional Firearm","0 to 4","New Mexico","White","--","81,687","--"
"Unintentional Firearm","0 to 4","New Mexico","Black","--","3,549","--"
"Unintentional Firearm","0 to 4","New York","White","--","657,477","--"
"Unintentional Firearm","0 to 4","New York","Black","--","219,142","--"
"Unintentional Firearm","0 to 4","North Carolina","White","--","365,980","--"
"Unintentional Firearm","0 to 4","North Carolina","Black","--","151,185","--"
"Unintentional Firearm","0 to 4","North Dakota","White","--","37,635","--"
"Unintentional Firearm","0 to 4","North Dakota","Black","--","3,388","--"
"Unintentional Firearm","0 to 4","Ohio","White","--","482,242","--"
"Unintentional Firearm","0 to 4","Ohio","Black","--","112,281","--"
"Unintentional Firearm","0 to 4","Oklahoma","White","--","149,184","--"
"Unintentional Firearm","0 to 4","Oklahoma","Black","--","23,449","--"
"Unintentional Firearm","0 to 4","Oregon","White","--","161,587","--"
"Unintentional Firearm","0 to 4","Oregon","Black","--","6,167","--"
"Unintentional Firearm","0 to 4","Pennsylvania","White","--","482,785","--"
"Unintentional Firearm","0 to 4","Pennsylvania","Black","--","108,552","--"
"Unintentional Firearm","0 to 4","Rhode Island","White","--","37,347","--"
"Unintentional Firearm","0 to 4","Rhode Island","Black","--","7,223","--"
"Unintentional Firearm","0 to 4","South Carolina","White","--","174,248","--"
"Unintentional Firearm","0 to 4","South Carolina","Black","--","86,126","--"
"Unintentional Firearm","0 to 4","South Dakota","White","--","42,132","--"
"Unintentional Firearm","0 to 4","South Dakota","Black","--","2,414","--"
"Unintentional Firearm","0 to 4","Tennessee","White","--","288,863","--"
"Unintentional Firearm","0 to 4","Tennessee","Black","--","81,357","--"
"Unintentional Firearm","0 to 4","Texas","White","--","822,522","--"
"Unintentional Firearm","0 to 4","Texas","Black","--","215,347","--"
"Unintentional Firearm","0 to 4","Utah","White","--","199,577","--"
"Unintentional Firearm","0 to 4","Utah","Black","--","4,364","--"
"Unintentional Firearm","0 to 4","Vermont","White","--","24,870","--"
"Unintentional Firearm","0 to 4","Vermont","Black","--","651","--"
"Unintentional Firearm","0 to 4","Virginia","White","--","303,460","--"
"Unintentional Firearm","0 to 4","Virginia","Black","--","108,228","--"
"Unintentional Firearm","0 to 4","Washington","White","--","287,699","--"
"Unintentional Firearm","0 to 4","Washington","Black","--","24,308","--"
"Unintentional Firearm","0 to 4","West Virginia","White","--","78,223","--"
"Unintentional Firearm","0 to 4","West Virginia","Black","--","3,606","--"
"Unintentional Firearm","0 to 4","Wisconsin","White","--","242,169","--"
"Unintentional Firearm","0 to 4","Wisconsin","Black","--","32,763","--"
"Unintentional Firearm","0 to 4","Wyoming","White","--","27,196","--"
"Unintentional Firearm","0 to 4","Wyoming","Black","--","489","--"
"Unintentional Firearm","5 to 9","Alabama","White","--","195,845","--"
"Unintentional Firearm","5 to 9","Alabama","Black","--","88,383","--"
"Unintentional Firearm","5 to 9","Alaska","White","--","26,339","--"
"Unintentional Firearm","5 to 9","Alaska","Black","--","1,903","--"
"Unintentional Firearm","5 to 9","Arizona","White","--","329,307","--"
"Unintentional Firearm","5 to 9","Arizona","Black","--","30,234","--"
"Unintentional Firearm","5 to 9","Arkansas","White","--","139,243","--"
"Unintentional Firearm","5 to 9","Arkansas","Black","--","34,774","--"
"Unintentional Firearm","5 to 9","California","White","--","1,021,998","--"
"Unintentional Firearm","5 to 9","California","Black","--","85,783","--"
"Unintentional Firearm","5 to 9","Colorado","White","--","268,503","--"
"Unintentional Firearm","5 to 9","Colorado","Black","--","18,706","--"
"Unintentional Firearm","5 to 9","Connecticut","White","--","140,462","--"
"Unintentional Firearm","5 to 9","Connecticut","Black","--","29,507","--"
"Unintentional Firearm","5 to 9","Delaware","White","--","33,312","--"
"Unintentional Firearm","5 to 9","Delaware","Black","--","16,117","--"
"Unintentional Firearm","5 to 9","District of Columbia","White","--","12,913","--"
"Unintentional Firearm","5 to 9","District of Columbia","Black","--","20,234","--"
"Unintentional Firearm","5 to 9","Florida","White","--","568,242","--"
"Unintentional Firearm","5 to 9","Florida","Black","--","194,715","--"
"Unintentional Firearm","5 to 9","Georgia","White","--","366,117","--"
"Unintentional Firearm","5 to 9","Georgia","Black","--","241,878","--"
"Unintentional Firearm","5 to 9","Hawaii","White","--","16,226","--"
"Unintentional Firearm","5 to 9","Hawaii","Black","--","1,849","--"
"Unintentional Firearm","5 to 9","Idaho","White","--","114,789","--"
"Unintentional Firearm","5 to 9","Idaho","Black","--","1,484","--"
"Unintentional Firearm","5 to 9","Illinois","White","--","536,488","--"
"Unintentional Firearm","5 to 9","Illinois","Black","--","124,564","--"
"Unintentional Firearm","5 to 9","Indiana","White","--","339,678","--"
"Unintentional Firearm","5 to 9","Indiana","Black","--","54,854","--"
"Unintentional Firearm","5 to 9","Iowa","White","--","168,273","--"
"Unintentional Firearm","5 to 9","Iowa","Black","--","12,952","--"
"Unintentional Firearm","5 to 9","Kansas","White","--","156,022","--"
"Unintentional Firearm","5 to 9","Kansas","Black","--","13,212","--"
"Unintentional Firearm","5 to 9","Kentucky","White","--","228,872","--"
"Unintentional Firearm","5 to 9","Kentucky","Black","--","26,767","--"
"Unintentional Firearm","5 to 9","Louisiana","White","--","166,006","--"
"Unintentional Firearm","5 to 9","Louisiana","Black","--","108,466","--"
"Unintentional Firearm","5 to 9","Maine","White","--","60,618","--"
"Unintentional Firearm","5 to 9","Maine","Black","--","2,375","--"
"Unintentional Firearm","5 to 9","Maryland","White","--","194,022","--"
"Unintentional Firearm","5 to 9","Maryland","Black","--","121,062","--"
"Unintentional Firearm","5 to 9","Massachusetts","White","--","260,644","--"
"Unintentional Firearm","5 to 9","Massachusetts","Black","--","46,792","--"
"Unintentional Firearm","5 to 9","Michigan","White","--","420,464","--"
"Unintentional Firearm","5 to 9","Michigan","Black","--","100,527","--"
"Unintentional Firearm","5 to 9","Minnesota","White","--","260,924","--"
"Unintentional Firearm","5 to 9","Minnesota","Black","--","43,820","--"
"Unintentional Firearm","5 to 9","Mississippi","White","--","97,202","--"
"Unintentional Firearm","5 to 9","Mississippi","Black","--","74,257","--"
"Unintentional Firearm","5 to 9","Missouri","White","--","288,933","--"
"Unintentional Firearm","5 to 9","Missouri","Black","--","52,583","--"
"Unintentional Firearm","5 to 9","Montana","White","--","53,642","--"
"Unintentional Firearm","5 to 9","Montana","Black","--","506","--"
"Unintentional Firearm","5 to 9","Nebraska","White","--","107,959","--"
"Unintentional Firearm","5 to 9","Nebraska","Black","--","9,337","--"
"Unintentional Firearm","5 to 9","Nevada","White","--","125,774","--"
"Unintentional Firearm","5 to 9","Nevada","Black","--","25,726","--"
"Unintentional Firearm","5 to 9","New Hampshire","White","--","60,463","--"
"Unintentional Firearm","5 to 9","New Hampshire","Black","--","1,950","--"
"Unintentional Firearm","5 to 9","New Jersey","White","--","355,366","--"
"Unintentional Firearm","5 to 9","New Jersey","Black","--","94,868","--"
"Unintentional Firearm","5 to 9","New Mexico","White","--","92,171","--"
"Unintentional Firearm","5 to 9","New Mexico","Black","--","3,999","--"
"Unintentional Firearm","5 to 9","New York","White","--","706,845","--"
"Unintentional Firearm","5 to 9","New York","Black","--","207,675","--"
"Unintentional Firearm","5 to 9","North Carolina","White","--","389,028","--"
"Unintentional Firearm","5 to 9","North Carolina","Black","--","152,837","--"
"Unintentional Firearm","5 to 9","North Dakota","White","--","41,662","--"
"Unintentional Firearm","5 to 9","North Dakota","Black","--","2,647","--"
"Unintentional Firearm","5 to 9","Ohio","White","--","522,622","--"
"Unintentional Firearm","5 to 9","Ohio","Black","--","118,216","--"
"Unintentional Firearm","5 to 9","Oklahoma","White","--","170,292","--"
"Unintentional Firearm","5 to 9","Oklahoma","Black","--","22,416","--"
"Unintentional Firearm","5 to 9","Oregon","White","--","186,810","--"
"Unintentional Firearm","5 to 9","Oregon","Black","--","6,815","--"
"Unintentional Firearm","5 to 9","Pennsylvania","White","--","524,297","--"
"Unintentional Firearm","5 to 9","Pennsylvania","Black","--","115,368","--"
"Unintentional Firearm","5 to 9","Rhode Island","White","--","40,792","--"
"Unintentional Firearm","5 to 9","Rhode Island","Black","--","7,127","--"
"Unintentional Firearm","5 to 9","South Carolina","White","--","191,092","--"
"Unintentional Firearm","5 to 9","South Carolina","Black","--","88,438","--"
"Unintentional Firearm","5 to 9","South Dakota","White","--","45,215","--"
"Unintentional Firearm","5 to 9","South Dakota","Black","--","2,304","--"
"Unintentional Firearm","5 to 9","Tennessee","White","--","304,096","--"
"Unintentional Firearm","5 to 9","Tennessee","Black","--","82,016","--"
"Unintentional Firearm","5 to 9","Texas","White","--","907,424","--"
"Unintentional Firearm","5 to 9","Texas","Black","--","222,505","--"
"Unintentional Firearm","5 to 9","Utah","White","--","225,081","--"
"Unintentional Firearm","5 to 9","Utah","Black","--","4,156","--"
"Unintentional Firearm","5 to 9","Vermont","White","--","28,735","--"
"Unintentional Firearm","5 to 9","Vermont","Black","--","626","--"
"Unintentional Firearm","5 to 9","Virginia","White","--","326,955","--"
"Unintentional Firearm","5 to 9","Virginia","Black","--","109,021","--"
"Unintentional Firearm","5 to 9","Washington","White","--","323,165","--"
"Unintentional Firearm","5 to 9","Washington","Black","--","24,468","--"
"Unintentional Firearm","5 to 9","West Virginia","White","--","86,725","--"
"Unintentional Firearm","5 to 9","West Virginia","Black","--","3,819","--"
"Unintentional Firearm","5 to 9","Wisconsin","White","--","265,474","--"
"Unintentional Firearm","5 to 9","Wisconsin","Black","--","33,227","--"
"Unintentional Firearm","5 to 9","Wyoming","White","--","31,456","--"
"Unintentional Firearm","5 to 9","Wyoming","Black","--","531","--"
"Unintentional Firearm","10 to 14","Alabama","White","--","205,964","--"
"Unintentional Firearm","10 to 14","Alabama","Black","--","93,054","--"
"Unintentional Firearm","10 to 14","Alaska","White","--","26,801","--"
"Unintentional Firearm","10 to 14","Alaska","Black","--","1,591","--"
"Unintentional Firearm","10 to 14","Arizona","White","--","353,118","--"
"Unintentional Firearm","10 to 14","Arizona","Black","--","31,062","--"
"Unintentional Firearm","10 to 14","Arkansas","White","--","148,612","--"
"Unintentional Firearm","10 to 14","Arkansas","Black","--","35,517","--"
"Unintentional Firearm","10 to 14","California","White","--","1,102,895","--"
"Unintentional Firearm","10 to 14","California","Black","--","96,818","--"
"Unintentional Firearm","10 to 14","Colorado","White","--","291,916","--"
"Unintentional Firearm","10 to 14","Colorado","Black","--","18,698","--"
"Unintentional Firearm","10 to 14","Connecticut","White","--","154,152","--"
"Unintentional Firearm","10 to 14","Connecticut","Black","--","33,262","--"
"Unintentional Firearm","10 to 14","Delaware","White","--","35,578","--"
"Unintentional Firearm","10 to 14","Delaware","Black","--","17,464","--"
"Unintentional Firearm","10 to 14","District of Columbia","White","--","10,030","--"
"Unintentional Firearm","10 to 14","District of Columbia","Black","--","19,064","--"
"Unintentional Firearm","10 to 14","Florida","White","--","595,866","--"
"Unintentional Firearm","10 to 14","Florida","Black","--","199,412","--"
"Unintentional Firearm","10 to 14","Georgia","White","--","395,408","--"
"Unintentional Firearm","10 to 14","Georgia","Black","--","263,115","--"
"Unintentional Firearm","10 to 14","Hawaii","White","--","14,561","--"
"Unintentional Firearm","10 to 14","Hawaii","Black","--","1,541","--"
"Unintentional Firearm","10 to 14","Idaho","White","--","124,404","--"
"Unintentional Firearm","10 to 14","Idaho","Black","--","1,458","--"
"Unintentional Firearm","10 to 14","Illinois","White","--","577,295","--"
"Unintentional Firearm","10 to 14","Illinois","Black","--","126,689","--"
"Unintentional Firearm","10 to 14","Indiana","White","--","357,385","--"
"Unintentional Firearm","10 to 14","Indiana","Black","--","54,651","--"
"Unintentional Firearm","10 to 14","Iowa","White","--","177,987","--"
"Unintentional Firearm","10 to 14","Iowa","Black","--","12,077","--"
"Unintentional Firearm","10 to 14","Kansas","White","--","165,715","--"
"Unintentional Firearm","10 to 14","Kansas","Black","--","13,457","--"
"Unintentional Firearm","10 to 14","Kentucky","White","--","237,204","--"
"Unintentional Firearm","10 to 14","Kentucky","Black","--","28,434","--"
"Unintentional Firearm","10 to 14","Louisiana","White","--","169,790","--"
"Unintentional Firearm","10 to 14","Louisiana","Black","--","111,703","--"
"Unintentional Firearm","10 to 14","Maine","White","--","64,831","--"
"Unintentional Firearm","10 to 14","Maine","Black","--","2,340","--"
"Unintentional Firearm","10 to 14","Maryland","White","--","202,753","--"
"Unintentional Firearm","10 to 14","Maryland","Black","--","128,496","--"
"Unintentional Firearm","10 to 14","Massachusetts","White","--","283,173","--"
"Unintentional Firearm","10 to 14","Massachusetts","Black","--","46,221","--"
"Unintentional Firearm","10 to 14","Michigan","White","--","444,727","--"
"Unintentional Firearm","10 to 14","Michigan","Black","--","100,325","--"
"Unintentional Firearm","10 to 14","Minnesota","White","--","276,061","--"
"Unintentional Firearm","10 to 14","Minnesota","Black","--","41,186","--"
"Unintentional Firearm","10 to 14","Mississippi","White","--","105,118","--"
"Unintentional Firearm","10 to 14","Mississippi","Black","--","82,120","--"
"Unintentional Firearm","10 to 14","Missouri","White","--","305,546","--"
"Unintentional Firearm","10 to 14","Missouri","Black","--","53,259","--"
"Unintentional Firearm","10 to 14","Montana","White","--","56,230","--"
"Unintentional Firearm","10 to 14","Montana","Black","--","438","--"
"Unintentional Firearm","10 to 14","Nebraska","White","--","112,646","--"
"Unintentional Firearm","10 to 14","Nebraska","Black","--","8,930","--"
"Unintentional Firearm","10 to 14","Nevada","White","--","136,547","--"
"Unintentional Firearm","10 to 14","Nevada","Black","--","25,485","--"
"Unintentional Firearm","10 to 14","New Hampshire","White","--","65,676","--"
"Unintentional Firearm","10 to 14","New Hampshire","Black","--","2,061","--"
"Unintentional Firearm","10 to 14","New Jersey","White","--","381,256","--"
"Unintentional Firearm","10 to 14","New Jersey","Black","--","98,265","--"
"Unintentional Firearm","10 to 14","New Mexico","White","--","104,490","--"
"Unintentional Firearm","10 to 14","New Mexico","Black","--","4,199","--"
"Unintentional Firearm","10 to 14","New York","White","--","736,068","--"
"Unintentional Firearm","10 to 14","New York","Black","--","218,205","--"
"Unintentional Firearm","10 to 14","North Carolina","White","--","423,841","--"
"Unintentional Firearm","10 to 14","North Carolina","Black","--","160,799","--"
"Unintentional Firearm","10 to 14","North Dakota","White","--","40,919","--"
"Unintentional Firearm","10 to 14","North Dakota","Black","--","2,253","--"
"Unintentional Firearm","10 to 14","Ohio","White","--","549,428","--"
"Unintentional Firearm","10 to 14","Ohio","Black","--","118,355","--"
"Unintentional Firearm","10 to 14","Oklahoma","White","--","180,955","--"
"Unintentional Firearm","10 to 14","Oklahoma","Black","--","22,855","--"
"Unintentional Firearm","10 to 14","Oregon","White","--","202,209","--"
"Unintentional Firearm","10 to 14","Oregon","Black","--","6,843","--"
"Unintentional Firearm","10 to 14","Pennsylvania","White","--","560,126","--"
"Unintentional Firearm","10 to 14","Pennsylvania","Black","--","117,603","--"
"Unintentional Firearm","10 to 14","Rhode Island","White","--","43,330","--"
"Unintentional Firearm","10 to 14","Rhode Island","Black","--","6,969","--"
"Unintentional Firearm","10 to 14","South Carolina","White","--","203,026","--"
"Unintentional Firearm","10 to 14","South Carolina","Black","--","97,936","--"
"Unintentional Firearm","10 to 14","South Dakota","White","--","47,707","--"
"Unintentional Firearm","10 to 14","South Dakota","Black","--","2,201","--"
"Unintentional Firearm","10 to 14","Tennessee","White","--","321,100","--"
"Unintentional Firearm","10 to 14","Tennessee","Black","--","84,442","--"
"Unintentional Firearm","10 to 14","Texas","White","--","953,731","--"
"Unintentional Firearm","10 to 14","Texas","Black","--","225,425","--"
"Unintentional Firearm","10 to 14","Utah","White","--","242,316","--"
"Unintentional Firearm","10 to 14","Utah","Black","--","4,801","--"
"Unintentional Firearm","10 to 14","Vermont","White","--","30,733","--"
"Unintentional Firearm","10 to 14","Vermont","Black","--","679","--"
"Unintentional Firearm","10 to 14","Virginia","White","--","339,961","--"
"Unintentional Firearm","10 to 14","Virginia","Black","--","112,671","--"
"Unintentional Firearm","10 to 14","Washington","White","--","341,099","--"
"Unintentional Firearm","10 to 14","Washington","Black","--","24,373","--"
"Unintentional Firearm","10 to 14","West Virginia","White","--","93,037","--"
"Unintentional Firearm","10 to 14","West Virginia","Black","--","3,952","--"
"Unintentional Firearm","10 to 14","Wisconsin","White","--","290,509","--"
"Unintentional Firearm","10 to 14","Wisconsin","Black","--","33,235","--"
"Unintentional Firearm","10 to 14","Wyoming","White","--","34,722","--"
"Unintentional Firearm","10 to 14","Wyoming","Black","--","464","--"
"Unintentional Firearm","15 to 19","Alabama","White","--","216,880","--"
"Unintentional Firearm","15 to 19","Alabama","Black","--","99,145","--"
"Unintentional Firearm","15 to 19","Alaska","White","--","24,423","--"
"Unintentional Firearm","15 to 19","Alaska","Black","--","1,548","--"
"Unintentional Firearm","15 to 19","Arizona","White","--","380,121","--"
"Unintentional Firearm","15 to 19","Arizona","Black","--","30,510","--"
"Unintentional Firearm","15 to 19","Arkansas","White","--","152,386","--"
"Unintentional Firearm","15 to 19","Arkansas","Black","--","35,974","--"
"Unintentional Firearm","15 to 19","California","White","--","1,167,778","--"
"Unintentional Firearm","15 to 19","California","Black","--","101,244","--"
"Unintentional Firearm","15 to 19","Colorado","White","--","312,753","--"
"Unintentional Firearm","15 to 19","Colorado","Black","--","18,404","--"
"Unintentional Firearm","15 to 19","Connecticut","White","--","184,851","--"
"Unintentional Firearm","15 to 19","Connecticut","Black","--","35,466","--"
"Unintentional Firearm","15 to 19","Delaware","White","--","38,858","--"
"Unintentional Firearm","15 to 19","Delaware","Black","--","17,584","--"
"Unintentional Firearm","15 to 19","District of Columbia","White","--","14,978","--"
"Unintentional Firearm","15 to 19","District of Columbia","Black","--","18,189","--"
"Unintentional Firearm","15 to 19","Florida","White","--","637,159","--"
"Unintentional Firearm","15 to 19","Florida","Black","--","192,189","--"
"Unintentional Firearm","15 to 19","Georgia","White","--","421,291","--"
"Unintentional Firearm","15 to 19","Georgia","Black","--","264,705","--"
"Unintentional Firearm","15 to 19","Hawaii","White","--","13,445","--"
"Unintentional Firearm","15 to 19","Hawaii","Black","--","1,578","--"
"Unintentional Firearm","15 to 19","Idaho","White","--","134,012","--"
"Unintentional Firearm","15 to 19","Idaho","Black","--","1,700","--"
"Unintentional Firearm","15 to 19","Illinois","White","--","607,968","--"
"Unintentional Firearm","15 to 19","Illinois","Black","--","127,679","--"
"Unintentional Firearm","15 to 19","Indiana","White","--","373,693","--"
"Unintentional Firearm","15 to 19","Indiana","Black","--","53,292","--"
"Unintentional Firearm","15 to 19","Iowa","White","--","192,204","--"
"Unintentional Firearm","15 to 19","Iowa","Black","--","12,139","--"
"Unintentional Firearm","15 to 19","Kansas","White","--","170,880","--"
"Unintentional Firearm","15 to 19","Kansas","Black","--","14,109","--"
"Unintentional Firearm","15 to 19","Kentucky","White","--","239,149","--"
"Unintentional Firearm","15 to 19","Kentucky","Black","--","29,147","--"
"Unintentional Firearm","15 to 19","Louisiana","White","--","170,127","--"
"Unintentional Firearm","15 to 19","Louisiana","Black","--","113,544","--"
"Unintentional Firearm","15 to 19","Maine","White","--","70,821","--"
"Unintentional Firearm","15 to 19","Maine","Black","--","2,548","--"
"Unintentional Firearm","15 to 19","Maryland","White","--","210,916","--"
"Unintentional Firearm","15 to 19","Maryland","Black","--","125,876","--"
"Unintentional Firearm","15 to 19","Massachusetts","White","--","341,219","--"
"Unintentional Firearm","15 to 19","Massachusetts","Black","--","48,115","--"
"Unintentional Firearm","15 to 19","Michigan","White","--","478,165","--"
"Unintentional Firearm","15 to 19","Michigan","Black","--","97,777","--"
"Unintentional Firearm","15 to 19","Minnesota","White","--","286,376","--"
"Unintentional Firearm","15 to 19","Minnesota","Black","--","37,473","--"
"Unintentional Firearm","15 to 19","Mississippi","White","--","110,623","--"
"Unintentional Firearm","15 to 19","Mississippi","Black","--","87,150","--"
"Unintentional Firearm","15 to 19","Missouri","White","--","315,503","--"
"Unintentional Firearm","15 to 19","Missouri","Black","--","53,308","--"
"Unintentional Firearm","15 to 19","Montana","White","--","57,187","--"
"Unintentional Firearm","15 to 19","Montana","Black","--","548","--"
"Unintentional Firearm","15 to 19","Nebraska","White","--","116,148","--"
"Unintentional Firearm","15 to 19","Nebraska","Black","--","8,503","--"
"Unintentional Firearm","15 to 19","Nevada","White","--","134,472","--"
"Unintentional Firearm","15 to 19","Nevada","Black","--","22,771","--"
"Unintentional Firearm","15 to 19","New Hampshire","White","--","73,107","--"
"Unintentional Firearm","15 to 19","New Hampshire","Black","--","2,208","--"
"Unintentional Firearm","15 to 19","New Jersey","White","--","397,153","--"
"Unintentional Firearm","15 to 19","New Jersey","Black","--","94,125","--"
"Unintentional Firearm","15 to 19","New Mexico","White","--","111,651","--"
"Unintentional Firearm","15 to 19","New Mexico","Black","--","4,512","--"
"Unintentional Firearm","15 to 19","New York","White","--","803,732","--"
"Unintentional Firearm","15 to 19","New York","Black","--","220,809","--"
"Unintentional Firearm","15 to 19","North Carolina","White","--","465,152","--"
"Unintentional Firearm","15 to 19","North Carolina","Black","--","170,592","--"
"Unintentional Firearm","15 to 19","North Dakota","White","--","45,303","--"
"Unintentional Firearm","15 to 19","North Dakota","Black","--","1,865","--"
"Unintentional Firearm","15 to 19","Ohio","White","--","576,605","--"
"Unintentional Firearm","15 to 19","Ohio","Black","--","112,976","--"
"Unintentional Firearm","15 to 19","Oklahoma","White","--","186,174","--"
"Unintentional Firearm","15 to 19","Oklahoma","Black","--","24,525","--"
